point,area,type,months,total1,total2,monthly1,monthly2
基隆市七堵區七堵國民小學附設幼兒園,七堵區,公立,8,29790,200,3724,25
基隆市七堵區五堵國民小學附設幼兒園,七堵區,公立,8,28000,0,3500,0
基隆市七堵區堵南國民小學附設幼兒園,七堵區,公立,8,28000,0,3500,0
基隆市七堵區復興國民小學附設幼兒園,七堵區,公立,8,28000,200,3500,25
基隆市七堵區瑪陵國民小學附設幼兒園,七堵區,公立,8,29800,0,3725,0
基隆市七堵區華興國民小學附設幼兒園,七堵區,公立,8,28000,200,3500,25
基隆市七堵區長興國民小學附設幼兒園,七堵區,公立,8,28000,0,3500,0
基隆市中山區中和國民小學附設幼兒園,中山區,公立,8,28000,200,3500,25
基隆市中山區中山國民小學附設幼兒園,中山區,公立,8,28000,0,3500,0
基隆市中山區中華國民小學附設幼兒園,中山區,公立,8,28000,0,3500,0
基隆市中山區仙洞國民小學附設幼兒園,中山區,公立,8,28000,0,3500,0
基隆市中山區德和國民小學附設幼兒園,中山區,公立,8,28000,0,3500,0
基隆市中山區港西國民小學附設幼兒園,中山區,公立,8,28000,200,3500,25
基隆市中正區中正國民小學附設幼兒園,中正區,公立,8,28000,0,3500,0
基隆市中正區八斗國民小學附設幼兒園,中正區,公立,8,28000,0,3500,0
基隆市中正區和平國民小學附設幼兒園,中正區,公立,8,28000,0,3500,0
基隆市中正區忠孝國民小學附設幼兒園,中正區,公立,8,28000,0,3500,0
基隆市中正區正濱國民小學附設幼兒園,中正區,公立,8,28000,0,3500,0
基隆市仁愛區仁愛國民小學附設幼兒園,仁愛區,公立,8,28000,200,3500,25
基隆市仁愛區南榮國民小學附設幼兒園,仁愛區,公立,8,28000,0,3500,0
基隆市仁愛區成功國民小學附設幼兒園,仁愛區,公立,8,28000,0,3500,0
基隆市信義區中興國民小學附設幼兒園,信義區,公立,8,28000,0,3500,0
基隆市信義區信義國民小學附設幼兒園,仁愛區,公立,8,28000,0,3500,0
基隆市信義區月眉國民小學附設幼兒園,信義區,公立,8,28000,0,3500,0
基隆市信義區東信國民小學附設幼兒園,信義區,公立,8,29790,0,3724,0
基隆市信義區東光國民小學附設幼兒園,信義區,公立,8,29800,0,3725,0
基隆市信義區深澳國民小學附設幼兒園,信義區,公立,8,28000,0,3500,0
基隆市信義區深美國民小學附設幼兒園,信義區,公立,8,28000,0,3500,0
基隆市南榮非營利幼兒園(委託財團法人伊甸社會福利基金會辦理),仁愛區,非營利,12,100260,0,8355,0
基隆市安樂區安樂國民小學附設幼兒園,安樂區,公立,8,28000,0,3500,0
基隆市安樂區建德國民小學附設幼兒園,安樂區,公立,8,28000,0,3500,0
基隆市安樂區武崙國民小學附設幼兒園,安樂區,公立,8,28000,0,3500,0
基隆市安樂區西定國民小學附設幼兒園,安樂區,公立,8,28000,0,3500,0
基隆市安樂區長樂國民小學附設幼兒園,安樂區,公立,8,28000,200,3500,25
基隆市安樂區隆聖國民小學附設幼兒園,安樂區,公立,8,28000,0,3500,0
基隆市暖暖區暖暖國民小學附設幼兒園,暖暖區,公立,8,28000,0,3500,0
基隆市暖暖區暖江國民小學附設幼兒園,暖暖區,公立,8,29800,200,3725,25
基隆市暖暖區碇內國民小學附設幼兒園,暖暖區,公立,8,28000,0,3500,0
基隆市百福非營利幼兒園(委託財團法人彭婉如文教基金會辦理),七堵區,非營利,12,98280,0,8190,0
基隆市私立一丫一丫幼兒園,安樂區,私立,12,109600,0,9133,0
基隆市私立人愛幼兒園,仁愛區,私立,12,156000,0,13000,0
基隆市私立何佳仁幼兒園,中正區,私立,12,193500,0,16125,0
基隆市私立全美幼兒園,七堵區,私立,12,117200,0,9767,0
基隆市私立吉貝兒幼兒園,暖暖區,準公共化,12,115416,18000,9618,1500
基隆市私立名人幼兒園,七堵區,私立,12,119600,14400,9967,1200
基隆市私立名將幼兒園,七堵區,準公共化,12,106520,30000,8877,2500
基隆市私立向日葵幼兒園,中山區,準公共化,12,80484,0,6707,0
基隆市私立哈博士幼兒園,信義區,私立,12,153200,0,12767,0
基隆市私立啟賢幼兒園,信義區,準公共化,12,103200,18000,8600,1500
基隆市私立嘉仁幼兒園,七堵區,私立,12,184740,0,15395,0
基隆市私立嘉成幼兒園,安樂區,私立,12,185244,0,15437,0
基隆市私立嘉美幼兒園,信義區,私立,12,180384,0,15032,0
基隆市私立城上城幼兒園,安樂區,私立,12,231000,0,19250,0
基隆市私立培利園幼兒園,信義區,準公共化,12,61440,9000,5120,750
基隆市私立培利安幼兒園,中正區,私立,12,61000,9600,5083,800
基隆市私立大華幼兒園,暖暖區,準公共化,12,88672,9000,7389,750
基隆市私立奇瓦迪幼兒園,暖暖區,準公共化,12,183600,9000,15300,750
基隆市私立安特幼兒園,七堵區,準公共化,12,98628,0,8219,0
基隆市私立安琪兒幼兒園,安樂區,準公共化,12,117864,18000,9822,1500
基隆市私立小天使幼兒園,暖暖區,準公共化,12,91572,0,7631,0
基隆市私立小太陽幼兒園,中正區,準公共化,12,104096,12000,8675,1000
基隆市私立小象幼兒園,七堵區,準公共化,12,90996,9000,7583,750
基隆市私立小象幼兒藝術幼兒園,暖暖區,準公共化,12,98764,9000,8230,750
基隆市私立小象文教幼兒園,七堵區,私立,12,130000,0,10833,0
基隆市私立小象童寶幼兒園,七堵區,準公共化,12,99968,9000,8331,750
基隆市私立幼幼幼兒園,暖暖區,私立,12,143592,24000,11966,2000
基隆市私立幼新幼兒園,暖暖區,準公共化,12,104652,18000,8721,1500
基隆市私立德寶幼兒園,安樂區,私立,12,119600,0,9967,0
基隆市私立愛米爾幼兒園,中山區,準公共化,12,70100,12000,5842,1000
基隆市私立愷昀幼兒園,中正區,私立,10,128000,10000,12800,1000
基隆市私立文馨義一幼兒園,中正區,私立,12,90000,0,7500,0
基隆市私立新美幼兒園,信義區,私立,12,192770,0,16064,0
基隆市私立暖心幼兒園,暖暖區,私立,12,183600,0,15300,0
基隆市私立柴爾德幼兒園,信義區,私立,12,67992,0,5666,0
