鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,5,上學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,5,下學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,4,上學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,4,下學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,3,上學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,3,下學期,全日班,47982,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,2,上學期,全日班,53802,4500
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,2,下學期,全日班,53802,4500
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,5,上學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,5,下學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,4,上學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,4,下學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,3,上學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,3,下學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,2,上學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬私立中山幼兒園,私立,2,下學期,全日班,69000,9600
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,5,上學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,5,下學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,4,上學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,4,下學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,3,上學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,3,下學期,全日班,47454,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,2,上學期,全日班,51114,
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,2,下學期,全日班,51114,
楠梓區,右昌基督長老教會附設高雄市私立右光幼兒園,私立,5,上學期,全日班,35800,
楠梓區,右昌基督長老教會附設高雄市私立右光幼兒園,私立,5,下學期,全日班,35800,
楠梓區,右昌基督長老教會附設高雄市私立右光幼兒園,私立,4,上學期,全日班,42900,
楠梓區,右昌基督長老教會附設高雄市私立右光幼兒園,私立,4,下學期,全日班,42900,
楠梓區,右昌基督長老教會附設高雄市私立右光幼兒園,私立,3,上學期,全日班,42900,
