鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,5,上學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,5,下學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,4,上學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,4,下學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,3,上學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,3,下學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,2,上學期,全日班,29100,
苗栗市,台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,私立,2,下學期,全日班,29100,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,5,上學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,5,下學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,4,上學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,4,下學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,3,上學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,3,下學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,2,上學期,全日班,87000,
造橋鄉,廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,私立,2,下學期,全日班,87000,
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,5,上學期,半日班,11760,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,5,上學期,全日班,15450,
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,5,下學期,半日班,11760,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,5,下學期,全日班,15450,
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,4,上學期,半日班,11760,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,4,上學期,全日班,15450,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,4,下學期,半日班,11760,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,4,下學期,全日班,15450,0
三灣鄉,苗栗縣三灣鄉三灣國民小學附設幼兒園,公立,3,上學期,半日班,11760,0
