鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,5,上學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,5,下學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,4,上學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,4,下學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,3,上學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,3,下學期,全日班,47754,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,2,上學期,全日班,51954,7200
朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,2,下學期,全日班,51954,7200
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,5,上學期,全日班,17625,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,5,下學期,全日班,15540,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,4,上學期,全日班,17625,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,4,下學期,全日班,15540,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,3,上學期,全日班,17625,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,3,下學期,全日班,15540,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,2,上學期,全日班,17625,
中埔鄉,嘉義縣中埔鄉中埔國民小學附設幼兒園,公立,2,下學期,全日班,15540,
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,5,上學期,全日班,16625,
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,5,下學期,全日班,14740,
