鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,5,上學期,全日班,49488,
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,5,下學期,全日班,49488,
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,4,上學期,全日班,49488,
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,4,下學期,全日班,49488,
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,3,上學期,全日班,49488,
潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,3,下學期,全日班,49488,
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,5,上學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,5,下學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,4,上學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,4,下學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,3,上學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,3,下學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,2,上學期,全日班,88200,12600
大雅區,台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,私立,2,下學期,全日班,88200,12600
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,5,上學期,全日班,55000,
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,5,下學期,全日班,55000,
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,4,上學期,全日班,55000,
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,4,下學期,全日班,55000,
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,3,上學期,全日班,55000,
東區,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,私立,3,下學期,全日班,55000,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,5,上學期,全日班,18117,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,5,下學期,全日班,17356,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,18117,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,17356,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,3,上學期,全日班,18117,
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,3,下學期,全日班,17356,
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,5,上學期,全日班,58100,3000
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,5,下學期,全日班,58100,3000
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,4,上學期,全日班,58100,3000
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,4,下學期,全日班,58100,3000
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,3,上學期,全日班,58100,3000
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,3,下學期,全日班,58100,3000
烏日區,正和書院附設臺中市私立光明幼兒園,私立,5,上學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,5,下學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,4,上學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,4,下學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,3,上學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,3,下學期,全日班,48000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,2,上學期,全日班,54000,
烏日區,正和書院附設臺中市私立光明幼兒園,私立,2,下學期,全日班,54000,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,5,上學期,全日班,48186,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,5,下學期,全日班,48186,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,4,上學期,全日班,48186,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,4,下學期,全日班,48186,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,3,上學期,全日班,48186,
大雅區,社團法人中華音樂舞蹈暨表演藝術教育協會附設臺中市私立上楓非營利幼兒園(臺中市政府教育局委託辦理),非營利,3,下學期,全日班,48186,
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,5,上學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,5,下學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,4,上學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,4,下學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,3,上學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,3,下學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,2,上學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,2,下學期,全日班,66000,13200
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,5,上學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,5,下學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,4,上學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,4,下學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,3,上學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,3,下學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,2,上學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,2,下學期,全日班,66000,6750
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,5,上學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,5,下學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,4,上學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,4,下學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,3,上學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,3,下學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,2,上學期,全日班,67800,13200
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,2,下學期,全日班,67800,13200
太平區,私立慈明高級中學附設臺中市幼兒園,私立,5,上學期,全日班,48000,
太平區,私立慈明高級中學附設臺中市幼兒園,私立,5,下學期,全日班,48000,
太平區,私立慈明高級中學附設臺中市幼兒園,私立,4,上學期,全日班,48000,
