鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,5,上學期,全日班,50526,25263
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,5,下學期,全日班,50526,25263
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,4,上學期,全日班,50526,60900
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,4,下學期,全日班,50526,60900
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,3,上學期,全日班,50526,60900
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,3,下學期,全日班,50526,60900
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,2,上學期,全日班,54132,65250
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,2,下學期,全日班,54132,65250
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,4,上學期,全日班,38800,41800
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,4,下學期,全日班,38800,41800
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,3,上學期,全日班,38800,41800
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,3,下學期,全日班,38800,41800
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,2,上學期,全日班,38800,46000
斗六市,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,私立,2,下學期,全日班,38800,46000
元長鄉,雲林縣元長鄉立幼兒園,公立,4,上學期,全日班,17200,19400
元長鄉,雲林縣元長鄉立幼兒園,公立,4,下學期,全日班,17200,19400
元長鄉,雲林縣元長鄉立幼兒園,公立,3,上學期,全日班,17200,19400
元長鄉,雲林縣元長鄉立幼兒園,公立,3,下學期,全日班,17200,19400
元長鄉,雲林縣元長鄉立幼兒園仁德分班,公立,4,上學期,全日班,18100,20300
元長鄉,雲林縣元長鄉立幼兒園仁德分班,公立,4,下學期,全日班,18100,20300
元長鄉,雲林縣元長鄉立幼兒園仁德分班,公立,3,上學期,全日班,18100,20300
元長鄉,雲林縣元長鄉立幼兒園仁德分班,公立,3,下學期,全日班,18100,20300
