鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,5,上學期,全日班,18117,17914
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,18117,17914
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,17356,17838
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,3,上學期,全日班,18117,17914
北區,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,3,下學期,全日班,17356,17838
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,4,上學期,全日班,58100,59600
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,4,下學期,全日班,58100,59600
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,3,上學期,全日班,58100,59600
南區,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,私立,3,下學期,全日班,58100,59600
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,4,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,4,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,3,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,3,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,2,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市中棲幼兒園,私立,2,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,4,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,4,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,3,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,3,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,2,上學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市平等幼兒園,私立,2,下學期,全日班,66000,67800
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,4,上學期,全日班,67800,69600
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,4,下學期,全日班,67800,69600
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,3,上學期,全日班,67800,69600
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,3,下學期,全日班,67800,69600
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,2,上學期,全日班,67800,69600
沙鹿區,私立弘光科技大學附設臺中市幼兒園,私立,2,下學期,全日班,67800,69600
中區,臺中市中區光復國民小學附設幼兒園,公立,4,上學期,全日班,17482,17256
中區,臺中市中區光復國民小學附設幼兒園,公立,4,下學期,全日班,16699,17186
中區,臺中市中區光復國民小學附設幼兒園,公立,3,上學期,全日班,17482,17256
中區,臺中市中區光復國民小學附設幼兒園,公立,3,下學期,全日班,16699,17186
北區,臺中市北區中華國民小學附設幼兒園,公立,5,上學期,全日班,18532,18331
北區,臺中市北區中華國民小學附設幼兒園,公立,4,上學期,全日班,18532,18331
北區,臺中市北區中華國民小學附設幼兒園,公立,4,下學期,全日班,17704,18196
北區,臺中市北區中華國民小學附設幼兒園,公立,3,上學期,全日班,18532,18331
北區,臺中市北區中華國民小學附設幼兒園,公立,3,下學期,全日班,17704,18196
北區,臺中市北區健行國民小學附設幼兒園,公立,4,上學期,全日班,18955,18744
北區,臺中市北區健行國民小學附設幼兒園,公立,4,下學期,全日班,18092,18606
北區,臺中市北區健行國民小學附設幼兒園,公立,3,上學期,全日班,18955,18744
北區,臺中市北區健行國民小學附設幼兒園,公立,3,下學期,全日班,18092,18606
北區,臺中市北區太平國民小學附設幼兒園,公立,4,上學期,半日班,14494,14342
北區,臺中市北區太平國民小學附設幼兒園,公立,4,上學期,全日班,18394,18192
北區,臺中市北區太平國民小學附設幼兒園,公立,4,下學期,半日班,13854,14250
北區,臺中市北區太平國民小學附設幼兒園,公立,4,下學期,全日班,17604,18100
北區,臺中市北區太平國民小學附設幼兒園,公立,3,上學期,半日班,14494,14342
北區,臺中市北區太平國民小學附設幼兒園,公立,3,上學期,全日班,18394,18192
北區,臺中市北區太平國民小學附設幼兒園,公立,3,下學期,半日班,13854,14250
北區,臺中市北區太平國民小學附設幼兒園,公立,3,下學期,全日班,17604,18100
北區,臺中市北區省三國民小學附設幼兒園,公立,5,上學期,全日班,18909,18744
北區,臺中市北區省三國民小學附設幼兒園,公立,4,上學期,全日班,18909,18744
北區,臺中市北區省三國民小學附設幼兒園,公立,4,下學期,全日班,18000,18606
北區,臺中市北區省三國民小學附設幼兒園,公立,3,上學期,全日班,18909,18744
北區,臺中市北區省三國民小學附設幼兒園,公立,3,下學期,全日班,18000,18606
北區,臺中市北區立人國民小學附設幼兒園,公立,4,上學期,全日班,18240,18125
北區,臺中市北區立人國民小學附設幼兒園,公立,4,下學期,全日班,17379,17996
北區,臺中市北區立人國民小學附設幼兒園,公立,3,上學期,全日班,18240,18125
北區,臺中市北區立人國民小學附設幼兒園,公立,3,下學期,全日班,17379,17996
北區,臺中市北區篤行國民小學附設幼兒園,公立,5,上學期,全日班,18555,18348
北區,臺中市北區篤行國民小學附設幼兒園,公立,4,上學期,全日班,18555,18348
北區,臺中市北區篤行國民小學附設幼兒園,公立,4,下學期,全日班,17724,18222
北區,臺中市北區篤行國民小學附設幼兒園,公立,3,上學期,全日班,18555,18348
北區,臺中市北區篤行國民小學附設幼兒園,公立,3,下學期,全日班,17724,18222
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,5,上學期,全日班,18955,18744
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,5,下學期,全日班,18092,17870
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,4,上學期,全日班,18955,18744
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,4,下學期,全日班,18092,18606
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,3,上學期,全日班,18955,18744
北屯區,臺中市北屯區仁愛國民小學附設幼兒園,公立,3,下學期,全日班,18092,18606
