鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,4,上學期,全日班,70950,75400
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,4,下學期,全日班,70950,75400
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,3,上學期,全日班,70950,75400
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,3,下學期,全日班,70950,75400
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,4,上學期,全日班,74000,87200
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,4,下學期,全日班,74000,87200
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,3,上學期,全日班,74000,87200
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,3,下學期,全日班,74000,87200
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,2,上學期,全日班,74000,87200
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,2,下學期,全日班,74000,87200
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,上學期,全日班,141000,156000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,下學期,全日班,141000,156000
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,4,上學期,全日班,98200,104200
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,4,下學期,全日班,98200,104200
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,3,上學期,全日班,99400,105400
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,3,下學期,全日班,99400,105400
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,2,上學期,全日班,103600,109600
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,2,下學期,全日班,103600,109600
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,4,上學期,全日班,182200,187200
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,4,下學期,全日班,182200,187200
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,3,上學期,全日班,182200,187200
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,3,下學期,全日班,182200,187200
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,2,上學期,全日班,182200,187200
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,2,下學期,全日班,182200,187200
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,4,上學期,全日班,55200,60200
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,4,下學期,全日班,55200,60200
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,3,上學期,全日班,55200,60200
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,3,下學期,全日班,55200,60200
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,2,上學期,全日班,60900,69900
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,2,下學期,全日班,60900,69900
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,5,上學期,全日班,54342,38040
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,5,下學期,全日班,54342,38040
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,4,上學期,全日班,54342,38040
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,4,下學期,全日班,54342,38040
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,3,上學期,全日班,54342,38040
新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,3,下學期,全日班,54342,38040
新店區,新北市新店區雙峰國民小學附設幼兒園,公立,5,上學期,全日班,17125,16675
新店區,新北市新店區雙峰國民小學附設幼兒園,公立,5,下學期,全日班,17125,16675
新店區,新北市新店區雙峰國民小學附設幼兒園,公立,4,上學期,全日班,17125,16675
新店區,新北市新店區雙峰國民小學附設幼兒園,公立,4,下學期,全日班,17125,16675
