鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
信義鄉,南投縣信義鄉地利國民小學附設幼兒園,公立,4,上學期,全日班,13050,13950
信義鄉,南投縣信義鄉地利國民小學附設幼兒園,公立,4,下學期,全日班,13050,13950
信義鄉,南投縣信義鄉地利國民小學附設幼兒園,公立,3,上學期,全日班,13050,13950
信義鄉,南投縣信義鄉地利國民小學附設幼兒園,公立,3,下學期,全日班,13050,13950
信義鄉,南投縣信義鄉雙龍國民小學附設幼兒園,公立,2,下學期,全日班,13275,13725
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,5,上學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,5,下學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,4,上學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,4,下學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,3,上學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,3,下學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,2,上學期,半日班,10125,9810
國姓鄉,南投縣國姓鄉長流國民小學附設幼兒園,公立,2,下學期,半日班,10125,9810
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,5,上學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,5,上學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,5,下學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,5,下學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,4,上學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,4,上學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,4,下學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,4,下學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,3,上學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,3,上學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,3,下學期,半日班,10125,6525
埔里鎮,南投縣埔里鎮水尾國民小學附設幼兒園,公立,3,下學期,全日班,13950,9000
埔里鎮,南投縣埔里鎮立幼兒園,公立,5,下學期,全日班,14590,7590
南投市,南投縣私立仁義幼兒園,私立,4,上學期,全日班,57000,64200
