鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
公館鄉,苗栗縣公館鄉公館國民小學附設幼兒園,公立,4,下學期,全日班,14600,14800
公館鄉,苗栗縣公館鄉公館國民小學附設幼兒園,公立,3,下學期,全日班,14600,14800
大湖鄉,苗栗縣大湖鄉立幼兒園,公立,5,上學期,全日班,17650,16100
大湖鄉,苗栗縣大湖鄉立幼兒園,公立,4,上學期,全日班,17650,16100
大湖鄉,苗栗縣大湖鄉立幼兒園,公立,3,上學期,全日班,17650,16100
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,4,上學期,半日班,11193,11210
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,4,上學期,全日班,14766,14800
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,4,下學期,半日班,11057,11210
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,4,下學期,全日班,14494,14800
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,3,上學期,半日班,11193,11210
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,3,上學期,全日班,14766,14800
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,3,下學期,半日班,11057,11210
大湖鄉,苗栗縣大湖鄉華興國民小學附設幼兒園,公立,3,下學期,全日班,14494,14800
泰安鄉,苗栗縣泰安鄉立幼兒園,公立,3,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園,公立,3,下學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園,公立,2,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園,公立,2,下學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園大興分班,公立,3,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園大興分班,公立,3,下學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園大興分班,公立,2,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園大興分班,公立,2,下學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園象鼻分班,公立,3,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園象鼻分班,公立,3,下學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園象鼻分班,公立,2,上學期,全日班,7000,8000
泰安鄉,苗栗縣泰安鄉立幼兒園象鼻分班,公立,2,下學期,全日班,7000,8000
獅潭鄉,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,公立,4,上學期,半日班,8010,7995
獅潭鄉,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,公立,4,上學期,全日班,11400,11370
獅潭鄉,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,公立,4,下學期,半日班,7890,7995
獅潭鄉,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,公立,4,下學期,全日班,11160,11370
獅潭鄉,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,公立,3,上學期,半日班,8010,7995
