鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,2,上學期,全日班,88200,76500
關西鎮,新竹縣私立中國兒童幼兒園,私立,5,上學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,5,下學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,4,上學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,4,下學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,3,上學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,3,下學期,全日班,42118,40000
關西鎮,新竹縣私立中國兒童幼兒園,私立,2,上學期,全日班,38318,36200
關西鎮,新竹縣私立中國兒童幼兒園,私立,2,下學期,全日班,38318,36200
橫山鄉,新竹縣私立佳禾幼兒園,私立,4,上學期,全日班,51150,52650
橫山鄉,新竹縣私立佳禾幼兒園,私立,4,下學期,全日班,51150,52650
橫山鄉,新竹縣私立佳禾幼兒園,私立,3,上學期,全日班,51150,52650
橫山鄉,新竹縣私立佳禾幼兒園,私立,3,下學期,全日班,51150,52650
湖口鄉,新竹縣私立偉大人物幼兒園,私立,4,上學期,全日班,99000,115000
湖口鄉,新竹縣私立偉大人物幼兒園,私立,4,下學期,全日班,99000,115000
湖口鄉,新竹縣私立偉大人物幼兒園,私立,3,上學期,全日班,99000,115000
湖口鄉,新竹縣私立偉大人物幼兒園,私立,3,下學期,全日班,99000,115000
湖口鄉,新竹縣私立偉大人物幼兒園,私立,2,上學期,全日班,78000,98400
湖口鄉,新竹縣私立偉大人物幼兒園,私立,2,下學期,全日班,78000,98400
竹北市,新竹縣私立優尼肯幼兒園,私立,4,上學期,全日班,103200,112000
竹北市,新竹縣私立優尼肯幼兒園,私立,4,下學期,全日班,103200,112000
竹北市,新竹縣私立優尼肯幼兒園,私立,3,上學期,全日班,103200,112000
竹北市,新竹縣私立優尼肯幼兒園,私立,3,下學期,全日班,103200,112000
