鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,4,上學期,半日班,25450,30450
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,4,上學期,全日班,35000,45000
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,4,下學期,半日班,25450,30450
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,4,下學期,全日班,35000,45000
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,3,上學期,半日班,25450,30450
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,3,上學期,全日班,35000,45000
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,3,下學期,半日班,25450,30450
花蓮市,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,私立,3,下學期,全日班,35000,45000
吉安鄉,花蓮縣私立咪咪幼兒園,私立,4,上學期,全日班,45000,54740
吉安鄉,花蓮縣私立咪咪幼兒園,私立,4,下學期,全日班,45000,54740
吉安鄉,花蓮縣私立咪咪幼兒園,私立,3,上學期,全日班,45000,54740
吉安鄉,花蓮縣私立咪咪幼兒園,私立,3,下學期,全日班,45000,54740
吉安鄉,花蓮縣私立咪咪幼兒園,私立,2,上學期,全日班,45000,57740
吉安鄉,花蓮縣私立咪咪幼兒園,私立,2,下學期,全日班,45000,57740
