鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
五結鄉,宜蘭縣五結鄉立幼兒園,公立,4,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園,公立,4,下學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園,公立,3,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園,公立,3,下學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園,公立,2,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園,公立,2,下學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,4,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,4,下學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,3,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,3,下學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,2,上學期,全日班,19630,20070
五結鄉,宜蘭縣五結鄉立幼兒園利澤分班,公立,2,下學期,全日班,19630,20070
冬山鄉,宜蘭縣冬山鄉立幼兒園,公立,4,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園,公立,3,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園,公立,2,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園中山分班,公立,4,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園中山分班,公立,3,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園中山分班,公立,2,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園群英分班,公立,4,上學期,全日班,15609,15668
冬山鄉,宜蘭縣冬山鄉立幼兒園群英分班,公立,3,上學期,全日班,15609,15668
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,4,上學期,全日班,12223,12448
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,4,下學期,全日班,12223,12448
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,3,上學期,全日班,12223,12448
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,3,下學期,全日班,12223,12448
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,2,上學期,全日班,12223,12448
壯圍鄉,宜蘭縣壯圍鄉古亭國民小學附設幼兒園,公立,2,下學期,全日班,12223,12448
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,4,上學期,全日班,31200,39600
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,4,下學期,全日班,31200,39600
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,3,上學期,全日班,31200,39600
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,3,下學期,全日班,31200,39600
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,2,上學期,全日班,37200,45600
蘇澳鎮,宜蘭縣私立惠幼幼兒園,私立,2,下學期,全日班,37200,45600
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,4,上學期,全日班,66000,78000
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,4,下學期,全日班,66000,78000
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,3,上學期,全日班,66000,78000
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,3,下學期,全日班,66000,78000
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,2,上學期,全日班,70200,90000
羅東鎮,宜蘭縣私立愛貝爾幼兒園,私立,2,下學期,全日班,70200,90000
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,4,上學期,全日班,64300,77500
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,4,下學期,全日班,64300,77500
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,3,上學期,全日班,64300,77500
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,3,下學期,全日班,64300,77500
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,2,上學期,全日班,68500,89500
宜蘭市,宜蘭縣私立諾貝爾幼兒園,私立,2,下學期,全日班,68500,89500
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,4,上學期,全日班,60000,64030
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,4,下學期,全日班,60000,64030
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,3,上學期,全日班,60000,64030
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,3,下學期,全日班,60000,64030
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,2,上學期,全日班,61200,65230
宜蘭市,宜蘭縣私立長春藤幼兒園,私立,2,下學期,全日班,61200,65230
宜蘭市,宜蘭縣私立康寶爾幼兒園,私立,4,上學期,全日班,63600,66600
宜蘭市,宜蘭縣私立康寶爾幼兒園,私立,4,下學期,全日班,63600,66600
