point,area,type,months,total1,total2,monthly1,monthly2
南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,永康區,私立,12,202000,0,16833,0
台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,善化區,私立,12,309600,26900,25800,2242
嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,仁德區,私立,12,216000,72000,18000,6000
國立成功大學員工子女非營利幼兒園(委託財團法人國立成功大學文教基金會辦理),東區,非營利,12,99492,0,8291,0
國立曾文高級家事商業職業學校附設臺南市私立幼兒園,麻豆區,私立,10,165000,33000,16500,3300
國立臺南大學附設實驗國民小學附設幼兒園,中西區,公立,8,68374,0,8547,0
國立臺南生活美學館職場互助教保服務中心(委託財團法人彭婉如文教基金會辦理),中西區,私立,12,266784,9240,22232,770
大臺南婦女會附設臺南市私立幼兒園,新營區,準公共化,12,184800,0,15400,0
威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,東區,私立,12,253200,66000,21100,5500
崑山國際學校財團法人臺南市崑山高級中等學校附設臺南市私立國際幼兒園,北區,準公共化,12,323280,42000,26940,3500
慈濟學校財團法人臺南市私立慈濟高級中學附設臺南市私立慈中幼兒園,安平區,私立,12,264000,39600,22000,3300
社團法人台南市基督教青年會附設臺南市私立公園幼兒園,北區,私立,12,249600,36000,20800,3000
社團法人台南市基督教青年會附設臺南市私立長榮幼兒園,東區,私立,12,216000,1800,18000,150
社團法人台南市基督教青年會附設臺南市私立青年會幼兒園,中西區,私立,12,271200,36000,22600,3000
私立中華醫事科技大學附設臺南市幼兒園,仁德區,私立,12,181440,105600,15120,8800
私立台南家專學校財團法人台南應用科技大學附設臺南市漢家幼兒園,永康區,私立,12,196000,31680,16333,2640
私立崑山科技大學附設臺南市幼兒園,永康區,私立,12,202800,27600,16900,2300
臺南光華學校財團法人臺南市光華高級中學附屬臺南市私立光華幼兒園,東區,私立,10,198000,46800,19800,4680
臺南市七股區三股國民小學附設幼兒園,七股區,公立,8,68374,0,8547,0
臺南市七股區後港國民小學附設幼兒園,七股區,公立,8,68374,200,8547,25
臺南市七股區竹橋國民小學附設幼兒園,七股區,公立,8,68374,0,8547,0
臺南市七股區農會附設臺南市私立七農非營利幼兒園（臺南市政府核准申請辦理）,七股區,非營利,12,135972,0,11331,0
臺南市下營區下營國民小學附設幼兒園,下營區,公立,8,68374,0,8547,0
臺南市下營區中營國民小學附設幼兒園,下營區,公立,8,68374,200,8547,25
臺南市下營區東興國民小學附設幼兒園,下營區,公立,8,68374,0,8547,0
臺南市下營區賀建國民小學附設幼兒園,下營區,公立,8,68374,200,8547,25
臺南市中西區協進國民小學附設幼兒園,中西區,公立,8,68374,200,8547,25
臺南市中西區忠義國民小學附設幼兒園,中西區,公立,8,68374,200,8547,25
臺南市中西區成功國民小學附設幼兒園,中西區,公立,8,68374,200,8547,25
臺南市中西區進學國民小學附設幼兒園,中西區,公立,8,68374,200,8547,25
臺南市仁德區仁和國民小學附設幼兒園,仁德區,公立,8,68374,200,8547,25
臺南市仁德區依仁國民小學附設幼兒園,仁德區,公立,8,68374,0,8547,0
臺南市仁德區大甲國民小學附設幼兒園,仁德區,公立,8,68374,0,8547,0
臺南市仁德區德南國民小學附設幼兒園,仁德區,公立,8,68374,200,8547,25
臺南市仁德區文賢國民小學附設幼兒園,仁德區,公立,8,68374,200,8547,25
臺南市仁德區長興國民小學附設幼兒園,仁德區,公立,8,68374,200,8547,25
臺南市伯利恆佳里非營利幼兒園(委託財團法人臺南市私立天主教伯利恆社會福利基金會辦理),佳里區,非營利,12,92868,0,7739,0
臺南市佳里區仁愛國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市佳里區佳興國民小學附設幼兒園,佳里區,公立,8,68374,0,8547,0
臺南市佳里區佳里國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市佳里區信義國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市佳里區塭內國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市佳里區子龍國民小學附設幼兒園,佳里區,公立,8,68374,0,8547,0
臺南市佳里區延平國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市佳里區通興國民小學附設幼兒園,佳里區,公立,8,68374,200,8547,25
臺南市六甲區六甲國民小學附設幼兒園,六甲區,公立,8,68374,0,8547,0
臺南市六甲區林鳳國民小學附設幼兒園,六甲區,公立,8,68374,200,8547,25
臺南市北區公園國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北區大光國民小學附設幼兒園,北區,公立,8,68374,0,8547,0
臺南市北區大港國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北區文元國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北區立人國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北區賢北國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北區開元國民小學附設幼兒園,北區,公立,8,68374,200,8547,25
臺南市北門區北門國民小學附設幼兒園,北門區,公立,8,68374,0,8547,0
臺南市北門區蚵寮國民小學附設幼兒園,北門區,公立,8,68374,200,8547,25
臺南市北門區農會附設臺南市私立幼兒園,北門區,準公共化,12,168000,0,14000,0
臺南市北門區錦湖國民小學附設幼兒園,北門區,公立,8,68374,200,8547,25
臺南市北門區雙春國民小學附設幼兒園,北門區,公立,8,68374,200,8547,25
臺南市南化區北寮國民小學附設幼兒園,南化區,公立,8,68374,0,8547,0
臺南市南化區南化國民小學附設幼兒園,南化區,公立,8,68374,0,8547,0
臺南市南化區玉山國民小學附設幼兒園,南化區,公立,8,68374,0,8547,0
臺南市南化區瑞峰國民小學附設幼兒園,南化區,公立,8,68374,0,8547,0
臺南市南化區西埔國民小學附設幼兒園,南化區,公立,8,68374,0,8547,0
臺南市南區喜樹國民小學附設幼兒園,南區,公立,8,68374,0,8547,0
臺南市南區新興國民小學附設幼兒園,南區,公立,8,68374,200,8547,25
臺南市南區日新國民小學附設幼兒園,南區,公立,8,68374,0,8547,0
臺南市南區永華國民小學附設幼兒園,南區,公立,8,68374,200,8547,25
臺南市南區省躬國民小學附設幼兒園,南區,公立,8,68374,0,8547,0
臺南市南區龍崗國民小學附設幼兒園,南區,公立,8,68374,200,8547,25
臺南市南新非營利幼兒園(委託財團法人天主教聖母無原罪方濟傳教修女會辦理),新營區,非營利,12,93840,0,7820,0
臺南市善化區善化國民小學附設幼兒園,善化區,公立,8,68374,0,8547,0
臺南市善化區善糖國民小學附設幼兒園,善化區,公立,8,68374,0,8547,0
臺南市善化區大同國民小學附設幼兒園,善化區,公立,8,68374,200,8547,25
臺南市善化區大成國民小學附設幼兒園,善化區,公立,8,68374,0,8547,0
臺南市善化區小新國民小學附設幼兒園,善化區,公立,8,68374,200,8547,25
臺南市善化區茄拔國民小學附設幼兒園,善化區,公立,8,68374,0,8547,0
臺南市善化區陽明國民小學附設幼兒園,善化區,公立,8,68374,200,8547,25
臺南市大內區二溪國民小學附設幼兒園,大內區,公立,8,68374,0,8547,0
臺南市大內區大內國民小學附設幼兒園,大內區,公立,8,68374,0,8547,0
臺南市學甲區中洲國民小學附設幼兒園,學甲區,公立,8,68374,200,8547,25
臺南市學甲區學甲國民小學附設幼兒園,學甲區,公立,8,68374,200,8547,25
臺南市學甲區東陽國民小學附設幼兒園,學甲區,公立,8,68374,0,8547,0
臺南市學甲區頂洲國民小學附設幼兒園,學甲區,公立,8,68374,200,8547,25
臺南市安南區南興國民小學附設幼兒園,安南區,公立,8,68374,200,8547,25
臺南市安南區和順國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區土城國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區學東國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區安佃國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區安慶國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區安順國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區海東國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區鎮海國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區長安國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區青草國民小學附設幼兒園,安南區,公立,8,68374,0,8547,0
臺南市安南區顯宮國民小學附設幼兒園,安南區,公立,8,68374,200,8547,25
臺南市安定區南安國民小學附設幼兒園,安定區,公立,8,68374,0,8547,0
