point,area,type,months,total1,total2,monthly1,monthly2
嘉義市東區林森國民小學附設幼兒園,嘉義市,公立,9,59390,0,6599,0
嘉義市私立中國娃娃幼兒園,嘉義市,準公共化,12,216000,0,18000,0
嘉義市私立中正幼兒園,嘉義市,準公共化,12,268800,0,22400,0
嘉義市私立佳北幼兒園,嘉義市,私立,12,204000,0,17000,0
嘉義市私立佳寶幼兒園,嘉義市,準公共化,12,211200,32400,17600,2700
嘉義市私立信義幼兒園,嘉義市,準公共化,12,215976,9000,17998,750
嘉義市私立優肯幼兒園,嘉義市,私立,12,287200,0,23933,0
嘉義市私立北興幼兒園,嘉義市,準公共化,12,254848,9000,21237,750
嘉義市私立吉尼爾幼兒園,嘉義市,私立,10,271000,0,27100,0
嘉義市私立和睦幼兒園,嘉義市,準公共化,12,214440,9000,17870,750
嘉義市私立大能力幼兒園,嘉義市,私立,12,246400,0,20533,0
嘉義市私立天欣幼兒園,嘉義市,私立,12,184000,0,15333,0
嘉義市私立小叮噹幼兒園,嘉義市,準公共化,12,192000,454680,16000,37890
嘉義市私立小狀元幼兒園,嘉義市,準公共化,12,192016,9000,16001,750
嘉義市私立小魚幼兒園,嘉義市,私立,12,227200,0,18933,0
嘉義市私立幼華幼兒園,嘉義市,準公共化,12,268800,18000,22400,1500
嘉義市私立忠樺幼兒園,嘉義市,準公共化,12,270072,0,22506,0
嘉義市私立恩光幼兒園,嘉義市,準公共化,12,207072,9000,17256,750
嘉義市私立想像幼兒園,嘉義市,私立,12,225600,8400,18800,700
嘉義市私立愛兒堡幼兒園,嘉義市,私立,12,302400,0,25200,0
嘉義市私立愛兒幼兒園,嘉義市,準公共化,12,239808,9000,19984,750
嘉義市私立慈幼幼兒園,嘉義市,準公共化,12,268800,14400,22400,1200
嘉義市私立教之道幼兒園,嘉義市,準公共化,12,195464,0,16289,0
嘉義市私立東之寶幼兒園,嘉義市,準公共化,12,222096,9000,18508,750
嘉義市私立林肯幼兒園,嘉義市,準公共化,12,294240,9000,24520,750
嘉義市私立桑尼種子幼兒園,嘉義市,準公共化,12,279944,9000,23329,750
嘉義市私立百合幼兒園,嘉義市,私立,12,227200,0,18933,0
嘉義市私立磐石幼兒園,嘉義市,準公共化,12,296448,9000,24704,750
嘉義市私立種子幼兒園,嘉義市,私立,12,272000,0,22667,0
嘉義市私立精英幼兒園,嘉義市,準公共化,12,237456,9000,19788,750
嘉義市私立美的幼兒園,嘉義市,準公共化,12,264000,0,22000,0
嘉義市私立育光幼兒園,嘉義市,私立,12,72792,0,6066,0
嘉義市私立育志幼兒園,嘉義市,準公共化,12,256800,14400,21400,1200
嘉義市私立諾爾堡幼兒園,嘉義市,私立,12,340000,0,28333,0
嘉義市私立貝萊登幼兒園,嘉義市,準公共化,12,224496,9000,18708,750
嘉義市私立陽光幼兒園,嘉義市,私立,12,235200,24000,19600,2000
嘉義市私立雨果幼兒園,嘉義市,私立,12,332000,0,27667,0
嘉義市立吳鳳幼兒園,嘉義市,公立,9,59390,200,6599,22
嘉義市立幸福幼兒園,嘉義市,公立,9,59390,200,6599,22
嘉義市立復國幼兒園,嘉義市,公立,9,59390,200,6599,22
嘉義市西區北園國民小學附設幼兒園,嘉義市,公立,9,59390,200,6599,22
嘉義市西區育人國民小學附設幼兒園,嘉義市,公立,9,59390,0,6599,0
國立嘉義大學附設實驗國民小學附設幼兒園,嘉義市,公立,9,59390,0,6599,0
戴德森醫療財團法人職工福利委員會附設嘉義市私立嘉基幼兒園,嘉義市,準公共化,12,243760,41400,20313,3450
私立東吳高級工業家事職業學校附設嘉義市幼兒園,嘉義市,私立,12,234000,0,19500,0
財團法人中華基督教嘉義浸信會附設嘉義市私立慈光幼兒園,嘉義市,私立,12,258000,0,21500,0
財團法人台灣聖公會附設嘉義市私立聖彼得幼兒園,嘉義市,私立,12,192500,0,16042,0
財團法人嘉義市私立榮光幼兒園,嘉義市,私立,12,196000,0,16333,0
財團法人天主教會嘉義教區附設嘉義市私立仁愛幼兒園,嘉義市,準公共化,12,206328,9000,17194,750
財團法人天主教會嘉義教區附設嘉義市私立景仁幼兒園,嘉義市,準公共化,12,277104,0,23092,0
財團法人天主教會嘉義教區附設嘉義市私立正義幼兒園,嘉義市,準公共化,12,213256,9000,17771,750
財團法人天主教聖言會附設嘉義市私立輔仁幼兒園,嘉義市,私立,12,192000,0,16000,0
