point,area,type,months,total1,total2,monthly1,monthly2
中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,壯圍鄉,私立,12,330000,0,27500,0
國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,頭城鎮,準公共化,12,192000,11400,16000,950
宜蘭縣三星鄉三星國民小學附設幼兒園,三星鄉,公立,8,49792,200,6224,25
宜蘭縣三星鄉大洲國民小學附設幼兒園,三星鄉,公立,8,49792,0,6224,0
宜蘭縣三星鄉立幼兒園,三星鄉,公立,12,79580,0,6632,0
宜蘭縣三星鄉立幼兒園拱照分班,三星鄉,公立,12,79580,0,6632,0
宜蘭縣五結鄉中興國民小學附設幼兒園,五結鄉,公立,8,49792,200,6224,25
宜蘭縣五結鄉五結國民小學附設幼兒園,五結鄉,公立,8,49792,0,6224,0
宜蘭縣五結鄉學進國民小學附設幼兒園,五結鄉,公立,8,49792,0,6224,0
宜蘭縣五結鄉立幼兒園,五結鄉,公立,10,80280,5500,8028,550
宜蘭縣五結鄉立幼兒園利澤分班,五結鄉,公立,10,80280,5500,8028,550
宜蘭縣光復非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),宜蘭市,非營利,12,93444,0,7787,0
宜蘭縣冬山鄉冬山國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣冬山鄉廣興國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣冬山鄉東興國民小學附設幼兒園,冬山鄉,公立,8,49792,200,6224,25
宜蘭縣冬山鄉武淵國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣冬山鄉立幼兒園,冬山鄉,公立,10,62200,3300,6220,330
宜蘭縣冬山鄉立幼兒園中山分班,冬山鄉,公立,10,62200,0,6220,0
宜蘭縣冬山鄉立幼兒園群英分班,冬山鄉,公立,10,62200,0,6220,0
宜蘭縣冬山鄉順安國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉南澳國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉東澳國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉武塔國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉澳花國民小學附設幼兒園,南澳鄉,公立,8,49792,200,6224,25
宜蘭縣南澳鄉碧候國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉立幼兒園,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園武塔分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園碧候分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園金岳分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園金洋分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉金洋國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣員山鄉同樂國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉員山國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉深溝國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉立幼兒園,員山鄉,公立,10,74800,5000,7480,500
宜蘭縣壯圍鄉古亭國民小學附設幼兒園,壯圍鄉,公立,8,49792,0,6224,0
宜蘭縣壯圍鄉新南國民小學附設幼兒園,壯圍鄉,公立,8,49792,0,6224,0
宜蘭縣壯圍鄉立幼兒園,壯圍鄉,公立,10,62600,0,6260,0
宜蘭縣壯圍非營利幼兒園(委託社團法人宜蘭縣蘭陽幼兒教保事業發展協會辦理),壯圍鄉,非營利,12,96972,0,8081,0
宜蘭縣大同鄉南山國民小學附設幼兒園,大同鄉,公立,8,49792,0,6224,0
宜蘭縣大同鄉四季國民小學附設幼兒園,大同鄉,公立,8,49792,0,6224,0
宜蘭縣大同鄉四季國民小學附設幼兒園英士分班,大同鄉,公立,8,49792,0,6224,0
宜蘭縣大同鄉大同國民小學附設幼兒園,大同鄉,公立,8,49792,0,6224,0
宜蘭縣大同鄉寒溪國民小學附設幼兒園,大同鄉,公立,8,49792,0,6224,0
宜蘭縣大同鄉立幼兒園,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園四季分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園松羅分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園樂水分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大湖非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),員山鄉,非營利,12,99348,0,8279,0
宜蘭縣大隱非營利幼兒園(委託財團法人聖母醫護管理專科學校設立之聖母醫護管理專科學校辦理),三星鄉,非營利,12,101520,0,8460,0
宜蘭縣宜蘭市中山國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市凱旋國民小學附設幼兒園,宜蘭市,公立,8,49792,200,6224,25
宜蘭縣宜蘭市力行國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市南屏國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市宜蘭國民小學附設幼兒園,宜蘭市,公立,8,49792,200,6224,25
宜蘭縣宜蘭市立幼兒園,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園慶和分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園新生分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園東園分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園金六結分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣清溝非營利幼兒園(委託社團法人宜蘭縣小太陽幼兒教育發展協會辦理),冬山鄉,非營利,12,92292,0,7691,0
宜蘭縣礁溪鄉三民國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣礁溪鄉四結國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣礁溪鄉玉田國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣礁溪鄉礁溪國民小學附設幼兒園,礁溪鄉,公立,8,49792,200,6224,25
宜蘭縣礁溪鄉立幼兒園,礁溪鄉,公立,10,54000,0,5400,0
宜蘭縣礁溪鄉龍潭國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣私立亞艾幼兒園,頭城鎮,準公共化,12,192000,9000,16000,750
宜蘭縣私立何嘉仁幼兒園,宜蘭市,私立,12,352420,0,29368,0
