point,area,type,months,total1,total2,monthly1,monthly2
中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,壯圍鄉,私立,12,325920,0,27160,0
國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,頭城鎮,準公共化,12,192008,11400,16001,950
宜蘭縣三星鄉三星國民小學附設幼兒園,三星鄉,公立,8,49792,200,6224,25
宜蘭縣三星鄉大洲國民小學附設幼兒園,三星鄉,公立,8,49792,0,6224,0
宜蘭縣三星鄉立幼兒園,三星鄉,公立,12,69980,0,5832,0
宜蘭縣三星鄉立幼兒園拱照分班,三星鄉,公立,12,69980,0,5832,0
宜蘭縣五結鄉中興國民小學附設幼兒園,五結鄉,公立,8,49792,200,6224,25
宜蘭縣五結鄉五結國民小學附設幼兒園,五結鄉,公立,8,49792,0,6224,0
宜蘭縣五結鄉學進國民小學附設幼兒園,五結鄉,公立,8,49792,0,6224,0
宜蘭縣五結鄉立幼兒園,五結鄉,公立,10,78520,5500,7852,550
宜蘭縣五結鄉立幼兒園利澤分班,五結鄉,公立,10,78520,3300,7852,330
宜蘭縣光復非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),宜蘭市,非營利,12,93444,0,7787,0
宜蘭縣冬山鄉冬山國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣冬山鄉東興國民小學附設幼兒園,冬山鄉,公立,8,49792,200,6224,25
宜蘭縣冬山鄉武淵國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣冬山鄉立幼兒園,冬山鄉,公立,12,35200,3393,2933,283
宜蘭縣冬山鄉立幼兒園中山分班,冬山鄉,公立,12,35200,0,2933,0
宜蘭縣冬山鄉立幼兒園群英分班,冬山鄉,公立,12,35200,0,2933,0
宜蘭縣冬山鄉順安國民小學附設幼兒園,冬山鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉南澳國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉東澳國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉武塔國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉澳花國民小學附設幼兒園,南澳鄉,公立,8,49792,200,6224,25
宜蘭縣南澳鄉碧候國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣南澳鄉立幼兒園,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園武塔分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園碧候分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園金岳分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉立幼兒園金洋分班,南澳鄉,公立,10,78000,0,7800,0
宜蘭縣南澳鄉金洋國民小學附設幼兒園,南澳鄉,公立,8,49792,0,6224,0
宜蘭縣員山鄉同樂國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉員山國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉深溝國民小學附設幼兒園,員山鄉,公立,8,49792,200,6224,25
宜蘭縣員山鄉立幼兒園,員山鄉,公立,10,74800,5000,7480,500
宜蘭縣壯圍鄉古亭國民小學附設幼兒園,壯圍鄉,公立,8,48892,0,6112,0
宜蘭縣壯圍鄉新南國民小學附設幼兒園,壯圍鄉,公立,8,49792,0,6224,0
宜蘭縣壯圍鄉立幼兒園,壯圍鄉,公立,10,62600,0,6260,0
宜蘭縣壯圍非營利幼兒園(委託社團法人宜蘭縣蘭陽幼兒教保事業發展協會辦理),壯圍鄉,非營利,12,96972,0,8081,0
宜蘭縣大同鄉南山國民小學附設幼兒園,大同鄉,公立,8,48892,0,6112,0
宜蘭縣大同鄉四季國民小學附設幼兒園,大同鄉,公立,8,49432,0,6179,0
宜蘭縣大同鄉四季國民小學附設幼兒園英士分班,大同鄉,公立,8,49432,0,6179,0
宜蘭縣大同鄉大同國民小學附設幼兒園,大同鄉,公立,8,48800,0,6100,0
宜蘭縣大同鄉寒溪國民小學附設幼兒園,大同鄉,公立,8,48892,0,6112,0
宜蘭縣大同鄉立幼兒園,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園四季分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園松羅分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大同鄉立幼兒園樂水分班,大同鄉,公立,10,60000,0,6000,0
宜蘭縣大湖非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),員山鄉,非營利,12,99348,0,8279,0
宜蘭縣大隱非營利幼兒園(委託財團法人聖母醫護管理專科學校設立之聖母醫護管理專科學校辦理),三星鄉,非營利,12,101520,0,8460,0
宜蘭縣宜蘭市中山國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市凱旋國民小學附設幼兒園,宜蘭市,公立,8,49792,200,6224,25
宜蘭縣宜蘭市力行國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市南屏國民小學附設幼兒園,宜蘭市,公立,8,49792,0,6224,0
宜蘭縣宜蘭市宜蘭國民小學附設幼兒園,宜蘭市,公立,8,49792,200,6224,25
宜蘭縣宜蘭市立幼兒園,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園慶和分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園新生分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園東園分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣宜蘭市立幼兒園金六結分班,宜蘭市,公立,10,81400,3300,8140,330
宜蘭縣清溝非營利幼兒園(委託社團法人宜蘭縣小太陽幼兒教育發展協會辦理),冬山鄉,非營利,12,92292,0,7691,0
宜蘭縣礁溪鄉三民國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣礁溪鄉四結國民小學附設幼兒園,礁溪鄉,公立,8,49432,0,6179,0
宜蘭縣礁溪鄉玉田國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣礁溪鄉礁溪國民小學附設幼兒園,礁溪鄉,公立,8,49792,200,6224,25
宜蘭縣礁溪鄉立幼兒園,礁溪鄉,公立,10,54000,0,5400,0
宜蘭縣礁溪鄉龍潭國民小學附設幼兒園,礁溪鄉,公立,8,49792,0,6224,0
宜蘭縣私立亞艾幼兒園,頭城鎮,準公共化,12,189600,9000,15800,750
宜蘭縣私立何嘉仁幼兒園,宜蘭市,私立,12,328420,0,27368,0
宜蘭縣私立光樺幼兒園,羅東鎮,準公共化,12,176536,52800,14711,4400
宜蘭縣私立加楓幼兒園,宜蘭市,私立,12,335200,41400,27933,3450
宜蘭縣私立培爾傑特幼兒園,宜蘭市,私立,12,291984,0,24332,0
宜蘭縣私立大象幼兒園,冬山鄉,準公共化,12,234864,9000,19572,750
宜蘭縣私立安康幼兒園,宜蘭市,私立,12,232800,26400,19400,2200
宜蘭縣私立安琪卡幼兒園,宜蘭市,準公共化,12,229232,9000,19103,750
宜蘭縣私立小圓圓幼兒園,羅東鎮,準公共化,12,201320,9000,16777,750
宜蘭縣私立小甜甜幼兒園,羅東鎮,準公共化,12,202464,9000,16872,750
宜蘭縣私立康乃兒幼兒園,羅東鎮,準公共化,12,270000,0,22500,0
宜蘭縣私立康軒幼兒園,冬山鄉,準公共化,12,192000,9000,16000,750
宜蘭縣私立快樂格林幼兒園,羅東鎮,準公共化,12,242136,9000,20178,750
宜蘭縣私立惠幼幼兒園,蘇澳鎮,私立,12,100800,0,8400,0
宜蘭縣私立愛德福幼兒園,員山鄉,私立,12,228944,0,19079,0
宜蘭縣私立愛貝爾幼兒園,羅東鎮,準公共化,12,264000,19200,22000,1600
宜蘭縣私立愛迪生幼兒園,羅東鎮,私立,12,347200,41400,28933,3450
宜蘭縣私立慈心華德福幼兒園,冬山鄉,私立,10,275900,22000,27590,2200
宜蘭縣私立慈怡幼兒園,冬山鄉,準公共化,12,160800,9000,13400,750
宜蘭縣私立欣欣幼兒園,蘇澳鎮,私立,12,216000,6720,18000,560
宜蘭縣私立狄士尼幼兒園,頭城鎮,準公共化,12,227592,9000,18966,750
宜蘭縣私立福爾摩莎幼兒園,羅東鎮,準公共化,12,236700,9000,19725,750
宜蘭縣私立育立幼兒園,頭城鎮,準公共化,12,239856,9000,19988,750
宜蘭縣私立育霖幼兒園,羅東鎮,準公共化,12,215016,9000,17918,750
宜蘭縣私立菁英幼兒園,羅東鎮,私立,12,327220,0,27268,0
宜蘭縣私立菩提幼兒園,羅東鎮,準公共化,12,212424,9000,17702,750
宜蘭縣私立華國幼兒園,五結鄉,準公共化,12,86800,0,7233,0
宜蘭縣私立薇閣幼兒園,蘇澳鎮,私立,12,120720,0,10060,0
宜蘭縣私立諾貝爾幼兒園,宜蘭市,準公共化,12,252400,19200,21033,1600
宜蘭縣私立赫伯特幼兒園,頭城鎮,準公共化,12,239544,9000,19962,750
宜蘭縣私立達文西幼兒園,宜蘭市,準公共化,12,223440,9000,18620,750
宜蘭縣私立長春藤幼兒園,宜蘭市,私立,12,240000,19200,20000,1600
宜蘭縣私立龍之堡幼兒園,羅東鎮,準公共化,12,203784,39600,16982,3300
宜蘭縣私立康寶爾幼兒園,宜蘭市,私立,12,230400,0,19200,0
宜蘭縣私立芝蔴村國際幼兒園,宜蘭市,私立,12,273200,18000,22767,1500
宜蘭縣私立芝蔴村幼兒園,羅東鎮,準公共化,12,273200,18000,22767,1500
宜蘭縣立內城國民中小學附設幼兒園,員山鄉,公立,8,49792,0,6224,0
宜蘭縣羅東鎮公正國民小學附設幼兒園,羅東鎮,公立,8,49792,0,6224,0
宜蘭縣羅東鎮北成國民小學附設幼兒園,羅東鎮,公立,8,49792,200,6224,25
宜蘭縣羅東鎮成功國民小學附設幼兒園,羅東鎮,公立,8,49792,0,6224,0
宜蘭縣羅東鎮立幼兒園,羅東鎮,公立,10,65200,0,6520,0
宜蘭縣羅東鎮立幼兒園北成分班,羅東鎮,公立,10,65200,0,6520,0
宜蘭縣羅東鎮立幼兒園東安分班,羅東鎮,公立,10,65200,0,6520,0
宜蘭縣羅東鎮羅東國民小學附設幼兒園,羅東鎮,公立,8,49792,0,6224,0
宜蘭縣華國非營利幼兒園(社團法人宜蘭縣蘭陽幼兒教保事業發展協會申請辦理),五結鄉,非營利,12,86800,0,7233,0
宜蘭縣蘇澳鎮南安國民小學附設幼兒園,蘇澳鎮,公立,8,49792,0,6224,0
宜蘭縣蘇澳鎮士敏國民小學附設幼兒園,蘇澳鎮,公立,8,49792,0,6224,0
宜蘭縣蘇澳鎮立幼兒園,蘇澳鎮,公立,10,82000,3850,8200,385
宜蘭縣蘇澳鎮蓬萊國民小學附設幼兒園,蘇澳鎮,公立,8,49792,200,6224,25
宜蘭縣蘇澳鎮蘇澳國民小學附設幼兒園,蘇澳鎮,公立,8,49792,0,6224,0
宜蘭縣頭城鎮大溪國民小學附設幼兒園,頭城鎮,公立,8,49792,0,6224,0
宜蘭縣頭城鎮立幼兒園,頭城鎮,公立,10,71600,2200,7160,220
宜蘭縣頭城鎮立幼兒園中崙分班,頭城鎮,公立,10,71600,0,7160,0
宜蘭縣頭城鎮竹安國民小學附設幼兒園,頭城鎮,公立,8,49792,0,6224,0
宜蘭縣頭城鎮頭城國民小學附設幼兒園,頭城鎮,公立,8,49792,0,6224,0
財團法人台灣基督長老教會宜蘭教會附設宜蘭縣私立愛育幼兒園,宜蘭市,私立,12,226240,14400,18853,1200
財團法人大三鬮慈惠寺附設宜蘭縣私立幼兒園,員山鄉,準公共化,12,167296,9000,13941,750
財團法人天主教宜蘭救主修女會附設宜蘭縣私立汎米亞幼兒園,宜蘭市,私立,12,184000,0,15333,0
財團法人天主教會台北教區附設宜蘭縣私立博愛幼兒園,蘇澳鎮,準公共化,12,163200,0,13600,0
財團法人天主教蘭陽青年會附設宜蘭縣私立聖音幼兒園,羅東鎮,準公共化,12,231960,9000,19330,750
財團法人天主教靈醫修女會附設宜蘭縣私立瑪利亞幼兒園,冬山鄉,準公共化,12,168016,38400,14001,3200
財團法人羅東高商教育基金會附設宜蘭縣私立幼兒園,羅東鎮,準公共化,12,175216,9000,14601,750
醫療財團法人羅許基金會附設宜蘭縣私立博愛幼兒園,羅東鎮,準公共化,12,192000,9000,16000,750
