point,area,type,months,total,monthly
臺北市和平實驗國民小學附設幼兒園,大安區,公立,8,43416,5427
臺北市國防部大直非營利幼兒園（委託財團法人實踐大學辦理）,中山區,非營利,12,90384,7532
臺北市士林區劍潭國民小學附設幼兒園,士林區,公立,8,67416,8427
臺北市士林區士東國民小學附設幼兒園,士林區,公立,8,67416,8427
臺北市士林區士林國民小學附設幼兒園,士林區,公立,8,61416,7677
臺北市士林區富安國民小學附設幼兒園,士林區,公立,8,67416,8427
臺北市士林區平等國民小學附設幼兒園,士林區,公立,8,59416,7427
臺北市士林區文昌國民小學附設幼兒園,士林區,公立,8,59416,7427
臺北市士林區溪山國民小學附設幼兒園,士林區,公立,8,58716,7340
臺北市士林區百齡國民小學附設幼兒園,士林區,公立,8,63416,7927
臺北市士林區社子國民小學附設幼兒園,士林區,公立,8,61416,7677
臺北市士林區福林國民小學附設幼兒園,士林區,公立,8,59416,7427
臺北市士林區芝山國民小學附設幼兒園,士林區,公立,8,65416,8177
臺北市士林區葫蘆國民小學附設幼兒園,士林區,公立,8,64416,8052
臺北市士林區蘭雅國民小學附設幼兒園,士林區,公立,8,63416,7927
臺北市士林區陽明山國民小學附設幼兒園,士林區,公立,8,67416,8427
臺北市士林區雙溪國民小學附設幼兒園,士林區,公立,8,59416,7427
臺北市士林區雨聲國民小學附設幼兒園,士林區,公立,8,67416,8427
臺北市士林區雨農國民小學附設幼兒園,士林區,公立,8,61416,7677
臺北市大同區大同國民小學附設幼兒園,大同區,公立,8,63416,7927
臺北市大同區大橋國民小學附設幼兒園,大同區,公立,8,73416,9177
臺北市大同區大龍國民小學附設幼兒園,大同區,公立,8,63416,7927
臺北市大同區太平國民小學附設幼兒園,大同區,公立,8,67416,8427
臺北市大同區延平國民小學附設幼兒園,大同區,公立,8,67416,8427
臺北市大同區日新國民小學附設幼兒園,大同區,公立,8,67416,8427
臺北市大同區永樂國民小學附設幼兒園,大同區,公立,8,43416,5427
臺北市大同區蓬萊國民小學附設幼兒園,大同區,公立,8,61416,7677
臺北市大同區雙蓮國民小學附設幼兒園,大同區,公立,8,65416,8177
臺北市大安區仁愛國民小學附設幼兒園,大安區,公立,8,67416,8427
臺北市大安區公館國民小學附設幼兒園,大安區,公立,8,59416,7427
臺北市大安區古亭國民小學附設幼兒園,大安區,公立,8,67416,8427
臺北市大安區大安國民小學附設幼兒園,大安區,公立,8,67416,8427
臺北市大安區幸安國民小學附設幼兒園,大安區,公立,8,59416,7427
臺北市大安區建安國民小學附設幼兒園,大安區,公立,8,67416,8427
臺北市大安區新生國民小學附設幼兒園,大安區,公立,8,43416,5427
臺北市大安區銘傳國民小學附設幼兒園,大安區,公立,8,61416,7677
臺北市大安區龍安國民小學附設幼兒園,大安區,公立,8,67416,8427
臺北市大龍峒非營利幼兒園（委託財團法人台北基督教女青年會辦理）,大同區,非營利,12,108288,9024
臺北市天母非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,士林區,非營利,12,105528,8794
臺北市安東非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,大安區,非營利,12,102588,8549
臺北市康寧非營利幼兒園（委託財團法人幼兒教育基金會辦理）,內湖區,非營利,12,112380,9365
臺北市懷中非營利幼兒園（委託財團法人海棠文教基金會辦理）,大安區,非營利,12,89808,7484
臺北市政府附設臺北市私立市政大樓員工子女幼兒園,信義區,準公共化,12,99600,8300
臺北市文修非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,文山區,非營利,12,96336,8028
臺北市文山區力行國民小學附設幼兒園,文山區,公立,8,61416,7677
臺北市文山區志清國民小學附設幼兒園,文山區,公立,8,67416,8427
臺北市文山區指南國民小學附設幼兒園,文山區,公立,8,59416,7427
臺北市文山區明道國民小學附設幼兒園,文山區,公立,8,59416,7427
臺北市文山區景美國民小學附設幼兒園,文山區,公立,8,62976,7872
臺北市文山區景興國民小學附設幼兒園,文山區,公立,8,61416,7677
臺北市文山區木柵國民小學附設幼兒園,文山區,公立,8,43416,5427
臺北市文山區武功國民小學附設幼兒園,文山區,公立,8,61416,7677
臺北市文山區溪口國民小學附設幼兒園,文山區,公立,8,65416,8177
臺北市文山區興德國民小學附設幼兒園,文山區,公立,8,59416,7427
臺北市文山區興華國民小學附設幼兒園,文山區,公立,8,67416,8427
臺北市文山區興隆國民小學附設幼兒園,文山區,公立,8,59416,7427
臺北市文山區萬福國民小學附設幼兒園,文山區,公立,8,61416,7677
臺北市文山區萬興國民小學附設幼兒園,文山區,公立,8,61416,7677
臺北市文山區萬芳國民小學附設幼兒園,文山區,公立,8,65416,8177
臺北市文山區辛亥國民小學附設幼兒園,文山區,公立,8,67416,8427
臺北市新三玉非營利幼兒園(委託財團法人毛毛蟲兒童哲學基金會辦理),士林區,非營利,12,106248,8854
臺北市新安非營利幼兒園（委託社團法人台灣幼兒早期教育協會辦理）,大安區,非營利,12,108456,9038
臺北市新東湖非營利幼兒園(委託社團法人台北市幼兒園協會辦理),內湖區,非營利,12,109140,9095
臺北市族中非營利幼兒園（委託社團法人台北市教保人員協會辦理）,大安區,非營利,12,106452,8871
臺北市景新非營利幼兒園(委託社團法人台北市兒童托育協會辦理),文山區,非營利,12,105324,8777
臺北市景美非營利幼兒園（委託財團法人台北基督教女青年會辦理）,文山區,非營利,12,102816,8568
臺北市松山區三民國民小學附設幼兒園,松山區,公立,8,73416,9177
臺北市松山區健康國民小學附設幼兒園,松山區,公立,8,43416,5427
臺北市松山區敦化國民小學附設幼兒園,松山區,公立,8,62616,7827
臺北市松山區松山國民小學附設幼兒園,松山區,公立,8,67416,8427
臺北市松山區民族國民小學附設幼兒園,松山區,公立,8,61416,7677
臺北市松山區民權國民小學附設幼兒園,松山區,公立,8,65416,8177
臺北市松山區西松國民小學附設幼兒園,松山區,公立,8,67416,8427
臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,文山區,非營利,12,98724,8227
臺北市正義非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,大安區,非營利,12,113820,9485
臺北市永建非營利幼兒園（委託社團法人台北市教保人員協會辦理）,文山區,非營利,12,106452,8871
臺北市泉源實驗國民小學附設幼兒園,北投區,公立,8,61416,7677
臺北市泰北非營利幼兒園(委託財團法人三之三生命教育基金會辦理),士林區,非營利,12,106452,8871
臺北市港福非營利幼兒園(委託中華學校財團法人辦理),南港區,非營利,12,103332,8611
臺北市湖田實驗國民小學附設幼兒園,北投區,公立,8,67416,8427
臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,中山區,非營利,12,107604,8967
臺北市瑠公非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,信義區,非營利,12,100584,8382
臺北市璽典職場互助教保服務中心,內湖區,私立,12,305000,25417
臺北市私立一德幼兒園,北投區,準公共化,12,167720,13977
臺北市私立三愛幼兒園,大安區,私立,12,243200,20267
臺北市私立三暉幼兒園,大安區,私立,12,157200,13100
臺北市私立三民幼兒園,松山區,私立,8,171500,21438
臺北市私立三義幼兒園,文山區,準公共化,12,125460,10455
臺北市私立上學趣蒙特梭利幼兒園,大安區,私立,8,291400,36425
臺北市私立上愛幼兒園,大安區,私立,12,243200,20267
臺北市私立上群蒙特梭利信義幼兒園,信義區,私立,12,180000,15000
臺北市私立上群蒙特梭利幼兒園,大安區,私立,12,260000,21667
臺北市私立上群蒙特梭利忠孝幼兒園,信義區,私立,10,129000,12900
臺北市私立丘山幼兒園,大安區,私立,12,180000,15000
臺北市私立中山國民小學附設幼兒園,文山區,私立,8,118590,14824
臺北市私立中正區清華幼兒園,中正區,私立,10,153900,15390
臺北市私立丹佛幼兒園,北投區,私立,12,300800,25067
臺北市私立乖乖幼兒園,中正區,準公共化,12,126228,10519
臺北市私立予心屋幼兒園,大安區,私立,12,264000,22000
臺北市私立五常幼兒園,中山區,私立,12,110400,9200
臺北市私立亞瑟王皇家幼兒園,大安區,私立,12,89000,7417
臺北市私立享銘幼兒園,大安區,私立,12,182400,15200
臺北市私立人安幼兒園,大安區,私立,12,179000,14917
臺北市私立仁和幼兒園,大安區,私立,12,106200,8850
臺北市私立仁愛幼兒園,大安區,私立,12,260400,21700
臺北市私立仁美幼兒園,文山區,準公共化,12,125032,10419
臺北市私立伊帝馬幼兒園,大安區,私立,12,199600,16633
臺北市私立佑保幼兒園,信義區,私立,10,233000,23300
臺北市私立何嘉仁中華幼兒園,萬華區,私立,12,260970,21748
臺北市私立何嘉仁信安寶貝幼兒園,信義區,私立,12,214620,17885
臺北市私立何嘉仁北投幼兒園,北投區,私立,12,212400,17700
臺北市私立何嘉仁南港幼兒園,南港區,私立,12,217410,18118
臺北市私立何嘉仁士林幼兒園,士林區,私立,12,207510,17293
臺北市私立何嘉仁幼兒園,士林區,私立,12,195760,16313
臺北市私立何嘉仁延吉幼兒園,大安區,私立,12,217910,18159
臺北市私立何嘉仁文山幼兒園,文山區,私立,12,230110,19176
臺北市私立何嘉仁新湖幼兒園,內湖區,私立,12,283930,23661
臺北市私立何嘉仁臨沂幼兒園,中正區,私立,12,219600,18300
臺北市私立何嘉仁興隆幼兒園,文山區,私立,12,230250,19188
臺北市私立佳人幼兒園,北投區,私立,12,192000,16000
臺北市私立佳嬰幼兒園,士林區,私立,12,103200,8600
臺北市私立佳安幼兒園,大安區,準公共化,12,271600,22633
臺北市私立來來幼兒園,內湖區,私立,12,150000,12500
臺北市私立保進幼兒園,內湖區,準公共化,12,172828,14402
臺北市私立信宜幼兒園,大安區,私立,12,218000,18167
臺北市私立信望愛幼兒園,大安區,私立,8,93212,11652
臺北市私立信義蒙特梭利幼兒園,信義區,私立,8,285920,35740
臺北市私立健寶兒幼兒園,松山區,私立,12,153600,12800
臺北市私立傑瑞富幼兒園,中正區,私立,12,274800,22900
臺北市私立傑生寶華國際幼兒園,南港區,私立,12,105600,8800
臺北市私立傑生幼兒園,信義區,私立,12,216000,18000
臺北市私立傑聲幼兒園,中山區,私立,12,258000,21500
臺北市私立優寶幼兒園,松山區,準公共化,12,203400,16950
臺北市私立優幼園幼兒園,內湖區,私立,12,243600,20300
臺北市私立優格幼兒園,北投區,私立,12,208800,17400
臺北市私立優格快樂幼兒園,北投區,私立,12,207600,17300
臺北市私立光仁國民小學附設幼兒園,萬華區,私立,8,131340,16418
臺北市私立光目華德福幼兒園,大安區,私立,8,190100,23763
臺北市私立光華幼兒園,松山區,私立,10,169500,16950
臺北市私立內湖科見幼兒園,內湖區,私立,10,196690,19669
臺北市私立全心幼兒園,信義區,私立,12,226000,18833
臺北市私立全能幼兒園,文山區,私立,12,128000,10667
臺北市私立六三幼兒園,信義區,準公共化,12,143612,11968
臺北市私立凱思寶幼兒園,松山區,私立,12,202000,16833
臺北市私立凱思幼兒園,松山區,私立,12,202000,16833
臺北市私立凱斯幼兒園,士林區,私立,12,314400,26200
臺北市私立凱菲林幼兒園,內湖區,私立,12,200000,16667
臺北市私立凱薩琳幼兒園,北投區,私立,10,99498,9950
臺北市私立功文成長幼兒園,大同區,私立,12,112612,9384
臺北市私立功文雪泥幼兒園,大同區,私立,12,112612,9384
臺北市私立加楓國際蒙特梭利幼兒園,中山區,私立,12,179100,14925
臺北市私立勁寶兒公館幼兒園,文山區,私立,12,222000,18500
臺北市私立勁寶兒幼兒園,大安區,私立,12,216000,18000
臺北市私立勁寶兒文德幼兒園,內湖區,私立,12,150792,12566
臺北市私立勁寶兒民權幼兒園,松山區,私立,12,216000,18000
臺北市私立北投青青幼兒園,北投區,準公共化,12,142704,11892
臺北市私立十大幼兒園,士林區,私立,12,261360,21780
臺北市私立千千幼兒園,文山區,準公共化,12,120692,10058
臺北市私立南光幼兒園,南港區,私立,12,177396,14783
臺北市私立南門幼兒園,中正區,私立,12,161000,13417
臺北市私立博仁幼兒園,士林區,私立,12,180000,15000
臺北市私立博如幼兒園,士林區,私立,12,212800,17733
臺北市私立博愛幼兒園,萬華區,準公共化,12,132372,11031
臺北市私立博登幼兒園,大同區,私立,12,126000,10500
臺北市私立卡兒堡幼兒園,松山區,私立,12,193200,16100
臺北市私立卡朵蒙特梭利幼兒園,大安區,私立,12,156000,13000
臺北市私立卡爾維德幼兒園,內湖區,私立,12,290600,24217
臺北市私立卡爾維德蒙特梭利幼兒園,內湖區,私立,12,222000,18500
臺北市私立卡爾蒙特梭利幼兒園,內湖區,私立,12,262000,21833
臺北市私立卡蕾兒幼兒園,北投區,準公共化,12,114408,9534
臺北市私立及愛菁英幼兒園,大安區,私立,12,243200,20267
臺北市私立友丞幼兒園,中山區,私立,12,156000,13000
臺北市私立友友幼兒園,松山區,私立,12,243680,20307
臺北市私立友愛幼兒園,信義區,私立,10,130000,13000
臺北市私立台北紐西蘭幼兒園,文山區,私立,12,205200,17100
臺北市私立吉事達康博喜幼兒園,大安區,私立,12,134000,11167
臺北市私立吉太幼兒園,文山區,準公共化,12,132144,11012
臺北市私立吉的堡小騎士幼兒園,南港區,私立,12,160000,13333
臺北市私立名人幼兒園,萬華區,準公共化,12,111140,9262
臺北市私立君格幼兒園,信義區,私立,12,194000,16167
臺北市私立吳興幼兒園,信義區,私立,12,124800,10400
臺北市私立和楓園幼兒園,文山區,私立,10,106000,10600
臺北市私立咪咪幼兒園,內湖區,私立,10,238500,23850
臺北市私立咪咪陳幼兒園,南港區,私立,12,330000,27500
臺北市私立哈寶寶幼兒園,松山區,私立,10,233000,23300
臺北市私立喜樂幼兒園,松山區,私立,12,222000,18500
臺北市私立喬伊幼兒園,信義區,私立,12,180000,15000
臺北市私立喬可幼兒園,中山區,私立,12,138200,11517
臺北市私立喬幼一江幼兒園,中山區,私立,10,199600,19960
臺北市私立喬幼國際幼兒園,中山區,私立,12,189200,15767
臺北市私立喬治亞幼兒園,內湖區,私立,12,213000,17750
臺北市私立嘉勝幼兒園,松山區,私立,12,235970,19664
臺北市私立嘉維幼兒園,松山區,私立,12,235970,19664
臺北市私立嘉霖幼兒園,中山區,私立,12,242770,20231
臺北市私立嘉霙幼兒園,內湖區,私立,12,154140,12845
臺北市私立嘟嘟幼兒園,大安區,私立,10,126000,12600
臺北市私立四維幼兒園,大安區,私立,12,176004,14667
臺北市私立國泰幼兒園,信義區,準公共化,12,131928,10994
臺北市私立國際蒙特梭利內湖幼兒園,內湖區,私立,12,178272,14856
臺北市私立國際蒙特梭利北投幼兒園,北投區,私立,10,280600,28060
臺北市私立國際蒙特梭利大安森林幼兒園,大安區,私立,12,318000,26500
臺北市私立國際蒙特梭利幼兒園,中山區,私立,10,247200,24720
臺北市私立圓圓幼兒園,松山區,私立,12,194000,16167
臺北市私立城市國際幼兒園,北投區,私立,12,270600,22550
臺北市私立培爾幼兒園,北投區,準公共化,12,109800,9150
臺北市私立培諾米達信義幼兒園,信義區,準公共化,12,243000,20250
臺北市私立塞凡提凱旋幼兒園,內湖區,私立,12,315400,26283
臺北市私立塞凡提幼兒園,內湖區,私立,12,190600,15883
臺北市私立塞凡提甜心幼兒園,內湖區,私立,12,129000,10750
臺北市私立多元智慧幼兒園,內湖區,私立,12,216200,18017
臺北市私立多多優質幼兒園,松山區,準公共化,12,228000,19000
臺北市私立多多種子幼兒園,士林區,私立,12,126000,10500
臺北市私立夢想幼兒園,內湖區,私立,10,175200,17520
臺北市私立大大樹幼兒園,南港區,私立,12,244800,20400
臺北市私立大愛幼兒園,中山區,私立,12,264000,22000
臺北市私立大成幼兒園,大安區,準公共化,12,208000,17333
臺北市私立大方凌雲幼兒園,南港區,準公共化,12,102000,8500
臺北市私立大智幼兒園,中山區,私立,12,220000,18333
臺北市私立大湖寶貝幼兒園,內湖區,私立,12,231000,19250
臺北市私立大理幼兒園,萬華區,準公共化,12,102756,8563
臺北市私立大瑪幼兒園,大安區,私立,10,121000,12100
臺北市私立大華幼兒園,南港區,準公共化,12,180216,15018
臺北市私立天喜幼兒園,松山區,準公共化,12,184000,15333
臺北市私立天母蒙特梭利幼兒園,士林區,私立,8,285920,35740
臺北市私立天琪幼兒園,信義區,私立,12,111592,9299
臺北市私立天華幼兒園,北投區,私立,12,112800,9400
臺北市私立太和蒙特梭利幼兒園,士林區,私立,12,345600,28800
臺北市私立太和騰幼兒園,士林區,私立,12,231600,19300
臺北市私立奇幻幼兒園,大安區,私立,12,217200,18100
臺北市私立奎山中學附設幼兒園,北投區,私立,8,154240,19280
臺北市私立奧斯福爾幼兒園,內湖區,私立,10,99600,9960
臺北市私立奧爾仕幼兒園,士林區,私立,12,238000,19833
臺北市私立好來幼兒園,士林區,私立,12,132000,11000
臺北市私立娃娃家蒙特梭利幼兒園,大安區,私立,10,210000,21000
臺北市私立娃娃果幼兒園,萬華區,準公共化,12,173600,14467
臺北市私立子愛幼兒園,文山區,準公共化,12,114000,9500
臺北市私立子畝蒙特梭利幼兒園,信義區,私立,12,240000,20000
臺北市私立孩子國幼兒園,士林區,私立,12,286320,23860
臺北市私立安和寶貝幼兒園,大安區,私立,12,236610,19718
臺北市私立宗周幼兒園,信義區,準公共化,12,157212,13101
臺北市私立宛的弗幼兒園,文山區,準公共化,12,110868,9239
臺北市私立宜家民權蒙特梭利幼兒園,松山區,私立,12,324000,27000
臺北市私立宜家蒙特梭利幼兒園,中山區,私立,12,324000,27000
臺北市私立家家幼兒園,文山區,準公共化,12,120108,10009
臺北市私立家森幼兒園,大安區,私立,12,240000,20000
臺北市私立家田幼兒園,內湖區,私立,10,253000,25300
臺北市私立家緣蒙特梭利幼兒園,中正區,私立,12,210000,17500
臺北市私立寧馨苑幼兒園,萬華區,私立,12,186600,15550
臺北市私立寶仁幼兒園,松山區,私立,12,235992,19666
臺北市私立寶兒寶幼兒園,信義區,準公共化,12,127644,10637
臺北市私立寶興幼兒園,萬華區,私立,10,99500,9950
臺北市私立寶血幼兒園,大安區,私立,10,148800,14880
臺北市私立寶貝幼兒園,中正區,準公共化,12,95316,7943
臺北市私立寶馨幼兒園,文山區,準公共化,12,147264,12272
臺北市私立小伊園幼兒園,中山區,私立,12,204000,17000
臺北市私立小天心幼兒園,大安區,準公共化,12,280000,23333
臺北市私立小小百合蒙特梭利幼兒園,內湖區,私立,12,284800,23733
臺北市私立小慶園幼兒園,松山區,私立,12,188000,15667
臺北市私立小敦園幼兒園,松山區,私立,12,234000,19500
臺北市私立小樹苗華頓幼兒園,萬華區,私立,12,120000,10000
臺北市私立小瓢蟲幼兒園,內湖區,私立,12,284800,23733
臺北市私立小甜甜幼兒園,中山區,私立,12,211200,17600
臺北市私立小百合蒙特梭利幼兒園,內湖區,私立,12,284800,23733
臺北市私立小綠山森林幼兒園,內湖區,私立,12,211200,17600
臺北市私立小荳荳幼兒園,內湖區,私立,12,130400,10867
臺北市私立小親親幼兒園,松山區,私立,12,115400,9617
臺北市私立山秀幼兒園,中山區,私立,12,246000,20500
臺北市私立山谷小百合蒙特梭利幼兒園,內湖區,私立,12,337600,28133
臺北市私立巧可麗國際幼兒園,大安區,私立,10,216000,21600
臺北市私立巧可麗幼兒園,文山區,私立,12,192000,16000
臺北市私立巧可麗查理布朗幼兒園,內湖區,私立,10,205600,20560
臺北市私立巧琪幼兒園,大安區,私立,12,107000,8917
臺北市私立巧而園幼兒園,大安區,私立,12,160800,13400
臺北市私立巨勝幼兒園,中正區,私立,12,254000,21167
臺北市私立巨星幼兒園,文山區,私立,12,164000,13667
臺北市私立巨登堡幼兒園,北投區,私立,12,116600,9717
臺北市私立師達幼兒園,士林區,私立,10,112000,11200
臺北市私立幼佳幼兒園,萬華區,私立,10,136000,13600
臺北市私立幼兒館幼兒園,文山區,私立,12,165200,13767
臺北市私立幼天才幼兒園,士林區,私立,12,200400,16700
臺北市私立幼學館幼兒園,文山區,私立,12,234600,19550
臺北市私立幼安幼兒園,士林區,準公共化,12,116688,9724
臺北市私立幼心幼兒園,士林區,私立,10,136800,13680
臺北市私立幼新幼兒園,內湖區,私立,12,237200,19767
臺北市私立幼林幼兒園,文山區,私立,12,179200,14933
臺北市私立幼欣幼兒園,內湖區,私立,12,169000,14083
臺北市私立幼苗幼兒園,大安區,私立,12,218400,18200
臺北市私立幼馨幼兒園,中山區,私立,12,120000,10000
臺北市私立康大幼兒園,內湖區,私立,12,194940,16245
臺北市私立廣教幼兒園,內湖區,私立,12,137600,11467
臺北市私立建國幼兒園,中山區,私立,12,248400,20700
臺北市私立弘人幼兒園,大安區,私立,12,184000,15333
臺北市私立弘明幼兒園,士林區,準公共化,12,241200,20100
臺北市私立彩虹屋幼兒園,文山區,私立,12,229200,19100
臺北市私立微笑幼兒園,信義區,準公共化,12,102588,8549
臺北市私立微笑音符幼兒園,士林區,私立,10,288000,28800
臺北市私立德昌幼兒園,萬華區,私立,12,124000,10333
臺北市私立德明幼兒園,萬華區,準公共化,12,103484,8624
臺北市私立德美蒙特梭利幼兒園,北投區,私立,12,174000,14500
