point,area,type,months,total,monthly
臺北市私立德行幼兒園,士林區,私立,12,213600,17800
臺北市私立德馨幼兒園,松山區,私立,12,126000,10500
臺北市私立心惠幼兒園,內湖區,準公共化,12,153600,12800
臺北市私立心愛幼兒園,士林區,私立,12,182000,15167
臺北市私立心美蒙特梭利幼兒園,北投區,私立,12,174000,14500
臺北市私立心聲幼兒園,大安區,私立,12,228000,19000
臺北市私立心藝術幼兒園,大安區,私立,12,194000,16167
臺北市私立忠義幼兒園,士林區,準公共化,12,161200,13433
臺北市私立快樂幼兒園,內湖區,私立,12,288000,24000
臺北市私立快樂諾貝兒幼兒園,文山區,準公共化,12,264000,22000
臺北市私立怡寶幼兒園,士林區,準公共化,12,274800,22900
臺北市私立怡寶資優幼兒園,士林區,準公共化,12,250800,20900
臺北市私立恩貝亞幼兒園,內湖區,私立,12,239000,19917
臺北市私立惠生幼兒園,文山區,準公共化,12,131040,10920
臺北市私立惠登幼兒園,內湖區,私立,12,90000,7500
臺北市私立惠真幼兒園,大安區,準公共化,12,124248,10354
臺北市私立惠群幼兒園,南港區,準公共化,12,140152,11679
臺北市私立愛德恩幼兒園,北投區,私立,12,403200,33600
臺北市私立愛樂芬幼兒園,士林區,私立,12,154800,12900
臺北市私立愛英幼兒園,大安區,私立,12,144000,12000
臺北市私立愛迪兒幼兒園,中山區,私立,12,144000,12000
臺北市私立慈愛幼兒園,萬華區,準公共化,12,142324,11860
臺北市私立慈暉幼兒園,士林區,準公共化,12,115096,9591
臺北市私立慧光幼兒園,信義區,準公共化,12,150240,12520
臺北市私立成美蒙特梭利幼兒園,北投區,私立,12,198500,16542
臺北市私立捷森幼兒園,士林區,私立,10,269400,26940
臺北市私立敦品幼兒園,士林區,私立,10,146000,14600
臺北市私立敦歆幼兒園,大安區,私立,12,217200,18100
臺北市私立文山仁和幼兒園,文山區,私立,12,142000,11833
臺北市私立文山懷恩幼兒園,文山區,私立,12,141600,11800
臺北市私立文心幼兒園,內湖區,準公共化,12,138840,11570
臺北市私立新天地幼兒園,北投區,私立,10,123000,12300
臺北市私立新成功幼兒園,北投區,準公共化,12,128820,10735
臺北市私立新生寶貝幼兒園,大安區,私立,12,267420,22285
臺北市私立新生幼兒園,中山區,私立,8,125250,15656
臺北市私立新自立全人幼兒園,中山區,私立,10,133000,13300
臺北市私立新自立幼兒園,中山區,私立,10,133000,13300
臺北市私立新茗幼兒園,北投區,私立,12,126000,10500
臺北市私立新莒光幼兒園,南港區,私立,12,120396,10033
臺北市私立日光貝比幼兒園,中山區,私立,12,189600,15800
臺北市私立日晴幼兒園,士林區,私立,12,144000,12000
臺北市私立旭東幼兒園,北投區,準公共化,12,110532,9211
臺北市私立明昶幼兒園,內湖區,準公共化,12,113328,9444
臺北市私立星莆幼兒園,士林區,準公共化,12,119576,9965
臺北市私立晨星蒙特梭利幼兒園,中山區,私立,10,201600,20160
臺北市私立晴晴幼兒園,北投區,私立,12,105800,8817
臺北市私立智寶園幼兒園,中正區,私立,12,180000,15000
臺北市私立書宜幼兒園,文山區,私立,12,200400,16700
臺北市私立有緣蒙特梭利幼兒園,士林區,準公共化,12,254400,21200
臺北市私立東湖幼兒園,內湖區,準公共化,12,126000,10500
臺北市私立東美幼兒園,南港區,私立,10,223600,22360
臺北市私立松江蒙特梭利幼兒園,中山區,私立,8,285920,35740
臺北市私立松迪幼兒園,松山區,私立,12,149200,12433
臺北市私立柏克立幼兒園,內湖區,準公共化,12,250356,20863
臺北市私立柏克萊幼兒園,內湖區,準公共化,12,235356,19613
臺北市私立格林菲爾幼兒園,大安區,私立,12,360000,30000
臺北市私立格爾幼兒園,松山區,私立,10,175700,17570
臺北市私立格爾登幼兒園,大同區,私立,10,158700,15870
臺北市私立格登幼兒園,大安區,私立,10,184400,18440
臺北市私立桃樂絲幼兒園,北投區,私立,12,116800,9733
臺北市私立桔子蒙特梭利幼兒園,大安區,準公共化,12,171192,14266
臺北市私立梓園幼兒園,大安區,私立,10,200000,20000
臺北市私立森林學館幼兒園,內湖區,私立,12,188800,15733
臺北市私立榮星幼兒園,大同區,私立,10,146250,14625
臺北市私立樂家幼兒園,北投區,準公共化,12,143952,11996
臺北市私立樹人幼兒園,文山區,私立,12,109200,9100
臺北市私立樹屋幼兒園,大安區,私立,12,537900,44825
臺北市私立樹德幼兒園,南港區,準公共化,12,135156,11263
臺北市私立橘子樹幼兒園,大安區,私立,12,210000,17500
臺北市私立橘子蒙特梭利幼兒園,北投區,私立,12,244000,20333
臺北市私立櫻之圓蒙特梭利幼兒園,內湖區,私立,12,234000,19500
臺北市私立欣光幼兒園,士林區,準公共化,12,175200,14600
臺北市私立欣苗寶貝幼兒園,南港區,私立,12,168000,14000
臺北市私立欣苗幼兒園,南港區,私立,12,167000,13917
臺北市私立歡樂童年幼兒園,萬華區,準公共化,12,123864,10322
臺北市私立正光幼兒園,中山區,準公共化,12,144240,12020
臺北市私立正大幼兒園,北投區,準公共化,12,167728,13977
臺北市私立正欣啓蒙幼兒園,松山區,私立,12,170000,14167
臺北市私立正欣幼兒園,松山區,私立,12,186600,15550
臺北市私立正音幼兒園,士林區,私立,10,155750,15575
臺北市私立比利馬幼兒園,文山區,私立,12,136600,11383
臺北市私立比特幼兒園,士林區,準公共化,12,170388,14199
臺北市私立民族幼兒園,松山區,準公共化,12,171804,14317
臺北市私立民權幼兒園,松山區,準公共化,12,148400,12367
臺北市私立民祥幼兒園,內湖區,準公共化,12,146800,12233
臺北市私立民華幼兒園,士林區,私立,10,167700,16770
臺北市私立水晶幼兒園,大同區,私立,8,111520,13940
臺北市私立求真幼兒園,士林區,準公共化,12,138800,11567
臺北市私立沐恩蒙特梭利幼兒園,士林區,私立,12,252000,21000
臺北市私立河岸小百合蒙特梭利幼兒園,中山區,私立,12,424800,35400
臺北市私立泰安幼兒園,士林區,準公共化,12,142616,11885
臺北市私立浩恩幼兒園,士林區,私立,12,154800,12900
臺北市私立海格斯大千幼兒園,南港區,私立,10,100000,10000
臺北市私立海桔斯幼兒園,大同區,私立,8,111520,13940
臺北市私立涵鈺新天地幼兒園,中正區,私立,12,153400,12783
臺北市私立淘兒園幼兒園,士林區,私立,12,270000,22500
臺北市私立清心幼兒園,信義區,準公共化,12,151906,12659
臺北市私立清華幼兒園,文山區,準公共化,12,144000,12000
臺北市私立湖畔小百合蒙特梭利幼兒園,內湖區,私立,12,385200,32100
臺北市私立滬江高級中學附設幼兒園,文山區,準公共化,12,265500,22125
臺北市私立滿兒圓幼兒園,大安區,私立,12,228000,19000
臺北市私立潘蜜拉幼兒園,北投區,準公共化,12,94000,7833
臺北市私立潭美幼兒園,內湖區,準公共化,12,134000,11167
臺北市私立熊寶貝幼兒園,士林區,私立,12,201600,16800
臺北市私立熱帶魚幼兒園,大安區,私立,12,236000,19667
臺北市私立爾雅幼兒園,大安區,私立,12,272000,22667
臺北市私立甘霖幼兒園,南港區,私立,12,212400,17700
臺北市私立甜甜屋幼兒園,大同區,私立,12,102000,8500
臺北市私立甜甜屋親子幼兒園,大同區,私立,12,102000,8500
臺北市私立甲子園幼兒園,信義區,私立,12,132000,11000
臺北市私立發現蒙特梭利幼兒園,北投區,私立,12,170000,14167
臺北市私立百家姓幼兒園,中正區,私立,12,152000,12667
臺北市私立皇家幼兒園,北投區,私立,10,100020,10002
臺北市私立盈虹幼兒園,萬華區,私立,12,138000,11500
臺北市私立真心蒙特梭利幼兒園,大安區,私立,12,282000,23500
臺北市私立石牌旭東幼兒園,北投區,準公共化,12,119580,9965
臺北市私立磊心信義幼兒園,大安區,私立,12,282000,23500
臺北市私立磊心蒙特梭利幼兒園,大安區,私立,12,282000,23500
臺北市私立社中幼兒園,士林區,準公共化,12,155496,12958
臺北市私立禾心蒙特梭利幼兒園,大安區,私立,12,282000,23500
臺北市私立科見幼兒園,中山區,私立,10,189000,18900
臺北市私立種籽幼兒園,士林區,私立,12,278800,23233
臺北市私立立揚幼兒園,文山區,私立,12,108000,9000
臺北市私立立湖幼兒園,內湖區,私立,12,228000,19000
臺北市私立立興幼兒園,中山區,準公共化,12,161460,13455
臺北市私立童年空間幼兒園,大安區,私立,12,228000,19000
臺北市私立童欣幼兒園,松山區,私立,12,220200,18350
臺北市私立童馨幼兒園,大安區,準公共化,12,154000,12833
臺北市私立笙愛幼兒園,中山區,私立,12,169200,14100
臺北市私立米蘿幼兒園,北投區,私立,10,105000,10500
臺北市私立精采童年幼兒園,士林區,私立,12,215500,17958
臺北市私立純青幼兒園,松山區,私立,12,200000,16667
臺北市私立經緯幼兒園,大安區,準公共化,12,202600,16883
臺北市私立維多利亞幼兒園,松山區,私立,12,218000,18167
臺北市私立維格幼兒園,中正區,私立,12,184000,15333
臺北市私立美敦幼兒園,內湖區,私立,12,132000,11000
臺北市私立翰諾幼兒園,士林區,私立,8,111200,13900
臺北市私立耕心幼兒園,松山區,私立,12,234000,19500
臺北市私立聖保羅幼兒園,萬華區,準公共化,12,125568,10464
臺北市私立聖儒幼兒園,松山區,私立,12,204000,17000
臺北市私立聖喬治幼兒園,內湖區,私立,12,219200,18267
臺北市私立聖如幼兒園,松山區,私立,12,204000,17000
臺北市私立聖安幼兒園,內湖區,私立,10,120000,12000
臺北市私立聖幼幼兒園,信義區,私立,12,163600,13633
臺北市私立聖德幼兒園,北投區,準公共化,12,140372,11698
臺北市私立聖育幼兒園,內湖區,私立,12,149004,12417
臺北市私立聯華幼兒園,中正區,私立,10,108500,10850
臺北市私立育光幼兒園,萬華區,準公共化,12,124512,10376
臺北市私立育奇幼兒園,北投區,私立,12,129192,10766
臺北市私立育學幼兒園,大同區,私立,12,150600,12550
臺北市私立育強幼兒園,士林區,準公共化,12,157944,13162
臺北市私立育成幼兒園,士林區,準公共化,12,160684,13390
臺北市私立育樂幼兒園,大安區,準公共化,12,132000,11000
臺北市私立育華幼兒園,松山區,準公共化,12,179600,14967
臺北市私立艾法貝納幼兒園,北投區,私立,12,222000,18500
臺北市私立艾達幼兒園,中山區,私立,12,258000,21500
臺北市私立英才幼兒園,萬華區,準公共化,12,110124,9177
臺北市私立英格幼兒園,內湖區,私立,12,277200,23100
臺北市私立英羽幼兒園,大安區,私立,12,224000,18667
臺北市私立荳荳園幼兒園,中山區,私立,12,195200,16267
臺北市私立荳荳幼兒園,文山區,私立,12,162200,13517
臺北市私立莒光幼兒園,南港區,準公共化,12,139968,11664
臺北市私立菁英幼兒園,大安區,私立,12,298804,24900
臺北市私立菁英種子幼兒園,大安區,私立,12,217200,18100
臺北市私立華康幼兒園,大安區,私立,12,264000,22000
臺北市私立華民幼兒園,北投區,準公共化,12,167400,13950
臺北市私立華泰大湖幼兒園,內湖區,私立,12,255160,21263
臺北市私立華泰幼兒園,內湖區,私立,12,156680,13057
臺北市私立華泰種子幼兒園,內湖區,私立,12,255160,21263
臺北市私立華盛頓幼兒園,內湖區,私立,10,141300,14130
臺北市私立華菂幼兒園,大安區,私立,12,276000,23000
臺北市私立華邇街幼兒園,士林區,私立,12,162000,13500
臺北市私立蒙特梭利快樂園幼兒園,中山區,私立,12,202800,16900
臺北市私立蒙特梭利愛兒園幼兒園,大安區,私立,12,224000,18667
臺北市私立蒙特梭利欣兒園幼兒園,中山區,私立,12,231600,19300
臺北市私立蒙特梭利童圓幼兒園,中正區,私立,10,210000,21000
臺北市私立蒙特梭利花園幼兒園,中山區,私立,12,164000,13667
臺北市私立蔚思幼兒園,大安區,私立,12,276000,23000
臺北市私立蔚景幼兒園,大安區,私立,12,278000,23167
臺北市私立薇閣國民小學附設幼兒園,北投區,私立,8,137200,17150
臺北市私立藍天幼兒園,北投區,準公共化,12,138000,11500
臺北市私立蘊品幼兒園,中山區,私立,12,288000,24000
臺北市私立融恩幼兒園,內湖區,準公共化,12,158400,13200
臺北市私立親兒園蒙特梭利幼兒園,大同區,私立,12,141600,11800
臺北市私立親子坊幼兒園,松山區,私立,12,222000,18500
臺北市私立親親幼兒園,大安區,準公共化,12,156948,13079
臺北市私立諾貝兒幼兒園,文山區,準公共化,12,203280,16940
臺北市私立諾貝爾內湖幼兒園,內湖區,私立,12,172800,14400
臺北市私立諾貝爾幼兒園,內湖區,私立,12,172800,14400
臺北市私立諾貝爾金湖幼兒園,內湖區,私立,12,172800,14400
臺北市私立豐年幼兒園,北投區,私立,12,128400,10700
臺北市私立豐村幼兒園,松山區,私立,12,288000,24000
臺北市私立貓熊幼兒園,大安區,私立,12,258000,21500
臺北市私立賀瑞幼兒園,松山區,私立,12,288000,24000
臺北市私立資優兒童幼兒園,北投區,私立,12,140400,11700
臺北市私立資幼幼兒園,松山區,私立,12,192000,16000
臺北市私立超級寶貝幼兒園,北投區,準公共化,12,123648,10304
臺北市私立逸仙幼兒園,信義區,私立,12,190000,15833
臺北市私立道思幼兒園,士林區,私立,12,200400,16700
臺北市私立道明幼兒園,中山區,私立,12,147820,12318
臺北市私立道爾敦幼兒園,士林區,私立,12,172000,14333
臺北市私立道生南港幼兒園,南港區,私立,12,259880,21657
臺北市私立道生幼兒園,北投區,私立,12,195000,16250
臺北市私立達德幼兒園,信義區,私立,12,141810,11818
臺北市私立達芬奇多元智能幼兒園,南港區,私立,12,143680,11973
臺北市私立邦尼幼兒園,大安區,私立,12,234000,19500
臺北市私立郁欣幼兒園,松山區,準公共化,12,168324,14027
臺北市私立采郁蒙特梭利幼兒園,北投區,私立,12,202000,16833
臺北市私立長青幼兒園,大安區,私立,12,239272,19939
臺北市私立長青蒙特梭利幼兒園,大安區,私立,12,267612,22301
臺北市私立阿布格小科學家幼兒園,文山區,私立,12,198600,16550
臺北市私立陽光寶貝幼兒園,大安區,私立,10,130000,13000
臺北市私立陽光小屋幼兒園,大安區,私立,12,354000,29500
臺北市私立陽光森林麗湖幼兒園,內湖區,準公共化,12,153000,12750
臺北市私立雪拉比幼兒園,萬華區,私立,12,82000,6833
臺北市私立青年幼兒園,萬華區,準公共化,12,125380,10448
臺北市私立青林幼兒園,松山區,私立,12,162000,13500
臺北市私立韋斯登幼兒園,中山區,私立,12,190000,15833
臺北市私立頌恩幼兒園,文山區,私立,10,171000,17100
臺北市私立飛達幼兒園,士林區,準公共化,12,114620,9552
臺北市私立馨兒園幼兒園,松山區,私立,12,280020,23335
臺北市私立麻雀素食幼兒園,內湖區,私立,12,90000,7500
臺北市私立龍江幼兒園,中山區,私立,10,109000,10900
臺北市私立龍華幼兒園,南港區,私立,10,157600,15760
臺北市立中山幼兒園,中山區,公立,8,69626,8703
臺北市立中正幼兒園,中正區,公立,8,61176,7647
臺北市立信義幼兒園,信義區,公立,8,61176,7647
臺北市立內湖幼兒園,內湖區,公立,8,65176,8147
臺北市立北投幼兒園,北投區,公立,8,43176,5397
臺北市立南海實驗幼兒園,萬華區,公立,8,61176,7647
臺北市立南港幼兒園,南港區,公立,8,43176,5397
臺北市立南港高級中學教師會附設臺北市私立員工子女幼兒園,南港區,私立,10,119000,11900
臺北市立啟明學校幼兒部,士林區,公立,8,43416,5427
臺北市立啟智學校幼兒部,士林區,公立,8,43416,5427
臺北市立啟聰學校幼兒部,大同區,公立,8,43416,5427
臺北市立士林幼兒園,士林區,公立,8,43176,5397
臺北市立大同幼兒園,大同區,公立,8,43176,5397
臺北市立大學附設實驗國民小學附設幼兒園,中正區,公立,8,43416,5427
臺北市立大安幼兒園,大安區,公立,8,43176,5397
臺北市立敦化國民中學教師會附設臺北市私立員工子女幼兒園,松山區,準公共化,12,118000,9833
臺北市立文山幼兒園,文山區,公立,8,61176,7647
臺北市立文山特殊教育學校幼兒部,文山區,公立,8,43416,5427
臺北市立松山幼兒園,松山區,公立,8,61176,7647
臺北市立育航幼兒園,中山區,公立,8,67176,8397
臺北市立萬華幼兒園,萬華區,公立,8,43176,5397
臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,松山區,非營利,12,100512,8376
臺北市胡適非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,南港區,非營利,12,106032,8836
臺北市興福非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,文山區,非營利,12,106452,8871
臺北市萬華區大理國民小學附設幼兒園,萬華區,公立,8,63416,7927
臺北市萬華區新和國民小學附設幼兒園,萬華區,公立,8,62916,7865
臺北市萬華區東園國民小學附設幼兒園,萬華區,公立,8,65416,8177
臺北市萬華區福星國民小學附設幼兒園,萬華區,公立,8,60416,7552
臺北市萬華區老松國民小學附設幼兒園,萬華區,公立,8,61416,7677
臺北市萬華區華江國民小學附設幼兒園,萬華區,公立,8,67416,8427
臺北市萬華區萬大國民小學附設幼兒園,萬華區,公立,8,67416,8427
臺北市萬華區西園國民小學附設幼兒園,萬華區,公立,8,67416,8427
臺北市萬華區雙園國民小學附設幼兒園,萬華區,公立,8,67416,8427
臺北市萬華區龍山國民小學附設幼兒園,萬華區,公立,8,43416,5427
臺北市葫蘆非營利幼兒園（委託社團法人台灣公共托育協會辦理）,士林區,非營利,12,104844,8737
臺北市西中非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),內湖區,非營利,12,98616,8218
臺北市辛亥非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,大安區,非營利,12,104412,8701
臺北市重慶非營利幼兒園（委託財團法人彭婉如文教基金會辦理）,大同區,非營利,12,111228,9269
臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,萬華區,非營利,12,101940,8495
臺北榮民總醫院附設臺北市私立榮光幼兒園,北投區,私立,10,116020,11602
臺灣高等法院附設臺北市私立員工子女幼兒園,中正區,準公共化,12,108000,9000
財團法人中國文化大學附設臺北市私立文化幼兒園,大安區,私立,12,224000,18667
財團法人中華基督教衛理公會附設臺北市私立城中衛理幼兒園,中正區,準公共化,12,144132,12011
財團法人中華文化社會福利事業基金會台北兒童福利中心附設臺北市私立實驗幼兒園,信義區,私立,10,170400,17040
財團法人中華民國郵政職工福利委員會附設臺北市私立員工子女幼兒園,大安區,私立,12,92400,7700
財團法人信誼基金會附設臺北市私立實驗幼兒園,中正區,私立,10,173000,17300
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂附設臺北市私立靈糧幼兒園,文山區,私立,10,153750,15375
財團法人台北市中華基督教景美浸信會附設臺北市私立聖愛幼兒園,文山區,私立,8,114500,14313
財團法人台北市中華基督教衛理公會衛理堂附設台北市私立衛理幼兒園,大安區,私立,10,125300,12530
財團法人台北市中華基督教青年會附設臺北市私立文山幼兒園,文山區,私立,12,161000,13417
財團法人台北市中華基督教青年會附設臺北市私立永吉幼兒園,信義區,私立,12,170400,14200
財團法人台北市基督教浸信會懷恩堂附設臺北市私立懷恩幼兒園,大安區,私立,10,126560,12656
財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,中正區,私立,12,107592,8966
財團法人台北市華亞之聲社中華基督教便以利教會附設臺北市私立華聲幼兒園,文山區,私立,10,168300,16830
財團法人台灣聖公會附設臺北市私立聖約翰幼兒園,大安區,私立,8,140700,17588
財團法人國光慈善事業基金會附設臺北市私立三軍幼兒園,南港區,私立,8,78716,9840
財團法人天主教光仁文教基金會附設臺北市私立育仁幼兒園,萬華區,私立,10,117200,11720
財團法人天主教會台北教區附設臺北市私立三德幼兒園,信義區,私立,12,140000,11667
財團法人天主教會台北教區附設臺北市私立信光幼兒園,大安區,私立,10,119100,11910
財團法人天主教會台北教區附設臺北市私立曉星幼兒園,大安區,私立,10,126700,12670
財團法人天主教會台北教區附設臺北市私立聖心幼兒園,大同區,私立,10,110000,11000
財團法人天主教會台北教區附設臺北市私立達義幼兒園,北投區,私立,10,158800,15880
財團法人天主教會臺北教區附設臺北市私立若石幼兒園,文山區,私立,10,135916,13592
財團法人林迺翁文教基金會附設臺北市私立天鵝堡幼兒園,士林區,私立,12,114000,9500
財團法人海棠文教基金會附設臺北市私立國興非營利幼兒園(臺北市政府委託辦理),萬華區,非營利,12,100740,8395
財團法人王氏太原堂附設臺北市私立太原幼兒園,大同區,私立,12,116400,9700
財團法人福智文教基金會附設臺北市私立妙善非營利幼兒園（臺北市政府委託辦理）,內湖區,非營利,12,105456,8788
財團法人福智文教基金會附設臺北市私立妙善非營利幼兒園（臺北市政府委託辦理）潭美分班,內湖區,非營利,12,105456,8788
財團法人福智文教基金會附設臺北市私立妙善非營利幼兒園（臺北市政府委託辦理）行善分班,內湖區,非營利,12,105456,8788
財團法人福智文教基金會附設臺北市私立妙慧幼兒園,松山區,準公共化,12,149856,12488
財團法人福智文教基金會附設臺北市私立妙行幼兒園,松山區,準公共化,12,148872,12406
財團法人臺北市私立復興實驗高級中學附設臺北市私立幼兒園,大安區,私立,10,99680,9968
財團法人臺北市私立立人國際國民中小學附設臺北市私立幼兒園,大安區,私立,10,120990,12099
財團法人臺北市私立立德幼兒園,松山區,私立,10,96000,9600
財團法人臺北市私立蒙特梭利幼兒園,大安區,私立,8,285920,35740
財團法人臺北市私立金甌女子高級中學附設臺北市私立幼兒園,大安區,私立,12,189600,15800
財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,北投區,私立,10,140820,14082
財團法人臺灣大學校園建設基金會附設臺北市私立幼兒園,大安區,私立,8,109040,13630
財團法人臺灣省臺南市天主教鮑思高慈幼會附設臺北市私立思高幼兒園,松山區,私立,10,119680,11968
財團法人臺灣聖公會附設臺北市私立牧愛堂幼兒園,士林區,私立,12,164400,13700
財團法人陳德星堂附設臺北市私立德星幼兒園,大同區,私立,12,159960,13330
遊戲橘子數位科技股份有限公司附設臺北市私立員工子女幼橘園幼兒園,內湖區,私立,12,175800,14650
靜心學校財團法人臺北市私立靜心高級中等學校附設幼兒園,文山區,私立,8,117194,14649
