鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,4,上學期,全日班,15455,15690
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,4,下學期,全日班,15455,15690
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,3,上學期,全日班,15455,15690
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,3,下學期,全日班,15455,15690
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,4,上學期,半日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,4,上學期,全日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,4,下學期,半日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,4,下學期,全日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,3,上學期,半日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,3,上學期,全日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,3,下學期,半日班,15550,15590
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,3,下學期,全日班,15550,15590
來義鄉,屏東縣來義鄉立幼兒園,公立,5,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,5,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,4,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,4,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,3,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,3,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,2,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園,公立,2,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,5,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,5,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,4,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,4,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,3,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,3,下學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,2,上學期,全日班,11200,10150
來義鄉,屏東縣來義鄉立幼兒園義林分班,公立,2,下學期,全日班,11200,10150
內埔鄉,屏東縣內埔鄉崇文國民小學附設幼兒園,公立,4,上學期,全日班,16710,16718
內埔鄉,屏東縣內埔鄉崇文國民小學附設幼兒園,公立,4,下學期,全日班,16710,16718
內埔鄉,屏東縣內埔鄉崇文國民小學附設幼兒園,公立,3,上學期,全日班,16710,16718
內埔鄉,屏東縣內埔鄉崇文國民小學附設幼兒園,公立,3,下學期,全日班,16710,16718
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,4,上學期,半日班,15014,15315
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,4,上學期,全日班,16364,16665
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,4,下學期,半日班,14971,15315
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,4,下學期,全日班,16321,16665
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,3,上學期,半日班,15014,15315
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,3,上學期,全日班,16364,16665
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,3,下學期,半日班,14971,15315
內埔鄉,屏東縣內埔鄉新生國民小學附設幼兒園,公立,3,下學期,全日班,16321,16665
內埔鄉,屏東縣內埔鄉東勢國民小學附設幼兒園,公立,4,下學期,全日班,16080,16400
內埔鄉,屏東縣內埔鄉東勢國民小學附設幼兒園,公立,3,下學期,全日班,16080,16400
內埔鄉,屏東縣內埔鄉榮華國民小學附設幼兒園,公立,4,上學期,全日班,14500,15200
內埔鄉,屏東縣內埔鄉榮華國民小學附設幼兒園,公立,4,下學期,全日班,14500,15200
內埔鄉,屏東縣內埔鄉榮華國民小學附設幼兒園,公立,3,上學期,全日班,14500,15200
內埔鄉,屏東縣內埔鄉榮華國民小學附設幼兒園,公立,3,下學期,全日班,14500,15200
內埔鄉,屏東縣內埔鄉黎明國民小學附設幼兒園,公立,4,上學期,全日班,17410,17547
內埔鄉,屏東縣內埔鄉黎明國民小學附設幼兒園,公立,4,下學期,全日班,17369,17547
內埔鄉,屏東縣內埔鄉黎明國民小學附設幼兒園,公立,3,上學期,全日班,17410,17547
內埔鄉,屏東縣內埔鄉黎明國民小學附設幼兒園,公立,3,下學期,全日班,17369,17547
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,5,上學期,全日班,15700,15370
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,5,下學期,全日班,15700,15370
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,4,上學期,全日班,15700,15370
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,4,下學期,全日班,15700,15370
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,3,上學期,全日班,15700,15370
南州鄉,屏東縣南州鄉南州國民小學附設幼兒園,公立,3,下學期,全日班,15700,15370
屏東市,屏東縣屏東市勝利國民小學附設幼兒園,公立,4,上學期,全日班,16055,16125
屏東市,屏東縣屏東市勝利國民小學附設幼兒園,公立,4,下學期,全日班,16055,16125
屏東市,屏東縣屏東市勝利國民小學附設幼兒園,公立,3,上學期,全日班,16055,16125
屏東市,屏東縣屏東市勝利國民小學附設幼兒園,公立,3,下學期,全日班,16055,16125
屏東市,屏東縣屏東市唐榮國民小學附設幼兒園,公立,4,上學期,全日班,17148,17190
屏東市,屏東縣屏東市唐榮國民小學附設幼兒園,公立,4,下學期,全日班,17064,17190
屏東市,屏東縣屏東市唐榮國民小學附設幼兒園,公立,3,上學期,全日班,17148,17190
屏東市,屏東縣屏東市唐榮國民小學附設幼兒園,公立,3,下學期,全日班,17064,17190
東港鎮,屏東縣東港鎮以栗國民小學附設幼兒園,公立,5,上學期,全日班,15130,14950
東港鎮,屏東縣東港鎮以栗國民小學附設幼兒園,公立,4,上學期,全日班,15130,14950
東港鎮,屏東縣東港鎮以栗國民小學附設幼兒園,公立,3,上學期,全日班,15130,14950
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,5,上學期,全日班,15512,15280
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,5,下學期,全日班,15470,15280
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,4,上學期,全日班,15512,15280
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,4,下學期,全日班,15470,15280
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,3,上學期,全日班,15512,15280
東港鎮,屏東縣東港鎮大潭國民小學附設幼兒園,公立,3,下學期,全日班,15470,15280
枋寮鄉,屏東縣枋寮鄉東海國民小學附設幼兒園,公立,4,上學期,全日班,14855,14950
枋寮鄉,屏東縣枋寮鄉東海國民小學附設幼兒園,公立,4,下學期,全日班,14855,14950
枋寮鄉,屏東縣枋寮鄉東海國民小學附設幼兒園,公立,3,上學期,全日班,14855,14950
枋寮鄉,屏東縣枋寮鄉東海國民小學附設幼兒園,公立,3,下學期,全日班,14855,14950
枋山鄉,屏東縣枋山鄉楓港國民小學附設幼兒園,公立,4,上學期,全日班,15975,16245
枋山鄉,屏東縣枋山鄉楓港國民小學附設幼兒園,公立,3,上學期,全日班,15975,16245
泰武鄉,屏東縣泰武鄉泰武國民小學附設幼兒園,公立,4,上學期,全日班,11180,11675
泰武鄉,屏東縣泰武鄉泰武國民小學附設幼兒園,公立,4,下學期,全日班,11180,11675
泰武鄉,屏東縣泰武鄉泰武國民小學附設幼兒園,公立,2,上學期,全日班,11180,11675
泰武鄉,屏東縣泰武鄉泰武國民小學附設幼兒園,公立,2,下學期,全日班,11180,11675
滿州鄉,屏東縣滿州鄉長樂國民小學附設幼兒園,公立,4,上學期,全日班,12202,12245
滿州鄉,屏東縣滿州鄉長樂國民小學附設幼兒園,公立,4,下學期,全日班,12202,12245
滿州鄉,屏東縣滿州鄉長樂國民小學附設幼兒園,公立,3,上學期,全日班,12202,12245
滿州鄉,屏東縣滿州鄉長樂國民小學附設幼兒園,公立,3,下學期,全日班,12202,12245
潮州鎮,屏東縣潮州鎮四林國民小學附設幼兒園,公立,5,下學期,全日班,16680,16311
潮州鎮,屏東縣潮州鎮四林國民小學附設幼兒園,公立,4,上學期,全日班,16680,16720
潮州鎮,屏東縣潮州鎮四林國民小學附設幼兒園,公立,4,下學期,全日班,16680,16720
潮州鎮,屏東縣潮州鎮四林國民小學附設幼兒園,公立,3,上學期,全日班,16680,16720
潮州鎮,屏東縣潮州鎮四林國民小學附設幼兒園,公立,3,下學期,全日班,16680,16720
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,4,上學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,4,上學期,全日班,10436,11750
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,4,下學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,4,下學期,全日班,10436,11750
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,3,上學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,3,上學期,全日班,10436,11750
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,3,下學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,3,下學期,全日班,10436,11750
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,2,上學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,2,上學期,全日班,10436,11750
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,2,下學期,半日班,8126,9227
獅子鄉,屏東縣獅子鄉內獅國民小學附設幼兒園,公立,2,下學期,全日班,10436,11750
屏東市,屏東縣私立上以唐幼兒園,私立,4,上學期,全日班,53200,55000
屏東市,屏東縣私立上以唐幼兒園,私立,4,下學期,全日班,53200,55000
屏東市,屏東縣私立上以唐幼兒園,私立,3,上學期,全日班,52800,54600
屏東市,屏東縣私立上以唐幼兒園,私立,3,下學期,全日班,52800,54600
屏東市,屏東縣私立上以唐幼兒園,私立,2,上學期,全日班,52400,55200
屏東市,屏東縣私立上以唐幼兒園,私立,2,下學期,全日班,52400,55200
九如鄉,屏東縣私立九如幼兒園,私立,4,上學期,全日班,37000,41000
九如鄉,屏東縣私立九如幼兒園,私立,4,下學期,全日班,37000,41000
九如鄉,屏東縣私立九如幼兒園,私立,3,上學期,全日班,37000,41000
九如鄉,屏東縣私立九如幼兒園,私立,3,下學期,全日班,37000,41000
九如鄉,屏東縣私立九如幼兒園,私立,2,上學期,全日班,32000,41000
九如鄉,屏東縣私立九如幼兒園,私立,2,下學期,全日班,32000,41000
枋寮鄉,屏東縣私立依莎貝兒藝術幼兒園,私立,5,上學期,全日班,54216,48000
枋寮鄉,屏東縣私立依莎貝兒藝術幼兒園,私立,5,下學期,全日班,54216,48000
枋寮鄉,屏東縣私立依莎貝兒藝術幼兒園,私立,4,上學期,全日班,54216,48000
枋寮鄉,屏東縣私立依莎貝兒藝術幼兒園,私立,4,下學期,全日班,54216,48000
