鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,上學期,半日班,8148,8108
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,上學期,全日班,14426,14248
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,下學期,半日班,7635,7482
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,下學期,全日班,13360,13298
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,上學期,半日班,8148,11656
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,14426,16648
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,下學期,半日班,7965,11559
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,14045,16447
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,上學期,半日班,8148,11656
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,上學期,全日班,14426,16648
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,下學期,半日班,7965,11559
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,下學期,全日班,14045,16447
七股區,臺南市七股區三股國民小學附設幼兒園,公立,5,上學期,全日班,14519,14516
七股區,臺南市七股區三股國民小學附設幼兒園,公立,5,下學期,全日班,14135,14134
七股區,臺南市七股區三股國民小學附設幼兒園,公立,4,上學期,全日班,14519,16744
七股區,臺南市七股區三股國民小學附設幼兒園,公立,4,下學期,全日班,14135,16541
七股區,臺南市七股區三股國民小學附設幼兒園,公立,3,上學期,全日班,14519,16744
七股區,臺南市七股區三股國民小學附設幼兒園,公立,3,下學期,全日班,14135,16541
七股區,臺南市七股區後港國民小學附設幼兒園,公立,5,上學期,全日班,14165,13792
七股區,臺南市七股區後港國民小學附設幼兒園,公立,5,下學期,全日班,13670,13649
七股區,臺南市七股區後港國民小學附設幼兒園,公立,4,上學期,全日班,14165,16456
七股區,臺南市七股區後港國民小學附設幼兒園,公立,4,下學期,全日班,13670,16258
七股區,臺南市七股區後港國民小學附設幼兒園,公立,3,上學期,全日班,14165,16456
七股區,臺南市七股區後港國民小學附設幼兒園,公立,3,下學期,全日班,13670,16258
七股區,臺南市七股區後港國民小學附設幼兒園,公立,2,上學期,全日班,14165,16456
七股區,臺南市七股區後港國民小學附設幼兒園,公立,2,下學期,全日班,13670,16258
七股區,臺南市七股區竹橋國民小學附設幼兒園,公立,5,下學期,全日班,14129,14125
