鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
新竹市,新竹市私立同心園幼兒園,私立,5,上學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,5,下學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,4,上學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,4,下學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,3,上學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,3,下學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,2,上學期,全日班,58808,54800
新竹市,新竹市私立同心園幼兒園,私立,2,下學期,全日班,58808,54800
新竹市,新竹市私立喬太幼兒園,私立,5,上學期,全日班,48152,43760
新竹市,新竹市私立喬太幼兒園,私立,5,下學期,全日班,48152,43760
新竹市,新竹市私立喬太幼兒園,私立,4,上學期,全日班,68392,64000
新竹市,新竹市私立喬太幼兒園,私立,4,下學期,全日班,68392,64000
新竹市,新竹市私立喬太幼兒園,私立,3,上學期,全日班,68392,64000
新竹市,新竹市私立喬太幼兒園,私立,3,下學期,全日班,68392,64000
新竹市,新竹市私立喬太幼兒園,私立,2,上學期,全日班,65892,61500
新竹市,新竹市私立喬太幼兒園,私立,2,下學期,全日班,65892,61500
新竹市,新竹市私立奇德爾幼兒園,私立,5,上學期,全日班,50936,45800
新竹市,新竹市私立奇德爾幼兒園,私立,5,下學期,全日班,50936,45800
新竹市,新竹市私立奇德爾幼兒園,私立,4,上學期,全日班,51936,46800
新竹市,新竹市私立奇德爾幼兒園,私立,4,下學期,全日班,51936,46800
新竹市,新竹市私立奇德爾幼兒園,私立,3,上學期,全日班,51936,46800
新竹市,新竹市私立奇德爾幼兒園,私立,3,下學期,全日班,51936,46800
新竹市,新竹市私立新儒林幼兒園,私立,5,上學期,全日班,66560,62000
新竹市,新竹市私立新儒林幼兒園,私立,5,下學期,全日班,66560,62000
新竹市,新竹市私立新儒林幼兒園,私立,4,上學期,全日班,69560,65000
新竹市,新竹市私立新儒林幼兒園,私立,4,下學期,全日班,69560,65000
新竹市,新竹市私立新儒林幼兒園,私立,3,上學期,全日班,72560,68000
新竹市,新竹市私立新儒林幼兒園,私立,3,下學期,全日班,72560,68000
新竹市,新竹市私立新儒林幼兒園,私立,2,上學期,全日班,72560,68000
新竹市,新竹市私立新儒林幼兒園,私立,2,下學期,全日班,72560,68000
新竹市,新竹市私立新華興東區幼兒園,私立,5,上學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,5,下學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,4,上學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,4,下學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,3,上學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,3,下學期,全日班,57910,55000
新竹市,新竹市私立新華興東區幼兒園,私立,2,上學期,全日班,54910,52000
新竹市,新竹市私立新華興東區幼兒園,私立,2,下學期,全日班,54910,52000
新竹市,新竹市私立正大幼兒園,私立,5,上學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,5,下學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,4,上學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,4,下學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,3,上學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,3,下學期,全日班,62442,57600
新竹市,新竹市私立正大幼兒園,私立,2,上學期,全日班,62982,57600
新竹市,新竹市私立正大幼兒園,私立,2,下學期,全日班,62982,57600
新竹市,新竹市私立美滿幼兒園,私立,5,上學期,全日班,50100,45000
新竹市,新竹市私立美滿幼兒園,私立,5,下學期,全日班,50100,45000
新竹市,新竹市私立美滿幼兒園,私立,2,上學期,全日班,68100,63000
新竹市,新竹市私立美滿幼兒園,私立,2,下學期,全日班,68100,63000
新竹市,新竹市私立華興幼兒園,私立,5,上學期,全日班,60838,56200
新竹市,新竹市私立華興幼兒園,私立,5,下學期,全日班,60838,56200
新竹市,新竹市私立華興幼兒園,私立,4,上學期,全日班,63838,59200
新竹市,新竹市私立華興幼兒園,私立,4,下學期,全日班,63838,59200
新竹市,新竹市私立華興幼兒園,私立,2,上學期,全日班,66838,62200
新竹市,新竹市私立華興幼兒園,私立,2,下學期,全日班,66838,62200
