鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,4,上學期,全日班,16625,17625
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,4,下學期,全日班,14740,15540
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,3,上學期,全日班,16625,17625
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,3,下學期,全日班,14740,15540
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,2,上學期,全日班,16625,17625
中埔鄉,嘉義縣中埔鄉中山國民小學附設幼兒園,公立,2,下學期,全日班,14740,15540
太保市,嘉義縣太保市太保國民小學附設幼兒園,公立,4,上學期,全日班,17625,17975
太保市,嘉義縣太保市太保國民小學附設幼兒園,公立,4,下學期,全日班,15540,15820
太保市,嘉義縣太保市太保國民小學附設幼兒園,公立,3,上學期,全日班,17625,17975
太保市,嘉義縣太保市太保國民小學附設幼兒園,公立,3,下學期,全日班,15540,15820
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,4,上學期,全日班,18125,19625
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,4,下學期,全日班,15940,17140
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,3,上學期,全日班,18125,19625
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,3,下學期,全日班,15940,17140
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,2,上學期,全日班,18125,19625
布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,2,下學期,全日班,15940,17140
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,4,上學期,全日班,15625,16250
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,4,下學期,全日班,14875,16250
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,3,上學期,全日班,15625,16250
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,3,下學期,全日班,14875,16250
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,2,上學期,全日班,15625,16250
布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,2,下學期,全日班,14875,16250
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,4,上學期,全日班,18295,18795
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,4,下學期,全日班,16076,16476
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,3,上學期,全日班,18295,18795
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,3,下學期,全日班,16076,16476
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,2,上學期,全日班,18295,18795
新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,2,下學期,全日班,16076,16476
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,4,上學期,全日班,17185,17635
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,4,下學期,全日班,17185,17635
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,3,上學期,全日班,17185,17635
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,3,下學期,全日班,17185,17635
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,2,上學期,全日班,17185,17635
新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,2,下學期,全日班,17185,17635
朴子市,嘉義縣朴子市大同國民小學附設幼兒園,公立,4,上學期,全日班,17625,18125
朴子市,嘉義縣朴子市大同國民小學附設幼兒園,公立,4,下學期,全日班,15540,15940
朴子市,嘉義縣朴子市大同國民小學附設幼兒園,公立,3,上學期,全日班,17625,18125
朴子市,嘉義縣朴子市大同國民小學附設幼兒園,公立,3,下學期,全日班,15540,15940
朴子市,嘉義縣朴子市朴子國民小學附設幼兒園,公立,4,上學期,全日班,16375,17625
朴子市,嘉義縣朴子市朴子國民小學附設幼兒園,公立,4,下學期,全日班,14540,15540
朴子市,嘉義縣朴子市朴子國民小學附設幼兒園,公立,3,上學期,全日班,16375,17625
朴子市,嘉義縣朴子市朴子國民小學附設幼兒園,公立,3,下學期,全日班,14540,15540
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,5,下學期,全日班,16620,16260
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,4,上學期,全日班,17725,18525
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,4,下學期,全日班,16620,16260
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,3,上學期,全日班,17725,18525
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,3,下學期,全日班,16620,16260
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,2,上學期,全日班,17725,18525
朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,2,下學期,全日班,16620,16260
朴子市,嘉義縣朴子市雙溪國民小學附設幼兒園,公立,4,上學期,全日班,17975,18125
朴子市,嘉義縣朴子市雙溪國民小學附設幼兒園,公立,4,下學期,全日班,15820,15940
朴子市,嘉義縣朴子市雙溪國民小學附設幼兒園,公立,3,上學期,全日班,17975,18125
朴子市,嘉義縣朴子市雙溪國民小學附設幼兒園,公立,3,下學期,全日班,15820,15940
東石鄉,嘉義縣東石鄉三江國民小學附設幼兒園,公立,4,上學期,全日班,17032,18125
東石鄉,嘉義縣東石鄉三江國民小學附設幼兒園,公立,4,下學期,全日班,17032,15940
東石鄉,嘉義縣東石鄉三江國民小學附設幼兒園,公立,3,上學期,全日班,17032,18125
東石鄉,嘉義縣東石鄉三江國民小學附設幼兒園,公立,3,下學期,全日班,17032,15940
東石鄉,嘉義縣東石鄉龍港國民小學附設幼兒園,公立,4,上學期,全日班,17125,17625
東石鄉,嘉義縣東石鄉龍港國民小學附設幼兒園,公立,4,下學期,全日班,15140,15540
東石鄉,嘉義縣東石鄉龍港國民小學附設幼兒園,公立,3,上學期,全日班,16925,17425
東石鄉,嘉義縣東石鄉龍港國民小學附設幼兒園,公立,3,下學期,全日班,14940,15340
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,5,上學期,全日班,18545,11545
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,5,下學期,全日班,16276,9276
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,4,上學期,全日班,18545,11545
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,4,下學期,全日班,16276,9276
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,3,上學期,全日班,18545,11545
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,3,下學期,全日班,16276,9276
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,2,上學期,全日班,18545,11545
梅山鄉,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,公立,2,下學期,全日班,16276,9276
