鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,4,上學期,半日班,7960,9960
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,16025,20050
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,4,下學期,半日班,7960,9960
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,16025,20050
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,3,上學期,半日班,7960,9960
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,3,上學期,全日班,16025,20050
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,3,下學期,半日班,7960,9960
臺東市,國立臺東大學附設實驗國民小學附設幼兒園,公立,3,下學期,全日班,16025,20050
卑南鄉,臺東縣卑南鄉初鹿國民小學附設幼兒園,公立,4,上學期,全日班,15185,18475
卑南鄉,臺東縣卑南鄉初鹿國民小學附設幼兒園,公立,4,下學期,全日班,14800,18475
卑南鄉,臺東縣卑南鄉初鹿國民小學附設幼兒園,公立,3,上學期,全日班,15185,18475
卑南鄉,臺東縣卑南鄉初鹿國民小學附設幼兒園,公立,3,下學期,全日班,14800,18475
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,4,上學期,半日班,13370,17710
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,4,上學期,全日班,15260,19600
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,4,下學期,半日班,13020,17710
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,4,下學期,全日班,14910,19600
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,3,上學期,半日班,13370,17710
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,3,上學期,全日班,15260,19600
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,3,下學期,半日班,13020,17710
卑南鄉,臺東縣卑南鄉利嘉國民小學附設幼兒園,公立,3,下學期,全日班,14910,19600
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,4,上學期,半日班,12835,14125
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,4,上學期,全日班,15810,19600
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,4,下學期,半日班,12485,14125
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,4,下學期,全日班,15460,19600
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,3,上學期,半日班,12835,14125
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,3,上學期,全日班,15810,19600
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,3,下學期,半日班,12485,14125
卑南鄉,臺東縣卑南鄉大南國民小學附設幼兒園,公立,3,下學期,全日班,15460,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,4,上學期,半日班,13420,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,4,上學期,全日班,15310,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,4,下學期,半日班,13070,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,4,下學期,全日班,14960,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,3,上學期,半日班,13420,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,3,上學期,全日班,15310,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,3,下學期,半日班,13070,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,3,下學期,全日班,14960,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,2,上學期,半日班,13420,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,2,上學期,全日班,15310,19600
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,2,下學期,半日班,13070,17710
卑南鄉,臺東縣卑南鄉太平國民小學附設幼兒園,公立,2,下學期,全日班,14960,19600
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,4,上學期,半日班,13550,17800
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,4,上學期,全日班,16800,20050
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,4,下學期,半日班,13165,17800
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,4,下學期,全日班,16415,20050
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,3,上學期,半日班,13550,17800
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,3,上學期,全日班,16800,20050
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,3,下學期,半日班,13165,17800
卑南鄉,臺東縣卑南鄉富山國民小學附設幼兒園,公立,3,下學期,全日班,16415,20050
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,4,上學期,半日班,13560,17350
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,4,上學期,全日班,17260,20050
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,4,下學期,半日班,13175,17350
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,4,下學期,全日班,16875,20050
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,3,上學期,半日班,13560,17350
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,3,上學期,全日班,17260,20050
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,3,下學期,半日班,13175,17350
卑南鄉,臺東縣卑南鄉東成國民小學附設幼兒園,公立,3,下學期,全日班,16875,20050
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,4,上學期,半日班,12335,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,4,上學期,全日班,16260,19600
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,4,下學期,半日班,11985,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,4,下學期,全日班,15910,19600
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,3,上學期,半日班,12335,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,3,上學期,全日班,16260,19600
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,3,下學期,半日班,11985,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,3,下學期,全日班,15910,19600
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,2,上學期,半日班,12335,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,2,上學期,全日班,16260,19600
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,2,下學期,半日班,11985,13675
卑南鄉,臺東縣卑南鄉溫泉國民小學附設幼兒園,公立,2,下學期,全日班,15910,19600
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,4,上學期,半日班,13420,17710
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,4,上學期,全日班,15670,19960
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,4,下學期,半日班,13070,17710
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,4,下學期,全日班,15320,19960
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,3,上學期,半日班,13420,17710
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,3,上學期,全日班,15670,19960
卑南鄉,臺東縣卑南鄉賓朗國民小學附設幼兒園,公立,3,下學期,半日班,13070,17710
