鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,5,上學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,5,下學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,4,上學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,4,下學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,3,上學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,3,下學期,全日班,47982,47100
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,2,上學期,全日班,53802,52920
小港區,中國鋼鐵股份有限公司職工福利委員會附設高雄市私立中鋼幼兒園,私立,2,下學期,全日班,53802,52920
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,5,上學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,5,下學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,4,上學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,4,下學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,3,上學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,3,下學期,全日班,47454,33216
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,2,上學期,全日班,51114,35778
大寮區,中山學校財團法人高雄市中山高級工商職業學校附屬高雄市私立進學非營利幼兒園（高雄市政府委託辦理）,非營利,2,下學期,全日班,51114,35778
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,5,上學期,全日班,46980,32886
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,5,下學期,全日班,46980,32886
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,4,上學期,全日班,46980,32886
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,4,下學期,全日班,46980,32886
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,3,上學期,全日班,46980,32886
左營區,社團法人台灣公共托育協會附設高雄市私立新民非營利幼兒園(高雄市政府委託辦理),非營利,3,下學期,全日班,46980,32886
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,5,上學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,5,下學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,4,上學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,4,下學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,3,上學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,3,下學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,2,上學期,全日班,44300,41780
左營區,舊城基督長老教會附設高雄市私立左營幼兒園,私立,2,下學期,全日班,44300,41780
林園區,財團法人天主教奧思會附設高雄市私立理達幼兒園,私立,5,上學期,全日班,42316,37600
林園區,財團法人天主教奧思會附設高雄市私立理達幼兒園,私立,5,下學期,全日班,42316,37600
林園區,財團法人天主教奧思會附設高雄市私立理達幼兒園,私立,4,上學期,全日班,44016,39300
