鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
嘉義市,嘉義市私立中正幼兒園,私立,4,上學期,全日班,57000,63000
嘉義市,嘉義市私立中正幼兒園,私立,4,下學期,全日班,57000,63000
嘉義市,嘉義市私立中正幼兒園,私立,3,上學期,全日班,57000,63000
嘉義市,嘉義市私立中正幼兒園,私立,3,下學期,全日班,57000,63000
嘉義市,嘉義市私立中正幼兒園,私立,2,上學期,全日班,67200,73200
嘉義市,嘉義市私立中正幼兒園,私立,2,下學期,全日班,67200,73200
嘉義市,嘉義市私立佳北幼兒園,私立,4,上學期,全日班,48000,51000
嘉義市,嘉義市私立佳北幼兒園,私立,4,下學期,全日班,48000,51000
嘉義市,嘉義市私立佳北幼兒園,私立,3,上學期,全日班,48000,51000
嘉義市,嘉義市私立佳北幼兒園,私立,3,下學期,全日班,48000,51000
嘉義市,嘉義市私立佳北幼兒園,私立,2,上學期,全日班,48000,51000
嘉義市,嘉義市私立佳北幼兒園,私立,2,下學期,全日班,48000,51000
嘉義市,嘉義市私立幼華幼兒園,私立,4,上學期,全日班,57000,61200
嘉義市,嘉義市私立幼華幼兒園,私立,4,下學期,全日班,57000,61200
嘉義市,嘉義市私立幼華幼兒園,私立,3,上學期,全日班,57000,61200
嘉義市,嘉義市私立幼華幼兒園,私立,3,下學期,全日班,57000,61200
嘉義市,嘉義市私立幼華幼兒園,私立,2,上學期,全日班,67200,73200
嘉義市,嘉義市私立幼華幼兒園,私立,2,下學期,全日班,67200,73200
嘉義市,嘉義市私立想像幼兒園,私立,4,上學期,全日班,50400,56400
嘉義市,嘉義市私立想像幼兒園,私立,4,下學期,全日班,50400,56400
嘉義市,嘉義市私立想像幼兒園,私立,3,上學期,全日班,50400,56400
嘉義市,嘉義市私立想像幼兒園,私立,3,下學期,全日班,50400,56400
嘉義市,嘉義市私立想像幼兒園,私立,2,上學期,全日班,50400,56400
嘉義市,嘉義市私立想像幼兒園,私立,2,下學期,全日班,50400,56400
嘉義市,嘉義市私立愛兒堡幼兒園,私立,4,上學期,全日班,52602,58200
