鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
平鎮區,桃園市平鎮區東安國民小學附設幼兒園,公立,2,下學期,半日班,15874,15885
平鎮區,桃園市平鎮區東安國民小學附設幼兒園,公立,2,下學期,全日班,18012,18023
平鎮區,桃園市平鎮區祥安國民小學附設幼兒園,公立,4,上學期,全日班,18089,18023
平鎮區,桃園市平鎮區祥安國民小學附設幼兒園,公立,4,下學期,全日班,17793,18023
平鎮區,桃園市平鎮區祥安國民小學附設幼兒園,公立,3,上學期,全日班,18089,18023
平鎮區,桃園市平鎮區祥安國民小學附設幼兒園,公立,3,下學期,全日班,17793,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
復興區,桃園市復興區三光國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,4,上學期,全日班,9923,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,4,下學期,全日班,9923,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,3,上學期,全日班,9923,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,3,下學期,全日班,9923,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,2,上學期,全日班,9923,18023
復興區,桃園市復興區三民國民小學附設幼兒園,公立,2,下學期,全日班,9923,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
復興區,桃園市復興區介壽國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
復興區,桃園市復興區光華國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
復興區,桃園市復興區奎輝國民小學附設幼兒園,公立,5,上學期,全日班,18023,14423
復興區,桃園市復興區奎輝國民小學附設幼兒園,公立,5,下學期,全日班,18023,14423
復興區,桃園市復興區奎輝國民小學附設幼兒園,公立,2,上學期,全日班,18023,16808
復興區,桃園市復興區奎輝國民小學附設幼兒園,公立,2,下學期,全日班,18023,16808
復興區,桃園市復興區巴崚國民小學附設幼兒園,公立,4,上學期,全日班,13000,16600
復興區,桃園市復興區巴崚國民小學附設幼兒園,公立,4,下學期,全日班,13000,16600
復興區,桃園市復興區巴崚國民小學附設幼兒園,公立,3,上學期,全日班,13000,16600
復興區,桃園市復興區巴崚國民小學附設幼兒園,公立,3,下學期,全日班,13000,16600
復興區,桃園市復興區立幼兒園,公立,4,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園,公立,4,下學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園,公立,3,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園,公立,3,下學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園,公立,2,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園,公立,2,下學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,4,上學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,4,下學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,3,上學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,3,下學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,2,上學期,全日班,8500,14500
大溪區,桃園市復興區立幼兒園三民分班,公立,2,下學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園華陵分班,公立,4,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園華陵分班,公立,4,下學期,全日班,8500,15400
復興區,桃園市復興區立幼兒園華陵分班,公立,3,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園華陵分班,公立,3,下學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園華陵分班,公立,2,上學期,全日班,8500,14500
復興區,桃園市復興區立幼兒園華陵分班,公立,2,下學期,全日班,8500,14500
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
復興區,桃園市復興區羅浮國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
復興區,桃園市復興區義盛國民小學附設幼兒園,公立,4,上學期,全日班,14400,18000
復興區,桃園市復興區義盛國民小學附設幼兒園,公立,4,下學期,全日班,14400,18000
復興區,桃園市復興區義盛國民小學附設幼兒園,公立,3,上學期,全日班,14400,18000
復興區,桃園市復興區義盛國民小學附設幼兒園,公立,3,下學期,全日班,14400,18000
復興區,桃園市復興區長興國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
復興區,桃園市復興區長興國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
復興區,桃園市復興區長興國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
復興區,桃園市復興區長興國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,4,上學期,全日班,9923,14423
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,4,下學期,全日班,9923,14423
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,3,上學期,全日班,9923,14423
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,3,下學期,全日班,9923,14423
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,2,上學期,全日班,9923,14423
復興區,桃園市復興區霞雲國民小學附設幼兒園,公立,2,下學期,全日班,9923,14423
復興區,桃園市復興區高義國民小學附設幼兒園,公立,4,上學期,全日班,13000,18023
復興區,桃園市復興區高義國民小學附設幼兒園,公立,4,下學期,全日班,13000,18023
復興區,桃園市復興區高義國民小學附設幼兒園,公立,3,上學期,全日班,13000,18023
復興區,桃園市復興區高義國民小學附設幼兒園,公立,3,下學期,全日班,13000,18023
復興區,桃園市復興區高義國民小學附設幼兒園,公立,2,上學期,全日班,13000,18023
復興區,桃園市復興區高義國民小學附設幼兒園,公立,2,下學期,全日班,13000,18023
新屋區,桃園市新屋區埔頂國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區埔頂國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區埔頂國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區埔頂國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區新屋國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區新屋國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區新屋國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區新屋國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,4,上學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,4,下學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,3,上學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,3,下學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,2,上學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,2,下學期,半日班,12285,15885
新屋區,桃園市新屋區永安國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,4,上學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,4,下學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,3,上學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,3,下學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,2,上學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,2,下學期,半日班,12285,15885
新屋區,桃園市新屋區笨港國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,4,上學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,4,下學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,3,上學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,3,下學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,2,上學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,2,下學期,半日班,12285,15885
新屋區,桃園市新屋區蚵間國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,4,上學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,4,下學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,3,上學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,3,下學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,2,上學期,全日班,14423,18023
新屋區,桃園市新屋區頭洲國民小學附設幼兒園,公立,2,下學期,全日班,14423,18023
桃園區,桃園市桃園區中埔國民小學附設幼兒園,公立,4,下學期,半日班,15597,15885
桃園區,桃園市桃園區中埔國民小學附設幼兒園,公立,4,下學期,全日班,17735,18023
桃園區,桃園市桃園區中埔國民小學附設幼兒園,公立,3,下學期,半日班,15597,15885
桃園區,桃園市桃園區中埔國民小學附設幼兒園,公立,3,下學期,全日班,17735,18023
桃園區,桃園市桃園區中山國民小學附設幼兒園,公立,4,上學期,全日班,18008,18023
桃園區,桃園市桃園區中山國民小學附設幼兒園,公立,4,下學期,全日班,17440,18023
桃園區,桃園市桃園區中山國民小學附設幼兒園,公立,3,上學期,全日班,18008,18023
桃園區,桃園市桃園區中山國民小學附設幼兒園,公立,3,下學期,全日班,17440,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,5,上學期,半日班,17450,15785
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,5,下學期,半日班,17170,15505
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,4,上學期,半日班,17450,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,4,上學期,全日班,17923,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,4,下學期,半日班,17170,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,4,下學期,全日班,17643,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,3,上學期,半日班,17450,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,3,上學期,全日班,17923,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,3,下學期,半日班,17170,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,3,下學期,全日班,17643,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,2,上學期,半日班,17450,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,2,上學期,全日班,17923,18023
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,2,下學期,半日班,17170,15885
桃園區,桃園市桃園區建國國民小學附設幼兒園,公立,2,下學期,全日班,17643,18023
桃園區,桃園市桃園區慈文國民小學附設幼兒園,公立,4,上學期,半日班,13180,15593
