鄉鎮市區,學校,類型,年齡,學期,班別,109全學期總收費,110全學期總收費
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,4,上學期,全日班,71900,68600
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,4,下學期,全日班,71900,68600
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,3,上學期,全日班,71900,68600
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,3,下學期,全日班,71900,68600
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,2,上學期,全日班,77900,74300
彰化市,彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,私立,2,下學期,全日班,77900,74300
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,5,上學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,5,下學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,4,上學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,4,下學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,3,上學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,3,下學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,2,上學期,全日班,14035,15085
二水鄉,彰化縣二水鄉二水國民小學附設幼兒園,公立,2,下學期,全日班,14035,15085
北斗鎮,彰化縣北斗鎮立幼兒園,公立,4,上學期,全日班,19800,20800
北斗鎮,彰化縣北斗鎮立幼兒園,公立,4,下學期,全日班,19800,20800
北斗鎮,彰化縣北斗鎮立幼兒園,公立,3,上學期,全日班,19800,20800
北斗鎮,彰化縣北斗鎮立幼兒園,公立,3,下學期,全日班,19800,20800
北斗鎮,彰化縣北斗鎮立幼兒園,公立,2,上學期,全日班,19800,20800
北斗鎮,彰化縣北斗鎮立幼兒園,公立,2,下學期,全日班,19800,20800
秀水鄉,彰化縣秀水鄉立幼兒園,公立,4,下學期,全日班,19800,20600
秀水鄉,彰化縣秀水鄉立幼兒園,公立,3,下學期,全日班,19800,20600
彰化市,彰化縣私立上鼎幼兒園,私立,4,上學期,全日班,55800,77400
彰化市,彰化縣私立上鼎幼兒園,私立,4,下學期,全日班,55800,77400
彰化市,彰化縣私立上鼎幼兒園,私立,3,上學期,全日班,55800,60000
彰化市,彰化縣私立上鼎幼兒園,私立,3,下學期,全日班,55800,60000
彰化市,彰化縣私立上鼎幼兒園,私立,2,上學期,全日班,62400,65800
彰化市,彰化縣私立上鼎幼兒園,私立,2,下學期,全日班,62400,64000
員林市,彰化縣私立九個果子幼兒園,私立,4,上學期,全日班,41500,49000
員林市,彰化縣私立九個果子幼兒園,私立,4,下學期,全日班,41500,49000
員林市,彰化縣私立九個果子幼兒園,私立,3,上學期,全日班,41500,49000
員林市,彰化縣私立九個果子幼兒園,私立,3,下學期,全日班,41500,49000
員林市,彰化縣私立九個果子幼兒園,私立,2,上學期,全日班,41500,49000
員林市,彰化縣私立九個果子幼兒園,私立,2,下學期,全日班,41500,49000
伸港鄉,彰化縣私立台大幼兒園,私立,4,上學期,全日班,43800,46800
伸港鄉,彰化縣私立台大幼兒園,私立,4,下學期,全日班,43800,46800
伸港鄉,彰化縣私立台大幼兒園,私立,3,上學期,全日班,43800,46800
伸港鄉,彰化縣私立台大幼兒園,私立,3,下學期,全日班,43800,46800
伸港鄉,彰化縣私立台大幼兒園,私立,2,上學期,全日班,43800,46800
伸港鄉,彰化縣私立台大幼兒園,私立,2,下學期,全日班,43800,46800
員林市,彰化縣私立員林諾貝爾幼兒園,私立,4,上學期,全日班,39240,45000
員林市,彰化縣私立員林諾貝爾幼兒園,私立,4,下學期,全日班,39240,45000
員林市,彰化縣私立員林諾貝爾幼兒園,私立,3,上學期,全日班,39240,45000
員林市,彰化縣私立員林諾貝爾幼兒園,私立,3,下學期,全日班,39240,45000
員林市,彰化縣私立員林諾貝爾幼兒園,私立,2,上學期,全日班,39740,48000
員林市,彰化縣私立員林諾貝爾幼兒園,私立,2,下學期,全日班,39740,48000
彰化市,彰化縣私立嘟嘟幼兒園,私立,4,上學期,全日班,48600,51000
彰化市,彰化縣私立嘟嘟幼兒園,私立,4,下學期,全日班,48600,51000
彰化市,彰化縣私立嘟嘟幼兒園,私立,3,上學期,全日班,46500,51000
彰化市,彰化縣私立嘟嘟幼兒園,私立,3,下學期,全日班,46500,51000
彰化市,彰化縣私立嘟嘟幼兒園,私立,2,上學期,全日班,48000,54000
彰化市,彰化縣私立嘟嘟幼兒園,私立,2,下學期,全日班,48000,54000
彰化市,彰化縣私立均成幼兒園,私立,4,上學期,全日班,51000,56400
彰化市,彰化縣私立均成幼兒園,私立,4,下學期,全日班,51000,56400
彰化市,彰化縣私立均成幼兒園,私立,3,上學期,全日班,51000,56400
彰化市,彰化縣私立均成幼兒園,私立,3,下學期,全日班,51000,56400
彰化市,彰化縣私立培根幼兒園,私立,4,上學期,半日班,64150,56600
彰化市,彰化縣私立培根幼兒園,私立,4,上學期,全日班,83000,107900
彰化市,彰化縣私立培根幼兒園,私立,4,下學期,半日班,64150,56600
彰化市,彰化縣私立培根幼兒園,私立,4,下學期,全日班,83000,107900
彰化市,彰化縣私立培根幼兒園,私立,3,上學期,半日班,64150,56600
彰化市,彰化縣私立培根幼兒園,私立,3,上學期,全日班,83000,107900
彰化市,彰化縣私立培根幼兒園,私立,3,下學期,半日班,64150,56600
彰化市,彰化縣私立培根幼兒園,私立,3,下學期,全日班,83000,107900
彰化市,彰化縣私立培根幼兒園,私立,2,上學期,半日班,73150,56600
彰化市,彰化縣私立培根幼兒園,私立,2,上學期,全日班,95000,123500
彰化市,彰化縣私立培根幼兒園,私立,2,下學期,半日班,73150,56600
彰化市,彰化縣私立培根幼兒園,私立,2,下學期,全日班,95000,123500
彰化市,彰化縣私立堉惠幼兒園,私立,4,上學期,全日班,48000,64200
彰化市,彰化縣私立堉惠幼兒園,私立,4,下學期,全日班,48000,64200
彰化市,彰化縣私立堉惠幼兒園,私立,3,上學期,全日班,48000,64200
彰化市,彰化縣私立堉惠幼兒園,私立,3,下學期,全日班,48000,64200
彰化市,彰化縣私立堉惠幼兒園,私立,2,上學期,全日班,48000,64200
彰化市,彰化縣私立堉惠幼兒園,私立,2,下學期,全日班,48000,64200
鹿港鎮,彰化縣私立天真幼兒園,私立,4,上學期,全日班,61800,96700
鹿港鎮,彰化縣私立天真幼兒園,私立,4,下學期,全日班,61800,96700
鹿港鎮,彰化縣私立天真幼兒園,私立,3,上學期,全日班,61800,96700
鹿港鎮,彰化縣私立天真幼兒園,私立,3,下學期,全日班,61800,96700
鹿港鎮,彰化縣私立天真幼兒園,私立,2,上學期,全日班,63600,101500
鹿港鎮,彰化縣私立天真幼兒園,私立,2,下學期,全日班,63600,101500
彰化市,彰化縣私立威爾森幼兒園,私立,4,上學期,全日班,43800,66000
彰化市,彰化縣私立威爾森幼兒園,私立,4,下學期,全日班,43800,66000
彰化市,彰化縣私立威爾森幼兒園,私立,3,上學期,全日班,43800,66000
彰化市,彰化縣私立威爾森幼兒園,私立,3,下學期,全日班,43800,66000
彰化市,彰化縣私立威爾森幼兒園,私立,2,上學期,全日班,43800,72000
彰化市,彰化縣私立威爾森幼兒園,私立,2,下學期,全日班,43800,72000
溪湖鎮,彰化縣私立安迪生幼兒園,私立,4,上學期,全日班,47000,48800
溪湖鎮,彰化縣私立安迪生幼兒園,私立,4,下學期,全日班,47000,48800
溪湖鎮,彰化縣私立安迪生幼兒園,私立,3,上學期,全日班,47200,49000
溪湖鎮,彰化縣私立安迪生幼兒園,私立,3,下學期,全日班,47200,49000
溪湖鎮,彰化縣私立安迪生幼兒園,私立,2,上學期,全日班,48000,49200
溪湖鎮,彰化縣私立安迪生幼兒園,私立,2,下學期,全日班,48000,49200
彰化市,彰化縣私立富蘭克林幼兒園,私立,4,上學期,半日班,64150,56600
彰化市,彰化縣私立富蘭克林幼兒園,私立,4,上學期,全日班,83000,107900
彰化市,彰化縣私立富蘭克林幼兒園,私立,4,下學期,半日班,64150,56600
彰化市,彰化縣私立富蘭克林幼兒園,私立,4,下學期,全日班,83000,107900
彰化市,彰化縣私立富蘭克林幼兒園,私立,3,上學期,半日班,64150,56600
彰化市,彰化縣私立富蘭克林幼兒園,私立,3,上學期,全日班,83000,107900
彰化市,彰化縣私立富蘭克林幼兒園,私立,3,下學期,半日班,64150,56600
彰化市,彰化縣私立富蘭克林幼兒園,私立,3,下學期,全日班,83000,107900
彰化市,彰化縣私立富蘭克林幼兒園,私立,2,上學期,半日班,73150,56600
