point,area,type,months,total1,total2,monthly1,monthly2
台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,大雅區,私立,12,352800,25200,29400,2100
國立中興大學附屬臺中高級農業職業學校員工子女非營利幼兒園（委託臺中市興幼教育學會辦理）,東區,非營利,12,126336,0,10528,0
國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,東區,私立,12,220000,0,18333,0
國立臺中教育大學附設實驗國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,南區,私立,10,238400,6000,23840,600
正和書院附設臺中市私立光明幼兒園,烏日區,私立,12,192000,0,16000,0
私立弘光科技大學附設臺中市中棲幼兒園,沙鹿區,私立,12,271200,26400,22600,2200
私立弘光科技大學附設臺中市平等幼兒園,沙鹿區,私立,12,271200,13500,22600,1125
私立弘光科技大學附設臺中市幼兒園,沙鹿區,私立,12,278400,26400,23200,2200
私立慈明高級中學附設臺中市幼兒園,太平區,準公共化,12,216000,0,18000,0
私立朝陽科技大學附設臺中市幼兒園,霧峰區,私立,12,285600,9000,23800,750
私立育仁國民小學附設臺中市幼兒園,北區,私立,10,140200,0,14020,0
臺中市三光非營利幼兒園(委託財團法人宏觀文教基金會辦理),北屯區,非營利,12,103044,0,8587,0
臺中市上楓非營利幼兒園(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),大雅區,非營利,12,105492,0,8791,0
臺中市中區光復國民小學附設幼兒園,中區,公立,8,77368,15400,9671,1925
臺中市中華非營利幼兒園(委託財團法人伊甸社會福利基金會辦理),太平區,非營利,12,102744,0,8562,0
臺中市五權非營利幼兒園(委託財團法人星光教育基金會辦理),北區,非營利,12,104100,0,8675,0
臺中市北區中華國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
臺中市北區健行國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
臺中市北區太平國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
臺中市北區省三國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
臺中市北區立人國民小學附設幼兒園,北區,公立,8,77368,0,9671,0
臺中市北區篤行國民小學附設幼兒園,北區,公立,8,77368,200,9671,25
臺中市北屯區仁愛國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區僑孝國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區北屯國民小學附設幼兒園,北屯區,公立,8,77368,0,9671,0
臺中市北屯區四張犁國民小學附設幼兒園,北屯區,公立,8,77368,0,9671,0
臺中市北屯區四維國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區大坑國民小學附設幼兒園,北屯區,公立,8,77368,0,9671,0
臺中市北屯區文心國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區新興國民小學附設幼兒園,北屯區,公立,8,77368,0,9671,0
臺中市北屯區東光國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區松竹國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市北屯區軍功國民小學附設幼兒園,北屯區,公立,8,77368,200,9671,25
臺中市南區信義國民小學附設幼兒園,南區,公立,8,77368,0,9671,0
臺中市南區和平國民小學附設幼兒園,南區,公立,8,77368,200,9671,25
臺中市南區國光國民小學附設幼兒園,南區,公立,8,77368,200,9671,25
臺中市南屯區南屯國民小學附設幼兒園,南屯區,公立,8,77368,0,9671,0
臺中市南屯區文山國民小學附設幼兒園,南屯區,公立,8,77368,0,9671,0
臺中市南屯區春安國民小學附設幼兒園,南屯區,公立,8,77368,0,9671,0
臺中市南屯區鎮平國民小學附設幼兒園,南屯區,公立,8,77368,200,9671,25
臺中市南屯區黎明國民小學附設幼兒園,南屯區,公立,8,77368,200,9671,25
臺中市后里區月眉國民小學附設幼兒園,后里區,公立,8,77368,0,9671,0
臺中市后里區泰安國民小學附設幼兒園,后里區,公立,8,77368,0,9671,0
臺中市后里非營利幼兒園(委託財團法人臺中市健康全人教育基金會辦理),后里區,非營利,12,121188,0,10099,0
臺中市和平區博愛國民小學附設幼兒園,和平區,公立,8,77368,200,9671,25
臺中市和平區和平國民小學附設幼兒園,和平區,公立,8,77368,200,9671,25
臺中市和平區白冷國民小學附設幼兒園,和平區,公立,8,77368,0,9671,0
臺中市和平區立幼兒園,和平區,公立,10,84740,0,8474,0
臺中市和平區立幼兒園環山分班,和平區,公立,10,84740,0,8474,0
臺中市和平區立幼兒園達觀分班,和平區,公立,10,84740,0,8474,0
臺中市和平區立幼兒園雙崎分班,和平區,公立,10,84740,0,8474,0
臺中市外埔區外埔國民小學附設幼兒園,外埔區,公立,8,77368,0,9671,0
臺中市外埔區安定國民小學附設幼兒園,外埔區,公立,8,77368,0,9671,0
臺中市外埔區水美國民小學附設幼兒園,外埔區,公立,8,77368,0,9671,0
臺中市外埔區鐵山國民小學附設幼兒園,外埔區,公立,8,77368,0,9671,0
臺中市外埔區馬鳴國民小學附設幼兒園,外埔區,公立,8,77368,0,9671,0
臺中市大安區大安國民小學附設幼兒園,大安區,公立,8,77368,200,9671,25
臺中市大安區永安國民小學附設幼兒園,大安區,公立,8,77368,200,9671,25
臺中市大安區海墘國民小學附設幼兒園,大安區,公立,8,77368,200,9671,25
臺中市大甲區大甲國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大甲區德化國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大甲區文昌國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大甲區文武國民小學附設幼兒園,大甲區,公立,8,77368,200,9671,25
臺中市大甲區華龍國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大甲區西岐國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大甲區順天國民小學附設幼兒園,大甲區,公立,8,77368,0,9671,0
臺中市大肚區大忠國民小學附設幼兒園,大肚區,公立,8,77368,200,9671,25
臺中市大肚區山陽國民小學附設幼兒園,大肚區,公立,8,77368,0,9671,0
臺中市大肚區永順國民小學附設幼兒園,大肚區,公立,8,77368,0,9671,0
臺中市大肚區瑞井國民小學附設幼兒園,大肚區,公立,8,77368,200,9671,25
臺中市大肚區瑞峰國民小學附設幼兒園,大肚區,公立,8,77368,200,9671,25
臺中市大肚區追分國民小學附設幼兒園,大肚區,公立,8,77368,200,9671,25
臺中市大里區健民國民小學附設幼兒園,大里區,公立,8,77368,0,9671,0
臺中市大里區內新國民小學附設幼兒園,大里區,公立,8,77368,0,9671,0
臺中市大里區大元國民小學附設幼兒園,大里區,公立,8,77368,200,9671,25
臺中市大里區大里國民小學附設幼兒園,大里區,公立,8,77368,0,9671,0
