point,area,type,months,total1,total2,monthly1,monthly2,total3
台灣積體電路製造股份有限公司職工福利委員會附設臺中市私立台積電幼兒園,大雅區,私立,12,176400,25200,14700,2100,176400
歐森烏日教育事業股份有限公司附設臺中市私立鷗森烏日幼兒園,烏日區,私立,12,186600,13500,15550,1125,186600
正和書院附設臺中市私立光明幼兒園,烏日區,私立,12,108000,0,9000,0,108000
私立弘光科技大學附設臺中市中棲幼兒園,沙鹿區,私立,12,135600,26400,11300,2200,135600
私立弘光科技大學附設臺中市平等幼兒園,沙鹿區,私立,12,135600,13500,11300,1125,135600
私立弘光科技大學附設臺中市幼兒園,沙鹿區,私立,12,139200,26400,11600,2200,139200
私立慈明高級中學附設臺中市幼兒園,太平區,準公共化,12,114000,0,9500,0,114000
私立朝陽科技大學附設臺中市幼兒園,霧峰區,私立,12,142800,9000,11900,750,142800
私立育仁國民小學附設臺中市幼兒園,北區,私立,10,70100,0,7010,0,70100
臺中市北區太平國民小學附設幼兒園,北區,公立,9.2,38684,200,4205,22,38684
臺中市南區國光國民小學附設幼兒園,南區,公立,9.2,38684,200,4205,22,38684
臺中市南屯區黎明國民小學附設幼兒園,南屯區,公立,9.2,38684,200,4205,22,38684
臺中市后里非營利幼兒園(委託財團法人臺中市健康全人教育基金會辦理),后里區,非營利,12,0,0,10880,0,130560
臺中市和平區立幼兒園,和平區,公立,11,42370,0,3852,0,42370
臺中市和平區立幼兒園環山分班,和平區,公立,11,42370,0,3852,0,42370
臺中市和平區立幼兒園達觀分班,和平區,公立,11,42370,0,3852,0,42370
臺中市和平區立幼兒園雙崎分班,和平區,公立,11,42370,0,3852,0,42370
臺中市外埔區水美國民小學附設幼兒園,外埔區,公立,9.2,38684,0,4205,0,38684
臺中市大雅非營利幼兒園(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),大雅區,非營利,12,0,0,9758,0,117096
臺中市廍子非營利幼兒園(委託財團法人中臺科技大學設立之中臺科技大學辦理),北屯區,非營利,12,0,0,8644,0,103728
臺中市建平非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),太平區,非營利,12,0,0,9621,0,115452
臺中市星光教育發展協會附設臺中市私立星光國際幼兒園,神岡區,私立,12,244400,90000,20367,7500,244400
臺中市東勢區中山國民小學附設幼兒園,東勢區,公立,9.2,38684,0,4205,0,38684
臺中市東勢區石城國民小學附設幼兒園,東勢區,公立,9.2,38684,0,4205,0,38684
臺中市東區大智國民小學附設幼兒園,東區,公立,9.2,38684,200,4205,22,38684
臺中市東峰非營利幼兒園(委託財團法人宏觀文教基金會辦理),東區,非營利,12,0,0,10215,0,122580
臺中市東英非營利幼兒園(委託財團法人宏觀文教基金會辦理),東區,非營利,12,0,0,8348,0,100176
臺中市樹德非營利幼兒園(委託財團法人三之三生命教育基金會辦理),南區,非營利,12,0,0,9886,0,118632
臺中市清水區大楊國民小學附設幼兒園,清水區,公立,9.2,38684,0,4205,0,38684
臺中市清水區大秀國民小學附設幼兒園,清水區,公立,9.2,38684,0,4205,0,38684
臺中市烏日區東園國民小學附設幼兒園,烏日區,公立,9.2,38684,0,4205,0,38684
臺中市石岡區土牛國民小學附設幼兒園,石岡區,公立,9.2,38684,0,4205,0,38684
臺中市神岡區豐洲國民小學附設幼兒園,神岡區,公立,9.2,38684,200,4205,22,38684
臺中市私立一安堂幼兒園,神岡區,準公共化,12,125164,13500,10430,1125,125164
臺中市私立一德幼兒園,后里區,準公共化,12,135588,9000,11299,750,135588
臺中市私立一心園幼兒園,東勢區,私立,12,98520,9000,8210,750,98520
臺中市私立一心幼兒園,神岡區,私立,12,116000,24000,9667,2000,116000
臺中市私立一畝田幼兒園,北屯區,私立,12,152360,30000,12697,2500,152360
臺中市私立三光幼兒園,豐原區,私立,12,133140,12000,11095,1000,133140
臺中市私立三愛幼兒園,豐原區,私立,12,107000,9000,8917,750,107000
臺中市私立三育幼兒園,烏日區,準公共化,12,106152,10800,8846,900,106152
臺中市私立世紀奎幼兒園,東區,私立,12,229200,0,19100,0,229200
臺中市私立丘尼兒幼兒園,北區,私立,11,125500,11000,11409,1000,125500
臺中市私立丰原格林幼兒園,豐原區,私立,11,152264,24200,13842,2200,152264
臺中市私立丹尼兒幼兒園,大里區,私立,12,147200,18000,12267,1500,147200
臺中市私立乖乖幼兒園,大里區,私立,12,104796,24000,8733,2000,104796
臺中市私立亞士可幼兒園,烏日區,準公共化,12,106312,9000,8859,750,106312
臺中市私立亞恩蒂幼兒園,豐原區,私立,12,98000,0,8167,0,98000
臺中市私立亞特藍幼兒園,豐原區,私立,12,108400,13500,9033,1125,108400
臺中市私立亮亮幼兒園,西屯區,私立,12,125400,24000,10450,2000,125400
臺中市私立人德幼兒園,大甲區,準公共化,12,108552,12000,9046,1000,108552
臺中市私立仁美愛子幼兒園,北屯區,私立,12,264000,18000,22000,1500,264000
臺中市私立今日幼兒園,西屯區,私立,12,117182,0,9765,0,117182
臺中市私立作新幼兒園,北區,私立,12,108374,9000,9031,750,108374
臺中市私立佳園幼兒園,大里區,私立,12,91200,0,7600,0,91200
臺中市私立佳音幼兒園,神岡區,私立,12,85200,24000,7100,2000,85200
臺中市私立佶米幼兒園,北區,私立,12,150000,21600,12500,1800,150000
臺中市私立來來幼兒園,后里區,私立,12,102000,18000,8500,1500,102000
臺中市私立保貝兒幼兒園,神岡區,私立,12,133360,13500,11113,1125,133360
臺中市私立保進幼兒園,東區,私立,12,102420,18000,8535,1500,102420
臺中市私立傑揚幼兒園,南屯區,準公共化,12,114240,18000,9520,1500,114240
臺中市私立優勢光譜幼兒園,大雅區,準公共化,12,110400,9000,9200,750,110400
臺中市私立優斯特幼兒園,西屯區,私立,12,105580,18000,8798,1500,105580
臺中市私立優生幼兒園,大甲區,準公共化,12,106740,9000,8895,750,106740
臺中市私立光仁幼兒園,大里區,私立,12,117000,18000,9750,1500,117000
臺中市私立光大幼兒園,大雅區,準公共化,12,92000,9000,7667,750,92000
臺中市私立克麗斯玎幼兒園,大雅區,私立,12,108000,24000,9000,2000,108000
臺中市私立兒幼幼兒園,大里區,私立,12,156000,36000,13000,3000,156000
臺中市私立兒童世界幼兒園,太平區,私立,12,118150,26400,9846,2200,118150
臺中市私立全佑幼兒園,太平區,私立,12,87840,9000,7320,750,87840
臺中市私立全方位幼兒園,南屯區,私立,12,160000,18000,13333,1500,160000
臺中市私立冠鈞藝術幼兒園,豐原區,私立,12,216000,9000,18000,750,216000
臺中市私立初心幼兒園,南屯區,私立,12,336400,18000,28033,1500,336400
臺中市私立劍橋幼兒園,南屯區,準公共化,12,142800,18000,11900,1500,142800
臺中市私立加州幼兒園,沙鹿區,私立,12,230000,13500,19167,1125,230000
臺中市私立加梭利幼兒園,南區,私立,12,70800,0,5900,0,70800
臺中市私立勁寶兒東興幼兒園,南屯區,私立,12,168000,72000,14000,6000,168000
臺中市私立北屯吉貝兒幼兒園,北屯區,準公共化,12,119492,26400,9958,2200,119492
臺中市私立北屯四季藝術幼兒園,北屯區,私立,12,179920,13200,14993,1100,179920
臺中市私立北屯快樂城堡幼兒園,北屯區,私立,12,111588,0,9299,0,111588
臺中市私立北屯格瑞特幼兒園,北屯區,私立,12,129044,18000,10754,1500,129044
臺中市私立北屯獅子王幼兒園,北屯區,私立,12,119160,9000,9930,750,119160
臺中市私立南區哈佛幼兒園,南區,私立,12,126960,0,10580,0,126960
臺中市私立南區曼哈頓幼兒園,南區,私立,12,132680,9000,11057,750,132680
臺中市私立南屯光隆幼兒園,南屯區,私立,12,111560,18000,9297,1500,111560
臺中市私立南屯大千幼兒園,南屯區,私立,12,131000,13500,10917,1125,131000
臺中市私立南屯大千幼兒園永春分班,南屯區,私立,12,154000,13500,12833,1125,154000
臺中市私立南屯經典人文藝術幼兒園,南屯區,私立,12,176600,27600,14717,2300,176600
臺中市私立南屯華興幼兒園,南屯區,準公共化,12,94800,9000,7900,750,94800
臺中市私立南海幼兒園,大里區,私立,12,124260,9000,10355,750,124260
臺中市私立博思特幼兒園,南區,私立,12,108000,13500,9000,1125,108000
臺中市私立卡帕幼兒園,西區,私立,12,180000,33120,15000,2760,180000
臺中市私立卡帕立人幼兒園,北區,私立,12,162000,9000,13500,750,162000
臺中市私立双葉幼兒園,大里區,準公共化,12,98408,13500,8201,1125,98408
