point,area,type,months,total,monthly
臺中市私立慧明幼兒園,北屯區,準公共化,12,135564,11297
臺中市私立我家幼兒園,大安區,私立,12,99600,8300
臺中市私立挪威森林幼兒園,后里區,私立,12,117600,9800
臺中市私立振興幼兒園,東區,私立,12,86200,7183
臺中市私立探索幼兒園,東區,私立,12,138792,11566
臺中市私立揚百翰幼兒園,豐原區,私立,12,125000,10417
臺中市私立摩根幼兒園,烏日區,私立,12,146400,12200
臺中市私立敦煌幼兒園,西區,準公共化,12,105228,8769
臺中市私立文太幼兒園,北屯區,私立,12,130400,10867
臺中市私立文惠幼兒園,神岡區,準公共化,12,108332,9028
臺中市私立文揚幼兒園,烏日區,準公共化,12,97152,8096
臺中市私立文文幼兒園,潭子區,私立,12,81000,6750
臺中市私立文森幼兒園,沙鹿區,私立,12,123500,10292
臺中市私立文采幼兒園,大甲區,私立,12,172600,14383
臺中市私立斯麥特幼兒園,北區,準公共化,12,120084,10007
臺中市私立新中華文藻幼兒園,梧棲區,私立,12,148600,12383
臺中市私立新佳育幼兒園,霧峰區,私立,12,103000,8583
臺中市私立新劍聲幼兒園,西屯區,私立,12,158000,13167
臺中市私立新家家幼兒園,東勢區,準公共化,12,90288,7524
臺中市私立新幼華幼兒園,沙鹿區,準公共化,12,140436,11703
臺中市私立新欣園幼兒園,沙鹿區,準公共化,12,112296,9358
臺中市私立新福祿貝爾幼兒園,北屯區,私立,12,109700,9142
臺中市私立新秀山幼兒園,沙鹿區,準公共化,12,102400,8533
臺中市私立新衛斯理幼兒園,南區,私立,12,130800,10900
臺中市私立新象幼兒園,梧棲區,私立,12,140400,11700
臺中市私立日月昇幼兒園,后里區,私立,12,97820,8152
臺中市私立早稻田藝術幼兒園,西屯區,私立,12,144000,12000
臺中市私立昌平渥德福幼兒園,北屯區,私立,12,140000,11667
臺中市私立明典幼兒園,大甲區,準公共化,12,108144,9012
臺中市私立明星幼兒園,大肚區,準公共化,12,118176,9848
臺中市私立春上樹幼兒園,北屯區,私立,12,180000,15000
臺中市私立春天幼兒園,南區,準公共化,12,101860,8488
臺中市私立普霖斯頓幼兒園,西區,私立,10,245500,24550
臺中市私立晶晶幼兒園,清水區,私立,12,114700,9558
臺中市私立有一加幼兒園,梧棲區,私立,12,153500,12792
臺中市私立有志幼兒園,梧棲區,私立,12,99200,8267
臺中市私立東之寶幼兒園,豐原區,私立,12,120000,10000
臺中市私立東勢芝蔴街幼兒園,東勢區,私立,12,112608,9384
臺中市私立東區劍橋幼兒園,東區,私立,12,94800,7900
臺中市私立東南幼兒園,大里區,準公共化,12,107540,8962
臺中市私立東峰幼兒園,太平區,私立,12,128000,10667
臺中市私立東森幼兒園,大肚區,準公共化,12,125184,10432
臺中市私立東育幼兒園,潭子區,準公共化,12,88692,7391
臺中市私立東華幼兒園,大里區,私立,12,60000,5000
臺中市私立松竹葳肯幼兒園,北屯區,私立,12,322800,26900
臺中市私立柏克萊幼兒園,大甲區,私立,12,94000,7833
臺中市私立柏拉圖幼兒園,太平區,私立,12,83580,6965
臺中市私立桃太郎幼兒園,豐原區,私立,12,156000,13000
臺中市私立梧棲同德幼兒園,梧棲區,私立,12,126000,10500
臺中市私立梧棲向日葵幼兒園,梧棲區,私立,12,67600,5633
臺中市私立梵尼爾幼兒園,大里區,私立,12,78000,6500
臺中市私立梵谷幼兒園,南屯區,私立,12,157200,13100
臺中市私立樹人幼兒園,清水區,私立,12,94800,7900
臺中市私立欣來來藝術幼兒園,后里區,私立,12,112800,9400
臺中市私立欣冠鈞幼兒園,潭子區,私立,12,126000,10500
臺中市私立欣幼幼兒園,潭子區,私立,12,113400,9450
臺中市私立欣怡安幼兒園,大雅區,私立,12,174000,14500
臺中市私立欣達幼兒園,外埔區,私立,12,97400,8117
臺中市私立歌德幼兒園,西區,準公共化,12,131100,10925
臺中市私立正心幼兒園,太平區,私立,12,108600,9050
臺中市私立民宜幼兒園,豐原區,私立,12,122000,10167
臺中市私立永佳幼兒園,大里區,準公共化,12,92244,7687
臺中市私立永安幼兒園,西屯區,私立,12,118000,9833
臺中市私立永真幼兒園,沙鹿區,私立,12,115000,9583
臺中市私立江老師幼兒園,東勢區,準公共化,12,106340,8862
臺中市私立沙鹿瑪歇爾幼兒園,沙鹿區,私立,12,105500,8792
臺中市私立源兒堡幼兒園,潭子區,私立,12,117800,9817
臺中市私立溫哥華幼兒園,大甲區,準公共化,12,100504,8375
臺中市私立潭子一畝田幼兒園,潭子區,私立,12,99600,8300
臺中市私立潭子小叮噹幼兒園,潭子區,私立,12,108600,9050
臺中市私立瀚林幼兒園,神岡區,私立,12,90560,7547
臺中市私立熊寶寶幼兒園,大甲區,準公共化,12,95884,7990
臺中市私立牛頓幼兒園,西區,私立,12,141100,11758
臺中市私立狄仕耐幼兒園,西區,私立,12,117000,9750
臺中市私立班比優幼兒園,西區,私立,12,126000,10500
臺中市私立瑞光基金會附設瑞光幼兒園,東區,私立,12,91200,7600
臺中市私立瑞比特幼兒園,北區,私立,12,102000,8500
臺中市私立瑪歇爾幼兒園,南屯區,私立,12,229000,19083
臺中市私立璞石華德福幼兒園,西區,私立,12,179000,14917
臺中市私立田園幼兒園,清水區,私立,12,93800,7817
臺中市私立田納西幼兒園,西屯區,私立,12,130200,10850
臺中市私立甲子園幼兒園,東區,準公共化,12,124344,10362
臺中市私立畫語幼兒園,西屯區,私立,12,210000,17500
臺中市私立發現幼兒園,大里區,私立,12,133194,11100
臺中市私立百科學幼兒園,神岡區,準公共化,12,95964,7997
臺中市私立皇冠幼兒園,大肚區,私立,12,144000,12000
臺中市私立益成幼兒園,大里區,私立,12,116400,9700
臺中市私立益華幼兒園,北區,私立,12,98400,8200
臺中市私立真善美幼兒園,東區,準公共化,12,115964,9664
臺中市私立真愛幼兒園,豐原區,私立,12,112600,9383
臺中市私立石竹村幼兒園,大雅區,私立,12,102600,8550
臺中市私立神奇寶貝幼兒園,后里區,準公共化,12,135576,11298
臺中市私立神岡三采幼兒園,神岡區,私立,12,113100,9425
臺中市私立神岡愛兒堡幼兒園,神岡區,私立,12,128000,10667
臺中市私立神岡諾貝爾幼兒園,神岡區,準公共化,12,106140,8845
臺中市私立祥愛幼兒園,烏日區,準公共化,12,95008,7917
臺中市私立福瑞斯特藝術幼兒園,太平區,私立,12,216400,18033
臺中市私立福祿貝爾幼兒園,潭子區,私立,12,126000,10500
臺中市私立福祿貝爾潭子幼兒園,潭子區,私立,12,126000,10500
臺中市私立科喬幼兒園,龍井區,準公共化,12,115200,9600
臺中市私立種子幼兒園,南屯區,私立,12,144800,12067
臺中市私立立人幼兒園,神岡區,私立,12,111800,9317
臺中市私立立佳幼兒園,龍井區,準公共化,12,98292,8191
臺中市私立立承幼兒園,潭子區,準公共化,12,119472,9956
臺中市私立立盈幼兒園,豐原區,私立,12,154600,12883
臺中市私立立立幼兒園,豐原區,私立,12,111600,9300
臺中市私立童心園幼兒園,大里區,私立,12,167700,13975
臺中市私立童話幼兒園,烏日區,準公共化,12,117040,9753
臺中市私立竹恩幼兒園,霧峰區,私立,12,108800,9067
臺中市私立米亞幼兒園,東區,私立,12,178000,14833
臺中市私立米堤幼兒園,東勢區,準公共化,12,88212,7351
臺中市私立米奇兒幼兒園,沙鹿區,私立,12,118600,9883
臺中市私立精彩幼兒園,南屯區,私立,12,366360,30530
臺中市私立精湛幼兒園,太平區,準公共化,12,187200,15600
臺中市私立紅博士幼兒園,龍井區,準公共化,12,106148,8846
臺中市私立紅蘋果幼兒園,太平區,私立,12,85400,7117
臺中市私立經典人文藝術幼兒園,西屯區,私立,12,206600,17217
臺中市私立綠太陽幼兒園,梧棲區,私立,12,122800,10233
臺中市私立綠拇指幼兒園,大肚區,私立,12,97600,8133
臺中市私立綠第亞幼兒園,大里區,私立,12,106000,8833
臺中市私立綠第亞幼兒園仁愛分班,大里區,私立,12,112800,9400
臺中市私立維也納幼兒園,北區,私立,12,107500,8958
臺中市私立維多利亞協和幼兒園,西屯區,私立,12,161100,13425
臺中市私立維多利亞安和幼兒園,西屯區,私立,12,117500,9792
臺中市私立維笙幼兒園,神岡區,私立,12,128000,10667
臺中市私立美倫幼兒園,豐原區,私立,12,111000,9250
臺中市私立美強生幼兒園,大安區,私立,12,103800,8650
臺中市私立美德幼兒園,清水區,私立,12,122000,10167
臺中市私立美恩幼兒園,太平區,私立,12,92000,7667
臺中市私立美斯特幼兒園,霧峰區,私立,12,111600,9300
臺中市私立群佳幼兒園,南屯區,準公共化,12,92724,7727
臺中市私立耕心園幼兒園,大里區,私立,12,120000,10000
臺中市私立聖來恩幼兒園,太平區,準公共化,12,131700,10975
臺中市私立聖偉幼兒園,大里區,私立,12,179200,14933
臺中市私立聖彼得幼兒園,北屯區,私立,12,124400,10367
臺中市私立聖柏德幼兒園,西區,私立,12,121000,10083
臺中市私立聖約克幼兒園,北屯區,準公共化,12,151760,12647
臺中市私立聖菲亞幼兒園,太平區,私立,12,133200,11100
臺中市私立育仟幼兒園,北屯區,私立,12,150400,12533
臺中市私立育大幼兒園,北屯區,私立,12,103800,8650
臺中市私立育山幼兒園,大雅區,準公共化,12,136968,11414
臺中市私立育成幼兒園,大肚區,準公共化,12,111636,9303
臺中市私立育昇幼兒園,大雅區,準公共化,12,139584,11632
臺中市私立育田幼兒園,大雅區,準公共化,12,136980,11415
臺中市私立育群幼兒園,霧峰區,私立,12,118800,9900
臺中市私立育英幼兒園,西屯區,準公共化,12,110836,9236
臺中市私立育華幼兒園,北屯區,私立,12,93400,7783
臺中市私立至聖幼兒園,大里區,準公共化,12,119580,9965
臺中市私立臺中榮民總醫院榮中幼兒園,西屯區,私立,10,80200,8020
臺中市私立艾貝兒幼兒園,豐原區,私立,12,140200,11683
臺中市私立艾迪生幼兒園,后里區,準公共化,12,113644,9470
臺中市私立芝加哥幼兒園,北屯區,私立,12,120000,10000
臺中市私立芝蔴街幼兒園,清水區,準公共化,12,120000,10000
臺中市私立芝蔴街幼兒園西社分班,清水區,準公共化,12,129000,10750
臺中市私立芳田幼兒園,西屯區,私立,12,120000,10000
臺中市私立芳美芳幼兒園,清水區,私立,12,100800,8400
臺中市私立芸笙幼兒園,潭子區,私立,12,126200,10517
臺中市私立芽米藝術幼兒園,南屯區,私立,12,188000,15667
臺中市私立苗圃幼兒園,龍井區,準公共化,12,95824,7985
臺中市私立英格蘭幼兒園,南屯區,私立,12,134600,11217
臺中市私立英橋幼兒園,南屯區,準公共化,12,116832,9736
臺中市私立英特兒幼兒園,南區,私立,12,124600,10383
臺中市私立英順幼兒園,太平區,私立,12,91160,7597
臺中市私立范德比幼兒園,北屯區,準公共化,12,130380,10865
臺中市私立茱麗亞幼兒園,南屯區,私立,12,120780,10065
臺中市私立華人幼兒園,大里區,私立,12,111000,9250
臺中市私立華德福大地幼兒園,西屯區,私立,12,178000,14833
臺中市私立華盛頓幼兒園,北屯區,私立,12,125600,10467
臺中市私立華頓幼兒園,北屯區,私立,12,114400,9533
臺中市私立葳格幼兒園,北區,私立,12,149800,12483
臺中市私立葳肯幼兒園,北屯區,私立,12,174960,14580
臺中市私立葳薾幼兒園,北區,私立,12,124800,10400
臺中市私立蒙特立幼兒園,南屯區,私立,12,124000,10333
臺中市私立薇雅幼兒園,南屯區,私立,12,108600,9050
臺中市私立藍天幼兒園,東勢區,準公共化,12,96372,8031
臺中市私立西區何嘉仁幼兒園,西區,私立,12,176580,14715
臺中市私立西屯向日葵幼兒園,西屯區,私立,12,96000,8000
臺中市私立西屯四季藝術幼兒園,西屯區,私立,12,203800,16983
臺中市私立西屯格林幼兒園,西屯區,私立,12,111500,9292
臺中市私立西雅圖幼兒園,南區,準公共化,12,142500,11875
臺中市私立親子田藝術幼兒園,梧棲區,私立,12,134000,11167
臺中市私立親日光幼兒園,潭子區,私立,12,107600,8967
臺中市私立親親幼兒園,北屯區,私立,12,92000,7667
臺中市私立語晴幼兒園,太平區,私立,12,122000,10167
臺中市私立語林幼兒園,南屯區,私立,12,199200,16600
臺中市私立諾貝爾幼兒園,烏日區,準公共化,12,138012,11501
臺中市私立豐原何嘉仁幼兒園,豐原區,私立,12,168340,14028
臺中市私立豐原大千幼兒園,豐原區,私立,12,110000,9167
臺中市私立豐原欣欣幼兒園,豐原區,私立,12,115000,9583
臺中市私立豐原蒲公英幼兒園,豐原區,私立,12,151464,12622
臺中市私立豐樂幼兒園,南屯區,私立,12,239400,19950
臺中市私立貝兒達幼兒園,西屯區,私立,12,118300,9858
臺中市私立貝多芬幼兒園,神岡區,私立,12,79600,6633
臺中市私立貝斯特幼兒園,北屯區,私立,12,142400,11867
臺中市私立貝登堡幼兒園,北屯區,私立,12,102240,8520
臺中市私立貝登堡東英幼兒園,東區,私立,12,138180,11515
臺中市私立貴族幼兒園,梧棲區,私立,12,85200,7100
臺中市私立貴麟幼兒園,南屯區,私立,12,102000,8500
臺中市私立賞識幼兒園,大肚區,私立,12,131200,10933
臺中市私立超群蒙特梭利幼兒園,北區,私立,12,170000,14167
臺中市私立迦美地娃得福幼兒園,南屯區,私立,12,189000,15750
臺中市私立迪兒邨幼兒園,南屯區,私立,12,147000,12250
臺中市私立迪斯耐幼兒園,沙鹿區,私立,12,103000,8583
臺中市私立逢甲幼兒園,西屯區,準公共化,12,132660,11055
臺中市私立道兒頓幼兒園,西屯區,私立,12,144000,12000
臺中市私立道禾幼兒園,南屯區,私立,12,193260,16105
臺中市私立采禾幼兒園,南區,私立,10,132400,13240
臺中市私立采豆幼兒園,后里區,私立,12,105600,8800
臺中市私立金像獎幼兒園,北區,準公共化,12,112968,9414
臺中市私立金色童年幼兒園,西屯區,私立,12,127600,10633
臺中市私立長憶幼兒園,太平區,準公共化,12,121128,10094
臺中市私立開普敦幼兒園,南區,私立,12,122000,10167
臺中市私立陽光城堡幼兒園,北屯區,私立,12,116300,9692
臺中市私立陽光森林幼兒園,潭子區,私立,12,107100,8925
臺中市私立雅善幼兒園,西屯區,私立,12,112000,9333
臺中市私立雅文幼兒園,大雅區,私立,12,125000,10417
臺中市私立霧峰新弘明幼兒園,霧峰區,私立,12,120000,10000
臺中市私立頂尖圓通達幼兒園,大雅區,私立,12,252000,21000
臺中市私立頂尖地真美幼兒園,大里區,私立,12,252000,21000
臺中市私立頂尖幼兒園,北屯區,私立,12,130800,10900
臺中市私立首席春上樹幼兒園,西屯區,私立,12,227000,18917
臺中市私立馬丁幼兒園,清水區,私立,12,252024,21002
臺中市私立馬克幼兒園,大甲區,私立,12,247224,20602
臺中市私立馬爾斯幼兒園,豐原區,私立,12,163380,13615
臺中市私立馬里蘭幼兒園,北屯區,私立,12,192000,16000
臺中市私立鴻德幼兒園,西區,私立,12,158592,13216
臺中市私立鷗森幼兒園,南區,私立,12,152060,12672
臺中市私立鹿鳴村幼兒園,南屯區,私立,12,138000,11500
臺中市私立麗園幼兒園,北屯區,私立,12,125600,10467
臺中市私立麥米倫幼兒園,大里區,私立,12,139000,11583
臺中市私立黎明四季藝術幼兒園,南屯區,私立,12,271404,22617
臺中市私立黎明幼兒園,南屯區,私立,12,111792,9316
臺中市私立龍鳳兒幼兒園,大肚區,準公共化,12,99684,8307
臺中市立南屯幼兒園,南屯區,公立,10,41970,4197
臺中市立后里幼兒園,后里區,公立,10,32560,3256
臺中市立后里幼兒園公館分班,后里區,公立,10,32560,3256
臺中市立后里幼兒園太平聯合分班,后里區,公立,10,32560,3256
臺中市立后里幼兒園義里分班,后里區,公立,10,32560,3256
臺中市立外埔幼兒園,外埔區,公立,10,28316,2832
臺中市立大安幼兒園,大安區,公立,10,32730,3273
臺中市立大甲幼兒園,大甲區,公立,10,32454,3245
臺中市立大肚幼兒園,大肚區,公立,10,31094,3109
臺中市立大肚幼兒園瑞井分班,大肚區,公立,10,31094,3109
臺中市立大肚幼兒園頂街分班,大肚區,公立,10,31094,3109
臺中市立大里幼兒園,大里區,公立,10,36696,3670
臺中市立大里幼兒園仁化分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園塗城分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園日新分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園東興分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園樹王分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園草湖分班,大里區,公立,10,36696,3670
臺中市立大里幼兒園金城分班,大里區,公立,10,36696,3670
臺中市立大雅幼兒園,大雅區,公立,10,35990,3599
臺中市立太平幼兒園,太平區,公立,10,39400,3940
臺中市立新社幼兒園,新社區,公立,10,30410,3041
臺中市立東勢幼兒園,東勢區,公立,10,32602,3260
臺中市立梧棲幼兒園,梧棲區,公立,10,33251,3325
臺中市立梨山國民中小學附設幼兒園,和平區,公立,8,35081,4385
臺中市立沙鹿幼兒園,沙鹿區,公立,10,34800,3480
臺中市立沙鹿幼兒園埔子分班,沙鹿區,公立,10,34800,3480
臺中市立沙鹿幼兒園晉江分班,沙鹿區,公立,10,34800,3480
臺中市立沙鹿幼兒園樂群分班,沙鹿區,公立,10,34800,3480
臺中市立沙鹿幼兒園福興分班,沙鹿區,公立,10,34800,3480
臺中市立沙鹿幼兒園竹林分班,沙鹿區,公立,10,34800,3480
臺中市立清水幼兒園,清水區,公立,10,36190,3619
臺中市立清水幼兒園高西分班,清水區,公立,10,36190,3619
臺中市立清水幼兒園鰲峰分班,清水區,公立,10,36190,3619
臺中市立潭子幼兒園,潭子區,公立,10,33010,3301
臺中市立潭子幼兒園潭北分班,潭子區,公立,10,33010,3301
臺中市立潭子幼兒園潭陽分班,潭子區,公立,10,33010,3301
臺中市立烏日幼兒園,烏日區,公立,10,33240,3324
臺中市立烏日幼兒園光明分班,烏日區,公立,10,33240,3324
臺中市立烏日幼兒園東園分班,烏日區,公立,10,33240,3324
臺中市立烏日幼兒園榮泉分班,烏日區,公立,10,33240,3324
臺中市立烏日幼兒園溪埧分班,烏日區,公立,10,33240,3324
臺中市立石岡幼兒園,石岡區,公立,10,33003,3300
臺中市立神岡幼兒園,神岡區,公立,10,38100,3810
臺中市立神岡幼兒園三角分班,神岡區,公立,10,38100,3810
臺中市立神岡幼兒園北庄分班,神岡區,公立,10,38100,3810
臺中市立神岡幼兒園新庄分班,神岡區,公立,10,38100,3810
臺中市立神岡幼兒園豐洲分班,神岡區,公立,10,38100,3810
臺中市立豐原幼兒園,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園中陽分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園北陽分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園南田分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園圳寮分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園朴子分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園東湳分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園社皮分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園西湳分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園豐圳分班,豐原區,公立,10,37200,3720
臺中市立豐原幼兒園鎌村分班,豐原區,公立,10,37200,3720
臺中市立霧峰幼兒園,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園六股分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園南柳分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園吉峰分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園四德分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園坑口分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園本鄉分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園甲寅分班,霧峰區,公立,10,37530,3753
臺中市立霧峰幼兒園舊正分班,霧峰區,公立,10,37530,3753
臺中市立龍井幼兒園,龍井區,公立,10,31344,3134
臺中市立龍井幼兒園山腳分班,龍井區,公立,10,31344,3134
臺中市立龍井幼兒園竹坑分班,龍井區,公立,10,31344,3134
臺中市立龍井幼兒園麗水分班,龍井區,公立,10,31344,3134
臺中市立龍井幼兒園龍崗分班,龍井區,公立,10,31344,3134
臺中市立龍井幼兒園龍津分班,龍井區,公立,10,31344,3134
臺中市育賢非營利幼兒園(委託財團法人台灣兒童暨家庭扶助基金會辦理),太平區,非營利,12,114804,9567
臺中市至善非營利幼兒園(委託財團法人福智文教基金會辦理),西屯區,非營利,12,104664,8722
臺中市臺中地區農會附設臺中市私立北屯幼兒園,北屯區,私立,12,113500,9458
臺中市臺中地區農會附設臺中市私立西屯幼兒園,西屯區,私立,12,113500,9458
臺中市西區中正國民小學附設幼兒園,西區,公立,8,35251,4406
臺中市西區大勇國民小學附設幼兒園,西區,公立,8,35156,4395
臺中市西區大同國民小學附設幼兒園,西區,公立,8,35276,4410
臺中市西區忠信國民小學附設幼兒園,西區,公立,8,36087,4511
臺中市西區忠孝國民小學附設幼兒園,西區,公立,8,36543,4568
臺中市西區忠明國民小學附設幼兒園,西區,公立,8,32902,4113
臺中市西屯區上安國民小學附設幼兒園,西屯區,公立,8,38607,4826
臺中市西屯區上石國民小學附設幼兒園,西屯區,公立,8,35236,4405
臺中市西屯區何厝國民小學附設幼兒園,西屯區,公立,8,37201,4650
臺中市西屯區協和國民小學附設幼兒園,西屯區,公立,8,35901,4488
臺中市西屯區國安國民小學附設幼兒園,西屯區,公立,8,36479,4560
臺中市西屯區大仁國民小學附設幼兒園,西屯區,公立,8,37185,4648
臺中市西屯區大鵬國民小學附設幼兒園,西屯區,公立,8,36428,4554
臺中市西屯區泰安國民小學附設幼兒園,西屯區,公立,8,38407,4801
臺中市西屯區西屯國民小學附設幼兒園,西屯區,公立,8,52290,6536
臺中市西屯區重慶國民小學附設幼兒園,西屯區,公立,8,37631,4704
臺中市豐原區南陽國民小學附設幼兒園,豐原區,公立,8,35227,4403
臺中市豐原區合作國民小學附設幼兒園,豐原區,公立,8,31240,3905
臺中市豐原區富春國民小學附設幼兒園,豐原區,公立,8,33843,4230
臺中市豐原區瑞穗國民小學附設幼兒園,豐原區,公立,8,34712,4339
臺中市豐原區福陽國民小學附設幼兒園,豐原區,公立,8,35135,4392
臺中市豐原區翁子國民小學附設幼兒園,豐原區,公立,8,32755,4094
臺中市豐原區豐原國民小學附設幼兒園,豐原區,公立,8,31736,3967
臺中市豐原區豐村國民小學附設幼兒園,豐原區,公立,8,34675,4334
臺中市豐原區豐田國民小學附設幼兒園,豐原區,公立,8,36087,4511
臺中市豐樂非營利幼兒園(委託財團法人嶺東科技大學設立之嶺東科技大學辦理),南屯區,非營利,12,96612,8051
臺中市陳平非營利幼兒園(委託財團法人三之三生命教育基金會辦理),北屯區,非營利,12,114936,9578
臺中市霧峰區五福國民小學附設幼兒園,霧峰區,公立,8,32350,4044
臺中市霧峰區僑榮國民小學附設幼兒園,霧峰區,公立,8,36095,4512
臺中市霧峰區光正國民小學附設幼兒園,霧峰區,公立,8,34867,4358
臺中市霧峰區吉峰國民小學附設幼兒園,霧峰區,公立,8,34575,4322
臺中市霧峰區峰谷國民小學附設幼兒園,霧峰區,公立,8,36671,4584
臺中市霧峰區復興國民小學附設幼兒園,霧峰區,公立,8,33515,4189
臺中市霧峰區萬豐國民小學附設幼兒園,霧峰區,公立,8,34765,4346
臺中市霧峰區霧峰國民小學附設幼兒園,霧峰區,公立,8,33982,4248
臺中市龍井區龍井國民小學附設幼兒園,龍井區,公立,8,35240,4405
臺中市龍井區龍峰國民小學附設幼兒園,龍井區,公立,8,35135,4392
臺中市龍井區龍泉國民小學附設幼兒園,龍井區,公立,8,35266,4408
臺中市龍井區龍津國民小學附設幼兒園,龍井區,公立,8,35240,4405
財團法人中華基督教水湳浸信會附設臺中市私立宏恩幼兒園,西屯區,私立,12,79280,6607
財團法人中華基督教衛理公會附設臺中市私立衛理幼兒園,西區,私立,10,114100,11410
財團法人中華基督教衛理公會附設臺中市私立衛道幼兒園,東區,準公共化,12,110508,9209
財團法人台灣省國籍主顧傳教修女會附設臺中市私立德育幼兒園,東區,準公共化,12,119528,9961
財團法人台灣聖公會附設臺中市私立聖公會幼兒園,太平區,私立,12,102000,8500
財團法人台灣聖公會附設臺中市私立聖雅各幼兒園,西區,私立,12,147600,12300
財團法人天主教聖母聖心修女會附設臺中市私立惠華幼兒園,西區,準公共化,12,125640,10470
財團法人愛彌兒教育基金會附設臺中市私立德化愛彌兒幼兒園,北區,私立,12,175600,14633
財團法人愛彌兒教育基金會附設臺中市私立愛彌兒幼兒園,南屯區,私立,12,175600,14633
財團法人愛彌兒教育基金會附設臺中市私立旅順愛彌兒幼兒園,北屯區,私立,12,175600,14633
財團法人愛彌兒教育基金會附設臺中市私立逢甲愛彌兒幼兒園,西屯區,私立,12,175600,14633
財團法人星光教育基金會附設臺中市私立星光國際幼兒園,南屯區,私立,12,374800,31233
財團法人東海大學附屬高級中等學校附設臺中市幼兒園,西屯區,私立,12,134192,11183
財團法人海聲人智學教育基金會附設臺中市私立海聲華德福幼兒園,梧棲區,私立,12,193200,16100
財團法人福智文教基金會附設臺中市私立妙慧幼兒園,西屯區,私立,12,84000,7000
財團法人臺中市四季藝術教育基金會附設臺中市私立市政四季藝術幼兒園,南屯區,私立,12,154600,12883
財團法人臺灣省臺中市水湳佛教蓮社附設臺中市私立慈蓮幼兒園,西屯區,準公共化,12,79228,6602
財團法人華盛頓文教基金會附設臺中市私立市政幼兒園,西屯區,私立,12,134600,11217
麗喆學校財團法人臺中市麗喆國民中小學附設私立麗喆幼兒園,西屯區,私立,12,268800,22400
