point,area,type,months,total1,total2,monthly1,monthly2,total3
國立東華大學附設花蓮縣私立實驗幼兒園,壽豐鄉,準公共化,12,122928,9000,10244,750,122928
私立海星高級中學附屬花蓮縣海星幼兒園,新城鄉,準公共化,12,120144,9000,10012,750,120144
花蓮縣卓溪鄉卓楓國民小學附設幼兒園,卓溪鄉,公立,10,29060,0,2906,0,29060
花蓮縣卓溪鄉立幼兒園,卓溪鄉,公立,12,18824,0,1569,0,18824
花蓮縣吉安鄉化仁國民小學附設幼兒園,吉安鄉,公立,10,29700,0,2970,0,29700
花蓮縣吉安鄉吉安國民小學附設幼兒園,吉安鄉,公立,10,29700,200,2970,20,29700
花蓮縣吉安鄉稻香國民小學附設幼兒園,吉安鄉,公立,10,29700,200,2970,20,29700
花蓮縣吉安鄉立幼兒園,吉安鄉,公立,12,35208,0,2934,0,35208
花蓮縣壽豐鄉壽豐國民小學附設幼兒園,壽豐鄉,公立,10,28640,200,2864,20,28640
花蓮縣壽豐鄉立幼兒園,壽豐鄉,公立,12,32808,0,2734,0,32808
花蓮縣壽豐鄉立幼兒園北區分班,壽豐鄉,公立,12,32808,0,2734,0,32808
花蓮縣富里鄉富里國民小學附設幼兒園,富里鄉,公立,10,29060,200,2906,20,29060
花蓮縣富里鄉東竹國民小學附設幼兒園,富里鄉,公立,10,29060,200,2906,20,29060
花蓮縣富里鄉東里國民小學附設幼兒園,富里鄉,公立,10,29060,0,2906,0,29060
花蓮縣富里鄉永豐國民小學附設幼兒園,富里鄉,公立,10,29060,0,2906,0,29060
花蓮縣新城鄉北埔國民小學附設幼兒園,新城鄉,公立,10,29060,0,2906,0,29060
花蓮縣新城鄉新城國民小學附設幼兒園,新城鄉,公立,10,29060,200,2906,20,29060
花蓮縣新城鄉立幼兒園,新城鄉,公立,12,33012,0,2751,0,33012
花蓮縣玉里鎮玉里國民小學附設幼兒園,玉里鎮,公立,10,29060,200,2906,20,29060
花蓮縣玉里鎮長良國民小學附設幼兒園,玉里鎮,公立,10,29060,200,2906,20,29060
花蓮縣瑞穗鄉奇美國民小學附設幼兒園,瑞穗鄉,公立,10,29060,0,2906,0,29060
花蓮縣瑞穗鄉立幼兒園,瑞穗鄉,公立,12,23604,0,1967,0,23604
花蓮縣秀林鄉和平國民小學附設幼兒園,秀林鄉,公立,10,29060,0,2906,0,29060
花蓮縣秀林鄉文蘭國民小學附設幼兒園,秀林鄉,公立,10,29060,0,2906,0,29060
花蓮縣秀林鄉立幼兒園,秀林鄉,公立,12,15962,0,1330,0,15962
花蓮縣秀林鄉立幼兒園和平分班,秀林鄉,公立,12,15962,0,1330,0,15962
花蓮縣秀林鄉立幼兒園富世分班,秀林鄉,公立,12,15962,0,1330,0,15962
花蓮縣秀林鄉立幼兒園水源分班,秀林鄉,公立,12,15962,0,1330,0,15962
花蓮縣秀林鄉立幼兒園銅門分班,秀林鄉,公立,12,15962,0,1330,0,15962
花蓮縣秀林鄉銅門國民小學附設幼兒園,秀林鄉,公立,10,29060,0,2906,0,29060
花蓮縣私立三立芳幼兒園,花蓮市,準公共化,12,137700,9000,11475,750,137700
花蓮縣私立丫丫幼兒園,吉安鄉,準公共化,12,123336,9400,10278,783,123336
花蓮縣私立何嘉仁幼兒園,花蓮市,私立,12,169610,0,14134,0,169610
花蓮縣私立佳姿幼兒園,花蓮市,準公共化,12,138000,9000,11500,750,138000
花蓮縣私立健心幼兒園,吉安鄉,私立,12,83400,0,6950,0,83400
花蓮縣私立台大幼兒園,吉安鄉,準公共化,12,112384,0,9365,0,112384
花蓮縣私立吳甦樂幼兒園,花蓮市,準公共化,12,124524,9000,10377,750,124524
花蓮縣私立咪咪幼兒園,吉安鄉,準公共化,12,122664,9400,10222,783,122664
花蓮縣私立天使幼兒園,花蓮市,準公共化,12,137520,9000,11460,750,137520
花蓮縣私立妙賢幼兒園,花蓮市,準公共化,12,111144,6000,9262,500,111144
花蓮縣私立小丫幼兒園,吉安鄉,準公共化,12,119676,9400,9973,783,119676
花蓮縣私立小天地幼兒園,花蓮市,準公共化,12,141060,9000,11755,750,141060
花蓮縣私立小樹幼兒園,花蓮市,準公共化,12,141600,9000,11800,750,141600
