point,area,type,months,total,monthly
新竹縣尖石鄉立幼兒園,尖石鄉,公立,8,31400,3925
新竹縣尖石鄉錦屏國民小學附設幼兒園,尖石鄉,公立,8,31900,3988
新竹縣峨眉鄉富興國民小學附設幼兒園,峨眉鄉,公立,8,32890,4111
新竹縣峨眉鄉峨眉國民小學附設幼兒園,峨眉鄉,公立,8,32890,4111
新竹縣峨眉鄉立幼兒園,峨眉鄉,公立,10,30020,3002
新竹縣文興非營利幼兒園(委託社團法人臺灣亞洲學前教育培訓協會辦理),竹北市,非營利,12,81960,6830
新竹縣新埔鎮新埔國民小學附設幼兒園,新埔鎮,公立,8,31900,3988
新竹縣新埔鎮新星國民小學附設幼兒園,新埔鎮,公立,8,31900,3988
新竹縣新埔鎮枋寮國民小學附設幼兒園,新埔鎮,公立,8,32530,4066
新竹縣新埔鎮立幼兒園,新埔鎮,公立,10,36000,3600
新竹縣新埔鎮立幼兒園文山分班,新埔鎮,公立,10,36000,3600
新竹縣新豐鄉埔和國民小學附設幼兒園,新豐鄉,公立,8,34510,4314
新竹縣新豐鄉新豐國民小學附設幼兒園,新豐鄉,公立,8,33880,4235
新竹縣新豐鄉松林國民小學附設幼兒園,新豐鄉,公立,8,31900,3988
新竹縣新豐鄉瑞興國民小學附設幼兒園,新豐鄉,公立,8,34870,4359
新竹縣新豐鄉福興國民小學附設幼兒園,新豐鄉,公立,8,34870,4359
新竹縣新豐鄉立幼兒園,新豐鄉,公立,8,30600,3825
新竹縣新豐鄉立幼兒園中崙分班,新豐鄉,公立,8,30600,3825
新竹縣新豐鄉立幼兒園重興分班,新豐鄉,公立,8,30600,3825
新竹縣新豐非營利幼兒園(委託明新學校財團法人設立之明新科技大學辦理),新豐鄉,非營利,12,117600,9800
新竹縣橫山鄉內灣國民小學附設幼兒園,橫山鄉,公立,8,33090,4136
新竹縣橫山鄉大肚國民小學附設幼兒園,橫山鄉,公立,8,34080,4260
新竹縣橫山鄉橫山國民小學附設幼兒園,橫山鄉,公立,8,35700,4463
新竹縣橫山鄉沙坑國民小學附設幼兒園,橫山鄉,公立,8,34870,4359
新竹縣橫山鄉田寮國民小學附設幼兒園,橫山鄉,公立,8,32890,4111
新竹縣湖口鄉信勢國民小學附設幼兒園,湖口鄉,公立,8,31900,3988
新竹縣湖口鄉和興國民小學附設幼兒園,湖口鄉,公立,8,33988,4249
新竹縣湖口鄉新湖國民小學附設幼兒園,湖口鄉,公立,8,34078,4260
新竹縣湖口鄉湖口國民小學附設幼兒園,湖口鄉,公立,8,33880,4235
新竹縣湖口鄉立幼兒園,湖口鄉,公立,10,33000,3300
新竹縣湖口鄉立幼兒園湖口分班,湖口鄉,公立,10,33000,3300
新竹縣湖口鄉華興國民小學附設幼兒園,湖口鄉,公立,8,33900,4238
新竹縣湖口鄉長安國民小學附設幼兒園,湖口鄉,公立,8,33988,4249
新竹縣私立上上幼兒園,北埔鄉,私立,12,116400,9700
新竹縣私立中國兒童幼兒園,關西鎮,準公共化,12,102236,8520
新竹縣私立丹佛幼兒園,竹東鎮,私立,10,138000,13800
新竹縣私立亞瑟王幼兒園,竹東鎮,私立,12,175200,14600
新竹縣私立仁美幼兒園,新埔鎮,準公共化,12,139692,11641
新竹縣私立何嘉仁國際幼兒園,竹北市,私立,12,217460,18122
新竹縣私立佳佳幼兒園,湖口鄉,私立,12,140000,11667
新竹縣私立佳禾幼兒園,橫山鄉,私立,10,112300,11230
新竹縣私立倢德幼兒園,竹北市,準公共化,12,260600,21717
新竹縣私立偉大人物幼兒園,湖口鄉,私立,12,234000,19500
新竹縣私立優尼肯幼兒園,竹北市,私立,12,219600,18300
新竹縣私立優葆幼兒園,竹北市,私立,12,203200,16933
新竹縣私立光明園幼兒園,芎林鄉,私立,10,122500,12250
新竹縣私立凱蒂幼兒園,竹東鎮,準公共化,12,119652,9971
新竹縣私立劍橋幼兒園,竹北市,私立,12,152000,12667
新竹縣私立千蕎幼兒園,竹北市,私立,12,155000,12917
新竹縣私立古佳幼幼兒園,湖口鄉,私立,12,176080,14673
新竹縣私立古佳正幼兒園,湖口鄉,私立,12,180680,15057
新竹縣私立古佳立幼兒園,新豐鄉,私立,12,176080,14673
新竹縣私立古佳育幼兒園,新豐鄉,私立,12,176080,14673
新竹縣私立台元科技幼兒園,竹北市,私立,12,124000,10333
新竹縣私立台大幼兒園,芎林鄉,準公共化,12,136236,11353
新竹縣私立史丹佛幼兒園,竹北市,私立,10,362000,36200
新竹縣私立史坦納幼兒園,新豐鄉,準公共化,12,176540,14712
新竹縣私立名喬幼兒園,竹北市,私立,12,166400,13867
新竹縣私立向陽幼兒園,竹北市,私立,12,204000,17000
新竹縣私立哈佛幼兒園,竹北市,私立,12,143960,11997
新竹縣私立哈柏露塔幼兒園,竹北市,準公共化,12,373200,31100
新竹縣私立喜悅幼兒園,新豐鄉,私立,12,161100,13425
新竹縣私立喬米幼兒園,竹北市,私立,12,169600,14133
新竹縣私立嘉德琳幼兒園,竹北市,私立,10,200000,20000
新竹縣私立四季田幼兒園,竹東鎮,私立,12,232890,19408
新竹縣私立國際蒙特梭利台大幼兒園,竹北市,私立,12,249200,20767
新竹縣私立國際蒙特梭利竹北幼兒園,竹北市,私立,12,240800,20067
新竹縣私立園區蒙特梭利幼兒園,寶山鄉,私立,10,130000,13000
新竹縣私立士林幼兒園,湖口鄉,私立,12,195400,16283
新竹縣私立夢想島幼兒園,竹北市,私立,12,241800,20150
新竹縣私立大同幼兒園,湖口鄉,私立,12,105000,8750
新竹縣私立大地幼兒園,竹東鎮,私立,10,135000,13500
新竹縣私立天籟森林幼兒園,新豐鄉,私立,12,248000,20667
新竹縣私立天聲幼兒園,竹北市,私立,10,139500,13950
新竹縣私立天韻幼兒園,竹北市,私立,10,139500,13950
新竹縣私立奇力果幼兒園,竹北市,私立,10,184000,18400
新竹縣私立奇果兒童森林幼兒園,竹北市,私立,10,272000,27200
新竹縣私立奇薇蒙特梭利幼兒園,竹北市,私立,12,292000,24333
新竹縣私立學府幼兒園,新豐鄉,準公共化,12,182964,15247
新竹縣私立安安幼兒園,竹北市,私立,12,113920,9493
新竹縣私立安琪兒幼兒園,竹東鎮,私立,12,105600,8800
新竹縣私立宏儒幼兒園,湖口鄉,準公共化,12,138000,11500
新竹縣私立寶源幼兒園,寶山鄉,私立,12,120000,10000
新竹縣私立寶貝學府幼兒園,竹東鎮,私立,12,133200,11100
新竹縣私立寶貝幼兒園,竹東鎮,私立,12,119200,9933
新竹縣私立小博士幼兒園,新豐鄉,私立,12,123000,10250
新竹縣私立小太陽幼兒園,湖口鄉,私立,12,162200,13517
新竹縣私立小歌德幼兒園,竹北市,私立,12,206400,17200
新竹縣私立小王子幼兒園,竹東鎮,準公共化,12,126586,10549
新竹縣私立小瓢蟲幼兒園,湖口鄉,準公共化,12,130684,10890
新竹縣私立崇益幼兒園,竹北市,私立,12,73600,6133
新竹縣私立庫奇幼兒園,竹北市,準公共化,12,214560,17880
新竹縣私立康乃薾幼兒園,竹北市,私立,11,254870,23170
新竹縣私立康乃馨幼兒園,竹東鎮,準公共化,12,107004,8917
新竹縣私立康寧愛悅幼兒園,竹東鎮,私立,12,209200,17433
新竹縣私立康寧自然幼兒園,竹東鎮,私立,12,165200,13767
新竹縣私立康德幼兒園,竹北市,私立,12,368400,30700
新竹縣私立康橋幼兒園,竹北市,私立,12,190000,15833
新竹縣私立張三豐幼兒園,湖口鄉,私立,12,182400,15200
新竹縣私立張逸幼兒園,湖口鄉,私立,12,186000,15500
新竹縣私立張逸文幼兒園,新豐鄉,私立,12,182400,15200
新竹縣私立張遇幼兒園,湖口鄉,私立,12,214000,17833
新竹縣私立張遇文幼兒園,湖口鄉,私立,12,218000,18167
新竹縣私立愛丁堡幼兒園,新豐鄉,私立,12,224000,18667
新竹縣私立愛兒堡幼兒園,橫山鄉,私立,12,94000,7833
新竹縣私立愛加倍幼兒園,關西鎮,準公共化,12,136668,11389
新竹縣私立愛林實驗幼兒園,竹北市,私立,12,228000,19000
新竹縣私立愛默生幼兒園,竹北市,私立,12,300000,25000
新竹縣私立慈暉幼兒園,竹北市,私立,10,174000,17400
新竹縣私立承山幼兒園,竹北市,私立,12,293600,24467
新竹縣私立探索幼兒園,竹北市,私立,12,304000,25333
新竹縣私立故事島幼兒園,湖口鄉,私立,12,135000,11250
新竹縣私立文華幼兒園,竹東鎮,準公共化,12,99708,8309
新竹縣私立新向幼兒園,新豐鄉,私立,12,89000,7417
新竹縣私立新欣幼兒園,北埔鄉,準公共化,12,139532,11628
新竹縣私立日光城堡幼兒園,竹北市,私立,12,255040,21253
新竹縣私立明明幼兒園,湖口鄉,準公共化,12,118516,9876
新竹縣私立星苗國際幼兒園,竹北市,私立,12,314400,26200
新竹縣私立杜威幼兒園,竹北市,私立,12,230000,19167
新竹縣私立檸檬樹幼兒園,新埔鎮,私立,12,291200,24267
新竹縣私立歡樂堡幼兒園,竹東鎮,私立,12,259200,21600
新竹縣私立民族幼兒園,竹東鎮,私立,12,78000,6500
新竹縣私立民生幼兒園,湖口鄉,準公共化,12,103136,8595
新竹縣私立沛恩實驗幼兒園,竹北市,私立,10,258000,25800
新竹縣私立湖口鄉示範幼兒園（新竹縣湖口鄉公所委託新竹縣私立佳佳幼兒園辦理）,湖口鄉,私立,12,133200,11100
新竹縣私立源興幼兒園,新埔鎮,準公共化,12,114026,9502
新竹縣私立源興貝多芬幼兒園,竹北市,私立,12,155600,12967
新竹縣私立溫馨園幼兒園,竹東鎮,私立,12,149000,12417
新竹縣私立理想圓幼兒園,竹北市,私立,10,245000,24500
新竹縣私立田中橡樹幼兒園,竹北市,私立,10,204000,20400
新竹縣私立田園幼兒園,竹東鎮,私立,12,122400,10200
新竹縣私立田恬幼兒園,竹北市,私立,12,104400,8700
新竹縣私立盧森堡幼兒園,湖口鄉,私立,12,155000,12917
新竹縣私立真善美幼兒園,竹東鎮,私立,10,93400,9340
新竹縣私立祐昇幼兒園,新埔鎮,私立,12,130000,10833
新竹縣私立祥安幼兒園,竹北市,準公共化,12,161600,13467
新竹縣私立禾麗幼兒園,竹北市,私立,12,223800,18650
新竹縣私立立人幼兒園,關西鎮,準公共化,12,86978,7248
新竹縣私立童園幼兒園,竹北市,私立,12,239200,19933
新竹縣私立童言童語幼兒園,新豐鄉,私立,12,218000,18167
新竹縣私立童語幼兒園,竹北市,私立,12,267600,22300
新竹縣私立竹科蔓幼兒園,竹北市,私立,12,217600,18133
新竹縣私立米澤幼兒園,竹北市,私立,12,318000,26500
新竹縣私立米羅幼兒園,竹北市,私立,12,264000,22000
新竹縣私立精英幼兒園,湖口鄉,準公共化,12,126388,10532
新竹縣私立紐約幼兒園,竹北市,私立,12,183600,15300
新竹縣私立綠森林幼兒園,湖口鄉,私立,12,97800,8150
新竹縣私立綠菓藝術幼兒園,竹北市,私立,12,326000,27167
新竹縣私立維育幼兒園,竹北市,私立,12,310400,25867
新竹縣私立美德幼兒園,新豐鄉,私立,12,192000,16000
新竹縣私立美森堡幼兒園,竹北市,私立,12,120000,10000
新竹縣私立聖堡登幼兒園,竹北市,私立,12,146000,12167
新竹縣私立聖安朵幼兒園,竹北市,私立,10,199600,19960
新竹縣私立興盛幼兒園,新埔鎮,私立,12,121000,10083
新竹縣私立艾爾瑪幼兒園,竹北市,準公共化,12,234000,19500
新竹縣私立芮蒂幼兒園,新埔鎮,準公共化,12,152368,12697
新竹縣私立英格蘭幼兒園,湖口鄉,私立,12,120000,10000
新竹縣私立莎士比亞幼兒園,新豐鄉,私立,12,234000,19500
新竹縣私立華聖頓幼兒園,竹北市,私立,12,203600,16967
新竹縣私立萊恩幼兒園,竹北市,私立,12,163600,13633
新竹縣私立萌寶貝國際幼兒園,竹北市,私立,12,250000,20833
新竹縣私立萬人幼兒園,竹北市,準公共化,12,144480,12040
新竹縣私立薇妮幼兒園,竹北市,私立,10,163100,16310
新竹縣私立薇恩幼兒園,竹北市,私立,10,171120,17112
新竹縣私立薇朶幼兒園,竹北市,私立,10,167000,16700
新竹縣私立薇格幼兒園,竹北市,私立,10,160120,16012
新竹縣私立薇楓幼兒園,竹北市,私立,10,152250,15225
新竹縣私立薇芯幼兒園,竹北市,私立,10,167000,16700
新竹縣私立親愛幼兒園,新埔鎮,準公共化,12,139512,11626
新竹縣私立貝爾實驗幼兒園,新埔鎮,準公共化,12,127932,10661
新竹縣私立迎希幼兒園,竹北市,私立,12,180000,15000
新竹縣私立道禾幼兒園,竹東鎮,私立,12,291200,24267
新竹縣私立道禾親民幼兒園,竹北市,私立,12,372000,31000
新竹縣私立郭淑惠幼兒園,竹北市,準公共化,12,135348,11279
新竹縣私立金格幼兒園,竹北市,準公共化,12,244800,20400
新竹縣私立關高幼兒園,關西鎮,準公共化,12,110280,9190
新竹縣私立雨果國際幼兒園,竹東鎮,私立,12,208600,17383
新竹縣私立露德幼兒園,竹北市,私立,12,145600,12133
新竹縣私立麗水華德福幼兒園,寶山鄉,私立,12,216000,18000
新竹縣立竹東幼兒園,竹東鎮,公立,8,34730,4341
新竹縣竹北市中正國民小學附設幼兒園,竹北市,公立,8,33180,4148
新竹縣竹北市安興國民小學附設幼兒園,竹北市,公立,8,32890,4111
新竹縣竹北市新社國民小學附設幼兒園,竹北市,公立,8,33980,4248
新竹縣竹北市東興國民小學附設幼兒園,竹北市,公立,8,33090,4136
新竹縣竹北市立幼兒園,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園中心分班,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園尚義分班,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園新港分班,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園新溪分班,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園東海分班,竹北市,公立,8,37912,4739
新竹縣竹北市立幼兒園聯興分班,竹北市,公立,8,37912,4739
新竹縣竹北市竹仁國民小學附設幼兒園,竹北市,公立,8,32980,4123
新竹縣竹北市竹北國民小學附設幼兒園,竹北市,公立,8,33180,4148
新竹縣竹北市興隆國民小學附設幼兒園,竹北市,公立,8,33090,4136
新竹縣竹北市麻園國民小學附設幼兒園,竹北市,公立,8,35500,4438
新竹縣竹東鎮瑞峰國民小學附設幼兒園,竹東鎮,公立,8,33108,4139
新竹縣竹東鎮立幼兒園,竹東鎮,公立,10,49000,4900
新竹縣竹東鎮立幼兒園三重分班,竹東鎮,公立,10,49000,4900
新竹縣竹東鎮竹中國民小學附設幼兒園,竹東鎮,公立,8,35100,4388
新竹縣竹東非營利幼兒園(委託社團法人新竹縣遠見多元教育發展協會辦理),竹東鎮,非營利,12,95484,7957
新竹縣聚集德非營利幼兒園(社團法人臺灣琉璃光幼兒教育協會申請辦理),新豐鄉,非營利,12,119052,9921
新竹縣自強非營利幼兒園（委託財團法人臺灣省新竹縣私立義民高級中學辦理）,竹東鎮,非營利,12,114516,9543
新竹縣芎林鄉碧潭國民小學附設幼兒園,芎林鄉,公立,8,34710,4339
新竹縣芎林鄉立幼兒園,芎林鄉,公立,10,38000,3800
新竹縣芎林鄉立幼兒園五華分班,芎林鄉,公立,10,38000,3800
新竹縣芎林鄉芎林國民小學附設幼兒園,芎林鄉,公立,8,32890,4111
新竹縣關西鎮坪林國民小學附設幼兒園,關西鎮,公立,8,31900,3988
新竹縣關西鎮東光國民小學附設幼兒園,關西鎮,公立,8,32890,4111
新竹縣關西鎮東安國民小學附設幼兒園,關西鎮,公立,8,32890,4111
新竹縣關西鎮玉山國民小學附設幼兒園,關西鎮,公立,8,33960,4245
新竹縣關西鎮石光國民小學附設幼兒園,關西鎮,公立,8,31900,3988
新竹縣關西鎮錦山國民小學附設幼兒園,關西鎮,公立,8,32890,4111
新竹縣關西鎮關西國民小學附設幼兒園,關西鎮,公立,8,33090,4136
新竹縣馬里光部落互助教保服務中心（財團法人至善社會福利基金會辦理）,尖石鄉,私立,12,28500,2375
私立上智國民小學附設新竹縣幼兒園,竹東鎮,私立,10,112720,11272
財團法人信誼基金會附設新竹縣私立工研幼兒園,竹東鎮,私立,8,153900,19238
財團法人台灣省天主教會新竹教區附設新竹縣私立二重幼兒園,竹東鎮,私立,12,142600,11883
財團法人台灣省天主教會新竹教區附設新竹縣私立德蘭幼兒園,竹北市,私立,10,117000,11700
財團法人台灣省天主教會新竹教區附設新竹縣私立方濟幼兒園,尖石鄉,私立,10,65000,6500
財團法人台灣省天主教會新竹教區附設新竹縣私立聖心幼兒園,五峰鄉,私立,12,44000,3667
財團法人天主教耶穌會附設新竹縣私立東寧幼兒園,竹東鎮,私立,10,91300,9130
財團法人天主教耶穌肋傷女修會附設新竹縣私立孝愛幼兒園,芎林鄉,私立,12,123800,10317
財團法人天主教耶穌肋傷女修會附設新竹縣私立育光幼兒園,橫山鄉,私立,12,98400,8200
財團法人新竹縣天主教耶穌聖心烏蘇拉傳教修女會附設新竹縣私立博愛幼兒園,湖口鄉,私立,11,114800,10436
財團法人新竹縣天主教耶穌聖心烏蘇拉傳教修女會附設新竹縣私立聖心幼兒園,湖口鄉,準公共化,12,108560,9047
財團法人至陽教育基金會附設新竹縣私立照海幼兒園,新埔鎮,私立,12,220000,18333
