title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
雲林縣臺西鄉立幼兒園,雲林縣,臺西鄉,公立,[636]中央路416號,(05)6982993,,350,無,(110),無,無,yes
雲林縣臺西鄉尚德國民小學附設幼兒園,雲林縣,臺西鄉,公立,[636]12號,(05)6982074,http://blog.sina.com.tw/sdeschild//,30,無,(110),無,無,yes
財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,雲林縣,臺西鄉,私立,[636]民族路30巷35之1號,(05)6982534,,90,110-112,(110),無,無,yes
雲林縣崙背鄉崙背國民小學附設幼兒園,雲林縣,崙背鄉,公立,[637]大同路154號,(05)6962004#271,http://163.27.168.1/school/,30,無,(110),無,無,yes
雲林縣崙背鄉立幼兒園,雲林縣,崙背鄉,公立,[637]大同路156號,(05)6963090,雲林縣崙背鄉公所,500,無,(110),無,無,yes
雲林縣私立惠華幼兒園,雲林縣,崙背鄉,私立,[637]正義路79之1號,(05)6962406,https://www.skyschool.com.tw/huiwa/,200,110-112,(110),無,無,yes
雲林縣麥寮鄉麥寮國民小學附設幼兒園,雲林縣,麥寮鄉,公立,[638]忠和路8號,(05)6936181,163.27.170.1,30,無,(110),無,無,yes
雲林縣麥寮鄉豐安國民小學附設幼兒園,雲林縣,麥寮鄉,公立,[638]227號,(05)6932759#15,,30,無,(110),無,無,yes
雲林縣麥寮鄉立幼兒園,雲林縣,麥寮鄉,公立,[638]中興路105號,(05)6931785,,420,無,(110),無,無,yes
雲林縣私立美奇幼兒園,雲林縣,麥寮鄉,私立,[638]忠興80號,(05)6936123,http://mga.topschool.com.tw,300,110-112,(110),無,無,yes
雲林縣私立大立幼兒園,雲林縣,麥寮鄉,私立,[638]中正路167、175號,(05)6932855,,100,無,無,無,無,no
雲林縣私立海光幼兒園,雲林縣,麥寮鄉,私立,[638]中興路45巷23號,(05)6934979,,105,110-112,(110),無,無,yes
雲林縣私立卡爾蕎幼兒園,雲林縣,麥寮鄉,私立,[638]中華路125號,(05)6930213,https://www.skyschool.com.tw/culture/,286,110-112,(110),無,無,yes
雲林縣橋頭非營利幼兒園(委託財團法人高雄市私立復華高級中學辦理),雲林縣,麥寮鄉,非營利,[638]仁德路248號,(05)6910998,https://.www.facebook.com/.Ciaotoupreschool/.,90,無,(110),無,無,yes
雲林縣斗六市立幼兒園,雲林縣,斗六市,公立,[640]大學路二段281號,(05)5328751,http://www.dl.gov.tw/nursery.php,560,無,(110),無,無,yes
雲林縣斗六市久安國民小學附設幼兒園,雲林縣,斗六市,公立,[640]久安南路120號,(05)5222724#24,www.jaes.ylc.edu.tw,30,無,(110),無,無,yes
雲林縣斗六市雲林國民小學附設幼兒園,雲林縣,斗六市,公立,[640]莊敬路111號,(05)5361112#724,http://tw.class.uschoolnet.com/class/?csid=css000000229282,30,無,(110),無,無,yes
雲林縣斗六市林頭國民小學附設幼兒園,雲林縣,斗六市,公立,[640]榮譽路177號,(05)5348187,http://163.27.187.129,60,無,(110),無,無,yes
雲林縣斗六市鎮東國民小學附設幼兒園,雲林縣,斗六市,公立,[640]文化路205號,(05)5320761#31,雲林縣斗六市文化路205號,76,無,(110),無,無,yes
雲林縣斗六市鎮南國民小學附設幼兒園,雲林縣,斗六市,公立,[640]南揚街60號,(05)5347336,,150,無,(110),無,無,yes
雲林縣斗六市溝壩國民小學附設幼兒園,雲林縣,斗六市,公立,[640]仁義路93號,(05)5220734#209,http://www.gbes.ylc.edu.tw/,60,無,(110),無,無,yes
雲林縣斗六市斗六國民小學附設幼兒園,雲林縣,斗六市,公立,[640]鎮東路225號,(05)5379600#223,,30,無,(110),無,無,yes
雲林縣斗六市石榴國民小學附設幼兒園,雲林縣,斗六市,公立,[640]南仁路51號,(05)5573386,,60,無,(110),無,無,yes
雲林縣私立來來幼兒園,雲林縣,斗六市,私立,[640]成功路537、537-1、539號,(05)5354567,,240,110-112,(110),有,無,yes
雲林縣私立維多利亞國民小學附設幼兒園,雲林縣,斗六市,私立,[640]鎮南路1110號,(05)5378899#1234,www.victoria.ylc.edu.tw,304,無,(110),無,無,yes
雲林縣私立小博士幼兒園,雲林縣,斗六市,私立,[640]南京西路8、10號,(05)5330308,http://kids123.topschool.com.tw/,394,110-112,(110),無,有,yes
雲林縣私立小星星幼兒園,雲林縣,斗六市,私立,[640]莊敬路347巷30弄47號,(05)5330045,http://www.star.woby.tw/,120,110-112,(110),無,無,yes
雲林縣私立康橋幼兒園,雲林縣,斗六市,私立,[640]西平路157-1、157-2號,(05)5338976,,150,110-112,(110),無,無,yes
雲林縣私立長和幼兒園,雲林縣,斗六市,私立,[640]光復路85號,(05)5572671,https://www.facebook.com/ZhangHeSchool/,176,110-112,(110),無,無,yes
雲林縣私立福祿貝爾幼兒園,雲林縣,斗六市,私立,[640]保長路59之8號,(05)5347375,,375,110-112,(110),無,無,yes
雲林縣私立莫札特幼兒園,雲林縣,斗六市,私立,[640]西平路580巷28號之1,(05)5510616,,120,無,(110),無,無,yes
財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,雲林縣,斗六市,私立,[640]文化路42號,(05)5323354,,150,無,(110),無,無,yes
財團法人天主教會嘉義教區附設雲林縣私立正心幼兒園,雲林縣,斗六市,私立,[640]中華路80之1號,(05)5327502,http://cheng-shin.woby.com.tw/,120,110-112,(110),無,無,yes
雲林縣私立愛德堡幼兒園,雲林縣,斗六市,私立,[640]雲林路二段220號,(05)5371582,http://alderber.topschool.com.tw,150,110-112,(110),無,無,yes
豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,雲林縣,斗六市,私立,[640]虎溪路71-1號,(05)5512006,,282,無,(110),無,無,yes
雲林縣私立哈佛幼兒園,雲林縣,斗六市,私立,[640]育英北街270巷88號,(05)5348967,,156,110-112,(110),無,無,yes
雲林縣私立誠敬幼兒園,雲林縣,斗六市,私立,[640]大學路3段125巷1號,(05)5346453,,45,110-112,(110),無,無,yes
環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,雲林縣,斗六市,私立,[640]鎮南路1221號,(05)5370988#7315,,120,無,(110),無,無,yes
雲林縣私立愛迪亞幼兒園,雲林縣,斗六市,私立,[640]內環路452號及456號,(05)5372278,,85,110-112,(110),無,無,yes
雲林縣私立兒皇宮幼兒園,雲林縣,斗六市,私立,[640]慶生路258號,(05)5337799,,60,無,(110),無,有,yes
雲林縣私立建國幼兒園,雲林縣,斗六市,私立,[640]萬年路800號,(05)5517171,,120,無,(110),無,無,yes
雲林縣私立福懋幼兒園,雲林縣,斗六市,私立,[640]石榴路317號,(05)5577136,,60,無,(110),無,無,yes
財團法人福智文教基金會附設雲林縣私立妙慧幼兒園,雲林縣,斗六市,私立,[640]正義街80號,(05)5519217,,53,110-112,(110),無,無,yes
雲林縣私立達文西幼兒園,雲林縣,斗六市,私立,[640]保長路47號,(05)5343153,http://www.wilsonschool.org.tw/Wilson26/index.asp,165,110-112,(110),無,無,yes
雲林縣私立斗六保進幼兒園,雲林縣,斗六市,私立,[640]中華路668號,(05)5371018,,416,無,無,無,無,no
雲林縣婦幼非營利幼兒園(委託社團法人雲林縣親子教育協會辦理),雲林縣,斗六市,非營利,[640]府文路22號,(05)5334401,,53,無,(110),無,無,yes
雲林縣公誠非營利幼兒園(委託財團法人高雄市私立復華高級中學辦理),雲林縣,斗六市,非營利,[640]北平路95號,(05)5362580,,90,無,(110),無,無,yes
雲林縣保長非營利幼兒園(委託社團法人雲林縣親子教育協會辦理),雲林縣,斗六市,非營利,[640]保長路155號,(05)5372517,,60,無,(110),無,無,yes
雲林縣林內鄉立幼兒園,雲林縣,林內鄉,公立,[643]瑞農路56之1號,(05)5893040,,230,無,(110),無,無,yes
雲林縣私立為登幼兒園,雲林縣,林內鄉,私立,[643]重興路124-5號,(05)5899557,,40,無,(110),無,無,yes
雲林縣古坑鄉華山國民小學附設幼兒園,雲林縣,古坑鄉,公立,[646]41號,(05)5901243#20,,30,無,(110),無,無,yes
雲林縣古坑鄉立幼兒園,雲林縣,古坑鄉,公立,[646]中山路1號,(05)5826935,,530,無,(110),無,無,yes
雲林縣古坑鄉立幼兒園樟湖分班,雲林縣,古坑鄉,公立,[646]石橋50之2號,(05)5826935,,16,無,(110),無,無,yes
雲林縣古坑鄉草嶺生態地質國民小學附設幼兒園,雲林縣,古坑鄉,公立,[646]草嶺56之8號,(05)5831010,,20,無,(110),無,無,yes
雲林縣古坑鄉棋山國民小學附設幼兒園,雲林縣,古坑鄉,公立,[646]棋山路49號,(05)5263673,,30,無,(110),無,無,yes
雲林縣山峰華德福教育實驗國民小學附設幼兒園,雲林縣,古坑鄉,公立,[646]山峰18號,(05)5822075,,30,無,(110),無,無,yes
福智學校財團法人雲林縣福智國民小學附設私立福智幼兒園,雲林縣,古坑鄉,私立,[646]平和20號,(05)5828222#6530,,76,110-112,(110),無,無,yes
雲林縣莿桐鄉立幼兒園,雲林縣,莿桐鄉,公立,[647]中正路163號,(05)5848930,,540,無,(110),無,無,yes
雲林縣私立國恩幼兒園,雲林縣,莿桐鄉,私立,[647]中山路226之3號,(05)5842850,,78,110-112,(110),無,無,yes
雲林縣西螺鎮立幼兒園,雲林縣,西螺鎮,公立,[648]興農西路105巷21-1號,(05)5866221,,550,無,(110),無,無,yes
雲林縣西螺鎮吳厝國民小學附設幼兒園,雲林縣,西螺鎮,公立,[648]44號,(05)6341155#025,,30,無,(110),無,無,yes
雲林縣私立大鳥幼兒園,雲林縣,西螺鎮,私立,[648]西興南路51號,(05)5881678,,99,110-112,(110),無,無,yes
雲林縣私立喬大幼兒園,雲林縣,西螺鎮,私立,[648]光明西路256號,(05)5867539,,100,110-112,(110),無,無,yes
雲林縣私立東昇幼兒園,雲林縣,西螺鎮,私立,[648]平和南路330號,(05)5878565,,90,110-112,(110),無,無,yes
財團法人天主教中華道明修女會附設雲林縣私立西光幼兒園,雲林縣,西螺鎮,私立,[648]中山路308號、延平路383號,(05)5862310,,150,110-112,(110),無,無,yes
雲林縣安定非營利幼兒園(委託社團法人彰化縣中華幼兒教保職涯發展協會辦理),雲林縣,西螺鎮,非營利,[648]埔心路210號,(05)5883230,,60,無,(110),無,無,yes
雲林縣二崙鄉立幼兒園,雲林縣,二崙鄉,公立,[649]永定路240號,(05)5980530,http://www.ehlg.gov.tw,420,無,(110),無,無,yes
雲林縣私立乖乖幼兒園,雲林縣,二崙鄉,私立,[649]永定路128號,(05)5985728,,90,110-112,(110),無,無,yes
雲林縣北港鎮南陽國民小學附設幼兒園,雲林縣,北港鎮,公立,[651]光明路59號,(05)7832106#210,http://www.nyes.ylc.edu.tw/,90,無,(110),無,無,yes
雲林縣北港鎮立幼兒園,雲林縣,北港鎮,公立,[651]民治路40號,(05)7826641,beigang.topschool.com.tw,315,無,(110),無,無,yes
雲林縣北港鎮朝陽國民小學附設幼兒園,雲林縣,北港鎮,公立,[651]76號,(05)7832904#11,,30,無,(110),無,無,yes
雲林縣北港鎮好收國民小學附設幼兒園,雲林縣,北港鎮,公立,[651]20號,(05)7922254#31,,30,無,(110),無,無,yes
雲林縣北港鎮北辰國民小學附設幼兒園,雲林縣,北港鎮,公立,[651]成功路30號,(05)7832153,,76,無,無,無,無,yes
雲林縣私立人之初幼兒園,雲林縣,北港鎮,私立,[651]劉厝路20之6號,(05)7823139,,75,110-112,(110),無,無,yes
雲林縣私立新文仁幼兒園,雲林縣,北港鎮,私立,[651]文仁路68號、68之1號,(05)7838103,,78,無,(110),無,無,yes
雲林縣私立新奇豐幼兒園,雲林縣,北港鎮,私立,[651]口庄6-2、6-3、6-6號,(05)7920253,,150,110-112,(110),無,無,yes
雲林縣私立奧斯卡幼兒園,雲林縣,北港鎮,私立,[651]新德路122號,(05)7731162,,180,110-112,(110),無,無,yes
財團法人天主教會嘉義教區附設雲林縣私立善導幼兒園,雲林縣,北港鎮,私立,[651]民有路19號,(05)7825471,,120,110-112,(110),無,無,yes
雲林縣私立惠幼幼兒園,雲林縣,北港鎮,私立,[651]公園路312號、公園路308巷1、3、5號,(05)7822289,202.39.211.34,78,無,無,無,無,yes
雲林縣水林鄉立幼兒園,雲林縣,水林鄉,公立,[652]水林路45號,(05)7855708,,270,無,(110),無,無,yes
雲林縣私立仁智幼兒園,雲林縣,水林鄉,私立,[652]東陽街20巷9、13、15號及7弄2、4、6、8號,(05)7857268,,100,110-112,(110),無,無,yes
雲林縣口湖鄉立幼兒園,雲林縣,口湖鄉,公立,[653]光明路161號,(05)7907318,http://www.kouhu.gov.tw/,250,無,(110),無,無,yes
雲林縣口湖鄉文光國民小學附設幼兒園,雲林縣,口湖鄉,公立,[653]文光路100號,(05)7905498,http://www.wgps.ylc.edu.tw/school/web/index.php,30,無,(110),無,無,yes
雲林縣口湖鄉金湖國民小學附設幼兒園,雲林縣,口湖鄉,公立,[653]民主路15號,(05)7971555,www.chps.ylc.edu.tw,30,無,(110),無,無,yes
雲林縣私立奇豐幼兒園,雲林縣,口湖鄉,私立,[653]成功路255號,(05)7892513,,86,110-112,(110),無,無,yes
雲林縣私立聖文幼兒園,雲林縣,口湖鄉,私立,[653]中山路212號,(05)7993883,,250,110-112,(110),無,無,yes
雲林縣私立葳尼爾幼兒園,雲林縣,口湖鄉,私立,[653]漁港路115號,(05)7993300,,150,110-112,(110),無,無,yes
雲林縣四湖鄉立幼兒園,雲林縣,四湖鄉,公立,[654]中洋南路10-2號,(05)7873623,,250,無,(110),無,無,yes
雲林縣四湖鄉四湖國民小學附設幼兒園,雲林縣,四湖鄉,公立,[654]中山東路37號,(05)7872100#102,http://163.27.178.1,30,無,(110),無,無,yes
雲林縣元長鄉立幼兒園,雲林縣,元長鄉,公立,[655]元西路７６號,(05)7882221,,30,無,(110),無,無,yes
雲林縣元長鄉立幼兒園和平分班,雲林縣,元長鄉,公立,[655]子茂4號,(05)7885943,,16,無,(110),無,無,yes
雲林縣元長鄉立幼兒園客厝分班,雲林縣,元長鄉,公立,[655]頂寮11號,(05)7886586,,30,無,(110),無,無,yes
雲林縣元長鄉立幼兒園信義分班,雲林縣,元長鄉,公立,[655]北水路8號,(05)7882040,,30,無,(110),無,無,yes
雲林縣元長鄉立幼兒園仁愛分班,雲林縣,元長鄉,公立,[655]潭內１號,(05)7885945,,45,無,無,無,無,yes
雲林縣元長鄉立幼兒園忠孝分班,雲林縣,元長鄉,公立,[655]龍岩１４８號,(05)7881765,,46,無,(110),無,無,yes
雲林縣元長鄉立幼兒園新生分班,雲林縣,元長鄉,公立,[655]新生路11號,(05)7983050,,60,無,(110),無,無,yes
雲林縣元長鄉立幼兒園仁德分班,雲林縣,元長鄉,公立,[655]內寮6號,(05)7862131,,30,無,(110),無,無,yes
雲林縣私立啟芳幼兒園,雲林縣,元長鄉,私立,[655]進化街6號,(05)7886468,,96,110-112,(110),無,無,yes
雲林縣私立宏祐幼兒園,雲林縣,元長鄉,私立,[655]中山路9之35號、9之36號,(05)7880882,,145,110-112,(110),無,無,yes
雲林縣私立班米羅幼兒園,雲林縣,元長鄉,私立,[655]元西路74巷1號,(05)7883388,,138,110-112,(110),無,無,yes
