point,area,type,months,total1,total2,monthly1,monthly2,total3
中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,壯圍鄉,私立,12,171360,0,14280,0,171360
國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,頭城鎮,準公共化,12,110392,11400,9199,950,110392
宜蘭縣三星鄉三星國民小學附設幼兒園,三星鄉,公立,9,24896,200,2766,22,24896
宜蘭縣三星鄉大洲國民小學附設幼兒園,三星鄉,公立,9,24896,0,2766,0,24896
宜蘭縣三星鄉立幼兒園,三星鄉,公立,12,34990,0,2916,0,34990
宜蘭縣三星鄉立幼兒園拱照分班,三星鄉,公立,12,34990,0,2916,0,34990
宜蘭縣三星鄉萬富國民小學附設幼兒園,三星鄉,公立,9,24896,0,2766,0,24896
宜蘭縣五結鄉中興國民小學附設幼兒園,五結鄉,公立,9,24896,200,2766,22,24896
宜蘭縣五結鄉五結國民小學附設幼兒園,五結鄉,公立,9,24896,0,2766,0,24896
宜蘭縣五結鄉學進國民小學附設幼兒園,五結鄉,公立,9,24896,0,2766,0,24896
宜蘭縣五結鄉立幼兒園,五結鄉,公立,11,40140,5500,3649,500,40140
宜蘭縣五結鄉立幼兒園利澤分班,五結鄉,公立,11,40140,5500,3649,500,40140
宜蘭縣冬山鄉冬山國民小學附設幼兒園,冬山鄉,公立,9,24896,0,2766,0,24896
宜蘭縣冬山鄉廣興國民小學附設幼兒園,冬山鄉,公立,9,24896,0,2766,0,24896
宜蘭縣冬山鄉東興國民小學附設幼兒園,冬山鄉,公立,9,24896,200,2766,22,24896
宜蘭縣冬山鄉武淵國民小學附設幼兒園,冬山鄉,公立,9,24896,0,2766,0,24896
宜蘭縣冬山鄉立幼兒園,冬山鄉,公立,11,17600,3300,1600,300,17600
宜蘭縣冬山鄉立幼兒園中山分班,冬山鄉,公立,11,17600,0,1600,0,17600
宜蘭縣冬山鄉順安國民小學附設幼兒園,冬山鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉南澳國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉東澳國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉武塔國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉澳花國民小學附設幼兒園,南澳鄉,公立,9,24896,200,2766,22,24896
宜蘭縣南澳鄉碧候國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉立幼兒園,南澳鄉,公立,9,36500,0,4056,0,36500
宜蘭縣南澳鄉立幼兒園武塔分班,南澳鄉,公立,9,36500,0,4056,0,36500
宜蘭縣南澳鄉立幼兒園碧候分班,南澳鄉,公立,9,36500,0,4056,0,36500
宜蘭縣南澳鄉立幼兒園金洋分班,南澳鄉,公立,9,36500,0,4056,0,36500
宜蘭縣南澳鄉金岳國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
宜蘭縣南澳鄉金洋國民小學附設幼兒園,南澳鄉,公立,9,24896,0,2766,0,24896
