point,area,type,months,total1,total2,monthly1,monthly2,total3
基隆市七堵區七堵國民小學附設幼兒園,七堵區,公立,9,29790,200,3310,22,29790
基隆市七堵區五堵國民小學附設幼兒園,七堵區,公立,9,28000,0,3111,0,28000
基隆市七堵區堵南國民小學附設幼兒園,七堵區,公立,9,28000,0,3111,0,28000
基隆市七堵區長興國民小學附設幼兒園,七堵區,公立,9,28000,0,3111,0,28000
基隆市中山區中華國民小學附設幼兒園,中山區,公立,9,28000,0,3111,0,28000
基隆市中山區仙洞國民小學附設幼兒園,中山區,公立,9,28000,0,3111,0,28000
基隆市中山區德和國民小學附設幼兒園,中山區,公立,9,28000,0,3111,0,28000
基隆市中山區港西國民小學附設幼兒園,中山區,公立,9,28000,200,3111,22,28000
基隆市中正區中正國民小學附設幼兒園,中正區,公立,9,28000,200,3111,22,28000
基隆市中正區八斗國民小學附設幼兒園,中正區,公立,9,28000,200,3111,22,28000
基隆市中正區和平國民小學附設幼兒園,中正區,公立,9,28000,0,3111,0,28000
基隆市仁愛區仁愛國民小學附設幼兒園,仁愛區,公立,9,28000,200,3111,22,28000
基隆市仁愛區成功國民小學附設幼兒園,仁愛區,公立,9,28000,0,3111,0,28000
基隆市信義區中興國民小學附設幼兒園,信義區,公立,9,28000,0,3111,0,28000
基隆市信義區信義國民小學附設幼兒園,仁愛區,公立,9,28000,200,3111,22,28000
基隆市信義區東光國民小學附設幼兒園,信義區,公立,9,28000,0,3111,0,28000
基隆市信義區深澳國民小學附設幼兒園,信義區,公立,9,28000,0,3111,0,28000
基隆市安樂區安樂國民小學附設幼兒園,安樂區,公立,9,28000,0,3111,0,28000
基隆市安樂區建德國民小學附設幼兒園,安樂區,公立,9,28000,0,3111,0,28000
基隆市安樂區武崙國民小學附設幼兒園,安樂區,公立,9,28000,0,3111,0,28000
基隆市安樂區西定國民小學附設幼兒園,安樂區,公立,9,28000,0,3111,0,28000
基隆市安樂區長樂國民小學附設幼兒園,安樂區,公立,9,28000,200,3111,22,28000
基隆市暖暖區暖暖國民小學附設幼兒園,暖暖區,公立,9,28000,0,3111,0,28000
基隆市暖暖區暖江國民小學附設幼兒園,暖暖區,公立,9,28000,200,3111,22,28000
基隆市暖暖區碇內國民小學附設幼兒園,暖暖區,公立,9,28000,0,3111,0,28000
基隆市私立一丫一丫幼兒園,安樂區,私立,12,152000,12000,12667,1000,152000
基隆市私立人愛幼兒園,仁愛區,準公共化,12,196000,0,16333,0,196000
基隆市私立何佳仁幼兒園,中正區,私立,12,214000,0,17833,0,214000
基隆市私立全美幼兒園,七堵區,私立,12,180000,0,15000,0,180000
基隆市私立吉貝兒幼兒園,暖暖區,準公共化,12,124056,18000,10338,1500,124056
基隆市私立名人幼兒園,七堵區,準公共化,12,149600,14400,12467,1200,149600
基隆市私立名將幼兒園,七堵區,準公共化,12,110920,30000,9243,2500,110920
基隆市私立向日葵幼兒園,中山區,準公共化,12,124964,0,10414,0,124964
基隆市私立哈博士幼兒園,信義區,私立,12,188000,18000,15667,1500,188000
基隆市私立嘉仁幼兒園,七堵區,私立,12,210000,0,17500,0,210000
基隆市私立嘉成幼兒園,安樂區,私立,12,197640,0,16470,0,197640
基隆市私立嘉美幼兒園,信義區,私立,12,199940,27600,16662,2300,199940
基隆市私立城上城幼兒園,安樂區,私立,12,237000,0,19750,0,237000
基隆市私立培利園幼兒園,信義區,準公共化,12,120480,9000,10040,750,120480
基隆市私立培利安幼兒園,中正區,準公共化,12,127800,9600,10650,800,127800
基隆市私立大華幼兒園,暖暖區,準公共化,12,99244,9000,8270,750,99244
基隆市私立奇瓦迪幼兒園,暖暖區,準公共化,12,184000,9000,15333,750,184000
基隆市私立安琪兒幼兒園,安樂區,準公共化,12,124704,18000,10392,1500,124704
基隆市私立小天使幼兒園,暖暖區,準公共化,12,99120,0,8260,0,99120
基隆市私立小太陽幼兒園,中正區,準公共化,12,130816,12000,10901,1000,130816
基隆市私立小象幼兒園,七堵區,準公共化,12,102636,9000,8553,750,102636
基隆市私立小象幼兒藝術幼兒園,暖暖區,準公共化,12,99004,9000,8250,750,99004
基隆市私立小象童寶幼兒園,七堵區,準公共化,12,92688,9000,7724,750,92688
基隆市私立幼新幼兒園,暖暖區,準公共化,12,111852,18000,9321,1500,111852
基隆市私立德寶幼兒園,安樂區,私立,12,147600,0,12300,0,147600
基隆市私立愛米爾幼兒園,中山區,準公共化,12,97136,9600,8095,800,97136
基隆市私立新美幼兒園,信義區,私立,12,208770,27600,17398,2300,208770
基隆市私立暖心幼兒園,暖暖區,準公共化,12,184000,9000,15333,750,184000
基隆市私立柴爾德幼兒園,信義區,私立,12,102000,0,8500,0,102000
基隆市私立森美幼兒園,信義區,準公共化,12,160000,9000,13333,750,160000
基隆市私立海大幼兒園,中正區,準公共化,12,114348,9000,9529,750,114348
基隆市私立神奇寶貝幼兒園,七堵區,準公共化,12,116724,18000,9727,1500,116724
基隆市私立童心幼兒園,暖暖區,準公共化,12,184000,9000,15333,750,184000
基隆市私立筌勝幼兒園,仁愛區,準公共化,12,163200,12000,13600,1000,163200
基隆市私立維也納幼兒園,仁愛區,準公共化,12,134240,9000,11187,750,134240
基隆市私立耶魯幼兒園,安樂區,私立,12,117600,9600,9800,800,117600
基隆市私立自立幼兒園,中山區,準公共化,12,139040,12000,11587,1000,139040
基隆市私立艾佛頓幼兒園,七堵區,準公共化,12,96008,0,8001,0,96008
基隆市私立薇莘幼兒園,信義區,私立,12,237000,24000,19750,2000,237000
基隆市私立親親幼兒園,安樂區,私立,11,160350,22000,14577,2000,160350
基隆市私立資優幼兒園,中正區,私立,10,128000,10000,12800,1000,128000
基隆市私立道生幼兒園,信義區,私立,10,88600,0,8860,0,88600
基隆市私立長庚森林幼兒園,安樂區,準公共化,12,138828,26400,11569,2200,138828
基隆市私立長春藤幼兒園,安樂區,準公共化,12,127644,18000,10637,1500,127644
基隆市私立長樂森林幼兒園,安樂區,準公共化,12,135000,18000,11250,1500,135000
基隆市私立雙全幼兒園,仁愛區,準公共化,12,108936,9000,9078,750,108936
基隆市立安心幼兒園,安樂區,公立,9,28000,0,3111,0,28000
基隆市立安心幼兒園光華分班,仁愛區,公立,9,28000,0,3111,0,28000
基隆市立安心幼兒園六堵分班,七堵區,公立,9,28000,0,3111,0,28000
基隆市立過港幼兒園,暖暖區,公立,9,28000,200,3111,22,28000
私立經國管理暨健康學院附設基隆市幼兒園,中山區,準公共化,12,150400,13500,12533,1125,150400
財團法人天主教會台北教區基隆市私立若石幼兒園,信義區,私立,12,134000,0,11167,0,134000
財團法人天主教會台北教區附設基隆市私立亨利幼兒園,中正區,私立,12,105600,0,8800,0,105600
