point,area,type,months,total1,total2,monthly1,monthly2
新竹市私立快樂地幼兒園,新竹市,私立,12,181200,40200,15100,3350
新竹市私立意頓幼兒園,新竹市,私立,12,360000,30000,30000,2500
新竹市私立慈恩幼兒園,新竹市,準公共化,12,261440,42000,21787,3500
新竹市私立慈耕幼兒園,新竹市,準公共化,12,267440,36000,22287,3000
新竹市私立成功幼兒園,新竹市,私立,10,250000,22000,25000,2200
新竹市私立文筑幼兒園,新竹市,私立,10,272000,22000,27200,2200
新竹市私立文華幼兒園,新竹市,準公共化,12,307520,42000,25627,3500
新竹市私立新儒林幼兒園,新竹市,準公共化,12,278240,12000,23187,1000
新竹市私立新悅成幼兒園,新竹市,準公共化,12,262640,26400,21887,2200
新竹市私立新源興幼兒園,新竹市,準公共化,12,264000,18000,22000,1500
新竹市私立新莊幼兒園,新竹市,私立,10,306000,40000,30600,4000
新竹市私立新華興幼兒園,新竹市,私立,12,220000,24000,18333,2000
新竹市私立新華興東區幼兒園,新竹市,準公共化,12,252520,24000,21043,2000
新竹市私立星安幼兒園,新竹市,私立,10,450000,46000,45000,4600
新竹市私立晨光幼兒園,新竹市,私立,10,248400,44000,24840,4400
新竹市私立普利斯堡幼兒園,新竹市,私立,10,338800,0,33880,0
新竹市私立東方幼兒園,新竹市,私立,12,253600,12000,21133,1000
新竹市私立果果幼兒園,新竹市,私立,12,248000,0,20667,0
新竹市私立森林王國幼兒園,新竹市,私立,12,288000,0,24000,0
新竹市私立森森幼兒園,新竹市,準公共化,12,227904,9000,18992,750
新竹市私立橙長幼兒園,新竹市,準公共化,12,340400,36000,28367,3000
新竹市私立檸檬樹幼兒園,新竹市,私立,12,521600,105600,43467,8800
新竹市私立正大幼兒園,新竹市,準公共化,12,267768,9000,22314,750
新竹市私立源順幼兒園,新竹市,私立,12,224000,72000,18667,6000
新竹市私立漢聲幼兒園,新竹市,私立,10,301200,66000,30120,6600
新竹市私立熊麻吉幼兒園,新竹市,私立,12,360000,36000,30000,3000
新竹市私立理想圓幼兒園,新竹市,私立,12,466212,52800,38851,4400
新竹市私立田心庄幼兒園,新竹市,準公共化,12,266480,24000,22207,2000
新竹市私立皇家幼兒園,新竹市,私立,10,236000,25000,23600,2500
新竹市私立研田幼兒園,新竹市,私立,12,420000,79200,35000,6600
新竹市私立研田科園幼兒園,新竹市,私立,12,428000,79200,35667,6600
新竹市私立福曼莎幼兒園,新竹市,私立,12,276000,60000,23000,5000
新竹市私立禾果幼兒園,新竹市,私立,12,326000,82800,27167,6900
新竹市私立立人幼兒園,新竹市,私立,12,196416,0,16368,0
新竹市私立童欣幼兒園,新竹市,私立,12,252000,0,21000,0
新竹市私立米羅幼兒園,新竹市,私立,12,464372,24000,38698,2000
新竹市私立紐約國際幼兒園,新竹市,私立,12,596000,36000,49667,3000
新竹市私立紐約幼兒園,新竹市,私立,10,384000,10000,38400,1000
新竹市私立紐約竹科幼兒園,新竹市,私立,10,384000,10000,38400,1000
新竹市私立綠太陽幼兒園,新竹市,私立,10,172000,0,17200,0
新竹市私立維也那書院幼兒園,新竹市,私立,12,372000,0,31000,0
新竹市私立維肯幼兒園,新竹市,私立,12,408000,55200,34000,4600
新竹市私立美加幼兒園,新竹市,私立,12,271200,0,22600,0
新竹市私立美滿幼兒園,新竹市,準公共化,12,257760,9000,21480,750
新竹市私立聖保羅幼兒園,新竹市,私立,10,280000,35000,28000,3500
新竹市私立聖奇幼兒園,新竹市,私立,12,395520,82800,32960,6900
新竹市私立聖奧得幼兒園,新竹市,私立,12,275200,0,22933,0
新竹市私立育昇幼兒園,新竹市,私立,12,266400,0,22200,0
新竹市私立艾丁堡國際幼兒園,新竹市,私立,12,584000,43200,48667,3600
新竹市私立艾丁堡幼兒園,新竹市,私立,10,326000,0,32600,0
新竹市私立艾唯兒幼兒園,新竹市,準公共化,12,384000,48000,32000,4000
新竹市私立茱蒂園幼兒園,新竹市,私立,12,362400,43200,30200,3600
新竹市私立荷蘭村幼兒園,新竹市,私立,12,240000,0,20000,0
新竹市私立華德幼兒園,新竹市,私立,12,307200,79200,25600,6600
新竹市私立華興幼兒園,新竹市,準公共化,12,270952,25800,22579,2150
新竹市私立菲曼伲智兒館藝術幼兒園,新竹市,私立,10,265600,10000,26560,1000
新竹市私立菲曼伲藝術幼兒園,新竹市,私立,10,361000,88000,36100,8800
新竹市私立蒙特梭利幼兒園,新竹市,準公共化,12,345200,48000,28767,4000
新竹市私立蒲公英幼兒園,新竹市,私立,12,272000,60000,22667,5000
新竹市私立蒲公英精實幼兒園,新竹市,準公共化,12,260800,18000,21733,1500
新竹市私立薇閣幼兒園,新竹市,私立,10,218000,5000,21800,500
新竹市私立親仁實驗幼兒園,新竹市,私立,10,294440,30000,29444,3000
新竹市私立親仁科園幼兒園,新竹市,私立,10,360000,30000,36000,3000
新竹市私立親親寶貝幼兒園,新竹市,準公共化,12,312000,9000,26000,750
新竹市私立諾貝兒幼兒園,新竹市,私立,12,308000,42000,25667,3500
新竹市私立貞彥幼兒園,新竹市,私立,12,300000,0,25000,0
新竹市私立閑谷幼兒園,新竹市,準公共化,12,245520,31200,20460,2600
新竹市私立阿迪克幼兒園,新竹市,私立,12,312000,72000,26000,6000
新竹市私立陽光森林幼兒園,新竹市,私立,12,317760,36000,26480,3000
新竹市私立鴻光幼兒園,新竹市,準公共化,12,318000,18000,26500,1500
新竹市私立鵝媽媽幼兒園,新竹市,準公共化,12,344000,105600,28667,8800
新竹市私立黎明幼兒園,新竹市,私立,12,440000,0,36667,0
新竹市立新竹幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市華德福非營利幼兒園(委託社團法人新竹人智哲學發展學會辦理),新竹市,非營利,12,98052,0,8171,0
新竹市關埔非營利幼兒園(委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,99228,0,8269,0
新竹市陽光非營利幼兒園（委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,99972,0,8331,0
新竹市香山區內湖國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區南隘國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區大庄國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區朝山國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區港南國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區茄苳國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區虎林國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市香山區頂埔國民小學附設幼兒園,新竹市,公立,10,73600,200,7360,20
新竹市香山區香山國民小學附設幼兒園,新竹市,公立,10,73600,0,7360,0
新竹市高峰非營利幼兒園(委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,110940,0,9245,0
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦二廠幼兒園,新竹市,私立,12,307200,52800,25600,4400
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦幼兒園,新竹市,私立,12,307200,52800,25600,4400
牧德科技股份有限公司職工福利委員會附設新竹市私立牧德幼兒園,新竹市,私立,12,348000,0,29000,0
聯發科技股份有限公司職工福利委員會附設新竹市私立聯發科技幼兒園,新竹市,私立,12,480000,96000,40000,8000
財團法人信誼基金會附設新竹市私立光明幼兒園,新竹市,私立,8,184400,27000,23050,3375
財團法人台灣基督長老教會聖經學院附設新竹市私立仁光幼兒園,新竹市,私立,12,337040,14400,28087,1200
財團法人台灣省天主教會新竹教區附設新竹市私立德蘭幼兒園,新竹市,私立,12,260000,15000,21667,1250
財團法人台灣省天主教會新竹教區附設新竹市私立聖家幼兒園,新竹市,私立,10,257600,7000,25760,700
財團法人天主教耶穌會附設新竹市私立震旦幼兒園,新竹市,私立,10,203800,0,20380,0
財團法人新竹市私立新竹仁愛兒童之家附設新竹市私立仁愛幼兒園,新竹市,準公共化,12,170400,0,14200,0
