point,area,type,months,total1,total2,monthly1,monthly2
功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,蘆洲區,私立,12,354800,0,29567,0
天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,永和區,私立,12,360000,24000,30000,2000
天億文教事業股份有限公司附設新北市私立皇家幼兒園,新莊區,私立,12,348800,0,29067,0
奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,林口區,私立,12,624000,36000,52000,3000
小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,永和區,私立,12,438400,45600,36533,3800
康軒文教事業股份有限公司附設新北市私立員工幼兒園,新店區,私立,12,748800,0,62400,0
建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,新莊區,私立,12,262000,0,21833,0
新北市三峽區農會附設新北市私立幼兒園,三峽區,私立,12,279600,36000,23300,3000
新北市三芝區三芝國民小學附設幼兒園,三芝區,公立,8,66700,200,8338,25
新北市三重區三光國民小學附設幼兒園,三重區,公立,8,66700,200,8338,25
新北市三重區光榮國民小學附設幼兒園,三重區,公立,8,66700,0,8338,0
新北市三重區光興國民小學附設幼兒園,三重區,公立,8,66700,200,8338,25
新北市中和區中和國民小學附設幼兒園,中和區,公立,8,66700,200,8338,25
新北市中和區光復國民小學附設幼兒園,中和區,公立,8,66700,200,8338,25
新北市中和區景新國民小學附設幼兒園,中和區,公立,8,66700,200,8338,25
新北市中和區興南國民小學附設幼兒園,中和區,公立,8,66700,200,8338,25
新北市中和區錦和國民小學附設幼兒園,中和區,公立,8,66700,200,8338,25
新北市中園非營利幼兒園(委託財團法人成長文教基金會辦理),三峽區,非營利,12,99996,0,8333,0
新北市五股區五股國民小學附設幼兒園,五股區,公立,8,66700,200,8338,25
新北市五股區成州國民小學附設幼兒園,五股區,公立,8,66700,900,8338,113
新北市八里區八里國民小學附設幼兒園,八里區,公立,8,66700,200,8338,25
新北市八里區大崁國民小學附設幼兒園,八里區,公立,8,66700,200,8338,25
新北市土城區安和國民小學附設幼兒園,土城區,公立,8,66700,200,8338,25
新北市土城區廣福國民小學附設幼兒園,土城區,公立,8,66700,200,8338,25
新北市坪林區坪林國民小學附設幼兒園,坪林區,公立,8,39700,200,4963,25
新北市大觀非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),板橋區,非營利,12,106860,0,8905,0
新北市山北非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,中和區,非營利,12,120516,0,10043,0
新北市平溪區十分國民小學附設幼兒園,平溪區,公立,8,66700,200,8338,25
新北市平溪區平溪國民小學附設幼兒園,平溪區,公立,8,66700,200,8338,25
新北市平溪區菁桐國民小學附設幼兒園,平溪區,公立,8,66700,200,8338,25
新北市新店區中正國民小學附設幼兒園,新店區,公立,8,66700,0,8338,0
新北市新店區北新國民小學附設幼兒園,新店區,公立,8,66700,200,8338,25
新北市新店區新和國民小學附設幼兒園,新店區,公立,8,66700,200,8338,25
新北市新店區新店國民小學附設幼兒園,新店區,公立,8,66700,200,8338,25
新北市新店區青潭國民小學附設幼兒園,新店區,公立,8,66700,200,8338,25
新北市新月非營利幼兒園(委託財團法人彭婉如文教基金會辦理),板橋區,非營利,12,96816,0,8068,0
新北市新林非營利幼兒園(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),林口區,非營利,12,101412,0,8451,0
新北市新莊區中港國民小學附設幼兒園,新莊區,公立,8,66700,200,8338,25
新北市新莊區國泰國民小學附設幼兒園,新莊區,公立,8,66700,200,8338,25
新北市新莊區思賢國民小學附設幼兒園,新莊區,公立,8,66700,200,8338,25
新北市新莊區新泰國民小學附設幼兒園,新莊區,公立,8,66700,200,8338,25
新北市新莊區昌隆國民小學附設幼兒園,新莊區,公立,8,66700,200,8338,25
新北市板橋區信義國民小學附設幼兒園,板橋區,公立,8,66700,200,8338,25
新北市板橋區國光國民小學附設幼兒園,板橋區,公立,8,66700,200,8338,25
新北市板橋區實踐國民小學附設幼兒園,板橋區,公立,8,66700,200,8338,25
新北市板橋區文聖國民小學附設幼兒園,板橋區,公立,8,66700,200,8338,25
新北市板橋區沙崙國民小學附設幼兒園,板橋區,公立,8,66700,200,8338,25
新北市林口區南勢國民小學附設幼兒園,林口區,公立,8,66700,200,8338,25
新北市林口區麗園國民小學附設幼兒園,林口區,公立,8,66700,200,8338,25
新北市柏翠非營利幼兒園(委託財團法人心路社會福利基金會辦理),板橋區,非營利,12,97104,0,8092,0
新北市樹林區大同國民小學附設幼兒園,樹林區,公立,8,66700,200,8338,25
新北市樹林區山佳國民小學附設幼兒園,樹林區,公立,8,66700,200,8338,25
新北市樹林區彭福國民小學附設幼兒園,樹林區,公立,8,66700,200,8338,25
新北市樹林區文林國民小學附設幼兒園,樹林區,公立,8,66700,200,8338,25
新北市樹林區武林國民小學附設幼兒園,樹林區,公立,8,66700,200,8338,25
新北市永和區永和國民小學附設幼兒園,永和區,公立,8,66700,200,8338,25
新北市永和區永平國民小學附設幼兒園,永和區,公立,8,66700,200,8338,25
新北市永和區網溪國民小學附設幼兒園,永和區,公立,8,66700,200,8338,25
新北市汐止區北峰國民小學附設幼兒園,汐止區,公立,8,66700,200,8338,25
新北市汐止區崇德國民小學附設幼兒園,汐止區,公立,8,66700,200,8338,25
新北市汐止區樟樹國民小學附設幼兒園,汐止區,公立,8,66700,200,8338,25
新北市汐止區金龍國民小學附設幼兒園,汐止區,公立,8,66700,200,8338,25
新北市泰山區明志國民小學附設幼兒園,泰山區,公立,8,66700,200,8338,25
新北市淡水區天生國民小學附設幼兒園,淡水區,公立,8,66700,200,8338,25
新北市深坑區深坑國民小學附設幼兒園,深坑區,公立,8,66700,200,8338,25
新北市漢翔非營利幼兒園(委託財團法人三之三生命教育基金會辦理),三峽區,非營利,12,125904,0,10492,0
新北市瑞芳區濂洞國民小學附設幼兒園,瑞芳區,公立,8,66700,200,8338,25
新北市瑞芳區猴硐國民小學附設幼兒園,瑞芳區,公立,8,66700,200,8338,25
新北市石碇區和平國民小學附設幼兒園,石碇區,公立,8,66700,200,8338,25
新北市石碇區石碇國民小學附設幼兒園,石碇區,公立,8,66700,200,8338,25
新北市石門區乾華國民小學附設幼兒園,石門區,公立,8,66700,0,8338,0
新北市石門區石門國民小學附設幼兒園,石門區,公立,8,66700,200,8338,25
新北市石門區老梅國民小學附設幼兒園,石門區,公立,8,66700,200,8338,25
新北市私立七賢幼兒園,永和區,私立,12,308000,0,25667,0
新北市私立三元幼兒園,板橋區,私立,12,396000,36000,33000,3000
新北市私立三和幼兒園,三重區,私立,12,486000,36000,40500,3000
