point,area,type,months,total,monthly
新北市私立安和幼兒園,土城區,私立,12,96000,8000
新北市私立安安堡幼兒園,中和區,準公共化,12,156600,13050
新北市私立安安幼兒園,新莊區,私立,12,97400,8117
新北市私立安尼爾幼兒園,三重區,私立,12,151600,12633
新北市私立安康幼兒園,新店區,私立,10,89000,8900
新北市私立安格幼兒園,汐止區,準公共化,12,112910,9409
新北市私立安欣幼兒園,中和區,私立,12,119200,9933
新北市私立安特幼兒園,中和區,私立,12,118000,9833
新北市私立安迪生幼兒園,永和區,私立,12,197840,16487
新北市私立安迪芬幼兒園,永和區,私立,12,174000,14500
新北市私立安邦幼兒園,中和區,私立,10,64200,6420
新北市私立安馨新店幼兒園,新店區,私立,12,80000,6667
新北市私立宏仁幼兒園,新莊區,私立,12,157380,13115
新北市私立宏仁蒙特梭利幼兒園,中和區,私立,12,204000,17000
新北市私立宏修幼兒園,鶯歌區,私立,12,112600,9383
新北市私立宏幼幼兒園,永和區,準公共化,12,144000,12000
新北市私立宏米優質幼兒園,汐止區,私立,12,102000,8500
新北市私立宏鶯幼兒園,鶯歌區,準公共化,12,119748,9979
新北市私立宜德幼兒園,三重區,準公共化,12,125136,10428
新北市私立宥寶幼兒園,三重區,私立,12,95200,7933
新北市私立容石園幼兒園,新店區,準公共化,12,87922,7327
新北市私立富雅幼兒園,樹林區,準公共化,12,129792,10816
新北市私立實踐幼兒園,中和區,私立,12,132000,11000
新北市私立實踐菁英幼兒園,中和區,私立,12,196400,16367
新北市私立寧馨園幼兒園,新莊區,私立,12,114600,9550
新北市私立寶仁幼兒園,板橋區,私立,12,187040,15587
新北市私立寶媽媽幼兒園,新店區,準公共化,12,129000,10750
新北市私立寶貝世界幼兒園,板橋區,私立,12,160380,13365
新北市私立寶貝媽咪幼兒園,板橋區,私立,12,77600,6467
新北市私立寶貝媽咪資優幼兒園,板橋區,私立,12,184900,15408
新北市私立寶貝家族幼兒園,新莊區,私立,12,123600,10300
新北市私立小博士幼兒園,中和區,私立,12,189600,15800
新北市私立小天才幼兒園,新店區,準公共化,12,105000,8750
新北市私立小奈米幼兒園,板橋區,私立,10,97650,9765
新北市私立小小幼兒園,中和區,準公共化,12,136284,11357
新北市私立小康幼兒園,板橋區,準公共化,12,129840,10820
新北市私立小木屋蒙特梭利幼兒園,林口區,私立,12,164000,13667
新北市私立小樹苗幼兒園,三峽區,私立,12,140400,11700
新北市私立小甜甜幼兒園,三峽區,準公共化,12,151000,12583
新北市私立小百科幼兒園,五股區,準公共化,12,118116,9843
新北市私立小綠芽幼兒園,新店區,私立,12,150000,12500
新北市私立小親親幼兒園,淡水區,私立,12,106000,8833
新北市私立小豆芽四維幼兒園,板橋區,私立,12,127600,10633
新北市私立尼斯堡幼兒園,新店區,準公共化,12,150000,12500
新北市私立尼爾生幼兒園,新莊區,準公共化,10,125602,12560
新北市私立山姆叔叔幼兒園,三峽區,私立,12,99996,8333
新北市私立山姆叔叔板橋幼兒園,板橋區,私立,12,99996,8333
新北市私立山姆幼兒園,鶯歌區,私立,12,99996,8333
新北市私立崇儒幼兒園,中和區,私立,12,126000,10500
新北市私立崇幼幼兒園,汐止區,準公共化,12,134868,11239
新北市私立崴崴幼兒園,汐止區,私立,12,114000,9500
新北市私立巧可麗巧宇幼兒園,板橋區,私立,10,179500,17950
新北市私立巧可麗巧新幼兒園,中和區,私立,12,192000,16000
新北市私立巧可麗幼兒園,永和區,私立,12,192000,16000
新北市私立巧可麗雙和幼兒園,永和區,私立,12,192000,16000
新北市私立巨堡幼兒園,永和區,私立,12,165600,13800
新北市私立巨耀幼兒園,新店區,私立,12,251200,20933
新北市私立布朗尼幼兒園,中和區,私立,12,138000,11500
新北市私立布查花園幼兒園,板橋區,私立,12,216000,18000
新北市私立常春藤幼兒園,土城區,私立,12,109200,9100
新北市私立幸福幼兒園,板橋區,準公共化,12,83536,6961
新北市私立幸運草幼兒園,蘆洲區,準公共化,12,127740,10645
新北市私立幼學館幼兒園,永和區,私立,12,202400,16867
新北市私立幼幼立大幼兒園,新店區,私立,12,127200,10600
新北市私立幼強幼兒園,土城區,私立,12,129200,10767
新北市私立幼心園幼兒園,三峽區,私立,12,66400,5533
新北市私立幼愛幼兒園,新莊區,準公共化,12,156600,13050
新北市私立幼暉幼兒園,板橋區,私立,12,120000,10000
新北市私立幼森幼兒園,永和區,私立,12,144000,12000
新北市私立幼煊幼兒園,汐止區,準公共化,12,110208,9184
新北市私立幼祥幼兒園,板橋區,私立,10,150000,15000
新北市私立幼育成幼兒園,蘆洲區,私立,12,76000,6333
新北市私立幼苗國際幼兒園,三重區,私立,12,84000,7000
新北市私立幼菁幼兒園,板橋區,私立,12,141600,11800
新北市私立幼華幼兒園,板橋區,準公共化,12,156000,13000
新北市私立幼親國際幼兒園,三芝區,準公共化,12,129600,10800
新北市私立幼親幼兒園,三芝區,準公共化,12,132276,11023
新北市私立底格里思幼兒園,中和區,私立,10,149000,14900
新北市私立康乃爾幼兒園,鶯歌區,私立,10,73100,7310
新北市私立康園幼兒園,板橋區,私立,12,144480,12040
新北市私立康大創藝幼兒園,汐止區,私立,12,189204,15767
新北市私立康大幼兒園,汐止區,私立,12,158916,13243
新北市私立康橋幼兒園,蘆洲區,私立,12,208000,17333
新北市私立康華幼兒園,汐止區,私立,10,123500,12350
新北市私立廣福幼兒園,土城區,準公共化,12,163500,13625
新北市私立延吉幼兒園,土城區,私立,12,102000,8500
新北市私立建丞幼兒園,樹林區,私立,12,114000,9500
新北市私立建和幼兒園,新莊區,私立,10,149000,14900
新北市私立弘恩幼兒園,中和區,私立,12,91200,7600
新北市私立強森園幼兒園,三重區,私立,12,133800,11150
新北市私立強生幼兒園,五股區,準公共化,12,138672,11556
新北市私立彩虹鳥蒙特梭利幼兒園,永和區,私立,12,199200,16600
新北市私立彬彬幼兒園,板橋區,私立,10,114700,11470
新北市私立征洋幼兒園,土城區,準公共化,12,132000,11000
新北市私立徐匯幼兒園,蘆洲區,私立,12,106400,8867
新北市私立徠安幼兒園,三重區,私立,12,132240,11020
新北市私立復國幼兒園,三重區,準公共化,12,147000,12250
新北市私立微笑太陽幼兒園,永和區,私立,10,106500,10650
新北市私立微笑幼兒園,林口區,私立,12,132000,11000
新北市私立德寶幼兒園,五股區,私立,12,101200,8433
新北市私立德明幼兒園,中和區,私立,12,132000,11000
新北市私立心世紀幼兒園,板橋區,私立,12,180000,15000
新北市私立心兒園幼兒園,林口區,私立,12,135600,11300
新北市私立心慈幼兒園,新莊區,私立,12,84000,7000
新北市私立心翔幼兒園,泰山區,私立,12,106800,8900
新北市私立心耶魯幼兒園,板橋區,私立,12,126600,10550
新北市私立心語仁愛幼兒園,林口區,私立,10,297772,29777
新北市私立心語幼兒園,林口區,私立,12,327200,27267
新北市私立心象園幼兒園,新店區,私立,10,138240,13824
新北市私立心辰幼兒園,林口區,私立,12,255960,21330
新北市私立忠合幼兒園,中和區,私立,12,160480,13373
新北市私立忠孝幼兒園,板橋區,準公共化,12,132268,11022
新北市私立忠山幼兒園,板橋區,準公共化,12,128160,10680
新北市私立快樂佳園幼兒園,蘆洲區,準公共化,12,133656,11138
新北市私立快樂園幼兒園,蘆洲區,私立,12,69000,5750
新北市私立快樂地幼兒園,樹林區,私立,12,130000,10833
新北市私立快樂學園幼兒園,八里區,私立,12,105600,8800
新北市私立快樂家族幼兒園,淡水區,私立,12,120480,10040
新北市私立快樂小熊幼兒園,淡水區,準公共化,12,118940,9912
新北市私立快樂瑪麗安葳森幼兒園,永和區,私立,12,240660,20055
新北市私立快樂芝麻幼兒園,八里區,私立,12,140600,11717
新北市私立快樂靜思園幼兒園,三峽區,私立,12,162240,13520
新北市私立思源幼兒園,新莊區,準公共化,12,98208,8184
新北市私立恆育幼兒園,三峽區,私立,12,108000,9000
新北市私立恩佑幼兒園,汐止區,私立,12,132600,11050
新北市私立恬馨幼兒園,板橋區,私立,12,152800,12733
新北市私立悅嘉幼兒園,板橋區,私立,12,212480,17707
新北市私立悅慧幼兒園,淡水區,私立,12,147840,12320
新北市私立悅欣幼兒園,板橋區,準公共化,12,150000,12500
新北市私立悅淨幼兒園,板橋區,準公共化,12,150000,12500
新北市私立悠幼幼兒園,新莊區,私立,12,127200,10600
新北市私立惟柰米幼兒園,汐止區,私立,12,151200,12600
新北市私立惠園幼兒園,新莊區,準公共化,12,134184,11182
新北市私立惠文兒童領袖幼兒園,三重區,私立,12,182600,15217
新北市私立惠文小熊森林幼兒園,新莊區,私立,10,173700,17370
新北市私立惠文幼兒園,三重區,私立,10,196400,19640
新北市私立惠文領袖幼兒園,新莊區,私立,12,182600,15217
新北市私立惠群幼兒園,新莊區,準公共化,12,135240,11270
新北市私立意秋幼兒園,新莊區,私立,12,133200,11100
新北市私立愛丁堡幼兒園,蘆洲區,私立,12,191600,15967
新北市私立愛唯兒幼兒園,板橋區,私立,12,203400,16950
新北市私立愛唯揚幼兒園,板橋區,私立,12,166400,13867
新北市私立愛妮爾國際幼兒園,土城區,私立,12,153400,12783
新北市私立愛家幼兒園,淡水區,私立,12,148800,12400
新北市私立愛心園幼兒園,蘆洲區,準公共化,12,126060,10505
新北市私立愛林城堡幼兒園,林口區,私立,10,107000,10700
新北市私立愛林幼兒園,林口區,私立,10,107000,10700
新北市私立愛森堡幼兒園,板橋區,準公共化,12,133660,11138
新北市私立愛樂幼兒園,汐止區,私立,12,170272,14189
新北市私立愛箂兒幼兒園,三重區,準公共化,12,136872,11406
新北市私立愛莉幼兒園,汐止區,私立,12,151000,12583
新北市私立愛迪生幼兒園,鶯歌區,準公共化,12,119808,9984
新北市私立愛霖幼兒園,林口區,私立,10,107000,10700
新北市私立愛麗兒幼兒園,汐止區,私立,12,151000,12583
新北市私立愛麗斯幼兒園,蘆洲區,私立,12,79000,6583
新北市私立愷僑幼兒園,板橋區,私立,12,60000,5000
新北市私立慈園幼兒園,土城區,私立,12,171100,14258
新北市私立慈德幼兒園,中和區,準公共化,12,126000,10500
新北市私立慈惠幼兒園,板橋區,私立,10,71800,7180
新北市私立慈霖幼兒園,土城區,私立,10,138500,13850
新北市私立慧晟幼兒園,板橋區,準公共化,12,138000,11500
新北市私立慧爾幼兒園,汐止區,私立,12,109600,9133
新北市私立慷乃兒幼兒園,新莊區,私立,10,149500,14950
新北市私立成功幼兒園,新莊區,私立,12,150000,12500
新北市私立成德幼兒園,新莊區,私立,12,129800,10817
新北市私立成德菁英幼兒園,新莊區,私立,12,204000,17000
新北市私立成泰幼兒園,五股區,私立,12,169070,14089
新北市私立成真幼兒園,中和區,私立,12,144000,12000
新北市私立振德幼兒園,泰山區,私立,12,90600,7550
新北市私立振鋒幼兒園,五股區,私立,12,96600,8050
新北市私立捧馨園幼兒園,板橋區,私立,12,94596,7883
新北市私立捷群幼兒園,新莊區,私立,12,123600,10300
新北市私立探索幼兒園,三重區,私立,12,193680,16140
新北市私立政達幼兒園,樹林區,私立,12,73992,6166
新北市私立敦品幼兒園,三芝區,私立,12,112000,9333
新北市私立文化幼兒園,三峽區,準公共化,12,151000,12583
新北市私立文堡幼兒園,板橋區,私立,10,160558,16056
新北市私立文大幼兒園,中和區,私立,12,132800,11067
新北市私立文強幼兒園,三峽區,準公共化,12,121872,10156
新北市私立文德幼兒園,蘆洲區,私立,12,108000,9000
新北市私立文心幼兒園,蘆洲區,私立,12,157400,13117
新北市私立文愛幼兒園,五股區,私立,12,116400,9700
新北市私立文揚幼兒園,永和區,準公共化,12,139068,11589
新北市私立文林幼兒園,樹林區,私立,12,108000,9000
新北市私立文理幼兒園,新莊區,準公共化,12,100704,8392
新北市私立文笙幼兒園,新莊區,私立,12,91400,7617
新北市私立文聖幼兒園,板橋區,私立,12,152400,12700
新北市私立文藻幼兒園,土城區,私立,12,144000,12000
新北市私立文達幼兒園,林口區,私立,12,102000,8500
新北市私立新七賢幼兒園,永和區,私立,12,156000,13000
新北市私立新中幼兒園,新店區,私立,12,207820,17318
新北市私立新乖乖幼兒園,新店區,準公共化,12,114984,9582
新北市私立新二重幼兒園,三重區,準公共化,12,126652,10554
新北市私立新仁愛幼兒園,泰山區,私立,12,270000,22500
新北市私立新佳美幼兒園,永和區,私立,10,153200,15320
新北市私立新冠鈞幼兒園,蘆洲區,準公共化,12,152000,12667
新北市私立新大智幼兒園,蘆洲區,私立,12,157400,13117
新北市私立新大華幼兒園,汐止區,私立,10,155300,15530
新北市私立新天地國際蒙特梭利幼兒園,中和區,私立,12,146200,12183
新北市私立新學林幼兒園,三重區,私立,12,99600,8300
新北市私立新寶兒幼兒園,汐止區,私立,12,140400,11700
新北市私立新惠幼幼兒園,永和區,私立,10,199000,19900
新北市私立新新幼兒園,永和區,私立,10,168000,16800
新北市私立新時代幼兒園,中和區,私立,12,123000,10250
新北市私立新林幼兒園,林口區,私立,12,217200,18100
新北市私立新榮富幼兒園,新莊區,私立,12,114000,9500
新北市私立新榮富新莊幼兒園,新莊區,私立,12,172000,14333
新北市私立新欣欣幼兒園,三重區,私立,12,183580,15298
新北市私立新永福幼兒園,三重區,私立,12,134008,11167
新北市私立新育幼幼兒園,新莊區,準公共化,12,148800,12400
新北市私立新苗幼兒園,深坑區,私立,12,142400,11867
新北市私立新華園幼兒園,土城區,準公共化,12,157000,13083
新北市私立新華德幼兒園,汐止區,私立,12,138000,11500
新北市私立新豐幼兒園,汐止區,私立,12,181440,15120
新北市私立新象幼兒園,深坑區,私立,12,142596,11883
新北市私立新邦仁幼兒園,五股區,私立,12,106800,8900
新北市私立新雙成幼兒園,板橋區,準公共化,12,129312,10776
新北市私立方圓幼兒園,新店區,私立,12,84200,7017
新北市私立日光幼兒園,中和區,私立,12,132000,11000
新北市私立日安幼兒園,蘆洲區,準公共化,12,92668,7722
新北市私立星星幼兒園,瑞芳區,私立,12,101000,8417
新北市私立星辰幼兒園,五股區,私立,12,119040,9920
新北市私立春池幼兒園,中和區,私立,12,216500,18042
新北市私立春福幼兒園,深坑區,準公共化,12,138600,11550
新北市私立時代幼兒園,中和區,私立,12,116000,9667
新北市私立晨光幼兒園,新莊區,私立,12,131280,10940
新北市私立晨暘幼兒園,板橋區,私立,12,125600,10467
新北市私立普林斯頓幼兒園,中和區,私立,12,132600,11050
新北市私立普登幼兒園,淡水區,私立,12,183000,15250
新北市私立普薪幼兒園,蘆洲區,私立,12,123000,10250
新北市私立景光幼兒園,中和區,私立,10,108000,10800
新北市私立景平幼兒園,中和區,私立,12,142800,11900
新北市私立景文幼兒園,新店區,私立,12,151640,12637
新北市私立景新幼兒園,中和區,私立,12,147400,12283
新北市私立晴幼幼兒園,泰山區,私立,10,61600,6160
新北市私立智文幼兒園,三峽區,私立,12,122000,10167
新北市私立智晶幼兒園,淡水區,私立,12,120000,10000
新北市私立智盛幼兒園,林口區,私立,12,194320,16193
新北市私立智翔幼兒園,板橋區,準公共化,12,135000,11250
新北市私立書樂幼兒園,汐止區,私立,12,116400,9700
新北市私立曼哈頓幼兒園,汐止區,私立,10,144000,14400
新北市私立朝陽幼兒園,三峽區,私立,10,74000,7400
新北市私立朱徠德幼兒園,鶯歌區,私立,12,191200,15933
新北市私立李氏姐妹幼兒園,新店區,私立,12,148000,12333
新北市私立杜克幼兒園,新莊區,私立,12,114000,9500
新北市私立東光幼兒園,三重區,私立,12,154800,12900
新北市私立東北藝園幼兒園,三峽區,私立,12,158000,13167
新北市私立東橙幼兒園,三峽區,私立,12,152000,12667
新北市私立松林幼兒園,淡水區,私立,12,204000,17000
新北市私立板橋大華幼兒園,板橋區,私立,8,144600,18075
新北市私立板橋天翔幼兒園,板橋區,私立,12,142500,11875
新北市私立板橋育安幼兒園,板橋區,私立,12,98000,8167
新北市私立林口啟文幼兒園,林口區,私立,12,112600,9383
新北市私立林口幼兒園,林口區,私立,10,104600,10460
新北市私立林口愛丁堡幼兒園,林口區,私立,10,79000,7900
新北市私立林肯幼兒園,新店區,私立,12,211200,17600
新北市私立柏克力幼兒園,汐止區,私立,12,114000,9500
新北市私立柏克萊幼兒園,樹林區,私立,10,80100,8010
新北市私立格林幼兒園,中和區,私立,12,123996,10333
新北市私立格登幼兒園,新莊區,私立,12,133000,11083
新北市私立森堡幼兒園,中和區,私立,12,90000,7500
新北市私立森林幼兒園,土城區,私立,12,94000,7833
新北市私立椰林幼兒園,中和區,私立,12,150000,12500
新北市私立楷模幼兒園,新莊區,私立,12,145200,12100
新北市私立榕榕園幼兒園,蘆洲區,私立,12,120000,10000
新北市私立榮光幼兒園,汐止區,私立,12,76500,6375
新北市私立榮富幼兒園,新莊區,私立,12,194410,16201
新北市私立榮欣幼兒園,新莊區,私立,12,114000,9500
新北市私立樂樂童年幼兒園,淡水區,私立,12,230800,19233
新北市私立樂童幼兒園,新店區,準公共化,12,146400,12200
新北市私立樂韻幼兒園,新店區,私立,12,152000,12667
新北市私立樹德幼兒園,土城區,私立,12,73800,6150
新北市私立樹林匯文幼兒園,樹林區,私立,12,84000,7000
新北市私立樹林育林幼兒園,樹林區,私立,12,191610,15968
新北市私立樺興幼兒園,瑞芳區,準公共化,12,103740,8645
新北市私立橡樹園幼兒園,樹林區,私立,12,116000,9667
新北市私立欣勵德幼兒園,板橋區,準公共化,12,114364,9530
新北市私立欣和幼兒園,土城區,私立,12,126000,10500
新北市私立欣園幼兒園,新莊區,私立,12,166300,13858
新北市私立欣明幼兒園,中和區,準公共化,12,120480,10040
新北市私立歡樂寶貝熊幼兒園,淡水區,準公共化,12,157600,13133
新北市私立正隆幼兒園,板橋區,私立,12,102000,8500
新北市私立比佛利幼兒園,泰山區,私立,12,126000,10500
新北市私立比弗利幼兒園,永和區,私立,12,141600,11800
新北市私立比陽幼兒園,泰山區,私立,12,114000,9500
新北市私立民安幼兒園,新莊區,私立,12,190800,15900
新北市私立民德義泉幼兒園,中和區,私立,12,150000,12500
新北市私立民族幼兒園,蘆洲區,私立,12,103600,8633
新北市私立民治園幼兒園,中和區,私立,10,121800,12180
新北市私立民治藝術幼兒園,中和區,私立,10,121800,12180
新北市私立民生幼兒園,新莊區,私立,12,130800,10900
新北市私立民華幼兒園,永和區,私立,10,132600,13260
新北市私立水星幼兒園,新店區,私立,12,149600,12467
新北市私立永佳幼兒園,永和區,私立,12,144000,12000
新北市私立永愛幼兒園,中和區,私立,10,155100,15510
新北市私立永昇幼兒園,土城區,私立,12,172000,14333
新北市私立永松幼兒園,新莊區,私立,10,60000,6000
新北市私立永育兒童城幼兒園,永和區,私立,12,123600,10300
新北市私立永達幼兒園,永和區,私立,12,86800,7233
新北市私立永錡光華幼兒園,新莊區,私立,12,125200,10433
新北市私立永錡幼兒園,新莊區,私立,12,157500,13125
新北市私立永錡新莊幼兒園,新莊區,私立,12,150000,12500
新北市私立永錡板橋幼兒園,板橋區,私立,12,134400,11200
新北市私立永錡裕民幼兒園,新莊區,私立,12,137200,11433
新北市私立汐止一二三幼兒園,汐止區,私立,12,144400,12033
新北市私立汐止名人幼兒園,汐止區,私立,12,155200,12933
新北市私立汐止皇家幼兒園,汐止區,私立,12,217200,18100
新北市私立江翠幼兒園,板橋區,私立,12,124000,10333
新北市私立河馬幼兒園,土城區,私立,12,177800,14817
新北市私立泉慧幼兒園,蘆洲區,私立,12,168400,14033
新北市私立泡泡龍幼兒園,中和區,私立,12,138400,11533
新北市私立泰山慈惠幼兒園,泰山區,準公共化,12,129428,10786
新北市私立淡水啟文幼兒園,淡水區,私立,12,116000,9667
新北市私立淡水新興幼兒園,淡水區,私立,12,165800,13817
新北市私立淡水松柏幼兒園,淡水區,私立,12,156000,13000
新北市私立淯馨幼兒園,永和區,私立,12,186000,15500
新北市私立深緣幼兒園,深坑區,準公共化,12,158400,13200
新北市私立溫德爾幼兒園,五股區,私立,12,135480,11290
新北市私立溫德爾林口幼兒園,林口區,私立,12,118800,9900
新北市私立溫斯頓幼兒園,淡水區,私立,12,186400,15533
新北市私立溫特爾幼兒園,三峽區,私立,12,151480,12623
新北市私立溫馨幼兒園,板橋區,私立,12,127600,10633
新北市私立漂亮寶貝幼兒園,板橋區,私立,12,176000,14667
新北市私立漢斯堡國際幼兒園,淡水區,私立,12,79800,6650
新北市私立漢東幼兒園,板橋區,私立,12,189010,15751
新北市私立漢林堡幼兒園,板橋區,準公共化,12,138600,11550
新北市私立漢華幼兒園,新店區,私立,12,132000,11000
新北市私立澄品幼兒園,樹林區,私立,12,120000,10000
新北市私立炫媽咪幼兒園,新店區,私立,12,176470,14706
新北市私立班博士幼兒園,三重區,私立,12,148800,12400
新北市私立班尼迪克幼兒園,板橋區,私立,12,169880,14157
新北市私立瑪莉亞蒙特梭利幼兒園,三峽區,私立,12,188000,15667
新北市私立璦俐兒幼兒園,三峽區,私立,12,86200,7183
新北市私立環愛幼兒園,蘆洲區,準公共化,12,152000,12667
新北市私立甜甜幼兒園,三重區,私立,10,153000,15300
新北市私立生活家幼兒園,新莊區,準公共化,12,129000,10750
新北市私立生活村幼兒園,板橋區,私立,12,171000,14250
新北市私立田園幼兒園,板橋區,私立,10,142050,14205
新北市私立發現小熊森林幼兒園,板橋區,私立,12,175920,14660
新北市私立白兔幼兒園,中和區,私立,12,100000,8333
新北市私立皇佳幼兒園,板橋區,私立,12,72840,6070
新北市私立皇家貴族幼兒園,板橋區,私立,12,242000,20167
新北市私立益智幼兒園,三重區,私立,12,84000,7000
新北市私立省思幼兒園,板橋區,準公共化,12,119428,9952
新北市私立真理蒙特梭利幼兒園,中和區,私立,12,138540,11545
新北市私立碧安幼兒園,新店區,準公共化,12,133400,11117
新北市私立碧華幼兒園,三重區,私立,12,118800,9900
新北市私立祐昇幼兒園,蘆洲區,準公共化,12,132000,11000
新北市私立神奇小子幼兒園,汐止區,私立,12,131600,10967
新北市私立福林幼兒園,林口區,私立,12,174000,14500
新北市私立福樂幼兒園,中和區,私立,12,200640,16720
新北市私立福祿貝爾幼兒園,林口區,私立,10,185360,18536
新北市私立福華幼兒園,新莊區,私立,12,86072,7173
新北市私立福音幼兒園,板橋區,私立,12,138000,11500
新北市私立禾力幼兒園,新店區,私立,12,184320,15360
新北市私立禾稼幼兒園,板橋區,私立,12,121400,10117
新北市私立禾米國際幼兒園,新店區,私立,12,271200,22600
新北市私立秀明幼兒園,永和區,私立,10,140000,14000
新北市私立科見幼兒園,永和區,私立,10,189000,18900
新北市私立科見板橋幼兒園,板橋區,私立,10,188690,18869
新北市私立積木幼兒園,新店區,私立,12,191600,15967
新北市私立立仁幼兒園,土城區,私立,12,144900,12075
新北市私立立信幼兒園,板橋區,準公共化,12,115716,9643
新北市私立立大幼兒園,新店區,私立,12,132000,11000
新北市私立立強幼兒園,汐止區,準公共化,12,117936,9828
新北市私立立德幼兒園,汐止區,私立,12,120000,10000
新北市私立立新幼兒園,土城區,私立,10,141958,14196
新北市私立立群幼兒園,樹林區,私立,12,129600,10800
新北市私立立聖幼兒園,板橋區,準公共化,12,121200,10100
新北市私立童圓幼兒園,汐止區,準公共化,12,144600,12050
新北市私立童妍幼兒園,三峽區,私立,12,178800,14900
新北市私立童心圓幼兒園,新店區,私立,12,156960,13080
新北市私立童苑幼兒園,板橋區,私立,12,161080,13423
新北市私立童話村幼兒園,三峽區,準公共化,12,135408,11284
新北市私立米亞藝術幼兒園,土城區,私立,12,145000,12083
新北市私立米其幼兒園,瑞芳區,準公共化,12,111700,9308
新北市私立精緻之家幼兒園,板橋區,準公共化,12,144000,12000
新北市私立精英國際幼兒園,鶯歌區,私立,12,227380,18948
新北市私立紅樹林幼兒園,淡水區,私立,10,101500,10150
新北市私立維多利亞幼兒園,蘆洲區,私立,10,123800,12380
新北市私立維多莉爾南天母幼兒園,土城區,私立,12,183200,15267
新北市私立維多莉爾幼兒園,土城區,私立,12,158472,13206
新北市私立維尼芽幼兒園,新莊區,私立,12,147600,12300
新北市私立維格爾幼兒園,汐止區,私立,12,180480,15040
新北市私立維格爾欣悅幼兒園,汐止區,私立,12,210000,17500
新北市私立維珍妮幼兒園,五股區,私立,12,99600,8300
新北市私立緹家寶幼兒園,板橋區,準公共化,12,119896,9991
新北市私立美式夏綠蒂幼兒園,蘆洲區,私立,12,166000,13833
新北市私立美敦幼兒園,蘆洲區,準公共化,12,129000,10750
新北市私立美樂蒂幼兒園,蘆洲區,私立,12,115600,9633
新北市私立翊華三重國際幼兒園,三重區,私立,12,180000,15000
新北市私立翊華幼兒園,蘆洲區,私立,12,108000,9000
新北市私立翊華幼兒園民族分班,蘆洲區,私立,12,108000,9000
新北市私立翔祥幼兒園,林口區,私立,10,148220,14822
新北市私立翰尼永和幼兒園,永和區,私立,10,118000,11800
新北市私立聖中幼兒園,中和區,準公共化,12,132000,11000
新北市私立聖母幼兒園,三峽區,私立,12,114000,9500
新北市私立聖路易幼兒園,板橋區,私立,12,155280,12940
新北市私立聖雅幼兒園,五股區,私立,12,126000,10500
新北市私立聯合幼兒園,汐止區,私立,12,141840,11820
新北市私立聯華幼兒園,新店區,私立,10,92000,9200
新北市私立肯妮斯幼兒園,三重區,私立,12,124800,10400
新北市私立肯恩土城幼兒園,土城區,私立,12,93000,7750
新北市私立育人幼兒園,板橋區,私立,12,131200,10933
新北市私立育全三峽幼兒園,三峽區,私立,12,120480,10040
新北市私立育全保安幼兒園,樹林區,私立,12,120480,10040
新北市私立育全幼兒園,新莊區,私立,12,132000,11000
新北市私立育全鶯歌幼兒園,鶯歌區,私立,12,120480,10040
新北市私立育圃幼兒園,永和區,私立,12,210000,17500
新北市私立育太幼兒園,板橋區,私立,12,194910,16243
新北市私立育安園幼兒園,樹林區,私立,12,126000,10500
新北市私立育安幼兒園,樹林區,私立,12,126000,10500
新北市私立育心寶貝幼兒園,中和區,私立,12,151008,12584
新北市私立育才幼兒園,中和區,私立,12,136000,11333
新北市私立育林幼兒園,三重區,私立,10,85300,8530
新北市私立育格幼兒園,瑞芳區,私立,12,126000,10500
新北市私立育榕幼兒園,泰山區,私立,10,61600,6160
新北市私立育樂幼兒園,板橋區,私立,10,118000,11800
新北市私立育碩幼兒園,淡水區,私立,12,145680,12140
新北市私立育群幼兒園,板橋區,準公共化,12,106640,8887
新北市私立育苗幼兒園,永和區,準公共化,12,144000,12000
新北市私立育誠中榮幼兒園,新莊區,準公共化,12,125352,10446
新北市私立育誠幼兒園,新莊區,準公共化,12,124392,10366
新北市私立致理幼兒園,板橋區,準公共化,12,95540,7962
新北市私立臻寶園幼兒園,淡水區,私立,12,126000,10500
新北市私立興南幼兒園,中和區,私立,12,198410,16534
新北市私立興名陽幼兒園,板橋區,私立,12,114000,9500
新北市私立興華幼兒園,蘆洲區,私立,12,88800,7400
新北市私立良華幼兒園,五股區,準公共化,12,139804,11650
新北市私立艾力克幼兒園,三重區,準公共化,12,152000,12667
新北市私立艾寶貝幼兒園,蘆洲區,私立,12,134472,11206
新北市私立艾法薇爾幼兒園,板橋區,私立,12,192000,16000
新北市私立艾法貝爾幼兒園,板橋區,私立,12,216000,18000
新北市私立艾瑞克幼兒園,永和區,私立,12,155000,12917
新北市私立艾美樂幼兒園,三重區,私立,12,132000,11000
新北市私立艾蒙幼兒園,中和區,私立,12,90996,7583
新北市私立芝柏幼兒園,三芝區,準公共化,12,103212,8601
新北市私立芝蔴城幼兒園,汐止區,私立,12,139000,11583
新北市私立芫銘幼兒園,中和區,私立,12,145320,12110
新北市私立芯品幼兒園,新店區,私立,12,238200,19850
新北市私立芯琦幼兒園,新店區,私立,12,187800,15650
新北市私立花仙子幼兒園,汐止區,準公共化,12,137508,11459
新北市私立若仁幼兒園,板橋區,私立,12,179200,14933
新北市私立英勝幼兒園,新莊區,私立,12,248400,20700
新北市私立英嘉幼兒園,三重區,私立,12,200800,16733
新北市私立英格麗幼兒園,淡水區,準公共化,12,126000,10500
新北市私立英群幼兒園,三重區,私立,12,252400,21033
