point,area,type,months,total1,total2,monthly1,monthly2,total3
環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,斗六市,私立,12,154000,0,12833,0,154000
社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,斗六市,非營利,12,0,0,10875,0,130500
福智學校財團法人雲林縣福智國民小學附設私立福智幼兒園,古坑鄉,準公共化,12,130120,9000,10843,750,130120
豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,斗六市,私立,12,26600,0,2217,0,26600
財團法人天主教中華道明修女會附設雲林縣私立斗南幼兒園,斗南鎮,準公共化,12,105756,0,8813,0,105756
財團法人天主教中華道明修女會附設雲林縣私立西光幼兒園,西螺鎮,準公共化,12,99000,9000,8250,750,99000
財團法人天主教會嘉義教區附設雲林縣私立善導幼兒園,北港鎮,準公共化,12,96004,9000,8000,750,96004
財團法人天主教會嘉義教區附設雲林縣私立正心幼兒園,斗六市,準公共化,12,131224,9000,10935,750,131224
財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,虎尾鎮,準公共化,12,100512,9000,8376,750,100512
財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,臺西鄉,準公共化,12,96672,9000,8056,750,96672
財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,斗六市,準公共化,12,92000,0,7667,0,92000
財團法人福智文教基金會附設雲林縣私立妙慧幼兒園,斗六市,準公共化,12,131292,9000,10941,750,131292
雲林縣二崙鄉立幼兒園,二崙鄉,公立,11.5,35150,0,3057,0,35150
雲林縣元長鄉立幼兒園和平分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣元長鄉立幼兒園忠孝分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣北港鎮北辰國民小學附設幼兒園,北港鎮,公立,9,34950,200,3883,22,34950
雲林縣北港鎮立幼兒園,北港鎮,公立,12,38000,0,3167,0,38000
雲林縣口湖鄉立幼兒園,口湖鄉,公立,11.5,36850,0,3204,0,36850
雲林縣口湖鄉金湖國民小學附設幼兒園,口湖鄉,公立,9,32250,0,3583,0,32250
雲林縣古坑鄉立幼兒園,古坑鄉,公立,12,37400,0,3117,0,37400
雲林縣古坑鄉立幼兒園樟湖分班,古坑鄉,公立,12,32600,0,2717,0,32600
雲林縣四湖鄉四湖國民小學附設幼兒園,四湖鄉,公立,9,36120,0,4013,0,36120
雲林縣四湖鄉立幼兒園,四湖鄉,公立,12,37760,0,3147,0,37760
雲林縣土庫鎮立幼兒園北平分班,土庫鎮,公立,9,35600,0,3956,0,35600
雲林縣土庫鎮馬光國民小學附設幼兒園,土庫鎮,公立,9,35600,200,3956,22,35600
雲林縣大埤鄉大埤國民小學附設幼兒園,大埤鄉,公立,9,35220,0,3913,0,35220
雲林縣大埤鄉立幼兒園,大埤鄉,公立,12,44200,0,3683,0,44200
雲林縣婦幼非營利幼兒園(委託社團法人雲林縣親子教育協會辦理),斗六市,非營利,12,0,0,10527,0,126324
雲林縣崙背鄉崙背國民小學附設幼兒園,崙背鄉,公立,9,31730,200,3526,22,31730
雲林縣崙背鄉立幼兒園,崙背鄉,公立,11,40600,0,3691,0,40600
雲林縣斗六市林頭國民小學附設幼兒園,斗六市,公立,9,34320,0,3813,0,34320
雲林縣斗六市立幼兒園,斗六市,公立,12,45400,0,3783,0,45400
雲林縣斗六市鎮東國民小學附設幼兒園,斗六市,公立,9,34320,200,3813,22,34320
雲林縣斗南鎮立幼兒園,斗南鎮,公立,12,45600,0,3800,0,45600
雲林縣東勢鄉東勢國民小學附設幼兒園,東勢鄉,公立,9,32700,0,3633,0,32700
雲林縣林內鄉立幼兒園,林內鄉,公立,11,39100,0,3555,0,39100
雲林縣水林鄉立幼兒園,水林鄉,公立,12,34000,0,2833,0,34000
雲林縣私立三民幼兒園,虎尾鎮,準公共化,12,114288,9000,9524,750,114288
雲林縣私立上島幼兒園,土庫鎮,私立,12,100000,0,8333,0,100000
雲林縣私立上智幼兒園,虎尾鎮,準公共化,12,132012,9000,11001,750,132012
雲林縣私立中興幼兒園,斗南鎮,準公共化,12,110316,9000,9193,750,110316
雲林縣私立丹尼兒幼兒園,虎尾鎮,私立,12,149600,0,12467,0,149600
雲林縣私立丹迪幼兒園,大埤鄉,準公共化,12,112224,0,9352,0,112224
雲林縣私立乖乖幼兒園,二崙鄉,準公共化,12,99552,9000,8296,750,99552
雲林縣私立亞歷山大幼兒園,大埤鄉,準公共化,12,107808,9000,8984,750,107808
雲林縣私立人之初幼兒園,北港鎮,準公共化,12,135828,9000,11319,750,135828
雲林縣私立仁智幼兒園,水林鄉,準公共化,12,122964,9000,10247,750,122964
雲林縣私立來來幼兒園,斗六市,準公共化,12,121536,9000,10128,750,121536
雲林縣私立兒皇宮幼兒園,斗六市,私立,12,131600,0,10967,0,131600
雲林縣私立博仁幼兒園,斗南鎮,準公共化,12,117132,9000,9761,750,117132
雲林縣私立卡爾蕎幼兒園,麥寮鄉,準公共化,12,141276,9000,11773,750,141276
雲林縣私立哈佛幼兒園,斗六市,準公共化,12,111796,14400,9316,1200,111796
雲林縣私立啟芳幼兒園,元長鄉,準公共化,12,88808,0,7401,0,88808
雲林縣私立喬大幼兒園,西螺鎮,準公共化,12,115288,9000,9607,750,115288
雲林縣私立國恩幼兒園,莿桐鄉,準公共化,12,116820,0,9735,0,116820
雲林縣私立大屯幼兒園,虎尾鎮,準公共化,12,124620,0,10385,0,124620
雲林縣私立大鳥幼兒園,西螺鎮,準公共化,12,118324,9000,9860,750,118324
雲林縣私立奇豐幼兒園,口湖鄉,準公共化,12,85200,0,7100,0,85200
雲林縣私立奧斯卡幼兒園,北港鎮,準公共化,12,123636,9000,10303,750,123636
雲林縣私立姿善幼兒園,虎尾鎮,準公共化,12,99156,0,8263,0,99156
雲林縣私立安安幼兒園,虎尾鎮,準公共化,12,137600,9000,11467,750,137600
雲林縣私立宏祐幼兒園,元長鄉,準公共化,12,119760,9000,9980,750,119760
雲林縣私立小博士幼兒園,斗六市,準公共化,12,96000,9000,8000,750,96000
雲林縣私立小天才幼兒園,斗南鎮,準公共化,12,106548,9600,8879,800,106548
雲林縣私立小星星幼兒園,斗六市,準公共化,12,146280,9000,12190,750,146280
雲林縣私立康橋幼兒園,斗六市,準公共化,12,113544,9000,9462,750,113544
雲林縣私立建國幼兒園,斗六市,私立,12,102000,0,8500,0,102000
雲林縣私立惠幼幼兒園,北港鎮,私立,12,72400,0,6033,0,72400
雲林縣私立惠華幼兒園,崙背鄉,準公共化,12,118728,18000,9894,1500,118728
雲林縣私立愛尼爾幼兒園,褒忠鄉,準公共化,12,97308,9000,8109,750,97308
雲林縣私立愛德堡幼兒園,斗六市,準公共化,12,125124,9000,10427,750,125124
雲林縣私立愛迪亞幼兒園,斗六市,準公共化,12,132000,9000,11000,750,132000
雲林縣私立斗六保進幼兒園,斗六市,準公共化,12,169200,14400,14100,1200,169200
雲林縣私立新奇豐幼兒園,北港鎮,準公共化,12,101208,0,8434,0,101208
雲林縣私立新文仁幼兒園,北港鎮,私立,12,84000,0,7000,0,84000
雲林縣私立新立仁幼兒園,虎尾鎮,準公共化,12,116028,9000,9669,750,116028
雲林縣私立春子幼兒園,虎尾鎮,私立,12,149600,0,12467,0,149600
雲林縣私立春民幼兒園,虎尾鎮,私立,12,149600,0,12467,0,149600
雲林縣私立東昇幼兒園,西螺鎮,準公共化,12,112884,9000,9407,750,112884
雲林縣私立欣欣幼兒園,土庫鎮,私立,12,108000,0,9000,0,108000
雲林縣私立正大幼兒園,土庫鎮,準公共化,12,139080,9000,11590,750,139080
雲林縣私立海光幼兒園,麥寮鄉,準公共化,12,96000,0,8000,0,96000
雲林縣私立為登幼兒園,林內鄉,私立,12,90000,12000,7500,1000,90000
雲林縣私立班米羅幼兒園,元長鄉,準公共化,12,114924,9000,9577,750,114924
