point,area,type,months,total1,total2,monthly1,monthly2
環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,斗六市,私立,12,128000,0,10667,0
社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,斗六市,非營利,12,101052,0,8421,0
福智學校財團法人雲林縣福智國民小學附設私立福智幼兒園,古坑鄉,準公共化,12,112152,9000,9346,750
豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,斗六市,私立,12,26600,0,2217,0
財團法人天主教中華道明修女會附設雲林縣私立斗南幼兒園,斗南鎮,準公共化,12,100116,0,8343,0
財團法人天主教中華道明修女會附設雲林縣私立西光幼兒園,西螺鎮,準公共化,12,88764,9000,7397,750
財團法人天主教會嘉義教區附設雲林縣私立善導幼兒園,北港鎮,準公共化,12,89776,9000,7481,750
財團法人天主教會嘉義教區附設雲林縣私立正心幼兒園,斗六市,準公共化,12,115600,9000,9633,750
財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,虎尾鎮,準公共化,12,91632,9000,7636,750
財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,臺西鄉,準公共化,12,92112,9000,7676,750
財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,斗六市,私立,12,77600,0,6467,0
財團法人福智文教基金會附設雲林縣私立妙慧幼兒園,斗六市,準公共化,12,107412,0,8951,0
雲林縣中正非營利幼兒園(委託環球學校財團法人辦理),虎尾鎮,非營利,12,90288,0,7524,0
雲林縣二崙鄉立幼兒園,二崙鄉,公立,11,35150,0,3195,0
雲林縣保長非營利幼兒園(委託社團法人雲林縣親子教育協會辦理),斗六市,非營利,12,96216,0,8018,0
雲林縣元長鄉立幼兒園,元長鄉,公立,12,34400,0,2867,0
雲林縣元長鄉立幼兒園仁德分班,元長鄉,公立,12,36200,0,3017,0
雲林縣元長鄉立幼兒園仁愛分班,元長鄉,公立,12,33800,0,2817,0
雲林縣元長鄉立幼兒園信義分班,元長鄉,公立,12,33800,0,2817,0
雲林縣元長鄉立幼兒園和平分班,元長鄉,公立,12,33800,0,2817,0
雲林縣元長鄉立幼兒園客厝分班,元長鄉,公立,12,33800,0,2817,0
雲林縣元長鄉立幼兒園忠孝分班,元長鄉,公立,12,33800,0,2817,0
雲林縣元長鄉立幼兒園新生分班,元長鄉,公立,12,36200,0,3017,0
雲林縣公誠非營利幼兒園(委託財團法人高雄市私立復華高級中學辦理),斗六市,非營利,12,84732,0,7061,0
雲林縣北港鎮南陽國民小學附設幼兒園,北港鎮,公立,8,34950,0,4369,0
雲林縣北港鎮好收國民小學附設幼兒園,北港鎮,公立,8,34500,0,4313,0
雲林縣北港鎮朝陽國民小學附設幼兒園,北港鎮,公立,8,34950,200,4369,25
雲林縣北港鎮立幼兒園,北港鎮,公立,12,38000,0,3167,0
雲林縣口湖鄉文光國民小學附設幼兒園,口湖鄉,公立,8,31730,0,3966,0
雲林縣口湖鄉立幼兒園,口湖鄉,公立,12,37300,0,3108,0
雲林縣口湖鄉金湖國民小學附設幼兒園,口湖鄉,公立,8,32250,0,4031,0
雲林縣古坑鄉棋山國民小學附設幼兒園,古坑鄉,公立,8,34250,200,4281,25
雲林縣古坑鄉立幼兒園,古坑鄉,公立,11,36850,0,3350,0
雲林縣古坑鄉立幼兒園樟湖分班,古坑鄉,公立,11,32050,0,2914,0
雲林縣古坑鄉草嶺生態地質國民小學附設幼兒園,古坑鄉,公立,8,35844,0,4481,0
雲林縣古坑鄉華山國民小學附設幼兒園,古坑鄉,公立,8,34320,0,4290,0
雲林縣四湖鄉四湖國民小學附設幼兒園,四湖鄉,公立,8,36122,0,4515,0
雲林縣四湖鄉立幼兒園,四湖鄉,公立,10,36660,0,3666,0
雲林縣土庫鎮土庫國民小學附設幼兒園,土庫鎮,公立,8,35220,0,4403,0
雲林縣土庫鎮立幼兒園,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園北平分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園南平分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園埤腳分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園大荖分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園崙內分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園扶朝分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園新庄分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園東平分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園秀潭分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣土庫鎮立幼兒園興新分班,土庫鎮,公立,10,33900,0,3390,0
雲林縣大埤鄉大埤國民小學附設幼兒園,大埤鄉,公立,8,35220,0,4403,0
雲林縣大埤鄉立幼兒園,大埤鄉,公立,12,39400,0,3283,0
雲林縣安定非營利幼兒園(委託社團法人彰化縣中華幼兒教保職涯發展協會辦理),西螺鎮,非營利,12,96216,0,8018,0
雲林縣山峰華德福教育實驗國民小學附設幼兒園,古坑鄉,公立,8,31350,200,3919,25
雲林縣崙背鄉崙背國民小學附設幼兒園,崙背鄉,公立,8,31730,200,3966,25
雲林縣崙背鄉立幼兒園,崙背鄉,公立,10,38200,0,3820,0
雲林縣斗六市久安國民小學附設幼兒園,斗六市,公立,8,33420,0,4178,0
雲林縣斗六市斗六國民小學附設幼兒園,斗六市,公立,8,34320,200,4290,25
雲林縣斗六市林頭國民小學附設幼兒園,斗六市,公立,8,34320,0,4290,0
雲林縣斗六市溝壩國民小學附設幼兒園,斗六市,公立,8,34384,0,4298,0
雲林縣斗六市石榴國民小學附設幼兒園,斗六市,公立,8,34320,200,4290,25
雲林縣斗六市立幼兒園,斗六市,公立,12,43000,0,3583,0
雲林縣斗六市鎮南國民小學附設幼兒園,斗六市,公立,8,34320,0,4290,0
雲林縣斗六市鎮東國民小學附設幼兒園,斗六市,公立,8,34320,200,4290,25
雲林縣斗六市雲林國民小學附設幼兒園,斗六市,公立,8,34320,200,4290,25
雲林縣斗南鎮文安國民小學附設幼兒園,斗南鎮,公立,8,34320,200,4290,25
