point,area,type,months,total1,total2,monthly1,monthly2
台灣中油苗栗區福利分會附設苗栗縣私立中油幼兒園,苗栗市,私立,10,116400,0,11640,0
廣亞學校財團法人育達科技大學附設苗栗縣私立廣秀森林幼兒園,造橋鄉,私立,12,348000,0,29000,0
苗栗縣三灣鄉三灣國民小學附設幼兒園,三灣鄉,公立,8,61800,0,7725,0
苗栗縣三義鄉鯉魚國民小學附設幼兒園,三義鄉,公立,8,60000,200,7500,25
苗栗縣公館鄉仁愛國民小學附設幼兒園,公館鄉,公立,8,61800,200,7725,25
苗栗縣卓蘭鎮立幼兒園,卓蘭鎮,公立,10,68400,0,6840,0
苗栗縣卓蘭鎮立幼兒園坪林分班,卓蘭鎮,公立,10,68400,0,6840,0
苗栗縣卓蘭鎮立幼兒園景山分班,卓蘭鎮,公立,10,68400,0,6840,0
苗栗縣南庄鄉南庄國民小學附設幼兒園,南庄鄉,公立,8,56400,0,7050,0
苗栗縣南庄鄉立幼兒園,南庄鄉,公立,10,47200,0,4720,0
苗栗縣南庄鄉蓬萊國民小學附設幼兒園,南庄鄉,公立,8,54600,0,6825,0
苗栗縣大湖鄉新開國民小學附設幼兒園,大湖鄉,公立,8,61800,200,7725,25
苗栗縣大湖鄉栗林國民小學附設幼兒園,大湖鄉,公立,8,61800,200,7725,25
苗栗縣大湖鄉立幼兒園,大湖鄉,公立,10,67500,0,6750,0
苗栗縣泰安鄉清安國民小學附設幼兒園,泰安鄉,公立,8,52800,0,6600,0
苗栗縣泰安鄉立幼兒園,泰安鄉,公立,10,32000,0,3200,0
苗栗縣泰安鄉立幼兒園大興分班,泰安鄉,公立,10,32000,0,3200,0
苗栗縣泰安鄉立幼兒園象鼻分班,泰安鄉,公立,10,32000,0,3200,0
苗栗縣私立一二三幼兒園,公館鄉,準公共化,12,265008,9000,22084,750
苗栗縣私立三之三嘉新幼兒園,苗栗市,準公共化,12,312000,12000,26000,1000
苗栗縣私立三之三寶貝幼兒園,苗栗市,準公共化,12,282720,12000,23560,1000
苗栗縣私立三之三幼兒園,苗栗市,準公共化,12,224208,9000,18684,750
苗栗縣私立三義名人幼兒園,三義鄉,準公共化,12,227592,0,18966,0
苗栗縣私立三義愛彌兒幼兒園,三義鄉,準公共化,12,203520,7200,16960,600
苗栗縣私立中大幼兒園,頭份市,準公共化,12,280800,0,23400,0
苗栗縣私立中祥幼兒園,造橋鄉,準公共化,12,221952,0,18496,0
苗栗縣私立中華幼兒園,後龍鎮,準公共化,12,192192,9000,16016,750
苗栗縣私立佳佳幼兒園,竹南鎮,準公共化,12,225360,9000,18780,750
苗栗縣私立佳聲幼兒園,竹南鎮,準公共化,12,243008,9000,20251,750
苗栗縣私立優優幼兒園,頭份市,準公共化,12,269760,0,22480,0
苗栗縣私立優生幼兒園,通霄鎮,準公共化,12,201936,9000,16828,750
苗栗縣私立全人幼兒園,頭份市,準公共化,12,261504,9000,21792,750
苗栗縣私立全有幼兒園,公館鄉,準公共化,12,200472,9000,16706,750
苗栗縣私立史丹佛幼兒園,竹南鎮,私立,10,592000,0,59200,0
苗栗縣私立吉的堡幼兒園,苗栗市,準公共化,12,221728,0,18477,0
苗栗縣私立名人幼兒園,頭份市,準公共化,12,252840,9000,21070,750
苗栗縣私立名家幼兒園,苑裡鎮,準公共化,12,283200,0,23600,0
苗栗縣私立啊囉哈幼兒園,頭份市,私立,12,202848,0,16904,0
苗栗縣私立喬嘉樂幼兒園,苗栗市,準公共化,12,226848,6000,18904,500
苗栗縣私立多倫多幼兒園,卓蘭鎮,準公共化,12,231264,9000,19272,750
苗栗縣私立奇奇幼兒園,竹南鎮,準公共化,12,230424,21120,19202,1760
苗栗縣私立如興幼兒園,竹南鎮,準公共化,12,223816,9000,18651,750
苗栗縣私立妙妙成長幼兒園,竹南鎮,準公共化,12,258576,9000,21548,750
苗栗縣私立小亨利幼兒園,通霄鎮,準公共化,12,242472,7200,20206,600
苗栗縣私立小木偶幼兒園,公館鄉,準公共化,12,201096,8400,16758,700
苗栗縣私立小瓢蟲幼兒園,苑裡鎮,準公共化,12,203648,9000,16971,750
苗栗縣私立小米吉幼兒園,後龍鎮,準公共化,12,207232,9000,17269,750
苗栗縣私立小豆荳幼兒園,公館鄉,私立,12,268800,0,22400,0
苗栗縣私立尼采幼兒園,竹南鎮,準公共化,12,230240,9000,19187,750
苗栗縣私立巧一幼兒園,頭份市,準公共化,12,271704,9000,22642,750
