point,area,type,months,total,monthly
花蓮縣吉安鄉稻香國民小學附設幼兒園,吉安鄉,公立,10,29900,2990
花蓮縣吉安鄉立幼兒園,吉安鄉,公立,12,35194,2933
花蓮縣壽豐鄉壽豐國民小學附設幼兒園,壽豐鄉,公立,8,27310,3414
花蓮縣壽豐鄉志學國民小學附設幼兒園,壽豐鄉,公立,10,28460,2846
花蓮縣壽豐鄉水璉國民小學附設幼兒園,壽豐鄉,公立,10,27260,2726
花蓮縣壽豐鄉立幼兒園,壽豐鄉,公立,12,32800,2733
花蓮縣壽豐鄉立幼兒園北區分班,壽豐鄉,公立,12,32800,2733
花蓮縣壽豐鄉豐山國民小學附設幼兒園,壽豐鄉,公立,10,28160,2816
花蓮縣富里鄉學田國民小學附設幼兒園,富里鄉,公立,10,25760,2576
花蓮縣富里鄉富里國民小學附設幼兒園,富里鄉,公立,10,29260,2926
花蓮縣富里鄉明里國民小學附設幼兒園,富里鄉,公立,10,25760,2576
花蓮縣富里鄉東竹國民小學附設幼兒園,富里鄉,公立,10,27460,2746
花蓮縣富里鄉東里國民小學附設幼兒園,富里鄉,公立,10,26860,2686
花蓮縣富里鄉永豐國民小學附設幼兒園,富里鄉,公立,10,25760,2576
花蓮縣新城鄉北埔國民小學附設幼兒園,新城鄉,公立,10,28260,2826
花蓮縣新城鄉康樂國民小學附設幼兒園,新城鄉,公立,10,26660,2666
花蓮縣新城鄉新城國民小學附設幼兒園,新城鄉,公立,10,29260,2926
花蓮縣新城鄉立幼兒園,新城鄉,公立,12,33000,2750
花蓮縣玉里鎮三民國民小學附設幼兒園,玉里鎮,公立,10,26560,2656
花蓮縣玉里鎮中城國民小學附設幼兒園,玉里鎮,公立,10,26740,2674
花蓮縣玉里鎮大禹國民小學附設幼兒園,玉里鎮,公立,10,27080,2708
花蓮縣玉里鎮春日國民小學附設幼兒園,玉里鎮,公立,10,26960,2696
花蓮縣玉里鎮松浦國民小學附設幼兒園,玉里鎮,公立,10,26540,2654
花蓮縣玉里鎮樂合國民小學附設幼兒園,玉里鎮,公立,10,25760,2576
花蓮縣玉里鎮源城國民小學附設幼兒園,玉里鎮,公立,10,26860,2686
花蓮縣玉里鎮玉里國民小學附設幼兒園,玉里鎮,公立,10,29260,2926
花蓮縣玉里鎮長良國民小學附設幼兒園,玉里鎮,公立,10,26960,2696
花蓮縣玉里鎮高寮國民小學附設幼兒園,玉里鎮,公立,10,27060,2706
花蓮縣瑞穗鄉奇美國民小學附設幼兒園,瑞穗鄉,公立,10,28260,2826
花蓮縣瑞穗鄉富源國民小學附設幼兒園,瑞穗鄉,公立,10,27460,2746
花蓮縣瑞穗鄉瑞北國民小學附設幼兒園,瑞穗鄉,公立,10,27460,2746
花蓮縣瑞穗鄉瑞穗國民小學附設幼兒園,瑞穗鄉,公立,10,26260,2626
花蓮縣瑞穗鄉瑞美國民小學附設幼兒園,瑞穗鄉,公立,10,26860,2686
花蓮縣瑞穗鄉立幼兒園,瑞穗鄉,公立,12,23600,1967
花蓮縣秀林鄉三棧國民小學附設幼兒園,秀林鄉,公立,10,25760,2576
花蓮縣秀林鄉和平國民小學附設幼兒園,秀林鄉,公立,10,29060,2906
花蓮縣秀林鄉富世國民小學附設幼兒園,秀林鄉,公立,10,29060,2906
花蓮縣秀林鄉崇德國民小學附設幼兒園,秀林鄉,公立,10,27030,2703
花蓮縣秀林鄉文蘭國民小學附設幼兒園,秀林鄉,公立,10,26260,2626
花蓮縣秀林鄉水源國民小學附設幼兒園,秀林鄉,公立,10,26560,2656
花蓮縣秀林鄉秀林國民小學附設幼兒園,秀林鄉,公立,10,25260,2526
花蓮縣秀林鄉立幼兒園,秀林鄉,公立,10,15950,1595
花蓮縣秀林鄉立幼兒園和平分班,秀林鄉,公立,10,15950,1595
花蓮縣秀林鄉立幼兒園富世分班,秀林鄉,公立,10,15950,1595
花蓮縣秀林鄉立幼兒園水源分班,秀林鄉,公立,10,15950,1595
花蓮縣秀林鄉立幼兒園銅門分班,秀林鄉,公立,10,15950,1595
花蓮縣秀林鄉銅門國民小學附設幼兒園,秀林鄉,公立,10,26000,2600
花蓮縣私立三立芳幼兒園,花蓮市,私立,12,142700,11892
花蓮縣私立丫丫幼兒園,吉安鄉,私立,12,90400,7533
花蓮縣私立何嘉仁幼兒園,花蓮市,私立,12,169610,14134
花蓮縣私立佳姿幼兒園,花蓮市,私立,12,120000,10000
花蓮縣私立健心幼兒園,吉安鄉,私立,12,95400,7950
花蓮縣私立台大幼兒園,吉安鄉,準公共化,12,89456,7455
花蓮縣私立吳甦樂幼兒園,花蓮市,私立,12,95040,7920
花蓮縣私立咪咪幼兒園,吉安鄉,私立,12,90400,7533
花蓮縣私立培德幼兒園,新城鄉,準公共化,12,59592,4966
花蓮縣私立天使幼兒園,花蓮市,私立,12,140420,11702
花蓮縣私立妙賢幼兒園,花蓮市,私立,12,118000,9833
花蓮縣私立小丫幼兒園,吉安鄉,私立,12,90400,7533
花蓮縣私立小天地幼兒園,花蓮市,準公共化,12,133536,11128
花蓮縣私立小樹幼兒園,花蓮市,私立,12,126000,10500
花蓮縣私立幼華幼兒園,吉安鄉,私立,12,112000,9333
花蓮縣私立快樂寶貝園幼兒園,花蓮市,準公共化,12,71832,5986
花蓮縣私立怡兒寶幼兒園,玉里鎮,私立,12,125280,10440
花蓮縣私立恩典幼兒園,花蓮市,私立,12,136640,11387
花蓮縣私立愛彌兒幼兒園,鳳林鎮,私立,12,81600,6800
花蓮縣私立普慧幼兒園,吉安鄉,私立,12,90000,7500
花蓮縣私立森林幼兒園,吉安鄉,私立,12,96000,8000
花蓮縣私立欣怡幼兒園,吉安鄉,私立,12,90000,7500
花蓮縣私立毛毛虫幼兒園,吉安鄉,私立,12,175200,14600
花蓮縣私立熊熊森林幼兒園,花蓮市,準公共化,12,119736,9978
花蓮縣私立爾雅之家蒙特梭利幼兒園,花蓮市,私立,12,108000,9000
花蓮縣私立真善美幼兒園,玉里鎮,私立,12,81480,6790
花蓮縣私立芝蔴村幼兒園,吉安鄉,準公共化,12,112596,9383
花蓮縣私立親親智慧森林幼兒園,花蓮市,準公共化,12,117000,9750
花蓮縣私立親親蝴蝶城堡幼兒園,花蓮市,準公共化,12,127656,10638
花蓮縣私立貓頭鷹幼兒園,吉安鄉,準公共化,12,120004,10000
花蓮縣私立迦南美地幼兒園,花蓮市,私立,12,111000,9250
花蓮縣私立魔法森林幼兒園,花蓮市,私立,12,108000,9000
花蓮縣花蓮市中原國民小學附設幼兒園,花蓮市,公立,10,29700,2970
花蓮縣花蓮市中華國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市信義國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市北濱國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市國福國民小學附設幼兒園,花蓮市,公立,10,29700,2970
花蓮縣花蓮市忠孝國民小學附設幼兒園,花蓮市,公立,10,29100,2910
花蓮縣花蓮市明廉國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市明恥國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市明禮國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣花蓮市明義國民小學附設幼兒園,花蓮市,公立,10,29700,2970
花蓮縣花蓮市立幼兒園,花蓮市,公立,12,36800,3067
花蓮縣花蓮市鑄強國民小學附設幼兒園,花蓮市,公立,10,29900,2990
花蓮縣萬榮鄉明利國民小學附設幼兒園,萬榮鄉,公立,10,27000,2700
花蓮縣萬榮鄉立幼兒園,萬榮鄉,公立,12,30000,2500
花蓮縣萬榮鄉立幼兒園南區分班,萬榮鄉,公立,12,30000,2500
花蓮縣萬榮鄉紅葉國民小學附設幼兒園,萬榮鄉,公立,10,22000,2200
花蓮縣萬榮鄉西林國民小學附設幼兒園,萬榮鄉,公立,10,26860,2686
花蓮縣萬榮鄉見晴國民小學附設幼兒園,萬榮鄉,公立,10,26760,2676
花蓮縣豐濱鄉新社國民小學附設幼兒園,豐濱鄉,公立,10,29060,2906
花蓮縣豐濱鄉豐濱國民小學附設幼兒園,豐濱鄉,公立,10,27660,2766
花蓮縣豐濱鄉靜浦國民小學附設幼兒園,豐濱鄉,公立,10,27160,2716
花蓮縣鳳林鎮大榮國民小學附設幼兒園,鳳林鎮,公立,10,26860,2686
花蓮縣鳳林鎮林榮國民小學附設幼兒園,鳳林鎮,公立,10,27760,2776
花蓮縣鳳林鎮立幼兒園,鳳林鎮,公立,12,30400,2533
花蓮縣鳳林鎮長橋國民小學附設幼兒園,鳳林鎮,公立,10,25760,2576
花蓮縣鳳林鎮鳳林國民小學附設幼兒園,鳳林鎮,公立,10,26260,2626
財團法人中華民國佛教慈濟慈善事業基金會附設花蓮縣私立花蓮大愛幼兒園,花蓮市,私立,12,114000,9500
財團法人北部台灣基督長老教會東部中會玉里教會附設花蓮縣私立和平幼兒園,玉里鎮,準公共化,12,108888,9074
財團法人天主教會花蓮教區附設花蓮縣私立中和幼兒園,吉安鄉,準公共化,12,92904,7742
財團法人天主教會花蓮教區附設花蓮縣私立安德幼兒園,秀林鄉,私立,12,66240,5520
財團法人天主教會花蓮教區附設花蓮縣私立明德幼兒園,花蓮市,私立,12,66240,5520
財團法人天主教會花蓮教區附設花蓮縣私立書樂幼兒園,壽豐鄉,準公共化,12,73140,6095
財團法人天主教會花蓮教區附設花蓮縣私立欣欣幼兒園,富里鄉,準公共化,10,70540,7054
