point,area,type,months,total1,total2,monthly1,monthly2,total3
台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,寶山鄉,私立,11,164700,33000,14973,3000,164700
新竹縣五峰鄉立幼兒園,五峰鄉,公立,10,27800,0,2780,0,27800
新竹縣司馬庫斯部落互助教保服務中心（新竹縣尖石鄉泰雅爾司馬庫斯部落發展協會辦理）,尖石鄉,私立,10,56508,0,5651,0,56508
新竹縣尖石鄉石磊國民小學附設幼兒園,尖石鄉,公立,9,32890,0,3654,0,32890
新竹縣峨眉鄉立幼兒園,峨眉鄉,公立,10,30020,0,3002,0,30020
新竹縣橫山鄉沙坑國民小學附設幼兒園,橫山鄉,公立,9,34870,0,3874,0,34870
新竹縣私立上上幼兒園,北埔鄉,準公共化,12,129600,0,10800,0,129600
新竹縣私立中國兒童幼兒園,關西鎮,準公共化,12,96004,18000,8000,1500,96004
新竹縣私立亞瑟王幼兒園,竹東鎮,私立,12,147600,33600,12300,2800,147600
新竹縣私立仁美幼兒園,新埔鎮,準公共化,12,140784,18000,11732,1500,140784
新竹縣私立何嘉仁國際幼兒園,竹北市,私立,12,203108,24000,16926,2000,203108
新竹縣私立佳佳幼兒園,湖口鄉,準公共化,12,174000,9000,14500,750,174000
新竹縣私立倢德幼兒園,竹北市,準公共化,12,201200,59400,16767,4950,201200
新竹縣私立偉大人物幼兒園,湖口鄉,私立,12,196800,36000,16400,3000,196800
新竹縣私立優尼肯幼兒園,竹北市,私立,12,224000,13200,18667,1100,224000
新竹縣私立優葆幼兒園,竹北市,私立,12,203200,0,16933,0,203200
新竹縣私立光明園幼兒園,芎林鄉,私立,11,133500,0,12136,0,133500
新竹縣私立凱蒂幼兒園,竹東鎮,準公共化,12,109092,18000,9091,1500,109092
新竹縣私立劍橋幼兒園,竹北市,私立,12,158000,0,13167,0,158000
新竹縣私立千蕎幼兒園,竹北市,私立,12,155000,0,12917,0,155000
新竹縣私立南瓜田幼兒園,竹北市,私立,12,306000,60000,25500,5000,306000
新竹縣私立古佳幼幼兒園,湖口鄉,私立,12,160000,31680,13333,2640,160000
新竹縣私立古佳正幼兒園,湖口鄉,私立,12,149000,31680,12417,2640,149000
新竹縣私立古佳立幼兒園,新豐鄉,私立,12,160000,31680,13333,2640,160000
新竹縣私立古佳育幼兒園,新豐鄉,私立,12,160000,31680,13333,2640,160000
新竹縣私立台元科技幼兒園,竹北市,準公共化,12,135604,0,11300,0,135604
新竹縣私立台大幼兒園,芎林鄉,準公共化,12,126516,18000,10543,1500,126516
新竹縣私立史丹佛幼兒園,竹北市,私立,10,296000,66000,29600,6600,296000
新竹縣私立史坦納幼兒園,新豐鄉,準公共化,12,101780,18000,8482,1500,101780
新竹縣私立名喬幼兒園,竹北市,準公共化,12,152000,14400,12667,1200,152000
新竹縣私立向陽幼兒園,竹北市,私立,12,216000,0,18000,0,216000
新竹縣私立哈佛幼兒園,竹北市,私立,12,145208,12000,12101,1000,145208
新竹縣私立哈柏露塔幼兒園,竹北市,準公共化,12,355200,18000,29600,1500,355200
新竹縣私立喜悅幼兒園,新豐鄉,私立,12,156000,27600,13000,2300,156000
新竹縣私立喬米幼兒園,竹北市,私立,12,157600,12000,13133,1000,157600
新竹縣私立嘉德琳幼兒園,竹北市,私立,10,240000,6000,24000,600,240000
新竹縣私立四季田幼兒園,竹東鎮,私立,12,232890,0,19408,0,232890
新竹縣私立國際蒙特梭利台大幼兒園,竹北市,私立,12,258800,12000,21567,1000,258800
新竹縣私立國際蒙特梭利竹北幼兒園,竹北市,私立,12,270800,12000,22567,1000,270800
新竹縣私立園區蒙特梭利幼兒園,寶山鄉,私立,10,180000,0,18000,0,180000
新竹縣私立士林幼兒園,湖口鄉,私立,12,118000,82800,9833,6900,118000
新竹縣私立夢想島幼兒園,竹北市,私立,12,280000,60000,23333,5000,280000
新竹縣私立大同幼兒園,湖口鄉,準公共化,12,118448,0,9871,0,118448
新竹縣私立大地幼兒園,竹東鎮,私立,10,110000,35000,11000,3500,110000
新竹縣私立天籟森林幼兒園,新豐鄉,私立,12,212000,36000,17667,3000,212000
新竹縣私立天聲幼兒園,竹北市,私立,11,167000,0,15182,0,167000
新竹縣私立天韻幼兒園,竹北市,私立,11,154500,0,14045,0,154500
新竹縣私立奇力果幼兒園,竹北市,私立,12,208000,0,17333,0,208000
新竹縣私立奇果兒童森林幼兒園,竹北市,私立,12,208000,105600,17333,8800,208000
新竹縣私立奇薇蒙特梭利幼兒園,竹北市,私立,12,232000,60000,19333,5000,232000
新竹縣私立學府幼兒園,新豐鄉,準公共化,12,164964,18000,13747,1500,164964
