reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
北市幼兒園證字第175-6號,北市教幼字第09740513900號,1986/08/01,臺北市中正區螢橋國民小學附設幼兒園,莊訪祺,臺北市,中正區,公立,[100]詔安街29號1樓,,,,,(02)23048543#30,www.yces.tp.edu.tw,182,,無,,無,有,yes
北市幼兒園證字第173–2號,北市教幼字第09740513900號,1949/08/01,臺北市中正區國語實驗國民小學附設幼兒園,吳智亭,臺北市,中正區,公立,[100]重慶南路二段14之4號1樓至2樓,,,,,(02)23118126#19,http://www.meps.tp.edu.tw,180,,無,,無,無,yes
北市幼兒園證字第405-3號,北市教幼字第09740513900號,1987/08/01,臺北市中正區東門國民小學附設幼兒園,簡邑容,臺北市,中正區,公立,[100]仁愛路一段2之4號,1樓、2樓,"1,297.2平方公尺",869.2平方公尺,428平方公尺,(02)23412051#36,https://kid6.tmps.tp.edu.tw/index.php,150,,無,,無,無,yes
北市幼兒園證字第406–4號,北市教幼字第09740513900號,1970/01/01,臺北市中正區河堤國民小學附設幼兒園,楊淑惠,臺北市,中正區,公立,[100]汀州路二段180號1樓,1樓,630平方公尺,315平方公尺,315平方公尺,(02)23677144#175,http://www.htps.tp.edu.tw,120,,無,,無,無,yes
北市幼兒園證字第354-3號,北市教幼字第09740513900號,1987/08/01,臺北市中正區忠孝國民小學附設幼兒園,李亦欣,臺北市,中正區,公立,[100]忠孝東路二段101號1樓,,,,,(02)23918170#873,http://www.ches.tp.edu.tw/,60,,無,,無,無,yes
北市幼兒園證字第200-3號,北市教幼字第09740513900號,1970/01/01,臺北市立大學附設實驗國民小學附設幼兒園,吳家瑞,臺北市,中正區,公立,[100]公園路29號1樓,1樓,"4,000平方公尺","1,075平方公尺","2,925平方公尺",(02)23117991,http://estmue-kinder.blogspot.tw/,180,,無,,無,無,yes
北市幼兒園證字第324-3號,北市社人字第39669號,1975/12/12,臺北市立中正幼兒園,蕭淑芬,臺北市,中正區,公立,[100]濟南路二段46號2樓,2樓,"1,105平方公尺","1,105平方公尺",,(02)23933620,http://www.zzdn.taipei.gov.tw,150,,無,,無,無,yes
北市幼兒園證字第740–2號,北市教前字第10339178100號,2014/08/01,臺北市中正區南門國民小學附設幼兒園,李嗣蕙,臺北市,中正區,公立,[100]廣州街6號,,,,,(02)23715052#801,https://sites.google.com/mail.nmes.tp.edu.tw/nmes-kindergarden,60,,無,,無,無,yes
北市幼兒園證字第157號,北市社五字第09331878200號,1970/01/01,臺北市私立南門幼兒園,謝麗容,臺北市,中正區,私立,[100]重慶南路三段27巷4號1樓,1樓,167.35平方公尺,95.1平方公尺,72.25平方公尺,(02)23910571,http://nm.topschool.com.tw,35,,無,,無,有,yes
北市幼兒園證字第174-3號,北市教國字第31879號,1976/09/24,財團法人中華基督教衛理公會附設臺北市私立城中衛理幼兒園,,臺北市,中正區,私立,[100]寧波東街9巷4號、6號1樓,1樓,376.6平方公尺,157.91平方公尺,218.69平方公尺,(02)23952273,htt://www.23952273.woby.tw,90,,113-115,,無,無,yes
北市幼兒園證字第242-2號,北市教三字第43549號,1986/08/27,財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,,臺北市,中正區,私立,[100]汀州路二段143號1樓,1,"1,733.01平方公尺","1,279.41平方公尺",453.6平方公尺,(02)23680818,http://www.qiang-shu-kindergarten.com.tw/,150,"		",無,,無,無,yes
北市幼兒園證字第344號,北市教幼字第10139481900號,2012/07/06,臺北市私立傑瑞富幼兒園,魏淑芳,臺北市,中正區,私立,[100]忠孝東路一段9號2樓,2樓,291.92平方公尺,291.92平方公尺,,(02)5582-5168#0208,,54,,無,,無,無,yes
北市幼兒園證字字第113-1號,北市教三字第74267號,1981/01/06,臺北市私立中正區清華幼兒園,焦婷,臺北市,中正區,私立,[100]貴陽街一段58號,,,,,(02)23118221,http://ching-hwa.woby.com.tw,180,,無,,無,無,yes
北市幼兒園證字第478號,北市社五字第8724166500,1998/08/17,臺北市私立寶貝幼兒園,林秀娟,臺北市,中正區,私立,[100]寧波西街181巷44號1、2樓,,,,,(02)23053874,,31,,113-115,,無,無,yes
北市幼兒園證字第480-3號,北市社五字第09332735700號,2004/04/27,法務部附設臺北市私立員工子女幼兒園,鄭銘謙,臺北市,中正區,私立,[100]重慶南路1段136巷2號1樓,1F,730.9平方公尺,289.28平方公尺,441.62平方公尺,(02)23713445,,90,,113-115,,有，人數：20,無,yes
北市幼兒園字第532-5號,府社五字第8904149000號,2000/07/06,國立臺灣大學醫學院附設醫院附設臺北市私立員工子女幼兒園,吳明賢,臺北市,中正區,私立,[100]常德街1號1樓,1樓、2樓,"1,944.25平方公尺","1,484.3平方公尺",459.95平方公尺,(02)23123456#67384,,200,,無,,有，人數：48,無,yes
北市幼兒園證字第552-1號,北市社五字第8823753400號,1999/07/03,臺北市私立蒙特梭利童圓幼兒園,梅瑞雲,臺北市,中正區,私立,[100]濟南路二段54-1號1至2樓,,,,,(02)23957517,,60,,無,,無,無,yes
北市幼兒園證字第531-1號,北市社五字第8827863500號,1999/11/30,臺北市私立巨勝幼兒園,楊明潭,臺北市,中正區,私立,[100]金山南路一段67巷8號1、2樓及8之1號1樓,1.2樓,307.09平方公尺,307.09平方公尺,,(02)23936965,,68,"		",無,,無,無,yes
北市幼兒園證字第631-2號,府社五字第9007508500號,2001/07/16,臺灣高等法院附設臺北市私立員工子女幼兒園,王才生,臺北市,中正區,私立,[100]重慶南路一段136巷4號1樓,1樓,297.44平方公尺,297.44平方公尺,,(02)23319976,,60,,113-115,,無,無,yes
