reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特二字第1082401836A號,八三府人一字第157809號,1994/07/27,雲林縣斗南鎮立幼兒園,沈暉勛,雲林縣,斗南鎮,公立,[630]港墘2號,1樓、2樓、3樓,"5,165.17平方公尺","3,568.04平方公尺","1,597.13平方公尺",(05)5962780,,400,"		",無,,無,無,yes
府教特一字字第1112410327號,八三府人一字第157809號,1994/07/27,雲林縣斗南鎮立幼兒園靖興分班,,雲林縣,斗南鎮,公立,[630]南生路1號,1樓,439平方公尺,189平方公尺,250平方公尺,(05)5962782,,90,,無,,無,無,yes
府教特二字第1112437721號,七○府教學字第32724號,1981/05/01,雲林縣斗南鎮文安國民小學附設幼兒園,曾智豐,雲林縣,斗南鎮,公立,[630]延平路一段189號,1樓,451平方公尺,189平方公尺,262平方公尺,(05)5972265#215,,60,,無,,無,無,yes
部教授中（人）字第0930513566號,部授教中(人)字第0930513566號,2020/12/01,國立雲林特殊教育學校幼兒部,陳志清,雲林縣,斗南鎮,公立,[630]新崙路100號,,,,,(05)5969241,https://www.nyses.ylc.edu.tw/home,0,,無,,無,無,yes
府教特一字第1112440068A號,府教特一字第1112440068A號,2022/08/01,雲林縣斗南鎮重光國民小學附設幼兒園,楊松田,雲林縣,斗南鎮,公立,[630]溫厝1號,,,,,(05)6341131,,46,,無,,無,無,yes
府教特二字第1092435027號,(四八)教四字第54883號,1959/10/08,財團法人天主教中華道明修女會附設雲林縣私立斗南幼兒園,徐嘉雯,雲林縣,斗南鎮,私立,[630]永安街58號,一樓至二樓,"1,491.58平方公尺",999.01平方公尺,492.57平方公尺,(05)5973546,http://sites.google.com/a/nannyou.com/home/,180,"		",113-115,,無,無,yes
府教特二字第1112416414號,七七府教國字第5354號,1988/01/18,雲林縣私立博仁幼兒園,陳宥任,雲林縣,斗南鎮,私立,[630]光復街9之1號,1-2樓,812.5平方公尺,393.25平方公尺,419.25平方公尺,(05)5962882,,90,"		",113-115,,無,無,yes
府教特二字第1035420496號,八五府教國字第083233號,1996/07/02,雲林縣私立中興幼兒園,黃德隆,雲林縣,斗南鎮,私立,[630]西昌路70號,1-2,"2,258.9平方公尺","1,233.8平方公尺","1,025.1平方公尺",(05)5968128,,210,,113-115,,有，人數：30,無,yes
府教特字第1015408534號,八九府教特字第8904003642號,2000/08/05,雲林縣私立小天才幼兒園,陳逸仙,雲林縣,斗南鎮,私立,[630]文安路1之2號,1-2,"3,804.88平方公尺","1,474.75平方公尺","2,330.13平方公尺",(05)5961512,http://littlegenius.np2.tw/,120,"		",113-115,,無,無,yes
府教特一字第1132406526號,府教特一字第1132406526號,2024/01/11,雲林縣斗南非營利幼兒園(委託社團法人雲林縣親子教育協會辦理),張慈雯,雲林縣,斗南鎮,非營利,[630]文化街2號,,,,,(05)5972020,評鑑情形：,106,,無,,無,無,no
府教特二字第1082402834號,八四考台組貳一字第02400號,1995/04/12,雲林縣大埤鄉立幼兒園,林森寳,雲林縣,大埤鄉,公立,[631]仁和路4-1號,1樓、2樓、3樓,"30,996.32平方公尺","3,438.72平方公尺","27,557.6平方公尺",(05)5916520,,300,"		",無,,無,無,yes
府教特二字第1092430250號,府教特二字第1092430250號,2020/08/01,雲林縣大埤鄉大埤國民小學附設幼兒園,王昇泰,雲林縣,大埤鄉,公立,[631]中正路23號,2樓,"6,766.26平方公尺",266.26平方公尺,"6,500平方公尺",(05)6341132#551,,60,,無,,無,無,yes
府教特二字第1132449409號,府教特一字第1112424883C號,2022/05/18,雲林縣大埤鄉舊庄國民小學附設幼兒園,黃啓銘,雲林縣,大埤鄉,公立,[631]怡然路92號,,,,,(05)5912094#27,,46,,無,,無,無,yes
