reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特字第1070074545號,(54)府黃字第9716號,1965/10/13,金門縣金沙鎮金沙國民小學附設幼兒園,李盈潔,金門縣,金沙鎮,公立,[890]后浦頭117號,1,"1,500平方公尺",600平方公尺,900平方公尺,(082)352569#301,https://kses.km.edu.tw,120,,無,,無,無,yes
府教特字第1070069515號,府教學字第0990013719號,1977/08/01,金門縣金沙鎮何浦國民小學附設幼兒園,陳佩玉,金門縣,金沙鎮,公立,[890]下塘頭39號,2,"1,035平方公尺",455平方公尺,580平方公尺,(082)352455#701,http://www.hpps.km.edu.tw/xoops/,60,,無,,無,無,yes
府教特字第1110078542號,府教學字第0990009892號,1970/01/01,金門縣金沙鎮安瀾國民小學附設幼兒園,陳來添,金門縣,金沙鎮,公立,[890]碧山81號,1,719平方公尺,219平方公尺,500平方公尺,(082)352861#68,http://web.alps.km.edu.tw/,60,,無,,無,無,yes
府教特字第1110072485號,府教學字第0990028933號,1978/08/01,金門縣金湖鎮多年國民小學附設幼兒園,張志猛,金門縣,金沙鎮,公立,[890]環島東路4段600號,1,560平方公尺,240平方公尺,320平方公尺,(082)332470,www.dnes.km.edu.tw,60,,無,,無,無,yes
府教特字第1110071936號,府教學字第0990009512號,1970/01/01,金門縣金沙鎮述美國民小學附設幼兒園,楊恭墉,金門縣,金沙鎮,公立,[890]沙青路999號,1樓,564平方公尺,285平方公尺,279平方公尺,(082)352860,http://www.smps.km.edu.tw,76,,無,,無,無,yes
府教特字第1050070687號,府教學字第0990007576號,1977/08/01,金門縣金湖鎮正義國民小學附設幼兒園,許瑞芬,金門縣,金湖鎮,公立,[891]成功129號,1,879平方公尺,177平方公尺,702平方公尺,(082)332734#26,www.jyps.km.edu.tw,60,,無,,無,無,yes
府教特字第1120071838號,府教學字第0990008487號,1976/08/01,金門縣金湖鎮開瑄國民小學附設幼兒園,蔡志隆,金門縣,金湖鎮,公立,[891]9之1號,1樓,"1,352.87平方公尺",352.87平方公尺,"1,000平方公尺",(082)335753#811,http://www.ksps.km.edut.w,140,,無,,無,無,yes
府教特字第1090029811號,(65)坊文字第16758號,2004/12/15,金門縣金湖鎮柏村國民小學附設幼兒園,許雪芳,金門縣,金湖鎮,公立,[891]新塘10號,1,624平方公尺,336平方公尺,288平方公尺,(082)332465#18,http://www.btps.km.edu.tw/,106,,無,,無,無,yes
府教特字第1050028034號,府教學字第0990005809號,2004/12/15,金門縣金湖鎮金湖國民小學附設幼兒園,陳為信,金門縣,金湖鎮,公立,[891]林森路12號,1樓,"2,405.299平方公尺",821.6082平方公尺,"1,530.281平方公尺",(082)335979,,360,,無,,無,無,yes
府社福字第09700069059號,府社福字第09700069059號,2008/11/15,金門縣私立肯利熊優質幼兒園,王怡人,金門縣,金湖鎮,私立,[891]塔后47-12號,1,355.05平方公尺,197.68平方公尺,157.37平方公尺,(082)335570,,70,,無,,無,有,yes
輔教特字第1100078588號,府教學字第0990022486號,1976/08/01,金門縣金寧鄉金鼎國民小學附設幼兒園,曾秀玲,金門縣,金寧鄉,公立,[892]下堡123號,1樓,"1,869平方公尺","1,068平方公尺",801平方公尺,(082)325700#61,https://sites.google.com/view/jinding,180,,無,,無,無,yes
府教特字第1090067474號,府教學字第0990008644號,1970/01/01,金門縣金寧鄉古寧國民小學附設幼兒園,黃芸芸,金門縣,金寧鄉,公立,[892]北山1號,1樓、2樓,"3,138平方公尺",408平方公尺,"2,730平方公尺",(082)325750#52,,76,,無,,無,無,yes
府教特字第1100092199號,府教學字第0990009415號,1979/09/01,金門縣金寧鄉湖埔國民小學附設幼兒園,蔡玉羨,金門縣,金寧鄉,公立,[892]湖下196號,一樓,336平方公尺,98平方公尺,238平方公尺,(082)323951#323,https://b012.km.edu.tw/p/412-1012-448.php?Lang=zh-tw,150,,無,,無,無,yes
府教特字第1110074126號,府教學字第0990011148號,1970/01/01,金門縣立金寧國民中小學附設幼兒園,宋文法,金門縣,金寧鄉,公立,[892]安岐1號,2,"2,011平方公尺",511平方公尺,"1,500平方公尺",(082)322535#81,https://cnes.km.edu.tw/,76,,無,,無,無,yes
府教特字第1050062124號,府教學字第1020095938號,2013/12/05,金門縣金城鎮賢庵國民小學附設幼兒園垵湖分班,,金門縣,金寧鄉,公立,[892]后湖87號,1樓,194.74平方公尺,61.74平方公尺,130平方公尺,(082)322941,,30,,無,,無,無,yes
府教特字第1120069251號,府教學字第0990028729號,1963/02/12,金門縣立金城幼兒園,許釗琦,金門縣,金城鎮,公立,[893]民生路38號,1樓、2樓、3樓,"7,270平方公尺","4,918平方公尺","2,352平方公尺",(082)325648#10,https://jcps.km.edu.tw/,570,,無,,無,無,yes
府教特字第1120020638號,府教學字第0990009456號,1970/01/01,金門縣金城鎮古城國民小學附設幼兒園,孫麗琪,金門縣,金城鎮,公立,[893]大古崗100號,1樓、2樓,"9,710.52平方公尺","2,019.22平方公尺","7,691.3平方公尺",(082)325274#118,www.gcps.km.edu.tw,106,,無,,無,無,yes
府教特字第1110073376號,府教學字第1020077284號,2013/09/30,金門縣金城鎮古城國民小學附設幼兒園金水分班,,金門縣,金城鎮,公立,[893]前水頭47號,1樓,"1,515.5平方公尺",355.5平方公尺,"1,160平方公尺",(082)325274,http://www.gcps.km.edu.tw/,30,,無,,無,無,yes
府教特字第1050062124號,(66)坊字第10592號,1977/08/01,金門縣金城鎮賢庵國民小學附設幼兒園,楊肅健,金門縣,金城鎮,公立,[893]庵前18之2號,1,809平方公尺,709平方公尺,100平方公尺,(082)325463,http://www.saps.km.edu.tw,90,,無,,無,無,yes
府教特字第1080023250號,府社福字第0950050457號,2006/09/27,金門縣私立小狀元幼兒園,李晴柔,金門縣,金城鎮,私立,[893]珠浦西路100巷1號,1樓,113.2平方公尺,96.68平方公尺,11.23平方公尺,(082)311938,,36,"		",無,,無,無,yes
