reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特字第1110176669號,府教特字第09530099221號,2006/04/13,臺東縣臺東市知本國民小學附設幼兒園,陳坤弘,臺東縣,臺東市,公立,[950]知本路3段107號,1樓,"1,008.9平方公尺",348.9平方公尺,660平方公尺,(089)512234#238,,60,,無,,無,無,yes
府教特字第1120174427號,府教特字第0983044318號,1953/08/02,臺東縣臺東市豐里國民小學附設幼兒園,吳昭明,臺東縣,臺東市,公立,[950]中華路3段80號,1樓,434平方公尺,192平方公尺,242平方公尺,(089)324040#101,http://tw.myblog.yahoo.com,60,,無,,無,無,yes
府教特字第1090190844號,府教特字第0953002939號,2006/01/27,臺東縣臺東市豐田國民小學附設幼兒園,黃潮源,臺東縣,臺東市,公立,[950]中興路4段750號,1樓,275平方公尺,100平方公尺,175平方公尺,(089)382130,,60,,無,,無,無,yes
府教特字第1120009836號,府教特字第0983044314號,1985/08/01,臺東縣臺東市岩灣國民小學附設幼兒園,李怡宏,臺東縣,臺東市,公立,[950]岩灣路50巷401弄11號,1樓,353平方公尺,180平方公尺,173平方公尺,(089)231424,http://210.240.127.3/,40,,無,,無,無,yes
府教特字第1090190841號,府教特字第0943003569號,2005/01/31,臺東縣臺東市新園國民小學附設幼兒園,高進欽,臺東縣,臺東市,公立,[950]新園路88號,1樓,237平方公尺,122平方公尺,115平方公尺,(089)382590#20,http://www.syps.ttct.edu.tw/front/bin/home.phtml,30,,無,,無,無,yes
府教特字第1120083269號,府教特字第0983044071號,1984/07/02,臺東縣臺東市復興國民小學附設幼兒園,彭志宏,臺東縣,臺東市,公立,[950]鐵花路87巷55號,1樓,442.61平方公尺,322.61平方公尺,120平方公尺,(089)327674,,40,,無,,無,無,yes
府教特字第1080159229號,府教特字第0943003569號,2005/01/31,臺東縣臺東市豐年國民小學附設幼兒園,洪婉莉,臺東縣,臺東市,公立,[950]中興路3段320號,1樓,467平方公尺,237平方公尺,230平方公尺,(089)226733#214,http://www.fnps.ttct.edu.tw/front/bin/home.phtml,60,,無,,無,無,yes
府教特字第1120174404號,府教特字第0983044312號,1950/08/01,臺東縣臺東市卑南國民小學附設幼兒園,楊惠珍,臺東縣,臺東市,公立,[950]更生北路317號,1樓,"3,042平方公尺","2,752平方公尺",290平方公尺,(089)229269,https://bnps.ttct.edu.tw/,60,,無,,無,無,yes
府教特字第1060170990號,府教特字第0963012960號,2007/04/25,臺東縣臺東市豐源國民小學附設幼兒園,吳秀金,臺東縣,臺東市,公立,[950]中華路4段392號,1樓,176平方公尺,126平方公尺,50平方公尺,(089)322063#27,,30,,無,,無,無,yes
府教特字第1100178590號,府教特字第0983044311號,1970/01/01,臺東縣臺東市新生國民小學附設幼兒園,張經緯,臺東縣,臺東市,公立,[950]更生路474巷45號,1樓,810平方公尺,123平方公尺,687平方公尺,(089)345148,https://ssps.ttct.edu.tw/,30,,無,,無,無,yes
