鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,5,上學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,5,上學期,全日班,14895,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,5,下學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,5,下學期,全日班,14895,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,4,上學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,4,上學期,全日班,14895,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,4,下學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,4,下學期,全日班,14895,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,3,上學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,3,上學期,全日班,14895,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,3,下學期,半日班,11465,
七堵區,基隆市七堵區七堵國民小學附設幼兒園,公立,3,下學期,全日班,14895,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,5,上學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,5,上學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,5,下學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,5,下學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,4,上學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,4,上學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,4,下學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,4,下學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,3,上學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,3,上學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,3,下學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,3,下學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,2,上學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,2,上學期,全日班,14000,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,2,下學期,半日班,10570,
七堵區,基隆市七堵區五堵國民小學附設幼兒園,公立,2,下學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,5,上學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,5,上學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,5,下學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,5,下學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,4,上學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,4,上學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,4,下學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,4,下學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,3,上學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,3,上學期,全日班,14000,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,3,下學期,半日班,10570,
七堵區,基隆市七堵區堵南國民小學附設幼兒園,公立,3,下學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,5,上學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,5,上學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,5,下學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,5,下學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,4,上學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,4,上學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,4,下學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,4,下學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,3,上學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,3,上學期,全日班,14000,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,3,下學期,半日班,10570,
七堵區,基隆市七堵區復興國民小學附設幼兒園,公立,3,下學期,全日班,14000,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,5,上學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,5,上學期,全日班,14900,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,5,下學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,5,下學期,全日班,14900,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,4,上學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,4,上學期,全日班,14900,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,4,下學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,4,下學期,全日班,14900,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,3,上學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,3,上學期,全日班,14900,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,3,下學期,半日班,11470,
七堵區,基隆市七堵區瑪陵國民小學附設幼兒園,公立,3,下學期,全日班,14900,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,5,上學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,5,上學期,全日班,14000,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,5,下學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,5,下學期,全日班,14000,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,4,上學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,4,上學期,全日班,14000,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,4,下學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,4,下學期,全日班,14000,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,3,上學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,3,上學期,全日班,14000,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,3,下學期,半日班,10570,
七堵區,基隆市七堵區華興國民小學附設幼兒園,公立,3,下學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,5,上學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,5,上學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,5,下學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,5,下學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,4,上學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,4,上學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,4,下學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,4,下學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,3,上學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,3,上學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,3,下學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,3,下學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,2,上學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,2,上學期,全日班,14000,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,2,下學期,半日班,10570,
七堵區,基隆市七堵區長興國民小學附設幼兒園,公立,2,下學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,5,上學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,5,上學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,5,下學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,5,下學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,4,上學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,4,上學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,4,下學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,4,下學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,3,上學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,3,上學期,全日班,14000,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,3,下學期,半日班,10570,
中山區,基隆市中山區中和國民小學附設幼兒園,公立,3,下學期,全日班,14000,
中山區,基隆市中山區中山國民小學附設幼兒園,公立,5,上學期,半日班,10570,
中山區,基隆市中山區中山國民小學附設幼兒園,公立,5,上學期,全日班,14000,
中山區,基隆市中山區中山國民小學附設幼兒園,公立,5,下學期,半日班,10570,
