鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,5,上學期,全日班,81480,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,5,下學期,全日班,81480,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,4,上學期,全日班,82500,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,4,下學期,全日班,82500,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,3,上學期,全日班,82500,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,3,下學期,全日班,82500,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,2,上學期,全日班,82500,
壯圍鄉,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,私立,2,下學期,全日班,82500,
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,5,上學期,全日班,44024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,5,下學期,全日班,44024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,4,上學期,全日班,45024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,4,下學期,全日班,45024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,3,上學期,全日班,45024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,3,下學期,全日班,45024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,2,上學期,全日班,48024,5700
頭城鎮,國立頭城高級家事商業職業學校附設宜蘭縣私立幼兒園,私立,2,下學期,全日班,48024,5700
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,5,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,5,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,4,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,4,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,3,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉三星國民小學附設幼兒園,公立,3,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,5,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,5,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,4,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,4,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,3,上學期,全日班,12448,
三星鄉,宜蘭縣三星鄉大洲國民小學附設幼兒園,公立,3,下學期,全日班,12448,
三星鄉,宜蘭縣三星鄉立幼兒園,公立,5,上學期,半日班,16895,0
