鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,5,上學期,全日班,85940,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,5,下學期,全日班,85940,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,4,上學期,全日班,88700,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,4,下學期,全日班,88700,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,3,上學期,全日班,88700,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,3,下學期,全日班,88700,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,2,上學期,全日班,88700,
蘆洲區,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,2,下學期,全日班,88700,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,5,上學期,全日班,68000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,5,下學期,全日班,68000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,4,上學期,全日班,101000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,4,下學期,全日班,101000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,3,上學期,全日班,101000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,3,下學期,全日班,101000,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,2,上學期,全日班,103500,
中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,2,下學期,全日班,103500,
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,5,上學期,全日班,68950,3300
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,5,下學期,全日班,68950,3300
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,4,上學期,全日班,70950,3300
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,4,下學期,全日班,70950,3300
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,3,上學期,全日班,70950,3300
淡水區,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,私立,3,下學期,全日班,70950,3300
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,5,上學期,全日班,90000,
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,5,下學期,全日班,90000,
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,4,上學期,全日班,90000,12000
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,4,下學期,全日班,90000,12000
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,3,上學期,全日班,90000,12000
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,3,下學期,全日班,90000,12000
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,2,上學期,全日班,90000,12000
永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,2,下學期,全日班,90000,12000
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,5,上學期,全日班,50000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,5,下學期,全日班,50000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,4,上學期,全日班,74000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,4,下學期,全日班,74000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,3,上學期,全日班,74000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,3,下學期,全日班,74000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,2,上學期,全日班,74000,
新莊區,天億文教事業股份有限公司附設新北市私立皇家幼兒園,私立,2,下學期,全日班,74000,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,5,上學期,半日班,64800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,5,上學期,全日班,141000,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,5,下學期,半日班,64800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,5,下學期,全日班,141000,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,上學期,半日班,73800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,上學期,全日班,141000,18000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,下學期,半日班,73800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,4,下學期,全日班,141000,18000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,3,上學期,半日班,73800,0
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,3,上學期,全日班,156000,18000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,3,下學期,半日班,73800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,3,下學期,全日班,156000,18000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,2,上學期,半日班,73800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,2,上學期,全日班,156000,18000
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,2,下學期,半日班,73800,
林口區,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,2,下學期,全日班,156000,18000
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,5,上學期,全日班,65800,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,5,下學期,全日班,65800,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,4,上學期,全日班,98200,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,4,下學期,全日班,98200,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,3,上學期,全日班,99400,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,3,下學期,全日班,99400,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,2,上學期,全日班,103600,22800
永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,2,下學期,全日班,103600,22800
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,5,上學期,全日班,104000,
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,5,下學期,全日班,104000,
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,4,上學期,全日班,207800,6000
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,4,下學期,全日班,207800,6000
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,3,上學期,全日班,207800,6000
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,3,下學期,全日班,207800,6000
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,2,上學期,全日班,207800,6000
新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,2,下學期,全日班,207800,6000
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,5,上學期,全日班,156660,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,5,下學期,全日班,156660,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,4,上學期,全日班,182200,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,4,下學期,全日班,182200,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,3,上學期,全日班,182200,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,3,下學期,全日班,182200,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,2,上學期,全日班,182200,
新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,2,下學期,全日班,182200,
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,5,上學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,5,上學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,5,下學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,5,下學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,4,上學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,4,上學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,4,下學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,4,下學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,3,上學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,3,上學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,3,下學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,3,下學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,2,上學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,2,上學期,全日班,65500,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,2,下學期,半日班,40300,0
新莊區,建豐建設股份有限公司附設新北市私立卡爾維德幼兒園,私立,2,下學期,全日班,65500,0
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,5,上學期,全日班,49986,
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,5,下學期,全日班,49986,
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,4,上學期,全日班,49986,
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,4,下學期,全日班,49986,
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,3,上學期,全日班,49986,
樹林區,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,3,下學期,全日班,49986,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,4,上學期,全日班,16675,0
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,4,下學期,全日班,16675,0
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,3,上學期,全日班,16675,0
三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,3,下學期,全日班,16675,0
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三峽區,新北市三峽區建安國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,5,上學期,全日班,17125,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,5,下學期,全日班,17125,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,4,上學期,全日班,17125,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,4,下學期,全日班,17125,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,3,上學期,全日班,17125,
三峽區,新北市三峽區插角國民小學附設幼兒園,公立,3,下學期,全日班,17125,
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,4,上學期,全日班,16675,0
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,4,下學期,全日班,16675,0
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,3,上學期,全日班,16675,0
三峽區,新北市三峽區民義國民小學附設幼兒園,公立,3,下學期,全日班,16675,0
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,5,上學期,全日班,54000,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,5,下學期,全日班,54000,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,4,上學期,全日班,55200,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,4,下學期,全日班,55200,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,3,上學期,全日班,55200,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,3,下學期,全日班,55200,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,2,上學期,全日班,60900,18000
三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,2,下學期,全日班,60900,18000
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,4,上學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,4,下學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,3,上學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,3,下學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,2,上學期,全日班,16675,0
三芝區,新北市三芝區三芝國民小學附設幼兒園,公立,2,下學期,全日班,16675,0
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,4,上學期,全日班,16675,0
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,4,下學期,全日班,16675,0
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三芝區,新北市三芝區興華國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,2,上學期,全日班,16675,
三重區,新北市三重區三光國民小學附設幼兒園,公立,2,下學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區三重國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區二重國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區五華國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區修德國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,2,上學期,全日班,16675,
三重區,新北市三重區光榮國民小學附設幼兒園,公立,2,下學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,2,上學期,全日班,16675,
三重區,新北市三重區光興國民小學附設幼兒園,公立,2,下學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區厚德國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區正義國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區永福國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區碧華國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區興穀國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
三重區,新北市三重區興穀國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
三重區,新北市三重區興穀國民小學附設幼兒園,公立,4,上學期,全日班,16675,0
三重區,新北市三重區興穀國民小學附設幼兒園,公立,4,下學期,全日班,16675,0
三重區,新北市三重區興穀國民小學附設幼兒園,公立,3,上學期,全日班,16675,0
三重區,新北市三重區興穀國民小學附設幼兒園,公立,3,下學期,全日班,16675,0
三重區,新北市三重區重陽國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區重陽國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區重陽國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區重陽國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區重陽國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區重陽國民小學附設幼兒園,公立,3,下學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,5,上學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,5,下學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,4,上學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,4,下學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,3,上學期,全日班,16675,
三重區,新北市三重區集美國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,5,上學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,5,下學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,4,下學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,3,上學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,2,上學期,全日班,16675,
中和區,新北市中和區中和國民小學附設幼兒園,公立,2,下學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,5,上學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,5,下學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,4,下學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,3,上學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,2,上學期,全日班,16675,
中和區,新北市中和區光復國民小學附設幼兒園,公立,2,下學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,5,上學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,5,下學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,4,下學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,3,上學期,全日班,16675,
中和區,新北市中和區復興國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,5,上學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,5,下學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,4,下學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,3,上學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,2,上學期,全日班,16675,
中和區,新北市中和區景新國民小學附設幼兒園,公立,2,下學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,5,上學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,5,下學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,4,下學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,3,上學期,全日班,16675,
中和區,新北市中和區秀山國民小學附設幼兒園,公立,3,下學期,全日班,16675,
中和區,新北市中和區積穗國民小學附設幼兒園,公立,5,上學期,全日班,16675,0
中和區,新北市中和區積穗國民小學附設幼兒園,公立,5,下學期,全日班,16675,0
中和區,新北市中和區積穗國民小學附設幼兒園,公立,4,上學期,全日班,16675,
中和區,新北市中和區積穗國民小學附設幼兒園,公立,4,下學期,全日班,16675,
