鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,5,上學期,全日班,80340,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,5,下學期,全日班,80340,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,4,上學期,全日班,88200,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,4,下學期,全日班,88200,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,3,上學期,全日班,88200,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,3,下學期,全日班,88200,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,2,上學期,全日班,88200,18000
寶山鄉,台灣積體電路製造股份有限公司職工福利委員會附設新竹縣私立台積電幼兒園,私立,2,下學期,全日班,88200,18000
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,5,上學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,5,上學期,全日班,15950,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,5,下學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,5,下學期,全日班,15950,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,4,上學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,4,上學期,全日班,15950,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,4,下學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,4,下學期,全日班,15950,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,3,上學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,3,上學期,全日班,15950,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,3,下學期,半日班,11215,
五峰鄉,新竹縣五峰鄉五峰國民小學附設幼兒園,公立,3,下學期,全日班,15950,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,5,上學期,全日班,16455,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,5,下學期,全日班,16455,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,4,上學期,全日班,16455,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,4,下學期,全日班,16455,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,3,上學期,全日班,16455,
五峰鄉,新竹縣五峰鄉桃山國民小學附設幼兒園,公立,3,下學期,全日班,16455,
五峰鄉,新竹縣五峰鄉立幼兒園,公立,5,上學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,5,下學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,4,上學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,4,下學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,3,上學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,3,下學期,全日班,13900,0
五峰鄉,新竹縣五峰鄉立幼兒園,公立,2,上學期,全日班,13900,
五峰鄉,新竹縣五峰鄉立幼兒園,公立,2,下學期,全日班,13900,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,5,上學期,全日班,16450,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,5,下學期,全日班,16450,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,4,上學期,全日班,16450,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,4,下學期,全日班,16450,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,3,上學期,全日班,16450,
五峰鄉,新竹縣五峰鄉花園國民小學附設幼兒園,公立,3,下學期,全日班,16450,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,5,上學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,5,上學期,全日班,17237,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,5,下學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,5,下學期,全日班,17237,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,4,上學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,4,上學期,全日班,17237,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,4,下學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,4,下學期,全日班,17237,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,3,上學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,3,上學期,全日班,17237,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,3,下學期,半日班,11611,
北埔鄉,新竹縣北埔鄉北埔國民小學附設幼兒園,公立,3,下學期,全日班,17237,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,5,上學期,全日班,20000,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,5,下學期,全日班,20000,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,4,上學期,全日班,20000,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,4,下學期,全日班,20000,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,3,上學期,全日班,20000,
北埔鄉,新竹縣北埔鄉立幼兒園,公立,3,下學期,全日班,20000,
尖石鄉,新竹縣司馬庫斯部落互助教保服務中心（新竹縣尖石鄉泰雅爾司馬庫斯部落發展協會辦理）,私立,5,上學期,全日班,28254,
尖石鄉,新竹縣司馬庫斯部落互助教保服務中心（新竹縣尖石鄉泰雅爾司馬庫斯部落發展協會辦理）,私立,5,下學期,全日班,28254,
尖石鄉,新竹縣司馬庫斯部落互助教保服務中心（新竹縣尖石鄉泰雅爾司馬庫斯部落發展協會辦理）,私立,4,上學期,全日班,28254,
