鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
屏東市,國立屏東大學附設實驗國民小學附設幼兒園,公立,5,上學期,全日班,16720,
屏東市,國立屏東大學附設實驗國民小學附設幼兒園,公立,5,下學期,全日班,16720,
屏東市,國立屏東大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,16720,
屏東市,國立屏東大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,16720,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,5,上學期,半日班,24170,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,5,上學期,全日班,31850,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,5,下學期,半日班,24170,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,5,下學期,全日班,31850,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,4,上學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,4,上學期,全日班,44700,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,4,下學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,4,下學期,全日班,44700,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,3,上學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,3,上學期,全日班,44700,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,3,下學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,3,下學期,全日班,44700,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,2,上學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,2,上學期,全日班,44700,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,2,下學期,半日班,33900,
內埔鄉,國立屏東科技大學附設屏東縣私立屏科大幼兒園,私立,2,下學期,全日班,44700,
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,5,上學期,全日班,14058,0
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,5,下學期,全日班,13848,0
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,4,上學期,全日班,14058,0
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,4,下學期,全日班,13848,0
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,3,上學期,全日班,14058,0
三地門鄉,屏東縣三地門鄉口社國民小學附設幼兒園,公立,3,下學期,全日班,13848,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,5,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,5,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,5,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,5,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,4,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,4,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,4,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,4,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,3,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,3,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,3,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園,公立,3,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,5,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,5,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,5,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,5,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,4,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,4,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,4,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,4,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,3,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,3,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,3,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,3,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,2,上學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,2,上學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,2,下學期,半日班,5650,0
三地門鄉,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,公立,2,下學期,全日班,12580,0
三地門鄉,屏東縣三地門鄉立幼兒園,公立,5,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,5,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,4,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,4,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,3,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,3,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,2,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園,公立,2,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,5,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,5,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,4,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,4,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,3,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,3,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,2,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園口社分班,公立,2,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,5,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,5,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,4,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,4,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,3,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,3,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,2,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青山分班,公立,2,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,5,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,5,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,4,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,4,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,3,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,3,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,2,上學期,全日班,13000,
三地門鄉,屏東縣三地門鄉立幼兒園青葉分班,公立,2,下學期,全日班,13000,
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,5,上學期,全日班,14220,
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,5,下學期,全日班,14220,
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,4,上學期,全日班,14220,0
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,4,下學期,全日班,14220,0
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,3,上學期,全日班,14220,
三地門鄉,屏東縣三地門鄉賽嘉國民小學附設幼兒園,公立,3,下學期,全日班,14220,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,5,上學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,5,下學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,4,上學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,4,下學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,3,上學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青山國民小學附設幼兒園,公立,3,下學期,全日班,14130,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,5,上學期,全日班,14200,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,5,下學期,全日班,14200,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,4,上學期,全日班,14200,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,4,下學期,全日班,14200,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,3,上學期,全日班,14200,
三地門鄉,屏東縣三地門鄉青葉國民小學附設幼兒園,公立,3,下學期,全日班,14200,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,5,上學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,5,下學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,4,上學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,4,下學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,3,上學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,3,下學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,2,上學期,全日班,27439,
三地門鄉,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),私立,2,下學期,全日班,27439,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,5,上學期,全日班,15251,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,5,下學期,全日班,15177,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,4,上學期,全日班,15251,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,4,下學期,全日班,15177,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,3,上學期,全日班,15251,
九如鄉,屏東縣九如鄉九如國民小學附設幼兒園,公立,3,下學期,全日班,15177,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,5,上學期,全日班,15455,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,5,下學期,全日班,15455,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,4,上學期,全日班,15455,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,4,下學期,全日班,15455,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,3,上學期,全日班,15455,
九如鄉,屏東縣九如鄉後庄國民小學附設幼兒園,公立,3,下學期,全日班,15455,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,5,上學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,5,下學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,4,上學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,4,下學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,3,上學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,3,下學期,全日班,52560,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,2,上學期,全日班,56616,
新園鄉,屏東縣仙吉非營利幼兒園(委託財團法人輔英科技大學設立之輔英科技大學辦理),非營利,2,下學期,全日班,56616,
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,5,上學期,半日班,15550,
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,5,上學期,全日班,15550,
佳冬鄉,屏東縣佳冬鄉佳冬國民小學附設幼兒園,公立,5,下學期,半日班,15550,
