鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,5,上學期,全日班,12625,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,5,下學期,全日班,12625,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,4,上學期,全日班,13325,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,4,下學期,全日班,13325,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,3,上學期,全日班,13325,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,3,下學期,全日班,13325,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,2,上學期,全日班,13325,
北竿鄉,連江縣北竿鄉塘岐國民小學附設幼兒園,公立,2,下學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,5,上學期,全日班,12625,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,5,下學期,全日班,12625,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,4,上學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,4,下學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,3,上學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,3,下學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,2,上學期,全日班,13325,
南竿鄉,連江縣立介壽國民中小學附設幼兒園,公立,2,下學期,全日班,13325,
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,5,上學期,全日班,12625,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,5,下學期,全日班,12625,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,4,上學期,全日班,13325,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,4,下學期,全日班,13325,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,3,上學期,全日班,13325,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,3,下學期,全日班,13325,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,2,上學期,全日班,13325,0
莒光鄉,連江縣立敬恆國民中小學附設幼兒園,公立,2,下學期,全日班,13325,0
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,5,上學期,全日班,12625,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,5,下學期,全日班,12625,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,4,上學期,全日班,13325,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,4,下學期,全日班,13325,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,3,上學期,全日班,13325,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,3,下學期,全日班,13325,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,2,上學期,全日班,13325,
東引鄉,連江縣立東引國民中小學附設幼兒園,公立,2,下學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,5,上學期,全日班,12625,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,5,下學期,全日班,12625,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,4,上學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,4,下學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,3,上學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,3,下學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,2,上學期,全日班,13325,
莒光鄉,連江縣莒光鄉東莒國民小學附設幼兒園,公立,2,下學期,全日班,13325,
