鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,5,上學期,半日班,48300,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,5,上學期,全日班,62100,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,5,下學期,半日班,48300,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,5,下學期,全日班,62100,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,4,上學期,半日班,55000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,4,上學期,全日班,64000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,4,下學期,半日班,55000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,4,下學期,全日班,64000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,3,上學期,半日班,55000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,3,上學期,全日班,64000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,3,下學期,半日班,55000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,3,下學期,全日班,64000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,2,上學期,半日班,65000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,2,上學期,全日班,77000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,2,下學期,半日班,65000,
斗六市,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,私立,2,下學期,全日班,77000,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,5,上學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,5,下學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,4,上學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,4,下學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,3,上學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,3,下學期,全日班,50526,
斗六市,社團法人雲林縣親子教育協會附設雲林縣私立婦幼非營利幼兒園（雲林縣政府委託辦理）,非營利,2,上學期,全日班,54132,
