鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,5,上學期,全日班,50500,
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,5,下學期,全日班,50500,
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,4,上學期,全日班,50500,
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,4,下學期,全日班,50500,
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,3,上學期,全日班,50500,
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,3,下學期,全日班,50500,
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,5,上學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,5,下學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,4,上學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,4,下學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,3,上學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,3,下學期,全日班,77400,13200
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,2,上學期,全日班,67500,11000
善化區,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,2,下學期,全日班,77400,13200
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,5,上學期,全日班,54000,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,5,下學期,全日班,54000,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,4,上學期,全日班,60500,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,4,下學期,全日班,60500,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,3,上學期,全日班,60500,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,3,下學期,全日班,60500,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,2,上學期,全日班,64500,36000
仁德區,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,2,下學期,全日班,64500,36000
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,5,上學期,半日班,37200,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,5,上學期,全日班,41250,16500
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,5,下學期,半日班,37200,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,5,下學期,全日班,41250,16500
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,4,上學期,半日班,40150,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,4,上學期,全日班,41250,16500
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,4,下學期,半日班,40150,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,4,下學期,全日班,41250,16500
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,3,上學期,半日班,40150,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,3,上學期,全日班,41250,16500
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,3,下學期,半日班,40150,0
麻豆區,國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,3,下學期,全日班,41250,16500
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,上學期,半日班,8148,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,上學期,全日班,14426,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,下學期,半日班,7635,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,5,下學期,全日班,13360,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,上學期,半日班,8148,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,上學期,全日班,14426,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,下學期,半日班,7965,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,4,下學期,全日班,14045,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,上學期,半日班,8148,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,上學期,全日班,14426,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,下學期,半日班,7965,
中西區,國立臺南大學附設實驗國民小學附設幼兒園,公立,3,下學期,全日班,14045,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,5,上學期,全日班,45906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,5,下學期,全日班,45906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,4,上學期,全日班,38906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,4,下學期,全日班,38906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,3,上學期,全日班,38906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,3,下學期,全日班,38906,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,2,上學期,全日班,47306,
新營區,大臺南婦女會附設臺南市私立幼兒園,私立,2,下學期,全日班,47306,
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,5,上學期,全日班,63300,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,5,下學期,全日班,63300,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,4,上學期,全日班,69600,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,4,下學期,全日班,69600,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,3,上學期,全日班,69600,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,3,下學期,全日班,69600,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,2,上學期,全日班,75600,33000
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,私立,2,下學期,全日班,75600,33000
安平區,慈濟學校財團法人臺南市私立慈濟高級中學附設臺南市私立慈中幼兒園,私立,5,上學期,全日班,66000,19800
安平區,慈濟學校財團法人臺南市私立慈濟高級中學附設臺南市私立慈中幼兒園,私立,5,下學期,全日班,66000,19800
