鄉鎮市區,學校,類型,年齡,學期,班別,全學期總收費,課後延托費
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,5,上學期,全日班,49122,
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,5,下學期,全日班,49122,
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,4,上學期,全日班,49122,
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,4,下學期,全日班,49122,
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,3,上學期,全日班,49122,
嘉義市,嘉義市小橘子非營利幼兒園（委託財團法人伊甸社會福利基金會辦理）,非營利,3,下學期,全日班,49122,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,5,上學期,半日班,11270,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,5,上學期,全日班,15250,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,5,下學期,半日班,10759,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,5,下學期,全日班,14419,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,4,上學期,半日班,11270,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,4,上學期,全日班,15250,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,4,下學期,半日班,10759,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,4,下學期,全日班,14509,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,3,上學期,半日班,11270,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,3,上學期,全日班,15250,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,3,下學期,半日班,10759,
嘉義市,嘉義市東區嘉北國民小學附設幼兒園,公立,3,下學期,全日班,14509,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,5,上學期,半日班,11270,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,5,上學期,全日班,15250,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,5,下學期,半日班,10758,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,5,下學期,全日班,14509,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,4,上學期,半日班,11270,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,4,上學期,全日班,15250,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,4,下學期,半日班,10758,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,4,下學期,全日班,14509,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,3,上學期,半日班,11270,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,3,上學期,全日班,15250,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,3,下學期,半日班,10758,
嘉義市,嘉義市東區宣信國民小學附設幼兒園,公立,3,下學期,全日班,14509,
嘉義市,嘉義市東區林森國民小學附設幼兒園,公立,5,上學期,半日班,11270,
嘉義市,嘉義市東區林森國民小學附設幼兒園,公立,5,上學期,全日班,15250,
嘉義市,嘉義市東區林森國民小學附設幼兒園,公立,5,下學期,半日班,10760,
嘉義市,嘉義市東區林森國民小學附設幼兒園,公立,5,下學期,全日班,14509,
嘉義市,嘉義市東區林森國民小學附設幼兒園,公立,4,上學期,半日班,11270,
