point,area,type,months,total1,total2,monthly1,monthly2,total3
金門縣烈嶼鄉上岐國民小學附設幼兒園,烈嶼鄉,公立,9,14000,200,1556,22,14000
金門縣烈嶼鄉卓環國民小學附設幼兒園,烈嶼鄉,公立,9,14000,200,1556,22,14000
金門縣烈嶼鄉西口國民小學附設幼兒園,烈嶼鄉,公立,9,14000,200,1556,22,14000
金門縣私立寶貝園地幼兒園,金城鎮,準公共化,12,109824,18000,9152,1500,109824
金門縣私立小狀元幼兒園,金城鎮,私立,12,89000,0,7417,0,89000
金門縣私立羅伊頓幼兒園,金城鎮,準公共化,12,122760,27600,10230,2300,122760
金門縣私立肯利熊優質幼兒園,金湖鎮,私立,12,92000,0,7667,0,92000
金門縣私立雅韻藝術學苑幼兒園,金城鎮,準公共化,12,106356,18000,8863,1500,106356
金門縣立金城幼兒園,金城鎮,公立,9,14000,200,1556,22,14000
金門縣立金寧國民中小學附設幼兒園,金寧鄉,公立,9,14000,200,1556,22,14000
金門縣金城鎮古城國民小學附設幼兒園,金城鎮,公立,9,14000,200,1556,22,14000
金門縣金城鎮古城國民小學附設幼兒園金水分班,金城鎮,公立,9,14000,200,1556,22,14000
金門縣金城鎮賢庵國民小學附設幼兒園,金城鎮,公立,9,14000,200,1556,22,14000
金門縣金城鎮賢庵國民小學附設幼兒園垵湖分班,金寧鄉,公立,9,14000,200,1556,22,14000
金門縣金寧鄉古寧國民小學附設幼兒園,金寧鄉,公立,9,14000,200,1556,22,14000
金門縣金寧鄉湖埔國民小學附設幼兒園,金寧鄉,公立,9,14000,200,1556,22,14000
金門縣金寧鄉金鼎國民小學附設幼兒園,金寧鄉,公立,9,14000,200,1556,22,14000
金門縣金沙鎮何浦國民小學附設幼兒園,金沙鎮,公立,9,14000,0,1556,0,14000
金門縣金沙鎮安瀾國民小學附設幼兒園,金沙鎮,公立,9,14000,200,1556,22,14000
金門縣金沙鎮述美國民小學附設幼兒園,金沙鎮,公立,9,14000,200,1556,22,14000
金門縣金沙鎮金沙國民小學附設幼兒園,金沙鎮,公立,9,14000,200,1556,22,14000
金門縣金湖鎮多年國民小學附設幼兒園,金沙鎮,公立,9,14000,200,1556,22,14000
金門縣金湖鎮柏村國民小學附設幼兒園,金湖鎮,公立,9,14000,200,1556,22,14000
金門縣金湖鎮正義國民小學附設幼兒園,金湖鎮,公立,9,14000,200,1556,22,14000
金門縣金湖鎮金湖國民小學附設幼兒園,金湖鎮,公立,9,14000,200,1556,22,14000
金門縣金湖鎮開瑄國民小學附設幼兒園,金湖鎮,公立,9,14000,200,1556,22,14000
