point,area,type,months,total1,total2,monthly1,monthly2,total3
南投縣中寮鄉中寮國民小學附設幼兒園,中寮鄉,公立,9,26550,0,2950,0,26550
南投縣中寮鄉永康國民小學附設幼兒園,中寮鄉,公立,9,26550,0,2950,0,26550
南投縣中寮鄉永樂國民小學附設幼兒園,中寮鄉,公立,9,26550,0,2950,0,26550
南投縣中寮鄉清水國民小學附設幼兒園,中寮鄉,公立,9,27900,0,3100,0,27900
南投縣中寮鄉爽文國民小學附設幼兒園,中寮鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉中正國民小學附設幼兒園,仁愛鄉,公立,9,26550,0,2950,0,26550
南投縣仁愛鄉互助國民小學附設幼兒園,仁愛鄉,公立,9,27810,0,3090,0,27810
南投縣仁愛鄉仁愛國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉力行國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉力行國民小學附設幼兒園翠巒分班,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉南豐國民小學附設幼兒園,仁愛鄉,公立,9,26370,0,2930,0,26370
南投縣仁愛鄉合作國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉廬山國民小學附設幼兒園,仁愛鄉,公立,9,26190,0,2910,0,26190
南投縣仁愛鄉德鹿谷國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉春陽國民小學附設幼兒園,仁愛鄉,公立,9,27450,0,3050,0,27450
南投縣仁愛鄉法治國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉清境國民小學附設幼兒園,仁愛鄉,公立,9,26460,0,2940,0,26460
南投縣仁愛鄉發祥國民小學附設幼兒園,仁愛鄉,公立,9,26550,0,2950,0,26550
南投縣仁愛鄉紅葉國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉萬豐國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉親愛國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣仁愛鄉都達國民小學附設幼兒園,仁愛鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉久美國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉人和國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉信義國民小學附設幼兒園,信義鄉,公立,9,27000,0,3000,0,27000
南投縣信義鄉同富國民小學附設幼兒園,信義鄉,公立,9,26550,0,2950,0,26550
南投縣信義鄉地利國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉希娜巴嵐國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉愛國國民小學附設幼兒園,信義鄉,公立,9,26550,0,2950,0,26550
南投縣信義鄉東埔國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉桐林國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉潭南國民小學附設幼兒園,信義鄉,公立,9,26820,0,2980,0,26820
南投縣信義鄉立幼兒園,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉立幼兒園人和分班,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉立幼兒園同富分班,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉立幼兒園羅娜分班,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉立幼兒園雙龍分班,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉立幼兒園青雲分班,信義鄉,公立,11,30312,0,2756,0,30312
南投縣信義鄉羅娜國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉豐丘國民小學附設幼兒園,信義鄉,公立,9,27900,0,3100,0,27900
南投縣信義鄉隆華國民小學附設幼兒園,信義鄉,公立,9,27000,0,3000,0,27000
南投縣信義鄉雙龍國民小學附設幼兒園,信義鄉,公立,9,27450,0,3050,0,27450
南投縣前山非營利幼兒園(委託財團法人三之三生命教育基金會辦理),竹山鎮,非營利,12,0,0,8182,0,98184
南投縣南投市僑建國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市光復國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市光榮國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市光華國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市南投國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市嘉和國民小學附設幼兒園,南投市,公立,9,27630,0,3070,0,27630
南投縣南投市平和國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市文山國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市新豐國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市漳和國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市漳興國民小學附設幼兒園,南投市,公立,9,27900,0,3100,0,27900
南投縣南投市立幼兒園,南投市,公立,11,35902,0,3264,0,35902
南投縣南投市立幼兒園文山分班,南投市,公立,11,35902,0,3264,0,35902
南投縣南投市立幼兒園軍功分班,南投市,公立,11,35902,0,3264,0,35902
南投縣名間鄉中山國民小學附設幼兒園,名間鄉,公立,9,25650,0,2850,0,25650
南投縣名間鄉僑興國民小學附設幼兒園,名間鄉,公立,9,26550,0,2950,0,26550
南投縣名間鄉名間國民小學附設幼兒園,名間鄉,公立,9,27900,0,3100,0,27900
南投縣名間鄉新街國民小學附設幼兒園,名間鄉,公立,9,27900,0,3100,0,27900
南投縣名間鄉立幼兒園,名間鄉,公立,11,34600,0,3145,0,34600
南投縣名間鄉立幼兒園大庄分班,名間鄉,公立,11,34600,0,3145,0,34600
南投縣名間鄉立幼兒園松嶺分班,名間鄉,公立,11,34600,0,3145,0,34600
南投縣國姓鄉北山國民小學附設幼兒園,國姓鄉,公立,9,27900,0,3100,0,27900
南投縣國姓鄉北港國民小學附設幼兒園,國姓鄉,公立,9,27900,0,3100,0,27900
南投縣國姓鄉南港國民小學附設幼兒園,國姓鄉,公立,9,26460,0,2940,0,26460
南投縣國姓鄉國姓國民小學附設幼兒園,國姓鄉,公立,9,27900,0,3100,0,27900
南投縣國姓鄉福龜國民小學附設幼兒園,國姓鄉,公立,9,27900,0,3100,0,27900
南投縣國姓鄉長流國民小學附設幼兒園,國姓鄉,公立,9,26550,0,2950,0,26550
南投縣埔里鎮南光國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮史港國民小學附設幼兒園,埔里鎮,公立,9,27090,0,3010,0,27090
南投縣埔里鎮埔里國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮太平國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮忠孝國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮愛蘭國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮水尾國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮溪南國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣埔里鎮立幼兒園,埔里鎮,公立,11,35780,0,3253,0,35780
南投縣埔里鎮育英國民小學附設幼兒園,埔里鎮,公立,9,27900,0,3100,0,27900
南投縣大成非營利幼兒園(委託財團法人三之三生命教育基金會辦理),埔里鎮,非營利,12,0,0,8489,0,101868
南投縣德興非營利幼兒園(委託財團法人三之三生命教育基金會辦理),南投市,非營利,12,0,0,9084,0,109008
南投縣德興非營利幼兒園(委託財團法人三之三生命教育基金會辦理,南投市,非營利,12,0,0,9084,0,109008
南投縣水里鄉新興國民小學附設幼兒園,水里鄉,公立,9,27900,0,3100,0,27900
南投縣水里鄉水里國民小學附設幼兒園,水里鄉,公立,9,27900,0,3100,0,27900
南投縣水里鄉立幼兒園,水里鄉,公立,11,32798,0,2982,0,32798
南投縣營盤非營利幼兒園(委託財團法人三之三生命教育基金會辦理),南投市,非營利,12,0,0,8095,0,97140
南投縣私立主人翁幼兒園,名間鄉,準公共化,12,101052,9000,8421,750,101052
南投縣私立仁義幼兒園,南投市,私立,12,124800,14400,10400,1200,124800
南投縣私立佳和幼兒園,鹿谷鄉,準公共化,12,121920,9000,10160,750,121920
南投縣私立保進東海幼兒園,竹山鎮,準公共化,12,120756,9000,10063,750,120756
南投縣私立信愛幼兒園,埔里鎮,準公共化,12,104304,9000,8692,750,104304
南投縣私立優加幼兒園,竹山鎮,準公共化,12,158000,11000,13167,917,158000
南投縣私立優秀幼兒園,草屯鎮,私立,12,133200,18000,11100,1500,133200
南投縣私立優蓓仕幼兒園,草屯鎮,準公共化,12,155000,18000,12917,1500,155000
南投縣私立光隆幼兒園,草屯鎮,準公共化,12,99744,9000,8312,750,99744
南投縣私立加拿大幼兒園,埔里鎮,準公共化,12,153600,9000,12800,750,153600
南投縣私立協同幼兒園,草屯鎮,私立,12,71520,0,5960,0,71520
南投縣私立卡帕及幼幼兒園,草屯鎮,私立,12,107100,18000,8925,1500,107100
南投縣私立名仁幼兒園,魚池鄉,準公共化,12,98468,9000,8206,750,98468
南投縣私立向日葵幼兒園,草屯鎮,私立,12,158000,36000,13167,3000,158000
南投縣私立哈波特幼兒園,竹山鎮,準公共化,12,142800,14400,11900,1200,142800
南投縣私立培優幼兒園,南投市,準公共化,12,99004,9000,8250,750,99004
南投縣私立培幼幼兒園,埔里鎮,準公共化,12,96376,0,8031,0,96376
南投縣私立培真幼兒園,竹山鎮,準公共化,12,96000,0,8000,0,96000
南投縣私立基督教大衛王幼兒園,南投市,準公共化,12,113928,12000,9494,1000,113928
南投縣私立多倫多幼兒園,南投市,私立,12,111700,0,9308,0,111700
南投縣私立大佑幼兒園,竹山鎮,私立,12,120000,14400,10000,1200,120000
南投縣私立大樹幼兒園,埔里鎮,準公共化,12,107712,9000,8976,750,107712
南投縣私立大蘋果幼兒園,草屯鎮,準公共化,12,106012,9000,8834,750,106012
南投縣私立學揚幼兒園,南投市,準公共化,12,99760,9000,8313,750,99760
南投縣私立寶仁幼兒園,名間鄉,準公共化,12,99000,0,8250,0,99000
南投縣私立小博士幼兒園,草屯鎮,準公共化,12,118476,9000,9873,750,118476
南投縣私立小叮噹幼兒園,埔里鎮,準公共化,12,115604,9000,9634,750,115604
南投縣私立小名人幼兒園,水里鄉,準公共化,12,121536,9000,10128,750,121536
南投縣私立小天使幼兒園,草屯鎮,準公共化,12,103200,9000,8600,750,103200
南投縣私立小太陽幼兒園,埔里鎮,準公共化,12,117912,9000,9826,750,117912
南投縣私立山姆叔叔幼兒園,名間鄉,私立,12,124400,0,10367,0,124400
南投縣私立弘明幼兒園,草屯鎮,私立,12,120000,0,10000,0,120000
南投縣私立愛因斯坦幼兒園,南投市,準公共化,12,97056,21600,8088,1800,97056
南投縣私立愛心幼兒園,南投市,準公共化,12,111564,33600,9297,2800,111564
南投縣私立愛迪生幼兒園,埔里鎮,準公共化,12,99880,9000,8323,750,99880
南投縣私立文心幼兒園,埔里鎮,準公共化,12,128880,30000,10740,2500,128880
南投縣私立新南投弘明幼兒園,南投市,私立,12,120400,0,10033,0,120400
南投縣私立明德幼兒園,國姓鄉,準公共化,12,107508,9600,8959,800,107508
南投縣私立柏克萊幼兒園,草屯鎮,準公共化,12,102000,1200,9700,100,116400
南投縣私立格林幼兒園,南投市,準公共化,12,115404,9000,9617,750,115404
南投縣私立格瑞特幼兒園,草屯鎮,準公共化,12,110616,14400,9218,1200,110616
南投縣私立欣慧幼兒園,草屯鎮,準公共化,12,120480,33600,10040,2800,120480
南投縣私立清華幼兒園,南投市,準公共化,12,108120,18000,9010,1500,108120
南投縣私立湯姆幼兒園,竹山鎮,準公共化,12,109680,12000,9140,1000,109680
南投縣私立獅子王幼兒園,南投市,準公共化,12,96130,33600,8011,2800,96130
南投縣私立益國幼兒園,南投市,準公共化,12,96000,9000,8000,750,96000
南投縣私立真善美幼兒園,草屯鎮,私立,12,141400,33600,11783,2800,141400
南投縣私立福祿貝爾幼兒園,埔里鎮,準公共化,12,96008,9000,8001,750,96008
南投縣私立童年萬歲幼兒園,埔里鎮,準公共化,12,152400,9000,12700,750,152400
南投縣私立童心幼兒園,埔里鎮,準公共化,12,114596,24000,9550,2000,114596
南投縣私立竹山弘明幼兒園,竹山鎮,私立,12,120000,0,10000,0,120000
南投縣私立約克幼兒園,草屯鎮,準公共化,12,93600,0,7800,0,93600
南投縣私立群英幼兒園,南投市,準公共化,12,96400,18000,8033,1500,96400
南投縣私立翊新華盛頓幼兒園,南投市,準公共化,12,121200,9000,10100,750,121200
南投縣私立耕讀園幼兒園,草屯鎮,準公共化,12,115800,9000,9650,750,115800
南投縣私立育仁幼兒園,草屯鎮,準公共化,12,100424,20400,8369,1700,100424
南投縣私立育德幼兒園,草屯鎮,準公共化,12,101060,9000,8422,750,101060
南投縣私立育智幼兒園,魚池鄉,準公共化,12,114452,9000,9538,750,114452
南投縣私立華陽幼兒園,南投市,準公共化,12,150000,9000,12500,750,150000
南投縣私立蒲公英幼兒園,草屯鎮,私立,12,113400,0,9450,0,113400
南投縣私立蜜雪兒幼兒園,草屯鎮,準公共化,12,116500,14400,9708,1200,116500
南投縣私立衛斯理幼兒園,草屯鎮,準公共化,12,104212,9000,8684,750,104212
南投縣私立親子田幼兒園,埔里鎮,準公共化,12,100020,11000,8335,917,100020
南投縣私立貝斯特幼兒園,南投市,準公共化,12,101316,10000,8443,833,101316
南投縣私立貝林幼兒園,埔里鎮,準公共化,12,108000,0,9000,0,108000
南投縣私立辰星幼兒園,草屯鎮,準公共化,12,97156,18000,8096,1500,97156
南投縣私立鹿谷幼兒園,鹿谷鄉,準公共化,12,114600,9000,9550,750,114600
南投縣私立黃柱陳樣幼兒園,草屯鎮,私立,12,208500,33600,17375,2800,208500
南投縣竹山鎮延平國民小學附設幼兒園,竹山鎮,公立,9,27900,0,3100,0,27900
