point,area,type,months,total1,total2,monthly1,monthly2
台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,朴子市,準公共化,12,200616,14400,16718,1200
嘉義縣中埔鄉中埔國民小學附設幼兒園,中埔鄉,公立,9,66330,0,7370,0
嘉義縣中埔鄉中山國民小學附設幼兒園,中埔鄉,公立,9,66330,0,7370,0
嘉義縣中埔鄉同仁國民小學附設幼兒園,中埔鄉,公立,9,66330,200,7370,22
嘉義縣中埔鄉社口國民小學附設幼兒園,中埔鄉,公立,9,61830,0,6870,0
嘉義縣中埔鄉立中埔幼兒園,中埔鄉,公立,10,84400,0,8440,0
嘉義縣中埔鄉立中埔幼兒園三和分班,中埔鄉,公立,10,84400,0,8440,0
嘉義縣中埔鄉立中埔幼兒園中埔分班,中埔鄉,公立,10,84400,0,8440,0
嘉義縣中埔鄉頂六國民小學附設幼兒園,中埔鄉,公立,9,62010,0,6890,0
嘉義縣六腳鄉六腳國民小學附設幼兒園,六腳鄉,公立,9,61830,0,6870,0
嘉義縣六腳鄉北美國民小學附設幼兒園,六腳鄉,公立,9,66330,200,7370,22
嘉義縣六腳鄉灣內國民小學附設幼兒園,六腳鄉,公立,9,66330,200,7370,22
嘉義縣六腳鄉立六腳幼兒園,六腳鄉,公立,10,75140,0,7514,0
嘉義縣大埔美非營利幼兒園(委託財團法人稻江科技暨管理學院設立之稻江科技暨管理學院辦理),大林鎮,非營利,12,115512,0,9626,0
嘉義縣大林鎮立大林幼兒園,大林鎮,公立,10,84400,0,8440,0
嘉義縣太保市南新國民小學附設幼兒園,太保市,公立,9,67770,0,7530,0
嘉義縣太保市太保國民小學附設幼兒園,太保市,公立,9,67590,0,7510,0
嘉義縣太保市新埤國民小學附設幼兒園,太保市,公立,9,63630,0,7070,0
嘉義縣布袋鎮好美國民小學附設幼兒園,布袋鎮,公立,9,68130,0,7570,0
嘉義縣布袋鎮布新國民小學附設幼兒園,布袋鎮,公立,8,66328,0,8291,0
嘉義縣布袋鎮布袋國民小學附設幼兒園,布袋鎮,公立,8,63628,0,7954,0
嘉義縣布袋鎮新塭國民小學附設幼兒園,布袋鎮,公立,9,68130,200,7570,22
嘉義縣布袋鎮新岑國民小學附設幼兒園,布袋鎮,公立,8,64512,0,8064,0
嘉義縣布袋鎮景山國民小學附設幼兒園,布袋鎮,公立,9,60930,0,6770,0
嘉義縣布袋鎮永安國民小學附設幼兒園,布袋鎮,公立,9,69642,0,7738,0
嘉義縣布袋鎮立布袋幼兒園,布袋鎮,公立,10,65000,0,6500,0
嘉義縣布袋鎮貴林國民小學附設幼兒園,布袋鎮,公立,9,69642,200,7738,22
嘉義縣布袋鎮過溝國民小學附設幼兒園,布袋鎮,公立,9,60030,200,6670,22
嘉義縣新港鄉復興國民小學附設幼兒園,新港鄉,公立,9,70542,200,7838,22
嘉義縣新港鄉新港國民小學附設幼兒園,新港鄉,公立,9,70542,200,7838,22
嘉義縣新港鄉月眉國民小學附設幼兒園,新港鄉,公立,8,70540,0,8818,0
嘉義縣新港鄉立新港幼兒園,新港鄉,公立,10,75600,0,7560,0
嘉義縣朴子市大同國民小學附設幼兒園,朴子市,公立,9,67230,0,7470,0
嘉義縣朴子市大鄉國民小學附設幼兒園,朴子市,公立,9,69642,200,7738,22
嘉義縣朴子市朴子國民小學附設幼兒園,朴子市,公立,9,66330,0,7370,0
嘉義縣朴子市松梅國民小學附設幼兒園,朴子市,公立,9,68922,0,7658,0
嘉義縣朴子市祥和國民小學附設幼兒園,朴子市,公立,9,69570,0,7730,0
嘉義縣朴子市立朴子幼兒園,朴子市,公立,10,71372,0,7137,0
嘉義縣朴子市立朴子幼兒園松梅分班,朴子市,公立,10,71372,0,7137,0
嘉義縣朴子市雙溪國民小學附設幼兒園,朴子市,公立,9,68130,0,7570,0
嘉義縣東石鄉三江國民小學附設幼兒園,東石鄉,公立,9,68130,0,7570,0
嘉義縣東石鄉下楫國民小學附設幼兒園,東石鄉,公立,9,69642,0,7738,0
嘉義縣東石鄉塭港國民小學附設幼兒園,東石鄉,公立,9,69642,0,7738,0
嘉義縣東石鄉東石國民小學附設幼兒園,東石鄉,公立,8,66328,0,8291,0
嘉義縣東石鄉港墘國民小學附設幼兒園,東石鄉,公立,9,65430,0,7270,0
嘉義縣東石鄉立東石幼兒園,東石鄉,公立,10,73000,0,7300,0
嘉義縣東石鄉網寮國民小學附設幼兒園,東石鄉,公立,9,66330,0,7370,0
嘉義縣東石鄉龍崗國民小學附設幼兒園,東石鄉,公立,9,68130,0,7570,0
嘉義縣東石鄉龍港國民小學附設幼兒園,東石鄉,公立,9,66330,0,7370,0
嘉義縣梅山鄉仁和國民小學附設幼兒園,梅山鄉,公立,9,69642,200,7738,22
嘉義縣梅山鄉大南國民小學附設幼兒園,梅山鄉,公立,9,69642,0,7738,0
嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,梅山鄉,公立,9,41642,0,4627,0
嘉義縣梅山鄉太和國民小學附設幼兒園,梅山鄉,公立,9,71442,200,7938,22
嘉義縣梅山鄉太平國民小學附設幼兒園,梅山鄉,公立,9,69642,0,7738,0
嘉義縣梅山鄉太興國民小學附設幼兒園,梅山鄉,公立,9,70542,0,7838,0
嘉義縣梅山鄉梅山國民小學附設幼兒園,梅山鄉,公立,9,66330,0,7370,0
嘉義縣梅山鄉瑞峰國民小學附設幼兒園,梅山鄉,公立,8,67228,0,8404,0
嘉義縣梅山鄉瑞里國民小學附設幼兒園,梅山鄉,公立,9,71442,0,7938,0
嘉義縣梅山鄉立梅山幼兒園,梅山鄉,公立,10,85916,0,8592,0
嘉義縣民雄鄉三興國民小學附設幼兒園,民雄鄉,公立,9,71622,0,7958,0
嘉義縣民雄鄉大崎國民小學附設幼兒園,民雄鄉,公立,9,69642,200,7738,22
嘉義縣民雄鄉東榮國民小學附設幼兒園,民雄鄉,公立,9,68742,200,7638,22
嘉義縣民雄鄉民雄國民小學附設幼兒園,民雄鄉,公立,9,68742,0,7638,0
嘉義縣民雄鄉福樂國民小學附設幼兒園,民雄鄉,公立,9,69642,200,7738,22
嘉義縣民雄鄉秀林國民小學附設幼兒園,民雄鄉,公立,8,68128,0,8516,0
