point,area,type,months,total1,total2,monthly1,monthly2
嘉義縣民雄鄉三興國民小學附設幼兒園,民雄鄉,公立,9,35811,0,3979,0
嘉義縣民雄鄉大崎國民小學附設幼兒園,民雄鄉,公立,9,34821,200,3869,22
嘉義縣民雄鄉民雄國民小學附設幼兒園,民雄鄉,公立,9,34371,0,3819,0
嘉義縣民雄鄉福樂國民小學附設幼兒園,民雄鄉,公立,9,34371,200,3819,22
嘉義縣民雄鄉秀林國民小學附設幼兒園,民雄鄉,公立,8,34064,0,4258,0
嘉義縣民雄鄉立民雄幼兒園,民雄鄉,公立,10,42200,0,4220,0
嘉義縣水上鄉南靖國民小學附設幼兒園,水上鄉,公立,9,31815,0,3535,0
嘉義縣水上鄉忠和國民小學附設幼兒園,水上鄉,公立,9,35955,200,3995,22
嘉義縣水上鄉柳林國民小學附設幼兒園,水上鄉,公立,9,34551,200,3839,22
嘉義縣水上鄉立水上幼兒園,水上鄉,公立,10,30170,0,3017,0
嘉義縣水上鄉立水上幼兒園三和分班,水上鄉,公立,10,30170,0,3017,0
嘉義縣水上鄉立水上幼兒園三界分班,水上鄉,公立,10,30500,0,3050,0
嘉義縣水上鄉立水上幼兒園大崙分班,水上鄉,公立,10,30390,0,3039,0
嘉義縣水上鄉立水上幼兒園寬士分班,水上鄉,公立,10,29400,0,2940,0
嘉義縣水上鄉立水上幼兒園忠和分班,水上鄉,公立,10,30500,0,3050,0
嘉義縣溪口鄉柴林國民小學附設幼兒園,溪口鄉,公立,9,34965,200,3885,22
嘉義縣溪口鄉立溪口幼兒園,溪口鄉,公立,10,37800,0,3780,0
嘉義縣番路鄉大湖國民小學附設幼兒園,番路鄉,公立,9,34785,0,3865,0
嘉義縣番路鄉立番路幼兒園,番路鄉,公立,10,41430,0,4143,0
嘉義縣番路鄉隙頂國民小學附設幼兒園,番路鄉,公立,9,35271,0,3919,0
嘉義縣番路鄉黎明國民小學附設幼兒園,番路鄉,公立,9,33615,200,3735,22
嘉義縣私立一之一幼兒園,水上鄉,私立,12,66360,0,5530,0
嘉義縣私立一二三幼兒園,太保市,準公共化,12,101436,14400,8453,1200
嘉義縣私立伊貝兒幼兒園,民雄鄉,私立,12,100800,0,8400,0
嘉義縣私立佳禾幼兒園,大林鎮,準公共化,12,86782,14400,7232,1200
嘉義縣私立優生幼兒園,竹崎鄉,準公共化,12,91476,9000,7623,750
嘉義縣私立全美幼兒園,中埔鄉,準公共化,12,88680,14400,7390,1200
嘉義縣私立名人幼兒園,中埔鄉,準公共化,12,98004,14400,8167,1200
嘉義縣私立哈佛幼兒園,太保市,準公共化,12,95700,14400,7975,1200
嘉義縣私立天心幼兒園,民雄鄉,私立,12,90000,0,7500,0
嘉義縣私立太陽幼兒園,新港鄉,準公共化,12,81588,14400,6799,1200
嘉義縣私立學英幼兒園,竹崎鄉,私立,12,77600,0,6467,0
嘉義縣私立寶貝王國幼兒園,水上鄉,準公共化,12,99144,9000,8262,750
嘉義縣私立幼勝幼兒園,水上鄉,準公共化,12,89658,14400,7472,1200
嘉義縣私立幼安幼兒園,水上鄉,準公共化,12,89432,14400,7453,1200
嘉義縣私立幼能幼兒園,水上鄉,私立,12,105600,0,8800,0
嘉義縣私立愛兒堡幼兒園,民雄鄉,私立,12,100800,0,8400,0
嘉義縣私立愛寶兒幼兒園,新港鄉,私立,12,104400,0,8700,0
嘉義縣私立愛森堡幼兒園,梅山鄉,準公共化,12,83268,14400,6939,1200
嘉義縣私立愛迪生幼兒園,鹿草鄉,準公共化,12,104940,14400,8745,1200
嘉義縣私立慈愛幼兒園,水上鄉,準公共化,12,88884,14400,7407,1200
嘉義縣私立新港安琪兒幼兒園,新港鄉,私立,12,104400,0,8700,0
嘉義縣私立新藝幼兒園,中埔鄉,準公共化,12,86924,14400,7244,1200
嘉義縣私立昇學幼兒園,大林鎮,準公共化,12,99168,14400,8264,1200
嘉義縣私立明日萌幼兒園,太保市,準公共化,12,98484,14400,8207,1200
嘉義縣私立智群幼兒園,太保市,準公共化,12,91220,14400,7602,1200
嘉義縣私立格林威爾幼兒園,民雄鄉,私立,12,119360,0,9947,0
嘉義縣私立欣苗幼兒園,大林鎮,準公共化,12,90888,14400,7574,1200
嘉義縣私立百勝幼兒園,民雄鄉,準公共化,12,108012,9000,9001,750
嘉義縣私立真善美幼兒園,民雄鄉,準公共化,12,89560,14400,7463,1200
嘉義縣私立米羅幼兒園,太保市,私立,12,80400,0,6700,0
嘉義縣私立聖愛幼兒園,竹崎鄉,準公共化,12,89052,14400,7421,1200
嘉義縣私立育民幼兒園,溪口鄉,私立,12,82800,0,6900,0
嘉義縣私立芝麻幼兒園,布袋鎮,準公共化,12,76806,14400,6401,1200
嘉義縣私立藍天幼兒園,朴子市,私立,12,117600,0,9800,0
嘉義縣私立資優生幼兒園,朴子市,準公共化,12,105680,9000,8807,750
嘉義縣私立迪士妮幼兒園,鹿草鄉,準公共化,12,81888,14400,6824,1200
嘉義縣私立麥米羅幼兒園,民雄鄉,私立,12,111420,0,9285,0
嘉義縣立大埔國民中小學附設幼兒園,大埔鄉,公立,9,35415,200,3935,22
嘉義縣立阿里山國民中小學附設幼兒園,阿里山鄉,公立,8,31050,200,3881,25
嘉義縣竹崎鄉中和國民小學附設幼兒園,竹崎鄉,公立,9,35721,200,3969,22
嘉義縣竹崎鄉中興國民小學附設幼兒園,竹崎鄉,公立,9,35721,0,3969,0
嘉義縣竹崎鄉光華國民小學附設幼兒園,竹崎鄉,公立,9,32715,0,3635,0
嘉義縣竹崎鄉內埔國民小學附設幼兒園,竹崎鄉,公立,9,33165,200,3685,22
嘉義縣竹崎鄉立竹崎幼兒園,竹崎鄉,公立,10,42958,200,4296,20
嘉義縣竹崎鄉鹿滿國民小學附設幼兒園,竹崎鄉,公立,9,33165,200,3685,22
嘉義縣竹崎鄉龍山國民小學附設幼兒園,竹崎鄉,公立,8,34370,0,4296,0
嘉義縣義竹鄉光榮國民小學附設幼兒園,義竹鄉,公立,9,32265,0,3585,0
嘉義縣義竹鄉南興國民小學附設幼兒園,義竹鄉,公立,9,31005,0,3445,0
嘉義縣義竹鄉南興國民小學附設幼兒園東華分班,義竹鄉,公立,9,31005,0,3445,0
嘉義縣義竹鄉和順國民小學附設幼兒園,義竹鄉,公立,9,29115,0,3235,0
嘉義縣義竹鄉義竹國民小學附設幼兒園,義竹鄉,公立,8,34462,0,4308,0
嘉義縣義竹鄉農會附設嘉義縣私立義竹幼兒園,義竹鄉,準公共化,12,67356,14400,5613,1200
嘉義縣義竹鄉過路國民小學附設幼兒園,義竹鄉,公立,9,30915,0,3435,0
嘉義縣豐山實驗教育學校附設幼兒園,阿里山鄉,公立,9,32265,200,3585,22
嘉義縣阿里山鄉十字國民小學附設幼兒園,阿里山鄉,公立,9,31815,0,3535,0
嘉義縣阿里山鄉山美國民小學附設幼兒園,阿里山鄉,公立,9,33165,0,3685,0
嘉義縣阿里山鄉立阿里山幼兒園,阿里山鄉,公立,10,32300,0,3230,0
嘉義縣阿里山鄉立阿里山幼兒園來吉分班,阿里山鄉,公立,10,32300,0,3230,0
嘉義縣阿里山鄉茶山國民小學附設幼兒園,阿里山鄉,公立,9,35721,0,3969,0
嘉義縣阿里山鄉達邦國民小學附設幼兒園,阿里山鄉,公立,9,35901,0,3989,0
嘉義縣阿里山鄉達邦國民小學附設幼兒園里佳分班,阿里山鄉,公立,9,35901,0,3989,0
嘉義縣阿里山鄉香林國民小學附設幼兒園,阿里山鄉,公立,9,33570,0,3730,0
嘉義縣鹿草鄉下潭國民小學附設幼兒園,鹿草鄉,公立,9,31365,0,3485,0
嘉義縣鹿草鄉後塘國民小學附設幼兒園,鹿草鄉,公立,9,31815,0,3535,0
嘉義縣鹿草鄉鹿草國民小學附設幼兒園,鹿草鄉,公立,9,31815,0,3535,0
財團法人中華民國佛教慈濟慈善事業基金會附設嘉義縣私立大林大愛幼兒園,大林鎮,私立,12,97000,0,8083,0
財團法人嘉義縣私立聖光幼兒園,新港鄉,準公共化,12,79460,14400,6622,1200
財團法人天主教會嘉義教區附設嘉義縣私立星海幼兒園,義竹鄉,準公共化,12,85380,14400,7115,1200
財團法人天主教會嘉義教區附設嘉義縣私立曉明幼兒園,朴子市,準公共化,12,97136,14400,8095,1200
財團法人天主教會嘉義教區附設嘉義縣私立聖嬰幼兒園,竹崎鄉,準公共化,12,84184,14400,7015,1200
財團法人天主教會嘉義教區附設嘉義縣私立震旦幼兒園,新港鄉,準公共化,12,80684,14400,6724,1200
財團法人朴子高明寺附設嘉義縣私立高明幼兒園,朴子市,準公共化,12,85476,14400,7123,1200
財團法人臺灣省嘉義縣私立協同高級中學附設嘉義縣私立協同幼兒園,民雄鄉,私立,12,126720,0,10560,0
