point,area,type,months,total1,total2,monthly1,monthly2,total3
環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,斗六市,私立,12,128000,0,10667,0,128000
福智學校財團法人雲林縣福智國民小學附設私立福智幼兒園,古坑鄉,準公共化,12,124812,9000,10401,750,124812
豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,斗六市,私立,12,26600,0,2217,0,26600
財團法人天主教中華道明修女會附設雲林縣私立斗南幼兒園,斗南鎮,準公共化,12,108888,0,9074,0,108888
財團法人天主教中華道明修女會附設雲林縣私立西光幼兒園,西螺鎮,準公共化,12,99156,9000,8263,750,99156
財團法人天主教會嘉義教區附設雲林縣私立善導幼兒園,北港鎮,準公共化,12,98968,9000,8247,750,98968
財團法人天主教會嘉義教區附設雲林縣私立正心幼兒園,斗六市,準公共化,12,126640,9000,10553,750,126640
財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,虎尾鎮,準公共化,12,99252,9000,8271,750,99252
財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,臺西鄉,準公共化,12,98604,9000,8217,750,98604
財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,斗六市,準公共化,12,99716,9000,8310,750,99716
財團法人福智文教基金會附設雲林縣私立妙慧幼兒園,斗六市,準公共化,12,123948,9000,10329,750,123948
雲林縣二崙鄉二崙國民小學附設幼兒園,二崙鄉,公立,9,36120,200,4013,22,36120
雲林縣二崙鄉立幼兒園,二崙鄉,公立,11.5,35150,0,3057,0,35150
雲林縣元長鄉立幼兒園,元長鄉,公立,12,38800,0,3233,0,38800
雲林縣元長鄉立幼兒園信義分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣元長鄉立幼兒園和平分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣元長鄉立幼兒園客厝分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣元長鄉立幼兒園忠孝分班,元長鄉,公立,12,38200,0,3183,0,38200
雲林縣元長鄉立幼兒園新生分班,元長鄉,公立,12,40600,0,3383,0,40600
雲林縣北港鎮北辰國民小學附設幼兒園,北港鎮,公立,9,34950,200,3883,22,34950
雲林縣北港鎮南陽國民小學附設幼兒園,北港鎮,公立,9,34950,0,3883,0,34950
雲林縣北港鎮好收國民小學附設幼兒園,北港鎮,公立,9,35040,200,3893,22,35040
雲林縣北港鎮朝陽國民小學附設幼兒園,北港鎮,公立,9,35400,200,3933,22,35400
雲林縣北港鎮立幼兒園,北港鎮,公立,12,38000,0,3167,0,38000
雲林縣口湖鄉下崙國民小學附設幼兒園,口湖鄉,公立,9,33150,200,3683,22,33150
雲林縣口湖鄉文光國民小學附設幼兒園,口湖鄉,公立,9,31730,0,3526,0,31730
雲林縣口湖鄉立幼兒園,口湖鄉,公立,11.5,36850,0,3204,0,36850
雲林縣口湖鄉金湖國民小學附設幼兒園,口湖鄉,公立,9,32250,0,3583,0,32250
雲林縣古坑鄉東和國民小學附設幼兒園,古坑鄉,公立,9,35850,0,3983,0,35850
雲林縣古坑鄉桂林國民小學附設幼兒園,古坑鄉,公立,9,35850,200,3983,22,35850
雲林縣古坑鄉棋山國民小學附設幼兒園,古坑鄉,公立,9,34250,200,3806,22,34250
雲林縣古坑鄉永光國民小學附設幼兒園,古坑鄉,公立,9,35400,200,3933,22,35400
雲林縣古坑鄉立幼兒園,古坑鄉,公立,12,37400,0,3117,0,37400
雲林縣古坑鄉立幼兒園樟湖分班,古坑鄉,公立,12,32600,0,2717,0,32600
雲林縣古坑鄉草嶺生態地質國民小學附設幼兒園,古坑鄉,公立,9,35844,200,3983,22,35844
雲林縣古坑鄉華山國民小學附設幼兒園,古坑鄉,公立,9,36104,0,4012,0,36104
雲林縣四湖鄉四湖國民小學附設幼兒園,四湖鄉,公立,9,36120,0,4013,0,36120
雲林縣四湖鄉立幼兒園,四湖鄉,公立,12,37760,0,3147,0,37760
雲林縣土庫鎮土庫國民小學附設幼兒園,土庫鎮,公立,9,35220,0,3913,0,35220
雲林縣土庫鎮立幼兒園,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園南平分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園埤腳分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園大荖分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園崙內分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園扶朝分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園新庄分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園東平分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮立幼兒園秀潭分班,土庫鎮,公立,11,33900,0,3082,0,33900
雲林縣土庫鎮馬光國民小學附設幼兒園,土庫鎮,公立,9,35600,200,3956,22,35600
雲林縣大埤鄉仁和國民小學附設幼兒園,大埤鄉,公立,9,36120,200,4013,22,36120
雲林縣大埤鄉大埤國民小學附設幼兒園,大埤鄉,公立,9,35220,0,3913,0,35220
雲林縣大埤鄉立幼兒園,大埤鄉,公立,12,41800,0,3483,0,41800
雲林縣大埤鄉舊庄國民小學附設幼兒園,大埤鄉,公立,9,36120,0,4013,0,36120
雲林縣山峰華德福教育實驗國民小學附設幼兒園,古坑鄉,公立,9,31350,200,3483,22,31350
雲林縣崙背鄉崙背國民小學附設幼兒園,崙背鄉,公立,9,31730,200,3526,22,31730
雲林縣崙背鄉東興國民小學附設幼兒園,崙背鄉,公立,9,33800,200,3756,22,33800
雲林縣崙背鄉立幼兒園,崙背鄉,公立,11,38200,0,3473,0,38200
雲林縣斗六市久安國民小學附設幼兒園,斗六市,公立,9,35220,0,3913,0,35220
雲林縣斗六市斗六國民小學附設幼兒園,斗六市,公立,9,35220,200,3913,22,35220
雲林縣斗六市林頭國民小學附設幼兒園,斗六市,公立,9,34320,0,3813,0,34320
雲林縣斗六市溝壩國民小學附設幼兒園,斗六市,公立,9,36120,0,4013,0,36120
雲林縣斗六市石榴國民小學附設幼兒園,斗六市,公立,9,36120,200,4013,22,36120
雲林縣斗六市立幼兒園,斗六市,公立,12,43000,0,3583,0,43000
雲林縣斗六市鎮南國民小學附設幼兒園,斗六市,公立,9,36120,0,4013,0,36120
雲林縣斗六市鎮東國民小學附設幼兒園,斗六市,公立,9,34320,200,3813,22,34320
雲林縣斗六市雲林國民小學附設幼兒園,斗六市,公立,9,35220,200,3913,22,35220
雲林縣斗南鎮文安國民小學附設幼兒園,斗南鎮,公立,9,35670,200,3963,22,35670
雲林縣斗南鎮立幼兒園,斗南鎮,公立,12,41300,0,3442,0,41300
雲林縣斗南鎮立幼兒園靖興分班,斗南鎮,公立,12,41300,0,3442,0,41300
雲林縣斗南鎮重光國民小學附設幼兒園,斗南鎮,公立,9,34320,200,3813,22,34320
雲林縣東勢鄉東勢國民小學附設幼兒園,東勢鄉,公立,9,32700,0,3633,0,32700
雲林縣東勢鄉立幼兒園,東勢鄉,公立,12,39600,0,3300,0,39600
雲林縣林內鄉立幼兒園,林內鄉,公立,11,39100,0,3555,0,39100
雲林縣水林鄉宏仁國民小學附設幼兒園,水林鄉,公立,9,36120,200,4013,22,36120
雲林縣水林鄉立幼兒園,水林鄉,公立,12,34000,0,2833,0,34000
雲林縣潮厝華德福教育實驗國民小學附設幼兒園,褒忠鄉,公立,9,33420,0,3713,0,33420
雲林縣私立三民幼兒園,虎尾鎮,準公共化,12,108000,9000,9000,750,108000
雲林縣私立上島幼兒園,土庫鎮,私立,12,97400,0,8117,0,97400
雲林縣私立上智幼兒園,虎尾鎮,準公共化,12,132732,9000,11061,750,132732
雲林縣私立中興幼兒園,斗南鎮,準公共化,12,109044,9000,9087,750,109044
雲林縣私立丹尼兒幼兒園,虎尾鎮,私立,12,140000,0,11667,0,140000
雲林縣私立丹迪幼兒園,大埤鄉,準公共化,12,115020,9000,9585,750,115020
雲林縣私立乖乖幼兒園,二崙鄉,準公共化,12,102540,9000,8545,750,102540
雲林縣私立亞歷山大幼兒園,大埤鄉,準公共化,12,110808,9000,9234,750,110808
雲林縣私立人之初幼兒園,北港鎮,準公共化,12,134892,9000,11241,750,134892
雲林縣私立仁智幼兒園,水林鄉,準公共化,12,127152,9000,10596,750,127152
雲林縣私立來來幼兒園,斗六市,準公共化,12,123336,9000,10278,750,123336
雲林縣私立兒皇宮幼兒園,斗六市,準公共化,12,130800,0,10900,0,130800
雲林縣私立博仁幼兒園,斗南鎮,準公共化,12,119384,9000,9949,750,119384
雲林縣私立卡爾蕎幼兒園,麥寮鄉,準公共化,12,132000,9000,11000,750,132000
雲林縣私立啟芳幼兒園,元長鄉,準公共化,12,91864,0,7655,0,91864
雲林縣私立喬大幼兒園,西螺鎮,準公共化,12,118600,9000,9883,750,118600
雲林縣私立國恩幼兒園,莿桐鄉,準公共化,12,108720,0,9060,0,108720
雲林縣私立大屯幼兒園,虎尾鎮,準公共化,12,128472,0,10706,0,128472
雲林縣私立大鳥幼兒園,西螺鎮,準公共化,12,121552,9000,10129,750,121552
雲林縣私立奇豐幼兒園,口湖鄉,準公共化,12,89136,0,7428,0,89136
雲林縣私立奧斯卡幼兒園,北港鎮,準公共化,12,125964,9000,10497,750,125964
雲林縣私立姿善幼兒園,虎尾鎮,準公共化,12,105336,0,8778,0,105336
雲林縣私立安安幼兒園,虎尾鎮,準公共化,12,121004,9000,10084,750,121004
雲林縣私立宏慈幼兒園,虎尾鎮,準公共化,12,100656,9000,8388,750,100656
雲林縣私立宏祐幼兒園,元長鄉,準公共化,12,120900,9000,10075,750,120900
雲林縣私立小博士幼兒園,斗六市,準公共化,12,98748,9000,8229,750,98748
雲林縣私立小天才幼兒園,斗南鎮,準公共化,12,110520,9600,9210,800,110520
雲林縣私立小星星幼兒園,斗六市,準公共化,12,137880,9000,11490,750,137880
雲林縣私立康橋幼兒園,斗六市,準公共化,12,116484,9000,9707,750,116484
雲林縣私立建國幼兒園,斗六市,準公共化,12,108000,0,9000,0,108000
雲林縣私立惠華幼兒園,崙背鄉,準公共化,12,116280,18000,9690,1500,116280
雲林縣私立愛尼爾幼兒園,褒忠鄉,準公共化,12,100560,9000,8380,750,100560
雲林縣私立愛德堡幼兒園,斗六市,準公共化,12,127044,9000,10587,750,127044
雲林縣私立愛迪亞幼兒園,斗六市,準公共化,12,132000,9000,11000,750,132000
雲林縣私立斗六保進幼兒園,斗六市,準公共化,12,163200,14400,13600,1200,163200
雲林縣私立新奇豐幼兒園,北港鎮,準公共化,12,98916,0,8243,0,98916
雲林縣私立新文仁幼兒園,北港鎮,私立,12,84000,0,7000,0,84000
